,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[511, 118, 98, 121]",0.21,0.0,0.02,0.01,0.25,0.0,0.51
1,"[579, 98, 100, 119]",0.19,0.0,0.04,0.0,0.42,0.0,0.33
2,"[543, 111, 103, 129]",0.19,0.0,0.01,0.01,0.25,0.0,0.53
3,"[544, 107, 103, 128]",0.1,0.0,0.04,0.01,0.54,0.0,0.31
4,"[505, 126, 97, 120]",0.38,0.0,0.02,0.0,0.35,0.01,0.24
5,"[568, 107, 99, 121]",0.5,0.0,0.01,0.0,0.3,0.01,0.17
6,"[532, 129, 99, 120]",0.07,0.0,0.03,0.01,0.21,0.01,0.66
7,"[582, 110, 107, 129]",0.61,0.0,0.03,0.02,0.18,0.01,0.17
8,"[541, 113, 101, 128]",0.37,0.0,0.02,0.0,0.43,0.0,0.17
9,"[399, 113, 82, 101]",0.07,0.0,0.08,0.01,0.47,0.0,0.37
10,"[552, 87, 103, 122]",0.04,0.0,0.56,0.01,0.14,0.21,0.04
11,"[577, 113, 99, 117]",0.3,0.0,0.06,0.0,0.37,0.01,0.26
12,"[573, 98, 99, 124]",0.32,0.0,0.08,0.0,0.39,0.0,0.21
13,"[501, 146, 93, 112]",0.09,0.0,0.03,0.13,0.4,0.0,0.35
14,"[509, 118, 102, 124]",0.13,0.0,0.01,0.01,0.32,0.0,0.53
15,"[555, 103, 103, 124]",0.07,0.0,0.01,0.0,0.22,0.01,0.68
16,"[325, 111, 90, 112]",0.04,0.0,0.02,0.84,0.06,0.0,0.04
17,"[564, 175, 96, 111]",0.37,0.0,0.09,0.04,0.4,0.01,0.09
18,"[541, 112, 98, 121]",0.58,0.0,0.08,0.0,0.22,0.08,0.04
19,"[582, 90, 103, 126]",0.29,0.0,0.02,0.0,0.61,0.0,0.08
20,"[488, 119, 104, 125]",0.12,0.0,0.01,0.01,0.25,0.0,0.61
21,"[548, 92, 98, 129]",0.41,0.0,0.09,0.01,0.24,0.02,0.22
22,"[375, 102, 82, 108]",0.26,0.0,0.1,0.02,0.26,0.02,0.33
23,"[349, 112, 82, 104]",0.12,0.0,0.03,0.01,0.56,0.0,0.28
24,"[606, 271, 31, 39]",0.11,0.0,0.01,0.02,0.25,0.0,0.61
25,"[609, 290, 32, 40]",0.19,0.0,0.04,0.01,0.33,0.0,0.43
26,"[596, 100, 105, 125]",0.59,0.0,0.1,0.0,0.2,0.02,0.09
27,"[571, 114, 101, 121]",0.28,0.0,0.01,0.0,0.38,0.0,0.33
28,"[559, 119, 102, 122]",0.04,0.0,0.0,0.06,0.1,0.0,0.79
29,"[567, 108, 100, 122]",0.08,0.0,0.01,0.05,0.1,0.0,0.76
30,"[500, 118, 104, 124]",0.08,0.0,0.01,0.16,0.31,0.0,0.45
31,"[589, 99, 97, 121]",0.43,0.01,0.07,0.0,0.42,0.02,0.06
32,"[543, 106, 99, 120]",0.37,0.0,0.07,0.01,0.32,0.01,0.23
33,"[555, 99, 117, 142]",0.18,0.0,0.06,0.17,0.14,0.06,0.39
34,"[552, 82, 95, 118]",0.4,0.0,0.38,0.0,0.06,0.04,0.11
35,"[615, 112, 97, 121]",0.23,0.0,0.07,0.32,0.1,0.01,0.26
36,"[389, 109, 81, 101]",0.27,0.0,0.22,0.01,0.38,0.02,0.09
37,"[353, 96, 90, 123]",0.44,0.0,0.06,0.3,0.12,0.04,0.05
38,"[390, 95, 87, 119]",0.65,0.0,0.06,0.03,0.1,0.05,0.11
39,"[371, 99, 77, 103]",0.43,0.01,0.1,0.15,0.13,0.02,0.17
40,"[321, 113, 81, 104]",0.39,0.01,0.1,0.14,0.29,0.02,0.05
41,"[589, 95, 100, 122]",0.38,0.01,0.02,0.0,0.43,0.0,0.16
42,"[565, 137, 97, 115]",0.07,0.0,0.01,0.09,0.14,0.0,0.68
43,"[493, 76, 100, 123]",0.53,0.0,0.26,0.0,0.17,0.03,0.01
44,"[563, 96, 94, 115]",0.32,0.0,0.33,0.01,0.18,0.07,0.09
45,"[568, 96, 98, 114]",0.31,0.0,0.09,0.03,0.3,0.01,0.27
46,"[619, 95, 103, 127]",0.21,0.0,0.04,0.14,0.29,0.03,0.3
47,"[474, 111, 105, 128]",0.12,0.0,0.02,0.64,0.05,0.04,0.13
48,"[576, 103, 106, 134]",0.2,0.02,0.05,0.12,0.3,0.02,0.3
49,"[498, 111, 96, 123]",0.08,0.01,0.01,0.41,0.18,0.03,0.29
50,"[524, 131, 103, 123]",0.09,0.0,0.03,0.13,0.33,0.01,0.41
51,"[531, 136, 101, 120]",0.4,0.01,0.06,0.0,0.25,0.02,0.26
52,"[548, 101, 98, 122]",0.09,0.0,0.1,0.0,0.26,0.4,0.14
53,"[601, 101, 117, 138]",0.11,0.0,0.06,0.0,0.52,0.0,0.31
54,"[543, 102, 106, 127]",0.24,0.0,0.01,0.03,0.39,0.0,0.31
55,"[601, 91, 101, 133]",0.06,0.0,0.16,0.01,0.43,0.14,0.18
56,"[621, 98, 103, 129]",0.03,0.0,0.01,0.57,0.08,0.04,0.27
57,"[625, 279, 31, 38]",0.05,0.0,0.02,0.25,0.17,0.0,0.51
58,"[592, 274, 33, 43]",0.12,0.0,0.08,0.12,0.31,0.0,0.36
59,"[641, 275, 32, 41]",0.15,0.0,0.01,0.69,0.02,0.01,0.11
60,"[608, 266, 34, 44]",0.03,0.0,0.0,0.78,0.02,0.0,0.16
61,"[620, 276, 34, 42]",0.25,0.0,0.06,0.16,0.26,0.02,0.25
62,"[338, 80, 95, 127]",0.27,0.0,0.08,0.02,0.43,0.04,0.16
63,"[544, 95, 99, 119]",0.46,0.01,0.1,0.0,0.31,0.0,0.13
64,"[483, 119, 99, 125]",0.16,0.0,0.02,0.0,0.44,0.0,0.37
65,"[523, 108, 94, 121]",0.29,0.0,0.22,0.0,0.41,0.02,0.06
66,"[582, 94, 102, 130]",0.3,0.0,0.19,0.0,0.34,0.0,0.15
67,"[598, 88, 97, 118]",0.05,0.0,0.28,0.0,0.05,0.55,0.06
68,"[533, 123, 96, 121]",0.23,0.0,0.04,0.09,0.39,0.03,0.22
69,"[566, 99, 97, 120]",0.15,0.0,0.21,0.0,0.48,0.03,0.13
70,"[547, 98, 99, 121]",0.48,0.0,0.02,0.28,0.18,0.02,0.02
71,"[609, 121, 100, 123]",0.09,0.0,0.01,0.04,0.24,0.01,0.6
72,"[571, 78, 104, 129]",0.28,0.0,0.26,0.0,0.32,0.07,0.07
73,"[523, 107, 108, 131]",0.28,0.0,0.02,0.03,0.34,0.0,0.33
74,"[542, 113, 101, 130]",0.28,0.0,0.07,0.36,0.22,0.05,0.02
75,"[494, 119, 93, 114]",0.3,0.01,0.05,0.04,0.5,0.0,0.1
76,"[572, 70, 105, 128]",0.08,0.0,0.19,0.01,0.56,0.02,0.14
77,"[592, 96, 105, 131]",0.26,0.0,0.04,0.08,0.34,0.01,0.26
78,"[548, 91, 103, 121]",0.1,0.0,0.03,0.01,0.37,0.0,0.49
79,"[528, 105, 101, 126]",0.08,0.0,0.22,0.0,0.47,0.02,0.21
80,"[630, 293, 29, 35]",0.54,0.0,0.17,0.05,0.09,0.0,0.15
81,"[396, 113, 82, 101]",0.4,0.01,0.05,0.01,0.39,0.01,0.14
82,"[525, 85, 107, 133]",0.03,0.0,0.12,0.19,0.11,0.02,0.54
83,"[620, 102, 100, 123]",0.21,0.0,0.19,0.09,0.33,0.05,0.13
84,"[524, 91, 100, 120]",0.25,0.0,0.02,0.0,0.69,0.0,0.04
85,"[548, 97, 95, 114]",0.25,0.0,0.36,0.04,0.12,0.12,0.11
86,"[544, 84, 109, 134]",0.19,0.0,0.21,0.0,0.54,0.0,0.05
87,"[471, 83, 101, 124]",0.19,0.0,0.17,0.0,0.24,0.3,0.1
88,"[489, 73, 107, 133]",0.31,0.0,0.32,0.01,0.16,0.14,0.05
89,"[521, 114, 102, 126]",0.4,0.0,0.09,0.0,0.38,0.0,0.13
90,"[484, 107, 101, 123]",0.45,0.01,0.02,0.01,0.28,0.0,0.22
91,"[542, 104, 104, 125]",0.16,0.0,0.0,0.01,0.3,0.0,0.53
92,"[457, 151, 75, 92]",0.2,0.0,0.09,0.0,0.41,0.01,0.29
93,"[407, 106, 85, 111]",0.24,0.0,0.19,0.0,0.44,0.01,0.12
94,"[482, 109, 101, 125]",0.4,0.0,0.12,0.0,0.34,0.03,0.11
95,"[559, 116, 104, 130]",0.07,0.0,0.01,0.01,0.37,0.0,0.53
96,"[538, 114, 103, 125]",0.14,0.01,0.12,0.0,0.46,0.02,0.27
97,"[608, 110, 101, 128]",0.5,0.0,0.15,0.0,0.18,0.05,0.12
98,"[561, 130, 101, 122]",0.13,0.0,0.03,0.31,0.18,0.01,0.35
99,"[562, 118, 98, 128]",0.22,0.0,0.07,0.05,0.29,0.02,0.35
100,"[473, 99, 100, 124]",0.09,0.0,0.06,0.0,0.43,0.0,0.41
101,"[550, 128, 115, 137]",0.18,0.0,0.09,0.01,0.63,0.0,0.1
102,"[681, 91, 100, 119]",0.12,0.0,0.38,0.0,0.24,0.19,0.06
103,"[569, 103, 106, 128]",0.15,0.0,0.03,0.0,0.35,0.0,0.47
104,"[523, 92, 96, 121]",0.33,0.0,0.1,0.02,0.39,0.01,0.15
105,"[515, 135, 107, 133]",0.25,0.0,0.03,0.0,0.52,0.01,0.19
106,"[396, 95, 82, 103]",0.21,0.0,0.12,0.04,0.46,0.02,0.15
107,"[510, 153, 100, 123]",0.59,0.01,0.06,0.0,0.31,0.01,0.02
108,"[578, 113, 102, 126]",0.05,0.0,0.01,0.09,0.17,0.0,0.67
109,"[555, 88, 97, 116]",0.27,0.0,0.1,0.04,0.44,0.04,0.11
110,"[484, 96, 102, 123]",0.2,0.0,0.06,0.17,0.53,0.02,0.02
111,"[588, 81, 108, 131]",0.01,0.0,0.73,0.01,0.03,0.15,0.07
112,"[569, 136, 103, 124]",0.09,0.0,0.02,0.0,0.74,0.0,0.15
113,"[519, 113, 104, 122]",0.19,0.0,0.07,0.02,0.28,0.0,0.43
114,"[483, 115, 92, 113]",0.25,0.0,0.03,0.0,0.45,0.0,0.26
115,"[542, 91, 104, 127]",0.09,0.0,0.16,0.0,0.09,0.58,0.06
116,"[504, 80, 96, 118]",0.06,0.0,0.13,0.64,0.08,0.02,0.06
117,"[578, 108, 97, 122]",0.4,0.01,0.08,0.0,0.45,0.03,0.02
118,"[566, 119, 100, 117]",0.07,0.0,0.05,0.02,0.65,0.0,0.21
119,"[546, 106, 99, 119]",0.16,0.01,0.02,0.51,0.14,0.0,0.17
120,"[548, 98, 107, 134]",0.36,0.0,0.12,0.01,0.43,0.04,0.04
121,"[590, 78, 91, 114]",0.52,0.0,0.19,0.01,0.25,0.0,0.02
122,"[602, 278, 32, 40]",0.07,0.0,0.02,0.05,0.17,0.0,0.69
123,"[612, 271, 37, 46]",0.09,0.0,0.02,0.03,0.65,0.0,0.21
124,"[613, 265, 33, 43]",0.34,0.0,0.02,0.0,0.18,0.0,0.45
125,"[443, 138, 104, 116]",0.22,0.0,0.0,0.0,0.62,0.0,0.16
126,"[518, 93, 110, 138]",0.06,0.0,0.02,0.07,0.13,0.0,0.72
127,"[569, 105, 103, 126]",0.47,0.0,0.06,0.14,0.13,0.14,0.07
128,"[548, 102, 100, 122]",0.48,0.02,0.06,0.01,0.37,0.01,0.04
129,"[610, 101, 104, 126]",0.71,0.02,0.04,0.0,0.19,0.02,0.03
130,"[572, 122, 99, 120]",0.31,0.02,0.01,0.46,0.15,0.02,0.02
131,"[577, 87, 103, 122]",0.3,0.0,0.2,0.0,0.42,0.01,0.08
132,"[496, 139, 110, 134]",0.04,0.0,0.01,0.09,0.13,0.03,0.7
133,"[518, 130, 99, 120]",0.07,0.0,0.02,0.55,0.15,0.01,0.19
134,"[550, 102, 97, 118]",0.13,0.0,0.03,0.02,0.2,0.0,0.63
135,"[628, 108, 100, 121]",0.35,0.0,0.03,0.3,0.2,0.02,0.11
136,"[532, 115, 102, 127]",0.12,0.0,0.07,0.0,0.61,0.0,0.19
137,"[496, 95, 99, 124]",0.85,0.0,0.04,0.0,0.06,0.03,0.02
138,"[496, 115, 98, 120]",0.12,0.0,0.09,0.0,0.67,0.01,0.11
139,"[518, 89, 104, 126]",0.07,0.0,0.22,0.01,0.03,0.53,0.14
140,"[570, 101, 102, 121]",0.24,0.0,0.01,0.0,0.31,0.0,0.44
141,"[531, 107, 98, 119]",0.26,0.0,0.01,0.0,0.44,0.0,0.28
142,"[403, 118, 71, 92]",0.17,0.0,0.01,0.4,0.06,0.0,0.36
143,"[336, 83, 89, 122]",0.41,0.02,0.14,0.01,0.3,0.07,0.07
144,"[626, 277, 31, 37]",0.1,0.0,0.04,0.0,0.25,0.0,0.6
145,"[603, 276, 34, 41]",0.46,0.0,0.06,0.25,0.17,0.01,0.05
146,"[603, 265, 33, 41]",0.07,0.0,0.03,0.01,0.32,0.0,0.56
147,"[608, 113, 104, 126]",0.17,0.0,0.03,0.0,0.58,0.01,0.21
148,"[583, 93, 95, 116]",0.97,0.0,0.01,0.0,0.01,0.0,0.0
149,"[579, 127, 99, 121]",0.17,0.0,0.05,0.02,0.4,0.0,0.36
150,"[568, 147, 99, 120]",0.27,0.0,0.02,0.01,0.53,0.0,0.18
151,"[580, 112, 100, 123]",0.13,0.0,0.04,0.01,0.17,0.04,0.62
152,"[557, 92, 96, 118]",0.24,0.0,0.15,0.0,0.39,0.0,0.22
153,"[515, 101, 97, 118]",0.3,0.03,0.02,0.27,0.28,0.0,0.09
154,"[599, 99, 100, 120]",0.34,0.02,0.02,0.2,0.22,0.02,0.18
155,"[555, 97, 97, 120]",0.08,0.0,0.03,0.04,0.32,0.03,0.49
156,"[405, 99, 81, 106]",0.44,0.03,0.08,0.12,0.13,0.03,0.17
157,"[390, 92, 77, 105]",0.26,0.0,0.06,0.06,0.23,0.12,0.26
