,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4
25,"[554, 148, 146, 183]",0.05,0.0,0.02,0.03,0.04,0.04,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[560, 137, 143, 191]",0.06,0.0,0.03,0.14,0.05,0.02,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[567, 123, 141, 184]",0.08,0.0,0.04,0.0,0.35,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[509, 174, 147, 190]",0.04,0.0,0.03,0.27,0.12,0.01,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[562, 148, 142, 187]",0.05,0.0,0.05,0.05,0.17,0.03,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[582, 128, 141, 183]",0.11,0.0,0.27,0.0,0.04,0.27,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[502, 126, 149, 200]",0.02,0.0,0.07,0.01,0.02,0.04,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[546, 145, 142, 184]",0.04,0.0,0.03,0.02,0.25,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[532, 159, 140, 181]",0.01,0.0,0.01,0.15,0.02,0.05,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[510, 166, 140, 174]",0.08,0.0,0.04,0.24,0.11,0.02,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[526, 149, 143, 189]",0.03,0.0,0.04,0.16,0.11,0.04,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[540, 139, 142, 186]",0.06,0.0,0.05,0.09,0.11,0.07,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[527, 119, 150, 192]",0.18,0.0,0.17,0.03,0.13,0.18,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[557, 129, 148, 199]",0.06,0.0,0.18,0.0,0.11,0.06,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[471, 111, 147, 190]",0.04,0.0,0.16,0.03,0.1,0.03,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[498, 120, 147, 190]",0.32,0.0,0.09,0.03,0.14,0.16,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[533, 153, 139, 177]",0.02,0.0,0.02,0.11,0.07,0.03,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[502, 113, 142, 185]",0.03,0.0,0.56,0.0,0.15,0.05,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[497, 106, 151, 194]",0.05,0.0,0.15,0.01,0.21,0.17,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[494, 121, 143, 190]",0.1,0.0,0.35,0.0,0.11,0.27,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[576, 131, 139, 186]",0.13,0.0,0.1,0.02,0.13,0.02,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[513, 119, 146, 183]",0.06,0.0,0.26,0.02,0.13,0.06,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[494, 127, 149, 189]",0.02,0.0,0.06,0.02,0.04,0.03,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[497, 140, 147, 190]",0.04,0.0,0.06,0.06,0.12,0.04,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[490, 159, 144, 185]",0.05,0.0,0.02,0.41,0.07,0.04,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[491, 147, 155, 207]",0.02,0.0,0.04,0.32,0.12,0.02,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[478, 123, 149, 194]",0.07,0.0,0.2,0.01,0.07,0.05,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[584, 114, 149, 204]",0.2,0.0,0.12,0.04,0.09,0.07,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[575, 102, 142, 192]",0.04,0.0,0.01,0.0,0.06,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[583, 105, 145, 190]",0.17,0.0,0.31,0.0,0.26,0.05,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[561, 107, 149, 197]",0.04,0.0,0.02,0.01,0.07,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[511, 122, 144, 189]",0.04,0.0,0.18,0.01,0.08,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[498, 146, 152, 196]",0.01,0.0,0.01,0.05,0.08,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[507, 124, 148, 198]",0.05,0.0,0.06,0.03,0.09,0.17,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[547, 116, 144, 187]",0.1,0.0,0.13,0.01,0.15,0.04,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[580, 118, 147, 196]",0.08,0.0,0.19,0.01,0.05,0.45,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[621, 113, 181, 236]",0.23,0.0,0.1,0.0,0.35,0.03,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[515, 135, 140, 187]",0.08,0.0,0.09,0.02,0.09,0.08,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[509, 104, 141, 195]",0.05,0.0,0.45,0.01,0.07,0.2,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[564, 91, 150, 196]",0.07,0.0,0.04,0.0,0.14,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[553, 129, 145, 193]",0.06,0.0,0.05,0.06,0.01,0.01,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[523, 128, 143, 188]",0.13,0.0,0.03,0.01,0.02,0.01,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[490, 135, 141, 185]",0.02,0.0,0.04,0.05,0.01,0.02,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[597, 147, 143, 191]",0.04,0.0,0.01,0.15,0.02,0.02,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[511, 109, 149, 194]",0.01,0.0,0.02,0.02,0.04,0.01,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[532, 144, 142, 190]",0.08,0.0,0.05,0.14,0.08,0.15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[490, 105, 147, 188]",0.04,0.0,0.05,0.09,0.07,0.04,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[623, 114, 138, 189]",0.24,0.0,0.18,0.02,0.05,0.32,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[568, 114, 146, 197]",0.04,0.0,0.18,0.04,0.05,0.4,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[501, 117, 141, 190]",0.02,0.0,0.03,0.01,0.02,0.04,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[583, 103, 144, 187]",0.13,0.0,0.09,0.05,0.08,0.05,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[472, 79, 143, 182]",0.06,0.0,0.43,0.0,0.18,0.14,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[453, 94, 143, 189]",0.03,0.0,0.3,0.0,0.24,0.17,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[475, 86, 154, 191]",0.03,0.0,0.14,0.0,0.26,0.02,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[494, 92, 151, 202]",0.02,0.0,0.35,0.0,0.05,0.53,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[462, 113, 140, 191]",0.03,0.0,0.4,0.03,0.05,0.06,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[458, 101, 154, 196]",0.02,0.0,0.18,0.01,0.26,0.06,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[489, 114, 143, 187]",0.06,0.0,0.04,0.03,0.05,0.07,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[519, 105, 146, 188]",0.08,0.0,0.06,0.01,0.05,0.11,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[607, 98, 149, 199]",0.31,0.0,0.21,0.0,0.14,0.08,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[610, 107, 143, 189]",0.13,0.0,0.13,0.0,0.1,0.22,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[640, 176, 138, 174]",0.06,0.0,0.18,0.05,0.63,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[561, 170, 138, 179]",0.33,0.0,0.18,0.28,0.02,0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[622, 197, 154, 192]",0.27,0.0,0.42,0.01,0.22,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[613, 172, 146, 183]",0.24,0.0,0.23,0.03,0.34,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[536, 99, 141, 193]",0.01,0.0,0.63,0.0,0.05,0.26,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[557, 134, 146, 188]",0.05,0.0,0.07,0.16,0.03,0.44,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[599, 146, 144, 191]",0.1,0.0,0.16,0.16,0.03,0.35,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[480, 135, 147, 188]",0.03,0.0,0.51,0.0,0.09,0.18,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[479, 129, 150, 199]",0.09,0.0,0.26,0.04,0.09,0.13,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[527, 105, 151, 197]",0.02,0.0,0.02,0.0,0.05,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[508, 113, 149, 193]",0.06,0.0,0.16,0.01,0.04,0.33,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[486, 124, 149, 192]",0.01,0.0,0.01,0.02,0.02,0.0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[478, 127, 150, 190]",0.08,0.0,0.34,0.02,0.06,0.07,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[524, 124, 144, 183]",0.06,0.0,0.07,0.01,0.07,0.03,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[497, 120, 145, 192]",0.12,0.0,0.38,0.0,0.17,0.04,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[480, 115, 147, 196]",0.05,0.0,0.46,0.0,0.09,0.21,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[481, 125, 146, 190]",0.03,0.0,0.03,0.01,0.08,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[480, 108, 156, 187]",0.1,0.0,0.28,0.01,0.37,0.03,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[473, 124, 146, 178]",0.04,0.0,0.01,0.01,0.03,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[443, 131, 143, 181]",0.15,0.0,0.13,0.07,0.19,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[573, 117, 148, 196]",0.33,0.01,0.13,0.02,0.16,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[442, 119, 143, 182]",0.08,0.0,0.22,0.02,0.23,0.07,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[445, 139, 148, 188]",0.08,0.0,0.2,0.03,0.09,0.02,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[418, 123, 149, 190]",0.03,0.0,0.02,0.02,0.05,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[564, 100, 155, 192]",0.02,0.0,0.02,0.0,0.09,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[568, 105, 143, 191]",0.03,0.0,0.13,0.0,0.07,0.03,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[554, 126, 148, 193]",0.03,0.0,0.01,0.06,0.02,0.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[531, 134, 149, 191]",0.04,0.0,0.02,0.01,0.04,0.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[536, 129, 142, 188]",0.07,0.0,0.02,0.02,0.04,0.05,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[556, 163, 159, 208]",0.04,0.0,0.04,0.33,0.06,0.03,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[574, 132, 139, 188]",0.16,0.0,0.11,0.03,0.05,0.15,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[546, 123, 146, 190]",0.33,0.0,0.1,0.03,0.12,0.05,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[550, 111, 145, 190]",0.18,0.0,0.13,0.01,0.18,0.08,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[555, 129, 144, 187]",0.11,0.0,0.01,0.07,0.03,0.01,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[560, 126, 141, 190]",0.15,0.0,0.06,0.18,0.06,0.06,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[491, 113, 144, 188]",0.05,0.0,0.34,0.0,0.13,0.05,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[502, 126, 147, 192]",0.05,0.0,0.04,0.01,0.05,0.01,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[547, 129, 147, 195]",0.08,0.0,0.02,0.04,0.06,0.05,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[556, 93, 142, 189]",0.09,0.0,0.53,0.0,0.06,0.2,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[554, 107, 146, 198]",0.14,0.0,0.4,0.0,0.06,0.14,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[573, 104, 150, 205]",0.04,0.0,0.41,0.06,0.07,0.07,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[567, 97, 144, 197]",0.41,0.0,0.15,0.03,0.03,0.12,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[602, 96, 149, 197]",0.07,0.0,0.09,0.0,0.13,0.16,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[555, 115, 146, 196]",0.15,0.0,0.12,0.0,0.09,0.05,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[574, 84, 140, 184]",0.02,0.0,0.24,0.0,0.2,0.05,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[583, 83, 145, 193]",0.01,0.0,0.09,0.01,0.08,0.61,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[609, 94, 147, 185]",0.01,0.0,0.02,0.0,0.04,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[597, 87, 146, 191]",0.04,0.0,0.1,0.0,0.07,0.78,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[586, 102, 142, 187]",0.02,0.0,0.06,0.02,0.04,0.06,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[571, 107, 141, 183]",0.01,0.0,0.02,0.0,0.03,0.01,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[611, 104, 142, 184]",0.03,0.0,0.05,0.03,0.1,0.07,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[626, 105, 142, 188]",0.1,0.0,0.1,0.09,0.06,0.06,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[574, 85, 146, 186]",0.06,0.0,0.08,0.0,0.16,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[606, 98, 142, 189]",0.03,0.0,0.65,0.0,0.04,0.25,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[605, 93, 143, 194]",0.08,0.0,0.06,0.04,0.04,0.27,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[614, 92, 146, 191]",0.09,0.0,0.23,0.02,0.15,0.1,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[608, 103, 140, 185]",0.03,0.0,0.15,0.0,0.07,0.63,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[610, 102, 139, 187]",0.06,0.0,0.02,0.01,0.02,0.01,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[610, 112, 141, 189]",0.06,0.0,0.03,0.04,0.04,0.01,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[594, 105, 142, 186]",0.04,0.0,0.03,0.0,0.03,0.01,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[548, 100, 143, 188]",0.03,0.0,0.2,0.03,0.04,0.28,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[606, 112, 142, 193]",0.08,0.0,0.14,0.01,0.05,0.55,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[611, 123, 146, 194]",0.07,0.0,0.02,0.23,0.02,0.09,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[647, 161, 137, 182]",0.02,0.0,0.01,0.2,0.02,0.08,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[605, 98, 141, 189]",0.29,0.0,0.05,0.08,0.07,0.08,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[534, 99, 139, 182]",0.05,0.0,0.05,0.02,0.03,0.01,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[530, 96, 146, 184]",0.0,0.0,0.01,0.01,0.03,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[594, 124, 144, 197]",0.04,0.0,0.08,0.08,0.1,0.09,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[570, 163, 146, 194]",0.08,0.01,0.03,0.1,0.07,0.33,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[535, 154, 147, 195]",0.07,0.0,0.03,0.03,0.05,0.04,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[540, 168, 145, 195]",0.12,0.0,0.06,0.01,0.06,0.62,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[571, 164, 142, 187]",0.03,0.0,0.02,0.03,0.03,0.03,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[485, 97, 145, 187]",0.04,0.0,0.05,0.01,0.06,0.02,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[485, 105, 148, 185]",0.03,0.0,0.01,0.0,0.11,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[487, 107, 147, 186]",0.02,0.0,0.02,0.0,0.06,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[478, 102, 150, 194]",0.01,0.0,0.01,0.01,0.04,0.0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[472, 98, 148, 194]",0.05,0.0,0.11,0.01,0.16,0.17,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[479, 103, 147, 183]",0.01,0.0,0.0,0.0,0.01,0.0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[483, 102, 144, 184]",0.03,0.0,0.01,0.04,0.05,0.01,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[474, 99, 140, 182]",0.03,0.0,0.23,0.02,0.09,0.12,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[466, 99, 143, 187]",0.02,0.0,0.1,0.0,0.07,0.12,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[476, 94, 149, 182]",0.05,0.0,0.04,0.03,0.1,0.02,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[473, 91, 148, 184]",0.03,0.0,0.02,0.08,0.03,0.01,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[499, 88, 146, 183]",0.01,0.0,0.01,0.01,0.04,0.01,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[496, 103, 143, 180]",0.11,0.0,0.03,0.02,0.07,0.01,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[469, 87, 141, 186]",0.08,0.0,0.31,0.02,0.08,0.37,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[484, 99, 144, 189]",0.06,0.0,0.07,0.01,0.16,0.15,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[481, 101, 142, 181]",0.02,0.0,0.01,0.01,0.05,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[478, 96, 151, 197]",0.04,0.0,0.03,0.01,0.1,0.01,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[471, 99, 147, 187]",0.06,0.0,0.05,0.01,0.07,0.01,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[464, 91, 145, 188]",0.02,0.0,0.16,0.01,0.06,0.27,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[456, 96, 144, 188]",0.02,0.0,0.37,0.0,0.1,0.07,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[453, 84, 144, 187]",0.1,0.0,0.35,0.01,0.26,0.05,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
