,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[687, 127, 130, 166]",0.29,0.0,0.01,0.04,0.54,0.0,0.12,"[389, 37, 28, 35]",0.05,0.0,0.14,0.04,0.76,0.0,0.01
1,"[677, 130, 121, 168]",0.47,0.0,0.08,0.04,0.24,0.01,0.15,,,,,,,,
2,"[572, 159, 122, 160]",0.8,0.0,0.0,0.0,0.13,0.0,0.06,,,,,,,,
3,"[595, 175, 115, 151]",0.12,0.0,0.02,0.06,0.71,0.0,0.08,,,,,,,,
4,"[576, 149, 120, 159]",0.09,0.0,0.03,0.01,0.69,0.0,0.17,,,,,,,,
5,"[563, 146, 123, 162]",0.47,0.0,0.0,0.01,0.15,0.0,0.37,,,,,,,,
6,"[562, 149, 120, 158]",0.59,0.0,0.0,0.0,0.25,0.0,0.15,,,,,,,,
7,"[609, 153, 119, 158]",0.23,0.0,0.02,0.14,0.24,0.0,0.36,,,,,,,,
8,"[612, 147, 130, 164]",0.37,0.0,0.0,0.01,0.32,0.0,0.29,,,,,,,,
9,"[559, 144, 125, 161]",0.68,0.0,0.01,0.02,0.1,0.0,0.2,,,,,,,,
10,"[588, 152, 119, 157]",0.4,0.0,0.07,0.01,0.32,0.0,0.2,,,,,,,,
11,"[607, 154, 124, 164]",0.7,0.01,0.02,0.03,0.16,0.01,0.06,,,,,,,,
12,"[579, 142, 127, 162]",0.43,0.0,0.02,0.22,0.14,0.0,0.19,,,,,,,,
13,"[597, 138, 115, 137]",0.2,0.0,0.04,0.0,0.7,0.0,0.05,,,,,,,,
14,"[573, 142, 116, 143]",0.2,0.0,0.03,0.06,0.67,0.0,0.04,,,,,,,,
15,"[598, 135, 135, 180]",0.42,0.02,0.0,0.17,0.27,0.0,0.13,,,,,,,,
16,"[604, 131, 128, 176]",0.4,0.0,0.05,0.11,0.3,0.01,0.12,,,,,,,,
17,"[608, 113, 131, 168]",0.26,0.0,0.02,0.02,0.59,0.0,0.11,,,,,,,,
18,"[608, 113, 138, 179]",0.24,0.0,0.02,0.09,0.42,0.0,0.23,,,,,,,,
19,"[0, 513, 137, 187]",0.09,0.0,0.04,0.28,0.1,0.02,0.47,,,,,,,,
20,"[14, 515, 142, 158]",0.24,0.0,0.16,0.02,0.51,0.0,0.07,,,,,,,,
21,"[72, 486, 137, 161]",0.21,0.0,0.06,0.03,0.28,0.0,0.42,,,,,,,,
22,"[580, 174, 130, 169]",0.03,0.0,0.0,0.0,0.47,0.0,0.48,,,,,,,,
23,"[554, 162, 122, 158]",0.54,0.01,0.01,0.01,0.26,0.0,0.17,,,,,,,,
24,"[555, 142, 128, 167]",0.18,0.0,0.0,0.03,0.46,0.0,0.33,,,,,,,,
25,"[578, 142, 127, 172]",0.34,0.03,0.03,0.15,0.14,0.0,0.3,,,,,,,,
26,"[588, 126, 139, 186]",0.27,0.0,0.01,0.05,0.21,0.0,0.46,,,,,,,,
27,"[588, 110, 138, 173]",0.21,0.0,0.0,0.0,0.24,0.0,0.54,,,,,,,,
28,"[594, 163, 121, 170]",0.26,0.01,0.02,0.07,0.35,0.0,0.29,,,,,,,,
29,"[0, 608, 117, 133]",0.18,0.0,0.13,0.13,0.11,0.02,0.43,,,,,,,,
