,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[597, 102, 127, 163]",0.29,0.0,0.29,0.03,0.18,0.02,0.19,,,,,,,,
1,"[612, 96, 134, 180]",0.14,0.0,0.22,0.04,0.44,0.0,0.16,,,,,,,,
2,"[613, 98, 125, 170]",0.16,0.0,0.35,0.12,0.26,0.0,0.11,,,,,,,,
3,"[602, 110, 127, 168]",0.58,0.0,0.05,0.19,0.04,0.01,0.14,,,,,,,,
4,"[565, 118, 109, 134]",0.33,0.02,0.15,0.0,0.25,0.01,0.23,,,,,,,,
5,"[630, 93, 122, 161]",0.59,0.0,0.19,0.01,0.08,0.03,0.1,,,,,,,,
6,"[615, 110, 127, 159]",0.3,0.0,0.11,0.08,0.15,0.01,0.36,,,,,,,,
7,"[616, 97, 119, 153]",0.22,0.0,0.29,0.34,0.07,0.01,0.07,,,,,,,,
8,"[603, 109, 128, 165]",0.73,0.0,0.12,0.0,0.05,0.0,0.09,,,,,,,,
9,"[606, 104, 129, 170]",0.63,0.0,0.08,0.26,0.01,0.01,0.01,,,,,,,,
10,"[596, 91, 145, 186]",0.36,0.0,0.19,0.01,0.29,0.01,0.15,,,,,,,,
11,"[644, 106, 124, 162]",0.36,0.0,0.24,0.27,0.1,0.0,0.03,,,,,,,,
12,"[608, 97, 126, 165]",0.19,0.0,0.01,0.79,0.01,0.0,0.01,"[518, 618, 44, 53]",0.63,0.0,0.08,0.09,0.12,0.01,0.08
13,"[589, 95, 130, 169]",0.2,0.0,0.22,0.01,0.33,0.02,0.21,,,,,,,,
14,"[596, 94, 149, 192]",0.23,0.0,0.24,0.01,0.28,0.02,0.22,,,,,,,,
15,"[596, 109, 128, 168]",0.45,0.0,0.16,0.3,0.01,0.02,0.06,,,,,,,,
16,"[611, 99, 137, 179]",0.18,0.0,0.16,0.4,0.13,0.01,0.11,,,,,,,,
17,"[630, 108, 134, 169]",0.83,0.0,0.04,0.0,0.01,0.0,0.12,"[589, 209, 58, 73]",0.08,0.01,0.16,0.06,0.09,0.42,0.18
18,"[612, 97, 139, 182]",0.11,0.0,0.49,0.08,0.1,0.11,0.1,,,,,,,,
19,"[600, 96, 138, 182]",0.52,0.0,0.11,0.0,0.05,0.08,0.23,,,,,,,,
20,"[600, 94, 139, 181]",0.23,0.0,0.23,0.07,0.21,0.03,0.22,,,,,,,,
21,"[624, 87, 136, 184]",0.18,0.0,0.37,0.11,0.08,0.11,0.15,,,,,,,,
22,"[616, 94, 133, 180]",0.08,0.0,0.4,0.22,0.18,0.04,0.09,,,,,,,,
23,"[626, 105, 126, 155]",0.12,0.0,0.47,0.0,0.16,0.0,0.23,,,,,,,,
24,"[609, 80, 146, 194]",0.58,0.0,0.08,0.24,0.02,0.01,0.07,,,,,,,,
25,"[595, 79, 138, 186]",0.76,0.0,0.16,0.03,0.02,0.01,0.03,,,,,,,,
26,"[599, 93, 130, 169]",0.36,0.0,0.22,0.03,0.24,0.03,0.12,,,,,,,,
27,"[648, 97, 119, 155]",0.88,0.0,0.06,0.0,0.01,0.02,0.03,,,,,,,,
28,"[622, 89, 131, 174]",0.42,0.0,0.27,0.08,0.07,0.02,0.14,,,,,,,,
29,"[625, 126, 111, 145]",0.37,0.0,0.39,0.05,0.09,0.07,0.03,,,,,,,,
30,"[617, 114, 133, 165]",0.74,0.0,0.11,0.03,0.01,0.01,0.09,,,,,,,,
31,"[625, 118, 120, 160]",0.08,0.0,0.15,0.07,0.62,0.01,0.07,,,,,,,,
32,"[620, 108, 120, 162]",0.13,0.0,0.73,0.08,0.01,0.04,0.0,,,,,,,,
33,"[601, 110, 119, 159]",0.22,0.0,0.41,0.09,0.17,0.04,0.07,,,,,,,,
34,"[558, 100, 111, 141]",0.43,0.0,0.24,0.0,0.16,0.0,0.17,,,,,,,,
35,"[588, 102, 133, 168]",0.13,0.0,0.26,0.0,0.32,0.01,0.28,,,,,,,,
36,"[589, 96, 71, 86]",0.55,0.01,0.12,0.12,0.13,0.01,0.05,,,,,,,,
37,"[603, 89, 137, 177]",0.29,0.0,0.17,0.03,0.19,0.02,0.29,,,,,,,,
38,"[612, 93, 138, 181]",0.9,0.0,0.03,0.05,0.0,0.01,0.01,,,,,,,,
39,"[603, 98, 137, 176]",0.65,0.0,0.04,0.01,0.01,0.03,0.26,,,,,,,,
40,"[594, 112, 137, 173]",0.17,0.0,0.3,0.04,0.35,0.02,0.11,,,,,,,,
41,"[626, 114, 122, 162]",0.77,0.0,0.07,0.14,0.01,0.0,0.01,,,,,,,,
42,"[600, 95, 135, 168]",0.53,0.0,0.07,0.08,0.17,0.0,0.16,,,,,,,,
43,"[591, 100, 132, 176]",0.59,0.0,0.27,0.06,0.02,0.04,0.02,,,,,,,,
44,"[589, 100, 128, 171]",0.77,0.0,0.15,0.03,0.01,0.02,0.01,,,,,,,,
45,"[631, 78, 127, 162]",0.11,0.0,0.12,0.44,0.01,0.28,0.04,"[361, 326, 39, 51]",0.09,0.0,0.03,0.04,0.22,0.02,0.59
46,"[602, 104, 124, 155]",0.49,0.0,0.13,0.15,0.06,0.03,0.14,,,,,,,,
47,"[619, 85, 132, 174]",0.46,0.0,0.2,0.17,0.05,0.06,0.06,,,,,,,,
48,"[616, 102, 133, 178]",0.54,0.0,0.27,0.02,0.11,0.01,0.05,,,,,,,,
49,"[597, 107, 127, 167]",0.32,0.0,0.13,0.06,0.36,0.01,0.12,,,,,,,,
50,"[607, 104, 126, 160]",0.88,0.0,0.05,0.0,0.04,0.0,0.02,,,,,,,,
51,"[598, 103, 133, 174]",0.57,0.0,0.33,0.03,0.01,0.06,0.01,,,,,,,,
52,"[615, 112, 131, 170]",0.3,0.0,0.15,0.01,0.23,0.01,0.3,,,,,,,,
53,"[603, 99, 128, 171]",0.49,0.0,0.19,0.04,0.11,0.01,0.16,,,,,,,,
54,"[622, 101, 129, 168]",0.63,0.0,0.14,0.11,0.03,0.01,0.07,,,,,,,,
55,"[644, 111, 118, 149]",0.72,0.0,0.2,0.01,0.02,0.02,0.03,"[536, 426, 69, 99]",0.13,0.0,0.17,0.05,0.54,0.02,0.09
56,"[571, 93, 120, 156]",0.7,0.0,0.19,0.0,0.08,0.0,0.03,,,,,,,,
57,"[590, 99, 134, 178]",0.22,0.0,0.32,0.0,0.08,0.19,0.19,,,,,,,,
58,"[596, 119, 114, 154]",0.65,0.0,0.24,0.03,0.03,0.01,0.03,,,,,,,,
59,"[624, 93, 133, 175]",0.47,0.0,0.1,0.0,0.21,0.02,0.2,"[530, 461, 66, 83]",0.05,0.0,0.18,0.04,0.61,0.09,0.03
60,"[616, 95, 128, 162]",0.92,0.0,0.07,0.01,0.0,0.0,0.0,,,,,,,,
61,"[580, 98, 123, 162]",0.9,0.0,0.08,0.01,0.01,0.01,0.0,,,,,,,,
62,"[597, 111, 126, 154]",0.6,0.0,0.09,0.0,0.14,0.0,0.17,,,,,,,,
63,"[528, 113, 130, 165]",0.8,0.0,0.05,0.0,0.13,0.0,0.02,,,,,,,,
64,"[547, 110, 122, 160]",0.13,0.0,0.33,0.0,0.34,0.01,0.19,,,,,,,,
65,"[594, 104, 130, 170]",0.79,0.0,0.09,0.02,0.05,0.01,0.05,,,,,,,,
66,"[616, 118, 125, 165]",0.65,0.0,0.12,0.05,0.03,0.03,0.13,,,,,,,,
67,"[630, 117, 124, 161]",0.3,0.0,0.38,0.11,0.07,0.07,0.07,,,,,,,,
68,"[613, 115, 121, 155]",0.16,0.0,0.52,0.15,0.1,0.03,0.04,,,,,,,,
69,"[605, 85, 126, 169]",0.88,0.0,0.02,0.06,0.02,0.0,0.02,,,,,,,,
70,"[632, 104, 110, 139]",0.29,0.0,0.06,0.04,0.19,0.0,0.42,,,,,,,,
71,"[610, 94, 130, 173]",0.25,0.0,0.45,0.04,0.1,0.02,0.14,,,,,,,,
72,"[589, 102, 122, 160]",0.68,0.0,0.22,0.05,0.03,0.01,0.01,,,,,,,,
73,"[604, 98, 130, 176]",0.63,0.0,0.17,0.02,0.07,0.02,0.08,,,,,,,,
74,"[626, 93, 116, 146]",0.47,0.0,0.42,0.0,0.02,0.06,0.02,,,,,,,,
75,"[567, 130, 125, 162]",0.72,0.01,0.13,0.01,0.12,0.0,0.01,,,,,,,,
76,"[589, 106, 130, 168]",0.83,0.0,0.12,0.0,0.02,0.0,0.02,,,,,,,,
77,"[601, 99, 130, 172]",0.92,0.0,0.03,0.02,0.01,0.0,0.01,,,,,,,,
78,"[598, 86, 145, 187]",0.83,0.0,0.09,0.02,0.01,0.04,0.01,,,,,,,,
79,"[605, 113, 124, 162]",0.52,0.0,0.12,0.27,0.02,0.03,0.04,,,,,,,,
80,"[611, 87, 142, 196]",0.12,0.0,0.33,0.03,0.33,0.03,0.16,,,,,,,,
81,"[594, 106, 131, 168]",0.12,0.0,0.44,0.02,0.33,0.01,0.08,,,,,,,,
82,"[605, 91, 140, 182]",0.62,0.0,0.16,0.02,0.12,0.01,0.06,"[589, 215, 39, 53]",0.04,0.01,0.34,0.2,0.09,0.23,0.1
83,"[621, 105, 131, 160]",0.25,0.0,0.17,0.01,0.11,0.02,0.45,,,,,,,,
84,"[590, 109, 128, 164]",0.21,0.0,0.3,0.04,0.26,0.03,0.15,,,,,,,,
85,"[632, 144, 110, 145]",0.22,0.02,0.44,0.0,0.26,0.02,0.04,,,,,,,,
86,"[598, 122, 115, 153]",0.35,0.0,0.3,0.01,0.29,0.01,0.04,,,,,,,,
87,"[637, 103, 129, 173]",0.09,0.0,0.57,0.03,0.24,0.01,0.06,,,,,,,,
88,"[609, 108, 122, 154]",0.16,0.0,0.4,0.12,0.22,0.02,0.09,,,,,,,,
89,"[626, 114, 124, 165]",0.67,0.0,0.07,0.05,0.15,0.0,0.07,,,,,,,,
90,"[627, 101, 129, 169]",0.26,0.0,0.5,0.08,0.13,0.0,0.03,,,,,,,,
91,"[597, 109, 127, 166]",0.31,0.0,0.37,0.0,0.23,0.01,0.08,,,,,,,,
92,"[562, 95, 123, 161]",0.77,0.0,0.17,0.02,0.02,0.01,0.01,,,,,,,,
93,"[636, 109, 127, 167]",0.16,0.0,0.42,0.02,0.23,0.04,0.12,,,,,,,,
94,"[604, 106, 130, 169]",0.48,0.0,0.16,0.09,0.02,0.04,0.22,,,,,,,,
95,"[644, 123, 101, 124]",0.32,0.0,0.13,0.0,0.39,0.03,0.13,,,,,,,,
96,"[580, 100, 121, 157]",0.28,0.0,0.17,0.22,0.15,0.01,0.17,,,,,,,,
97,"[591, 112, 127, 157]",0.24,0.0,0.03,0.51,0.01,0.0,0.21,,,,,,,,
98,"[620, 96, 131, 170]",0.27,0.0,0.1,0.0,0.16,0.04,0.43,,,,,,,,
99,"[623, 108, 124, 153]",0.61,0.0,0.18,0.01,0.06,0.01,0.14,,,,,,,,
100,"[596, 101, 129, 164]",0.25,0.0,0.26,0.01,0.31,0.0,0.17,,,,,,,,
101,"[580, 101, 124, 160]",0.16,0.0,0.02,0.33,0.06,0.0,0.43,,,,,,,,
102,"[592, 95, 125, 153]",0.15,0.0,0.32,0.0,0.14,0.04,0.36,,,,,,,,
103,"[570, 108, 130, 166]",0.22,0.0,0.21,0.01,0.1,0.0,0.47,,,,,,,,
104,"[603, 109, 123, 159]",0.42,0.0,0.16,0.27,0.03,0.03,0.09,,,,,,,,
105,"[630, 96, 126, 167]",0.81,0.0,0.06,0.11,0.01,0.0,0.01,,,,,,,,
106,"[629, 90, 131, 177]",0.21,0.0,0.49,0.03,0.06,0.14,0.08,,,,,,,,
107,"[636, 110, 120, 151]",0.29,0.0,0.24,0.0,0.2,0.01,0.26,,,,,,,,
108,"[592, 103, 137, 176]",0.35,0.0,0.25,0.12,0.12,0.08,0.07,,,,,,,,
