,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[1119, 373, 58, 75]",0.06,0.0,0.01,0.31,0.03,0.0,0.58,"[690, 170, 108, 135]",0.14,0.0,0.03,0.0,0.76,0.0,0.07,,,,,,,,
1,"[1091, 363, 57, 74]",0.29,0.0,0.33,0.01,0.15,0.17,0.05,"[673, 169, 102, 128]",0.21,0.0,0.08,0.0,0.6,0.0,0.11,,,,,,,,
2,"[1095, 363, 56, 70]",0.26,0.0,0.03,0.37,0.14,0.0,0.2,"[628, 174, 98, 123]",0.17,0.0,0.31,0.0,0.44,0.0,0.08,,,,,,,,
3,"[726, 163, 108, 135]",0.12,0.0,0.04,0.0,0.76,0.0,0.08,"[1089, 376, 56, 75]",0.12,0.0,0.04,0.51,0.22,0.0,0.1,,,,,,,,
4,"[1111, 362, 57, 75]",0.1,0.0,0.04,0.39,0.07,0.01,0.39,,,,,,,,,,,,,,,,
5,"[677, 156, 109, 136]",0.07,0.0,0.04,0.0,0.6,0.0,0.28,"[1108, 370, 54, 76]",0.04,0.0,0.04,0.11,0.12,0.0,0.69,,,,,,,,
6,"[695, 159, 104, 130]",0.24,0.0,0.06,0.0,0.56,0.0,0.14,"[1105, 371, 53, 78]",0.09,0.0,0.12,0.02,0.2,0.01,0.56,,,,,,,,
7,"[692, 156, 109, 138]",0.16,0.0,0.02,0.0,0.6,0.0,0.22,"[507, 119, 132, 160]",0.38,0.0,0.14,0.26,0.14,0.01,0.07,"[1098, 376, 55, 75]",0.09,0.0,0.02,0.02,0.44,0.0,0.43
8,"[494, 120, 138, 163]",0.29,0.0,0.12,0.03,0.21,0.03,0.32,"[680, 158, 108, 138]",0.1,0.0,0.04,0.0,0.68,0.0,0.18,"[1098, 363, 56, 73]",0.17,0.0,0.05,0.56,0.14,0.01,0.08
9,"[685, 160, 106, 135]",0.1,0.0,0.03,0.0,0.61,0.0,0.26,"[1087, 368, 56, 72]",0.22,0.0,0.1,0.07,0.4,0.0,0.2,,,,,,,,
10,"[686, 163, 106, 132]",0.09,0.0,0.04,0.0,0.58,0.0,0.29,"[1091, 364, 57, 80]",0.06,0.0,0.3,0.09,0.3,0.08,0.17,,,,,,,,
11,"[667, 166, 103, 130]",0.2,0.0,0.05,0.0,0.64,0.0,0.11,"[1099, 364, 57, 77]",0.45,0.0,0.07,0.07,0.16,0.04,0.22,,,,,,,,
12,"[1096, 368, 56, 76]",0.25,0.0,0.09,0.02,0.3,0.01,0.33,,,,,,,,,,,,,,,,
13,"[1093, 373, 56, 70]",0.22,0.0,0.03,0.03,0.3,0.0,0.41,"[466, 137, 116, 149]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[664, 157, 111, 142]",0.08,0.0,0.04,0.0,0.28,0.0,0.59
14,"[1095, 372, 57, 74]",0.12,0.0,0.05,0.08,0.26,0.0,0.48,"[565, 127, 142, 172]",0.06,0.0,0.0,0.92,0.01,0.0,0.01,"[714, 155, 112, 145]",0.2,0.0,0.13,0.0,0.47,0.0,0.21
15,"[554, 122, 129, 154]",0.1,0.0,0.02,0.67,0.16,0.01,0.04,"[1095, 370, 60, 77]",0.14,0.0,0.07,0.3,0.24,0.0,0.24,"[705, 158, 107, 138]",0.13,0.0,0.05,0.0,0.62,0.0,0.2
16,"[551, 119, 132, 154]",0.22,0.0,0.03,0.06,0.2,0.0,0.49,"[706, 158, 107, 137]",0.09,0.0,0.07,0.0,0.56,0.0,0.27,"[1114, 367, 56, 78]",0.07,0.0,0.51,0.0,0.18,0.15,0.08
17,"[1116, 366, 56, 81]",0.21,0.0,0.11,0.01,0.41,0.01,0.25,"[542, 120, 130, 154]",0.01,0.0,0.0,0.98,0.0,0.0,0.0,"[697, 164, 106, 133]",0.21,0.0,0.05,0.0,0.52,0.0,0.22
18,"[546, 121, 130, 156]",0.26,0.0,0.08,0.44,0.19,0.01,0.03,"[1120, 369, 58, 81]",0.16,0.0,0.08,0.03,0.25,0.02,0.45,"[689, 165, 103, 131]",0.19,0.0,0.07,0.0,0.38,0.0,0.36
19,"[571, 110, 128, 152]",0.04,0.0,0.05,0.58,0.31,0.02,0.01,"[1107, 369, 54, 70]",0.41,0.0,0.07,0.2,0.29,0.0,0.03,,,,,,,,
20,"[578, 113, 127, 154]",0.29,0.0,0.07,0.06,0.29,0.02,0.26,"[1111, 368, 54, 67]",0.19,0.0,0.06,0.42,0.23,0.0,0.11,,,,,,,,
21,"[585, 116, 133, 160]",0.29,0.0,0.03,0.03,0.27,0.01,0.38,"[1101, 371, 54, 70]",0.27,0.0,0.07,0.06,0.36,0.0,0.23,,,,,,,,
22,"[1100, 375, 58, 79]",0.05,0.0,0.13,0.09,0.11,0.01,0.59,"[588, 122, 134, 161]",0.16,0.01,0.04,0.24,0.23,0.01,0.31,,,,,,,,
23,"[1103, 368, 54, 69]",0.04,0.0,0.02,0.49,0.07,0.0,0.38,"[584, 126, 126, 159]",0.17,0.02,0.06,0.02,0.45,0.0,0.28,,,,,,,,
24,"[1101, 371, 56, 75]",0.0,0.0,0.0,0.96,0.01,0.0,0.03,"[557, 134, 137, 174]",0.13,0.0,0.05,0.69,0.04,0.01,0.07,,,,,,,,
25,"[1109, 379, 55, 71]",0.18,0.02,0.05,0.05,0.48,0.0,0.23,"[570, 126, 132, 159]",0.12,0.0,0.07,0.05,0.55,0.01,0.2,"[715, 166, 101, 131]",0.1,0.0,0.05,0.0,0.78,0.0,0.07
26,"[564, 118, 130, 158]",0.08,0.0,0.04,0.2,0.32,0.01,0.35,"[1097, 366, 57, 77]",0.03,0.0,0.02,0.23,0.15,0.0,0.57,,,,,,,,
27,"[584, 137, 128, 159]",0.04,0.0,0.02,0.75,0.07,0.0,0.11,"[1109, 372, 56, 75]",0.14,0.01,0.14,0.05,0.4,0.02,0.25,,,,,,,,
28,"[569, 132, 129, 161]",0.01,0.0,0.01,0.93,0.04,0.0,0.01,"[1096, 367, 54, 76]",0.17,0.0,0.18,0.07,0.32,0.01,0.25,,,,,,,,
29,"[566, 121, 127, 157]",0.01,0.0,0.0,0.95,0.01,0.0,0.03,"[1111, 371, 56, 75]",0.48,0.0,0.02,0.23,0.24,0.0,0.02,,,,,,,,
30,"[550, 125, 134, 170]",0.13,0.0,0.05,0.09,0.34,0.01,0.38,"[1100, 364, 58, 78]",0.09,0.0,0.03,0.08,0.56,0.01,0.24,,,,,,,,
31,"[1092, 373, 59, 77]",0.06,0.0,0.14,0.05,0.05,0.51,0.19,,,,,,,,,,,,,,,,
32,"[564, 134, 134, 168]",0.28,0.01,0.25,0.2,0.21,0.0,0.04,"[1110, 371, 56, 78]",0.31,0.0,0.14,0.34,0.06,0.03,0.12,,,,,,,,
33,"[1119, 367, 56, 74]",0.02,0.0,0.27,0.2,0.14,0.08,0.28,"[565, 121, 132, 163]",0.09,0.0,0.05,0.39,0.11,0.01,0.36,,,,,,,,
34,"[571, 115, 134, 169]",0.03,0.0,0.11,0.68,0.14,0.03,0.02,"[1110, 366, 58, 80]",0.05,0.0,0.16,0.33,0.34,0.03,0.09,,,,,,,,
35,"[565, 123, 133, 165]",0.25,0.01,0.08,0.16,0.46,0.02,0.02,"[1106, 357, 59, 87]",0.03,0.0,0.35,0.0,0.03,0.6,0.0,,,,,,,,
36,"[536, 112, 129, 155]",0.15,0.0,0.02,0.05,0.32,0.0,0.46,"[1119, 364, 56, 81]",0.12,0.0,0.23,0.04,0.16,0.14,0.31,,,,,,,,
37,"[1120, 385, 56, 77]",0.08,0.0,0.2,0.01,0.6,0.0,0.11,"[533, 115, 133, 157]",0.31,0.0,0.04,0.02,0.29,0.0,0.33,,,,,,,,
38,"[535, 114, 132, 160]",0.21,0.0,0.07,0.24,0.18,0.02,0.28,"[1107, 366, 58, 78]",0.05,0.0,0.2,0.13,0.19,0.09,0.33,"[669, 161, 104, 137]",0.16,0.0,0.11,0.0,0.27,0.0,0.46
39,"[565, 121, 132, 163]",0.1,0.0,0.08,0.28,0.25,0.01,0.29,"[1096, 370, 58, 79]",0.03,0.0,0.08,0.26,0.32,0.02,0.28,,,,,,,,
40,"[1113, 379, 54, 75]",0.19,0.0,0.13,0.01,0.36,0.04,0.27,"[582, 125, 126, 157]",0.07,0.0,0.05,0.22,0.37,0.01,0.27,,,,,,,,
41,"[544, 128, 131, 165]",0.21,0.0,0.06,0.0,0.21,0.0,0.52,"[1112, 362, 56, 75]",0.16,0.0,0.17,0.55,0.08,0.02,0.02,,,,,,,,
42,"[518, 116, 134, 165]",0.25,0.01,0.06,0.02,0.36,0.02,0.29,"[1106, 359, 55, 69]",0.32,0.01,0.03,0.5,0.07,0.0,0.07,"[652, 168, 103, 134]",0.11,0.0,0.07,0.0,0.7,0.0,0.11
43,"[1105, 365, 56, 73]",0.08,0.0,0.05,0.27,0.18,0.0,0.42,"[514, 110, 135, 166]",0.02,0.0,0.01,0.93,0.02,0.01,0.01,"[651, 161, 107, 142]",0.05,0.0,0.07,0.0,0.73,0.0,0.14
44,"[1100, 363, 54, 70]",0.25,0.0,0.06,0.08,0.29,0.0,0.31,"[538, 111, 126, 156]",0.32,0.0,0.13,0.1,0.35,0.03,0.08,,,,,,,,
45,"[1105, 370, 57, 78]",0.04,0.0,0.3,0.04,0.55,0.01,0.05,"[542, 113, 134, 162]",0.06,0.0,0.01,0.02,0.06,0.0,0.85,,,,,,,,
