,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5
20,"[503, 101, 147, 191]",0.26,0.0,0.27,0.0,0.32,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[550, 124, 147, 192]",0.23,0.0,0.1,0.01,0.23,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[571, 126, 144, 196]",0.7,0.0,0.12,0.0,0.11,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[564, 127, 144, 190]",0.5,0.0,0.25,0.0,0.22,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[543, 94, 151, 198]",0.15,0.0,0.19,0.0,0.56,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[573, 148, 138, 178]",0.7,0.0,0.08,0.0,0.12,0.06,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[544, 131, 145, 183]",0.53,0.01,0.09,0.0,0.36,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[540, 134, 149, 192]",0.81,0.0,0.06,0.0,0.12,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[528, 132, 145, 192]",0.66,0.0,0.08,0.01,0.16,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[458, 95, 148, 192]",0.34,0.0,0.28,0.0,0.28,0.09,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[484, 138, 143, 193]",0.35,0.0,0.36,0.0,0.19,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[513, 107, 148, 187]",0.19,0.0,0.1,0.01,0.29,0.06,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[547, 95, 148, 196]",0.06,0.0,0.43,0.0,0.37,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[555, 136, 144, 189]",0.33,0.0,0.22,0.0,0.43,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[522, 135, 152, 204]",0.54,0.01,0.1,0.01,0.21,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[560, 132, 138, 178]",0.08,0.0,0.28,0.0,0.55,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[555, 144, 138, 179]",0.72,0.01,0.05,0.0,0.2,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[542, 105, 144, 181]",0.38,0.0,0.23,0.0,0.38,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[537, 119, 147, 192]",0.52,0.01,0.08,0.0,0.34,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[565, 111, 146, 195]",0.76,0.0,0.11,0.0,0.08,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[527, 109, 149, 193]",0.6,0.0,0.09,0.0,0.23,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[523, 108, 143, 194]",0.28,0.0,0.1,0.02,0.21,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[541, 97, 143, 184]",0.26,0.09,0.08,0.0,0.52,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[551, 91, 153, 196]",0.49,0.0,0.15,0.0,0.29,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[572, 103, 153, 192]",0.42,0.0,0.22,0.0,0.34,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[565, 141, 144, 190]",0.1,0.0,0.22,0.0,0.48,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[561, 136, 148, 193]",0.23,0.0,0.18,0.0,0.5,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[536, 132, 146, 185]",0.78,0.0,0.06,0.0,0.14,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[553, 142, 143, 189]",0.28,0.0,0.06,0.0,0.53,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[572, 130, 142, 194]",0.44,0.0,0.22,0.0,0.24,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[450, 89, 161, 195]",0.05,0.0,0.42,0.0,0.38,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[546, 88, 151, 193]",0.63,0.0,0.07,0.0,0.26,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[556, 95, 149, 190]",0.55,0.0,0.07,0.0,0.32,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[546, 105, 142, 176]",0.33,0.0,0.32,0.0,0.3,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[547, 135, 145, 183]",0.33,0.0,0.22,0.0,0.38,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[546, 130, 146, 189]",0.26,0.0,0.21,0.01,0.39,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[554, 133, 151, 194]",0.79,0.0,0.02,0.0,0.17,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[555, 128, 148, 193]",0.47,0.0,0.22,0.0,0.27,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[542, 131, 146, 189]",0.47,0.0,0.06,0.0,0.19,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[557, 128, 148, 190]",0.44,0.0,0.18,0.0,0.34,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[520, 118, 139, 183]",0.41,0.0,0.15,0.01,0.2,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[556, 104, 145, 187]",0.59,0.0,0.09,0.0,0.24,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[542, 103, 154, 196]",0.58,0.0,0.09,0.0,0.3,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[560, 94, 151, 194]",0.26,0.0,0.26,0.0,0.39,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[535, 109, 152, 188]",0.35,0.0,0.2,0.0,0.41,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[558, 107, 146, 188]",0.58,0.0,0.19,0.0,0.21,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[520, 109, 144, 181]",0.12,0.0,0.45,0.0,0.29,0.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[563, 128, 148, 188]",0.53,0.0,0.16,0.0,0.29,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[565, 125, 144, 186]",0.45,0.0,0.08,0.0,0.31,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[558, 124, 151, 186]",0.52,0.0,0.15,0.0,0.32,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[558, 138, 144, 189]",0.76,0.0,0.01,0.0,0.19,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[545, 102, 148, 190]",0.39,0.01,0.11,0.0,0.44,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[548, 104, 149, 190]",0.64,0.0,0.04,0.0,0.29,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[539, 101, 147, 186]",0.52,0.0,0.06,0.0,0.4,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[555, 104, 149, 197]",0.57,0.0,0.11,0.0,0.22,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[601, 96, 151, 193]",0.33,0.0,0.13,0.0,0.37,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[601, 109, 139, 187]",0.8,0.0,0.06,0.0,0.11,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[561, 105, 144, 189]",0.44,0.0,0.2,0.0,0.33,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[565, 118, 147, 189]",0.74,0.0,0.04,0.0,0.2,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[551, 101, 144, 182]",0.44,0.0,0.17,0.0,0.35,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[544, 109, 149, 198]",0.2,0.0,0.09,0.01,0.35,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[532, 104, 144, 184]",0.27,0.01,0.18,0.0,0.29,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[555, 131, 148, 189]",0.63,0.0,0.17,0.0,0.16,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[563, 145, 140, 180]",0.49,0.0,0.24,0.0,0.21,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[554, 129, 149, 186]",0.28,0.0,0.26,0.0,0.41,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[564, 130, 147, 186]",0.53,0.0,0.17,0.0,0.26,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[568, 132, 143, 181]",0.53,0.0,0.14,0.0,0.31,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[539, 105, 148, 185]",0.44,0.0,0.23,0.0,0.28,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[579, 116, 145, 188]",0.15,0.0,0.28,0.0,0.5,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[562, 134, 143, 181]",0.33,0.0,0.25,0.0,0.41,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[574, 141, 143, 189]",0.17,0.0,0.23,0.0,0.53,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[563, 132, 144, 182]",0.41,0.0,0.31,0.0,0.27,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[497, 97, 144, 184]",0.11,0.0,0.43,0.0,0.43,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[520, 108, 141, 180]",0.17,0.01,0.11,0.0,0.52,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[530, 108, 145, 185]",0.38,0.0,0.17,0.0,0.4,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[431, 115, 148, 187]",0.46,0.01,0.14,0.0,0.27,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[568, 137, 147, 191]",0.82,0.0,0.04,0.0,0.13,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[555, 132, 145, 192]",0.13,0.0,0.53,0.0,0.23,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[582, 144, 139, 188]",0.36,0.0,0.14,0.19,0.2,0.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[544, 101, 144, 188]",0.52,0.03,0.06,0.0,0.19,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[539, 102, 152, 197]",0.5,0.0,0.12,0.0,0.31,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[521, 105, 153, 190]",0.65,0.0,0.12,0.0,0.19,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[565, 117, 142, 183]",0.44,0.02,0.06,0.0,0.41,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[560, 131, 142, 183]",0.68,0.0,0.16,0.0,0.15,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[554, 130, 147, 199]",0.81,0.0,0.05,0.0,0.1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[563, 130, 148, 193]",0.76,0.0,0.1,0.0,0.12,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[559, 114, 142, 193]",0.52,0.0,0.08,0.0,0.32,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[531, 134, 146, 191]",0.28,0.0,0.47,0.0,0.22,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[542, 113, 148, 202]",0.54,0.0,0.08,0.0,0.22,0.09,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[463, 105, 143, 183]",0.11,0.0,0.4,0.0,0.37,0.05,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[515, 106, 157, 203]",0.15,0.0,0.55,0.0,0.2,0.08,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[553, 136, 148, 191]",0.36,0.0,0.36,0.0,0.22,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[553, 130, 148, 193]",0.27,0.0,0.49,0.0,0.16,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[522, 143, 140, 184]",0.24,0.0,0.13,0.0,0.5,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[520, 88, 142, 182]",0.13,0.0,0.25,0.0,0.48,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[513, 95, 145, 187]",0.09,0.0,0.3,0.0,0.56,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[513, 148, 145, 201]",0.79,0.0,0.05,0.02,0.05,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[532, 130, 144, 194]",0.73,0.0,0.09,0.0,0.15,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[531, 137, 144, 187]",0.61,0.0,0.15,0.0,0.17,0.04,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[537, 128, 151, 194]",0.17,0.0,0.47,0.0,0.26,0.03,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[523, 94, 152, 203]",0.28,0.0,0.25,0.0,0.42,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[541, 101, 152, 201]",0.5,0.0,0.14,0.0,0.27,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[542, 92, 153, 204]",0.17,0.0,0.15,0.02,0.32,0.07,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[566, 120, 144, 191]",0.47,0.0,0.14,0.0,0.36,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[535, 128, 145, 189]",0.42,0.0,0.18,0.0,0.36,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[523, 132, 146, 199]",0.45,0.0,0.07,0.02,0.14,0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[523, 95, 150, 191]",0.18,0.0,0.37,0.0,0.4,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[524, 105, 147, 186]",0.39,0.0,0.19,0.0,0.37,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[540, 115, 143, 185]",0.42,0.01,0.14,0.0,0.37,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[573, 142, 141, 189]",0.51,0.0,0.08,0.0,0.37,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[556, 155, 139, 181]",0.43,0.02,0.08,0.0,0.45,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[538, 132, 137, 190]",0.69,0.01,0.09,0.01,0.13,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[544, 134, 144, 191]",0.57,0.0,0.07,0.0,0.34,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[548, 147, 142, 196]",0.63,0.01,0.05,0.0,0.28,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[527, 141, 150, 190]",0.6,0.0,0.15,0.0,0.19,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[423, 106, 133, 183]",0.25,0.02,0.19,0.0,0.32,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[508, 92, 146, 198]",0.52,0.0,0.21,0.0,0.14,0.12,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[518, 95, 155, 200]",0.2,0.0,0.14,0.01,0.21,0.07,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[529, 108, 147, 191]",0.64,0.0,0.1,0.0,0.22,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[533, 115, 145, 186]",0.32,0.0,0.25,0.0,0.39,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[565, 130, 145, 191]",0.32,0.0,0.06,0.0,0.32,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[553, 152, 147, 200]",0.5,0.0,0.1,0.0,0.12,0.21,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[509, 143, 139, 195]",0.38,0.0,0.08,0.01,0.2,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[549, 126, 151, 199]",0.37,0.0,0.21,0.0,0.28,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[617, 121, 142, 193]",0.46,0.0,0.15,0.0,0.35,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[584, 134, 151, 191]",0.31,0.0,0.14,0.0,0.52,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[579, 137, 147, 189]",0.59,0.0,0.04,0.0,0.33,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[586, 130, 150, 189]",0.15,0.0,0.21,0.0,0.54,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[505, 101, 153, 195]",0.52,0.0,0.05,0.01,0.27,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[516, 104, 148, 194]",0.85,0.0,0.06,0.0,0.07,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[512, 102, 140, 178]",0.14,0.0,0.2,0.0,0.41,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[512, 99, 153, 198]",0.36,0.0,0.12,0.02,0.21,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[551, 89, 154, 201]",0.18,0.0,0.29,0.0,0.34,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[515, 100, 141, 187]",0.26,0.0,0.29,0.0,0.37,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[558, 102, 152, 200]",0.69,0.0,0.06,0.0,0.1,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[557, 99, 148, 194]",0.51,0.0,0.03,0.0,0.29,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[514, 104, 148, 200]",0.18,0.0,0.05,0.01,0.18,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[542, 104, 146, 189]",0.51,0.0,0.18,0.0,0.21,0.08,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[532, 101, 147, 191]",0.39,0.01,0.04,0.0,0.37,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[530, 105, 152, 192]",0.6,0.0,0.09,0.0,0.28,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[572, 129, 148, 186]",0.09,0.0,0.17,0.0,0.55,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
