,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4
10,"[592, 224, 38, 50]",0.01,0.0,0.01,0.92,0.02,0.0,0.04,"[492, 137, 18, 24]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 17, 21]",0.04,0.0,0.04,0.16,0.32,0.0,0.44,,,,,,,,,,,,,,,,
11,"[265, 74, 86, 105]",0.15,0.0,0.32,0.01,0.08,0.04,0.41,"[592, 224, 38, 50]",0.01,0.0,0.01,0.92,0.02,0.0,0.04,"[492, 137, 18, 24]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 17, 21]",0.04,0.0,0.04,0.16,0.32,0.0,0.44,,,,,,,,
12,"[264, 82, 79, 103]",0.27,0.0,0.08,0.02,0.15,0.01,0.47,"[592, 223, 40, 52]",0.01,0.0,0.02,0.87,0.04,0.0,0.06,"[509, 292, 26, 32]",0.04,0.0,0.01,0.62,0.1,0.0,0.24,"[491, 136, 19, 26]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.16,0.27,0.0,0.51
13,"[272, 76, 85, 104]",0.48,0.0,0.05,0.23,0.07,0.03,0.16,"[592, 223, 40, 52]",0.01,0.0,0.02,0.88,0.04,0.0,0.05,"[509, 292, 26, 32]",0.04,0.0,0.01,0.62,0.1,0.0,0.24,"[491, 136, 19, 26]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.16,0.27,0.0,0.51
14,"[268, 78, 85, 105]",0.51,0.0,0.12,0.21,0.05,0.0,0.1,"[593, 223, 39, 52]",0.01,0.0,0.02,0.84,0.06,0.0,0.06,"[509, 292, 26, 32]",0.04,0.0,0.01,0.62,0.1,0.0,0.24,"[491, 136, 19, 26]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.16,0.28,0.0,0.51
15,"[265, 82, 82, 101]",0.45,0.0,0.04,0.0,0.19,0.0,0.31,"[593, 223, 39, 52]",0.01,0.0,0.02,0.84,0.06,0.0,0.06,"[509, 292, 26, 32]",0.04,0.0,0.01,0.6,0.11,0.0,0.24,"[491, 136, 19, 26]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.16,0.28,0.0,0.51
16,"[286, 57, 91, 120]",0.05,0.0,0.56,0.01,0.05,0.03,0.29,"[593, 222, 40, 51]",0.01,0.0,0.01,0.93,0.02,0.0,0.02,"[509, 293, 26, 31]",0.03,0.0,0.01,0.54,0.22,0.0,0.19,"[492, 137, 18, 25]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.04,0.12,0.3,0.0,0.51
17,"[593, 222, 40, 51]",0.01,0.0,0.01,0.93,0.02,0.0,0.02,"[509, 293, 26, 31]",0.03,0.0,0.01,0.54,0.22,0.0,0.19,"[492, 137, 18, 25]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.04,0.12,0.3,0.0,0.51,,,,,,,,
18,"[277, 73, 87, 105]",0.12,0.0,0.53,0.01,0.02,0.3,0.03,"[593, 222, 40, 51]",0.01,0.0,0.01,0.93,0.02,0.0,0.02,"[509, 293, 26, 31]",0.03,0.0,0.01,0.54,0.22,0.0,0.19,"[492, 137, 18, 25]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.04,0.12,0.3,0.0,0.51
19,"[279, 70, 84, 103]",0.05,0.0,0.42,0.01,0.06,0.07,0.39,"[593, 222, 40, 52]",0.01,0.0,0.01,0.93,0.02,0.0,0.02,"[509, 293, 26, 31]",0.03,0.0,0.01,0.52,0.23,0.0,0.2,"[492, 137, 18, 25]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.04,0.12,0.31,0.0,0.5
20,"[264, 77, 82, 102]",0.4,0.0,0.09,0.22,0.1,0.01,0.18,"[593, 223, 39, 51]",0.01,0.0,0.01,0.94,0.02,0.0,0.02,"[509, 292, 25, 31]",0.09,0.0,0.02,0.36,0.15,0.0,0.38,"[492, 138, 18, 24]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.2,0.23,0.0,0.51
21,"[274, 68, 87, 113]",0.09,0.0,0.6,0.01,0.05,0.18,0.07,"[593, 223, 39, 51]",0.01,0.0,0.01,0.94,0.02,0.0,0.02,"[509, 292, 25, 31]",0.09,0.0,0.02,0.36,0.15,0.0,0.38,"[492, 138, 18, 24]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.2,0.23,0.0,0.51
22,"[278, 89, 85, 107]",0.48,0.0,0.07,0.29,0.06,0.0,0.1,"[593, 223, 39, 51]",0.01,0.0,0.01,0.94,0.02,0.0,0.02,"[509, 292, 25, 31]",0.09,0.0,0.02,0.36,0.15,0.0,0.38,"[492, 138, 18, 24]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.2,0.23,0.0,0.51
23,"[278, 70, 90, 116]",0.24,0.0,0.43,0.04,0.1,0.01,0.18,"[593, 225, 38, 49]",0.01,0.0,0.01,0.9,0.03,0.0,0.04,"[510, 292, 24, 31]",0.07,0.0,0.02,0.45,0.2,0.0,0.24,"[492, 137, 18, 24]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.12,0.34,0.0,0.47
24,"[593, 225, 38, 49]",0.01,0.0,0.01,0.9,0.03,0.0,0.04,"[509, 292, 26, 32]",0.05,0.0,0.01,0.58,0.17,0.0,0.19,"[492, 137, 18, 24]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.12,0.34,0.0,0.47,,,,,,,,
25,"[274, 65, 87, 114]",0.03,0.0,0.59,0.0,0.02,0.11,0.25,"[593, 225, 38, 49]",0.01,0.0,0.01,0.9,0.03,0.0,0.04,"[509, 292, 26, 32]",0.05,0.0,0.01,0.58,0.17,0.0,0.19,"[492, 137, 18, 24]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.12,0.34,0.0,0.47
26,"[260, 86, 85, 102]",0.6,0.0,0.1,0.04,0.15,0.0,0.1,"[593, 225, 38, 49]",0.01,0.0,0.01,0.9,0.03,0.0,0.04,"[509, 292, 26, 32]",0.05,0.0,0.01,0.58,0.17,0.0,0.19,"[492, 137, 18, 24]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.03,0.12,0.34,0.0,0.47
27,"[273, 70, 85, 104]",0.13,0.0,0.63,0.0,0.03,0.18,0.04,"[592, 224, 39, 49]",0.0,0.0,0.0,0.97,0.01,0.0,0.01,"[510, 292, 24, 31]",0.07,0.0,0.02,0.46,0.12,0.0,0.32,"[491, 139, 19, 24]",0.01,0.0,0.0,0.95,0.01,0.0,0.03,"[539, 203, 17, 22]",0.02,0.0,0.03,0.07,0.32,0.0,0.56
28,"[273, 62, 87, 103]",0.02,0.0,0.82,0.0,0.01,0.1,0.05,"[592, 224, 39, 49]",0.0,0.0,0.0,0.97,0.01,0.0,0.01,"[510, 292, 24, 31]",0.07,0.0,0.02,0.46,0.12,0.0,0.32,"[491, 139, 19, 24]",0.01,0.0,0.0,0.96,0.0,0.0,0.03,"[539, 203, 17, 22]",0.02,0.0,0.03,0.07,0.32,0.0,0.56
29,"[592, 224, 39, 49]",0.0,0.0,0.0,0.97,0.01,0.0,0.01,"[510, 292, 24, 31]",0.07,0.0,0.02,0.46,0.12,0.0,0.32,"[491, 139, 19, 24]",0.01,0.0,0.0,0.95,0.01,0.0,0.03,"[539, 203, 17, 22]",0.02,0.0,0.03,0.07,0.32,0.0,0.56,,,,,,,,
30,"[270, 70, 90, 109]",0.23,0.0,0.44,0.0,0.03,0.05,0.24,"[592, 224, 39, 49]",0.0,0.0,0.0,0.97,0.01,0.0,0.01,"[510, 292, 24, 31]",0.07,0.0,0.02,0.46,0.12,0.0,0.32,"[491, 139, 19, 24]",0.01,0.0,0.0,0.95,0.01,0.0,0.03,"[539, 203, 17, 22]",0.02,0.0,0.03,0.07,0.32,0.0,0.56
31,"[273, 72, 86, 105]",0.03,0.0,0.19,0.0,0.05,0.03,0.71,"[592, 223, 40, 51]",0.0,0.0,0.01,0.96,0.01,0.0,0.01,"[509, 292, 26, 33]",0.02,0.0,0.01,0.63,0.17,0.0,0.17,"[491, 137, 20, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.04,0.0,0.04,0.11,0.28,0.0,0.52
32,"[269, 73, 86, 107]",0.35,0.0,0.4,0.02,0.04,0.06,0.15,"[592, 223, 40, 51]",0.0,0.0,0.01,0.96,0.01,0.0,0.02,"[509, 292, 26, 33]",0.02,0.0,0.01,0.62,0.17,0.0,0.18,"[491, 137, 20, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.04,0.0,0.04,0.12,0.28,0.0,0.52
33,"[257, 85, 85, 107]",0.54,0.0,0.07,0.01,0.13,0.0,0.25,"[592, 223, 40, 51]",0.0,0.0,0.01,0.96,0.01,0.0,0.01,"[509, 292, 26, 33]",0.02,0.0,0.01,0.62,0.18,0.0,0.17,"[491, 137, 20, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.04,0.0,0.04,0.12,0.28,0.0,0.52
34,"[256, 83, 88, 106]",0.47,0.0,0.08,0.01,0.21,0.0,0.22,"[592, 223, 40, 51]",0.0,0.0,0.01,0.96,0.01,0.0,0.01,"[509, 292, 26, 33]",0.02,0.0,0.01,0.59,0.19,0.0,0.19,"[491, 137, 20, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.04,0.0,0.04,0.12,0.28,0.0,0.52
35,"[264, 81, 92, 112]",0.21,0.0,0.08,0.01,0.24,0.01,0.45,"[593, 223, 40, 51]",0.01,0.0,0.01,0.91,0.03,0.0,0.03,"[510, 292, 25, 31]",0.09,0.0,0.02,0.49,0.14,0.0,0.25,"[492, 139, 18, 23]",0.02,0.0,0.0,0.93,0.01,0.0,0.04,"[538, 203, 16, 20]",0.01,0.0,0.03,0.11,0.21,0.0,0.63
36,"[266, 76, 88, 107]",0.02,0.0,0.47,0.0,0.11,0.18,0.21,"[593, 223, 40, 51]",0.01,0.0,0.01,0.91,0.03,0.0,0.03,"[492, 139, 18, 23]",0.02,0.0,0.0,0.93,0.01,0.0,0.04,"[538, 203, 16, 20]",0.01,0.0,0.03,0.11,0.21,0.0,0.63,,,,,,,,
37,"[268, 69, 90, 116]",0.44,0.0,0.32,0.01,0.07,0.04,0.11,"[593, 223, 39, 51]",0.01,0.0,0.02,0.91,0.03,0.0,0.03,"[510, 293, 24, 29]",0.12,0.0,0.02,0.34,0.22,0.0,0.3,"[492, 138, 18, 24]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[538, 203, 16, 21]",0.03,0.0,0.03,0.2,0.3,0.0,0.44
38,"[263, 75, 89, 109]",0.05,0.0,0.02,0.86,0.01,0.0,0.05,"[593, 225, 38, 49]",0.01,0.0,0.01,0.92,0.03,0.0,0.03,"[510, 293, 25, 30]",0.07,0.0,0.02,0.18,0.45,0.0,0.28,"[491, 136, 20, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[538, 203, 16, 21]",0.04,0.0,0.04,0.21,0.21,0.0,0.5
39,"[260, 91, 85, 107]",0.61,0.0,0.05,0.09,0.05,0.01,0.2,"[593, 225, 38, 49]",0.01,0.0,0.01,0.92,0.03,0.0,0.03,"[510, 293, 25, 30]",0.06,0.0,0.02,0.17,0.38,0.0,0.37,"[491, 136, 20, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[538, 203, 16, 21]",0.04,0.0,0.04,0.2,0.21,0.0,0.5
40,"[267, 68, 90, 109]",0.05,0.0,0.65,0.0,0.03,0.24,0.03,"[593, 225, 38, 49]",0.01,0.0,0.01,0.93,0.02,0.0,0.03,"[510, 293, 25, 30]",0.06,0.0,0.02,0.17,0.39,0.0,0.36,"[491, 136, 20, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[538, 203, 16, 21]",0.04,0.0,0.04,0.2,0.21,0.0,0.5
41,"[208, 47, 96, 120]",0.39,0.0,0.07,0.03,0.4,0.0,0.11,"[592, 223, 40, 51]",0.01,0.0,0.01,0.94,0.02,0.0,0.02,"[510, 292, 25, 30]",0.08,0.0,0.02,0.28,0.26,0.0,0.36,"[492, 137, 18, 24]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[538, 203, 16, 21]",0.04,0.0,0.04,0.2,0.21,0.0,0.5
42,"[265, 67, 80, 102]",0.46,0.0,0.26,0.01,0.15,0.01,0.1,"[594, 224, 37, 49]",0.0,0.0,0.0,0.98,0.01,0.0,0.01,"[509, 292, 24, 31]",0.09,0.0,0.02,0.42,0.15,0.0,0.32,"[492, 137, 18, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.03,0.13,0.31,0.0,0.51
43,"[294, 64, 87, 111]",0.23,0.0,0.58,0.01,0.01,0.16,0.01,"[594, 224, 37, 49]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[509, 292, 24, 31]",0.09,0.0,0.02,0.42,0.15,0.0,0.32,"[492, 137, 18, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.03,0.13,0.31,0.0,0.51
44,"[301, 69, 90, 110]",0.18,0.0,0.48,0.01,0.06,0.1,0.17,"[594, 224, 37, 49]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[509, 292, 24, 31]",0.09,0.0,0.02,0.42,0.15,0.0,0.32,"[492, 137, 18, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.03,0.13,0.31,0.0,0.51
45,"[307, 71, 88, 109]",0.36,0.0,0.12,0.18,0.03,0.03,0.28,"[594, 224, 37, 49]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[509, 292, 24, 31]",0.09,0.0,0.02,0.43,0.15,0.0,0.31,"[492, 137, 18, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.03,0.13,0.31,0.0,0.51
46,"[317, 83, 87, 109]",0.18,0.0,0.01,0.0,0.04,0.0,0.77,"[593, 225, 38, 49]",0.01,0.0,0.01,0.96,0.01,0.0,0.02,"[509, 291, 25, 32]",0.07,0.0,0.01,0.54,0.1,0.0,0.29,"[492, 138, 18, 24]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[539, 202, 17, 23]",0.03,0.0,0.01,0.17,0.22,0.0,0.56
47,"[319, 85, 83, 103]",0.22,0.0,0.0,0.01,0.04,0.0,0.73,"[593, 225, 38, 49]",0.01,0.0,0.01,0.96,0.01,0.0,0.02,"[509, 291, 25, 32]",0.07,0.0,0.01,0.54,0.1,0.0,0.29,"[492, 138, 18, 24]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,"[539, 202, 17, 23]",0.03,0.0,0.01,0.17,0.22,0.0,0.56
48,"[288, 70, 84, 103]",0.14,0.0,0.22,0.05,0.11,0.06,0.42,"[593, 225, 38, 49]",0.01,0.0,0.01,0.96,0.01,0.0,0.02,"[509, 291, 24, 32]",0.08,0.0,0.02,0.53,0.13,0.0,0.23,"[492, 138, 18, 24]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[539, 202, 17, 23]",0.03,0.0,0.01,0.16,0.23,0.0,0.57
49,"[274, 70, 86, 106]",0.11,0.0,0.08,0.04,0.1,0.02,0.65,"[594, 225, 37, 49]",0.01,0.0,0.01,0.94,0.02,0.0,0.02,"[509, 291, 24, 32]",0.08,0.0,0.02,0.54,0.13,0.0,0.23,"[492, 138, 18, 24]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[539, 202, 17, 23]",0.03,0.0,0.01,0.16,0.23,0.0,0.57
50,"[284, 56, 91, 115]",0.24,0.0,0.37,0.02,0.11,0.04,0.22,"[593, 222, 39, 52]",0.01,0.0,0.02,0.91,0.03,0.01,0.03,"[509, 292, 25, 31]",0.09,0.0,0.01,0.5,0.08,0.0,0.31,"[492, 137, 19, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[538, 203, 17, 21]",0.02,0.0,0.03,0.25,0.24,0.0,0.46
51,"[593, 222, 39, 52]",0.01,0.0,0.01,0.91,0.02,0.01,0.03,"[509, 292, 25, 31]",0.09,0.0,0.01,0.5,0.08,0.0,0.31,"[492, 137, 19, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[538, 203, 17, 21]",0.02,0.0,0.03,0.25,0.24,0.0,0.46,,,,,,,,
52,"[272, 74, 84, 102]",0.05,0.0,0.03,0.8,0.02,0.0,0.11,"[593, 222, 39, 52]",0.01,0.0,0.01,0.91,0.02,0.01,0.03,"[509, 292, 25, 31]",0.09,0.0,0.01,0.5,0.08,0.0,0.31,"[492, 137, 19, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[538, 203, 17, 21]",0.02,0.0,0.03,0.25,0.24,0.0,0.46
53,"[264, 68, 84, 107]",0.16,0.0,0.57,0.02,0.07,0.12,0.06,"[593, 225, 37, 49]",0.01,0.0,0.01,0.95,0.02,0.0,0.02,"[510, 292, 24, 31]",0.06,0.0,0.02,0.55,0.15,0.0,0.22,"[492, 137, 18, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.03,0.19,0.21,0.0,0.53
54,"[280, 67, 93, 114]",0.2,0.0,0.35,0.19,0.02,0.07,0.17,"[593, 225, 37, 49]",0.01,0.0,0.01,0.95,0.02,0.0,0.02,"[510, 292, 24, 31]",0.06,0.0,0.02,0.55,0.15,0.0,0.22,"[492, 137, 18, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.03,0.19,0.21,0.0,0.53
55,"[291, 71, 81, 98]",0.03,0.0,0.75,0.0,0.07,0.08,0.07,"[593, 225, 37, 49]",0.01,0.0,0.01,0.95,0.01,0.0,0.02,"[510, 292, 24, 31]",0.06,0.0,0.02,0.55,0.15,0.0,0.22,"[492, 137, 18, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.03,0.19,0.21,0.0,0.53
56,"[302, 85, 84, 106]",0.43,0.0,0.03,0.38,0.01,0.01,0.13,"[593, 225, 37, 49]",0.01,0.0,0.01,0.96,0.01,0.0,0.01,"[510, 292, 24, 31]",0.06,0.0,0.02,0.55,0.15,0.0,0.22,"[492, 137, 18, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 17, 21]",0.03,0.0,0.03,0.19,0.21,0.0,0.53
57,"[307, 84, 83, 102]",0.18,0.0,0.02,0.07,0.04,0.0,0.69,"[592, 223, 39, 51]",0.01,0.0,0.01,0.94,0.02,0.0,0.03,"[510, 291, 24, 31]",0.13,0.0,0.02,0.18,0.29,0.0,0.37,"[492, 138, 18, 23]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[539, 203, 17, 22]",0.02,0.0,0.03,0.06,0.44,0.0,0.45
58,"[245, 71, 88, 106]",0.18,0.0,0.16,0.1,0.1,0.01,0.45,"[594, 223, 39, 50]",0.01,0.0,0.0,0.95,0.01,0.0,0.02,"[510, 291, 24, 31]",0.13,0.0,0.02,0.18,0.29,0.0,0.37,"[492, 138, 18, 23]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[539, 203, 17, 22]",0.02,0.0,0.03,0.06,0.44,0.0,0.45
59,"[239, 74, 88, 104]",0.23,0.0,0.15,0.01,0.36,0.02,0.22,"[594, 223, 38, 51]",0.01,0.0,0.01,0.93,0.02,0.0,0.03,"[510, 291, 24, 31]",0.13,0.0,0.02,0.18,0.29,0.0,0.37,"[492, 138, 18, 23]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[539, 203, 17, 22]",0.02,0.0,0.03,0.06,0.44,0.0,0.45
60,"[269, 74, 84, 106]",0.52,0.0,0.07,0.32,0.02,0.0,0.06,"[594, 223, 38, 51]",0.01,0.0,0.01,0.92,0.02,0.0,0.03,"[492, 138, 18, 23]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[539, 203, 17, 22]",0.02,0.0,0.03,0.06,0.44,0.0,0.45,,,,,,,,
61,"[593, 222, 39, 51]",0.02,0.0,0.01,0.94,0.01,0.0,0.01,"[510, 292, 25, 32]",0.04,0.0,0.01,0.58,0.18,0.0,0.19,"[492, 138, 18, 24]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[538, 203, 18, 22]",0.04,0.0,0.04,0.29,0.29,0.01,0.34,,,,,,,,
62,"[593, 222, 39, 51]",0.01,0.0,0.01,0.94,0.01,0.0,0.01,"[510, 292, 25, 32]",0.04,0.0,0.01,0.56,0.18,0.0,0.21,"[492, 138, 18, 24]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[538, 203, 18, 22]",0.04,0.0,0.04,0.29,0.29,0.01,0.34,,,,,,,,
63,"[260, 73, 87, 106]",0.16,0.0,0.1,0.01,0.21,0.0,0.51,"[594, 224, 37, 49]",0.0,0.0,0.0,0.97,0.01,0.0,0.01,"[509, 292, 24, 30]",0.17,0.0,0.02,0.23,0.24,0.0,0.33,"[491, 139, 19, 23]",0.02,0.0,0.0,0.94,0.01,0.0,0.04,"[539, 203, 15, 20]",0.02,0.0,0.03,0.23,0.22,0.0,0.5
64,"[269, 69, 89, 110]",0.11,0.0,0.13,0.01,0.18,0.0,0.57,"[593, 222, 39, 51]",0.01,0.0,0.01,0.94,0.02,0.01,0.01,"[509, 293, 24, 30]",0.1,0.0,0.01,0.29,0.2,0.0,0.39,"[492, 137, 18, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[539, 203, 15, 20]",0.02,0.0,0.03,0.17,0.25,0.0,0.53
65,"[268, 80, 84, 102]",0.67,0.0,0.06,0.08,0.1,0.0,0.09,"[592, 223, 39, 51]",0.01,0.0,0.01,0.91,0.03,0.0,0.05,"[510, 292, 24, 30]",0.11,0.0,0.01,0.25,0.22,0.0,0.41,"[492, 137, 19, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[538, 203, 16, 21]",0.03,0.0,0.02,0.1,0.32,0.0,0.52
