,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[149, 191, 33, 39]",0.22,0.0,0.2,0.13,0.39,0.01,0.05,"[450, 466, 26, 31]",0.18,0.0,0.12,0.07,0.6,0.0,0.03,,,,,,,,,,,,,,,,
1,"[160, 194, 36, 42]",0.15,0.0,0.35,0.08,0.38,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,
2,"[206, 191, 34, 41]",0.38,0.0,0.07,0.23,0.22,0.0,0.1,"[807, 329, 88, 104]",0.1,0.0,0.09,0.09,0.57,0.05,0.11,,,,,,,,,,,,,,,,
3,"[614, 158, 166, 201]",0.71,0.05,0.11,0.0,0.02,0.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4,"[497, 155, 166, 198]",0.46,0.05,0.33,0.01,0.12,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,
5,"[609, 225, 147, 188]",0.37,0.01,0.27,0.04,0.3,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,
6,"[575, 189, 150, 187]",0.43,0.01,0.13,0.0,0.41,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
7,"[624, 201, 146, 179]",0.78,0.01,0.09,0.0,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,"[586, 117, 164, 215]",0.25,0.04,0.13,0.03,0.05,0.41,0.08,,,,,,,,,,,,,,,,,,,,,,,,
9,"[535, 120, 167, 199]",0.21,0.1,0.38,0.01,0.26,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
10,"[624, 174, 154, 182]",0.56,0.02,0.11,0.0,0.29,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,
11,"[482, 131, 154, 192]",0.79,0.02,0.13,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
