,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[263, 63, 87, 112]",0.57,0.0,0.01,0.0,0.22,0.0,0.2
1,"[265, 66, 80, 105]",0.63,0.0,0.01,0.0,0.2,0.0,0.16
2,"[263, 62, 84, 109]",0.35,0.0,0.04,0.0,0.34,0.0,0.27
3,"[265, 66, 81, 106]",0.47,0.0,0.01,0.0,0.19,0.0,0.33
4,"[266, 64, 82, 110]",0.58,0.0,0.03,0.0,0.26,0.0,0.12
5,"[264, 64, 83, 108]",0.49,0.0,0.01,0.0,0.22,0.0,0.28
6,"[261, 60, 87, 117]",0.45,0.0,0.01,0.0,0.18,0.0,0.35
7,"[264, 66, 82, 107]",0.37,0.0,0.01,0.0,0.23,0.0,0.39
8,"[266, 68, 82, 104]",0.34,0.0,0.01,0.0,0.14,0.0,0.51
9,"[263, 64, 85, 109]",0.74,0.0,0.02,0.0,0.13,0.0,0.11
10,"[265, 69, 82, 108]",0.43,0.0,0.0,0.0,0.15,0.0,0.42
11,"[265, 66, 81, 106]",0.42,0.0,0.01,0.0,0.23,0.0,0.34
12,"[259, 61, 88, 115]",0.59,0.0,0.0,0.0,0.12,0.0,0.29
13,"[258, 65, 89, 113]",0.79,0.0,0.01,0.0,0.13,0.0,0.07
14,"[260, 64, 88, 112]",0.49,0.0,0.02,0.0,0.26,0.0,0.22
15,"[262, 63, 87, 112]",0.46,0.0,0.02,0.0,0.16,0.0,0.36
16,"[265, 66, 85, 111]",0.73,0.0,0.01,0.0,0.18,0.0,0.07
17,"[258, 64, 89, 113]",0.9,0.0,0.01,0.0,0.06,0.0,0.03
18,"[265, 66, 82, 108]",0.58,0.0,0.01,0.0,0.22,0.0,0.19
19,"[261, 64, 87, 108]",0.56,0.0,0.02,0.0,0.21,0.0,0.2
20,"[265, 67, 80, 104]",0.54,0.0,0.02,0.0,0.22,0.0,0.22
21,"[265, 66, 82, 107]",0.72,0.0,0.02,0.0,0.17,0.0,0.09
22,"[264, 67, 82, 107]",0.44,0.0,0.02,0.0,0.26,0.0,0.28
23,"[259, 66, 89, 112]",0.87,0.0,0.01,0.0,0.08,0.0,0.04
24,"[264, 68, 81, 105]",0.58,0.0,0.01,0.0,0.17,0.0,0.24
25,"[264, 65, 83, 108]",0.78,0.0,0.02,0.0,0.11,0.0,0.08
26,"[264, 67, 85, 110]",0.7,0.0,0.05,0.0,0.16,0.0,0.09
27,"[263, 66, 82, 105]",0.15,0.0,0.02,0.0,0.39,0.0,0.45
28,"[262, 67, 83, 107]",0.3,0.0,0.0,0.0,0.14,0.0,0.55
