,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[587, 162, 113, 137]",0.18,0.0,0.07,0.0,0.04,0.01,0.69,,,,,,,,,,,,,,,,
1,"[605, 159, 107, 136]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,,,,,,,,,,,,,,,,
2,"[599, 158, 107, 134]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
3,"[584, 138, 109, 140]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,,,,,,,,,
4,"[593, 123, 112, 142]",0.11,0.0,0.11,0.52,0.03,0.02,0.22,,,,,,,,,,,,,,,,
5,"[593, 111, 120, 153]",0.07,0.0,0.21,0.57,0.02,0.12,0.02,,,,,,,,,,,,,,,,
6,"[614, 121, 114, 145]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,,,,,,,,,
7,"[582, 166, 112, 136]",0.2,0.02,0.11,0.5,0.11,0.02,0.04,,,,,,,,,,,,,,,,
8,"[597, 123, 115, 145]",0.13,0.0,0.06,0.27,0.09,0.01,0.44,,,,,,,,,,,,,,,,
9,"[617, 104, 114, 146]",0.06,0.0,0.19,0.03,0.02,0.45,0.25,,,,,,,,,,,,,,,,
10,"[619, 109, 114, 147]",0.09,0.0,0.04,0.59,0.03,0.01,0.24,,,,,,,,,,,,,,,,
11,"[619, 158, 115, 138]",0.01,0.0,0.0,0.95,0.01,0.0,0.04,,,,,,,,,,,,,,,,
12,"[625, 141, 116, 146]",0.05,0.0,0.06,0.42,0.09,0.0,0.38,,,,,,,,,,,,,,,,
13,"[637, 138, 115, 144]",0.04,0.0,0.06,0.25,0.09,0.0,0.55,,,,,,,,,,,,,,,,
14,"[663, 191, 117, 146]",0.36,0.0,0.02,0.12,0.26,0.0,0.24,,,,,,,,,,,,,,,,
15,"[638, 192, 114, 130]",0.37,0.0,0.07,0.07,0.34,0.0,0.15,"[692, -14, 47, 56]",0.11,0.0,0.04,0.02,0.82,0.0,0.01,,,,,,,,
16,"[553, 166, 114, 134]",0.19,0.0,0.04,0.23,0.04,0.01,0.5,"[692, -16, 49, 58]",0.07,0.0,0.04,0.05,0.82,0.0,0.02,,,,,,,,
17,"[555, 157, 108, 133]",0.22,0.0,0.08,0.01,0.03,0.0,0.66,"[692, -15, 49, 57]",0.12,0.0,0.04,0.03,0.79,0.0,0.02,,,,,,,,
18,"[553, 166, 116, 134]",0.09,0.0,0.11,0.02,0.43,0.0,0.34,"[693, -13, 47, 55]",0.11,0.0,0.04,0.03,0.8,0.0,0.02,,,,,,,,
19,"[635, 182, 115, 131]",0.54,0.0,0.03,0.03,0.23,0.0,0.18,"[694, -16, 50, 58]",0.07,0.0,0.02,0.09,0.81,0.0,0.02,,,,,,,,
20,"[608, 172, 115, 136]",0.45,0.0,0.1,0.05,0.14,0.0,0.27,,,,,,,,,,,,,,,,
21,"[615, 171, 117, 141]",0.25,0.0,0.09,0.05,0.27,0.0,0.33,,,,,,,,,,,,,,,,
