,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[476, 119, 407, 544]",0.04,0.0,0.1,0.04,0.26,0.06,0.49,,,,,,,,,,,,,,,,
1,"[482, 78, 397, 520]",0.02,0.0,0.13,0.0,0.07,0.09,0.69,"[1070, 241, 67, 87]",0.12,0.04,0.13,0.19,0.34,0.12,0.05,,,,,,,,
2,"[475, 97, 393, 503]",0.02,0.0,0.06,0.01,0.2,0.09,0.62,"[1067, 255, 47, 62]",0.14,0.1,0.11,0.18,0.32,0.06,0.08,,,,,,,,
3,"[487, 108, 365, 463]",0.05,0.0,0.21,0.01,0.12,0.11,0.5,"[1041, 241, 78, 103]",0.16,0.01,0.13,0.12,0.46,0.09,0.03,,,,,,,,
4,"[708, 232, 92, 102]",0.06,0.0,0.29,0.05,0.27,0.08,0.24,"[1029, 239, 78, 103]",0.09,0.02,0.12,0.22,0.33,0.18,0.04,,,,,,,,
5,"[502, 123, 335, 420]",0.03,0.0,0.02,0.0,0.18,0.01,0.76,"[987, 162, 109, 134]",0.22,0.05,0.21,0.07,0.42,0.01,0.02,"[1027, 263, 48, 64]",0.13,0.04,0.13,0.18,0.35,0.09,0.07
6,"[511, 130, 322, 409]",0.06,0.0,0.04,0.01,0.21,0.02,0.66,,,,,,,,,,,,,,,,
7,"[600, 150, 268, 352]",0.06,0.0,0.01,0.01,0.8,0.0,0.13,,,,,,,,,,,,,,,,
8,"[742, 226, 77, 85]",0.1,0.0,0.08,0.05,0.14,0.04,0.58,,,,,,,,,,,,,,,,
9,"[778, 238, 69, 77]",0.09,0.0,0.2,0.02,0.14,0.02,0.52,,,,,,,,,,,,,,,,
10,"[518, 140, 265, 347]",0.09,0.0,0.04,0.0,0.71,0.0,0.15,,,,,,,,,,,,,,,,
11,"[535, 150, 276, 355]",0.02,0.0,0.02,0.01,0.19,0.0,0.75,,,,,,,,,,,,,,,,
