,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[506, 149, 142, 185]",0.23,0.0,0.24,0.0,0.03,0.15,0.34,,,,,,,,
1,"[579, 157, 141, 188]",0.19,0.0,0.59,0.0,0.06,0.07,0.09,"[777, 643, 54, 67]",0.46,0.0,0.04,0.3,0.08,0.03,0.09
2,"[574, 160, 143, 185]",0.2,0.03,0.25,0.01,0.17,0.02,0.31,,,,,,,,
3,"[585, 157, 140, 180]",0.21,0.02,0.24,0.0,0.17,0.02,0.35,,,,,,,,
4,"[563, 158, 143, 181]",0.2,0.0,0.29,0.0,0.23,0.01,0.26,,,,,,,,
5,"[606, 159, 141, 184]",0.14,0.0,0.05,0.02,0.09,0.0,0.7,,,,,,,,
6,"[561, 157, 147, 186]",0.16,0.0,0.37,0.0,0.16,0.16,0.15,,,,,,,,
7,"[568, 166, 140, 177]",0.19,0.0,0.52,0.02,0.1,0.13,0.04,,,,,,,,
8,"[568, 162, 141, 182]",0.45,0.03,0.18,0.0,0.21,0.01,0.12,"[611, 553, 20, 24]",0.07,0.0,0.25,0.12,0.33,0.02,0.2
9,"[564, 166, 135, 179]",0.09,0.02,0.33,0.0,0.48,0.0,0.09,,,,,,,,
10,"[567, 166, 142, 180]",0.34,0.02,0.29,0.0,0.17,0.07,0.1,,,,,,,,
11,"[565, 160, 139, 179]",0.36,0.0,0.45,0.0,0.07,0.03,0.09,,,,,,,,
12,"[546, 162, 146, 191]",0.33,0.0,0.28,0.0,0.12,0.02,0.25,,,,,,,,
13,"[553, 170, 142, 180]",0.34,0.03,0.08,0.02,0.1,0.01,0.42,,,,,,,,
14,"[556, 159, 145, 184]",0.14,0.0,0.25,0.01,0.22,0.01,0.36,,,,,,,,
15,"[563, 157, 137, 185]",0.36,0.0,0.36,0.0,0.1,0.07,0.11,,,,,,,,
16,"[553, 161, 146, 185]",0.29,0.16,0.17,0.0,0.26,0.01,0.11,,,,,,,,
17,"[560, 165, 143, 180]",0.24,0.0,0.25,0.0,0.25,0.04,0.21,,,,,,,,
18,"[575, 165, 145, 186]",0.39,0.0,0.32,0.02,0.05,0.12,0.1,,,,,,,,
19,"[550, 153, 148, 185]",0.33,0.0,0.05,0.01,0.08,0.0,0.54,,,,,,,,
20,"[556, 156, 143, 184]",0.45,0.0,0.34,0.0,0.06,0.07,0.07,,,,,,,,
21,"[574, 159, 141, 181]",0.27,0.01,0.29,0.0,0.29,0.02,0.12,,,,,,,,
22,"[557, 155, 141, 187]",0.25,0.0,0.5,0.0,0.11,0.05,0.09,,,,,,,,
23,"[552, 161, 146, 186]",0.49,0.03,0.22,0.0,0.11,0.02,0.12,,,,,,,,
24,"[575, 170, 140, 182]",0.33,0.01,0.21,0.01,0.21,0.01,0.22,,,,,,,,
25,"[557, 156, 143, 188]",0.24,0.01,0.26,0.03,0.16,0.0,0.3,,,,,,,,
26,"[553, 163, 142, 183]",0.55,0.01,0.15,0.0,0.17,0.01,0.1,,,,,,,,
27,"[571, 161, 147, 191]",0.4,0.0,0.21,0.07,0.04,0.1,0.17,,,,,,,,
28,"[554, 162, 146, 189]",0.09,0.01,0.16,0.03,0.22,0.01,0.49,,,,,,,,
29,"[550, 155, 147, 188]",0.22,0.02,0.1,0.0,0.18,0.03,0.44,,,,,,,,
30,"[545, 156, 147, 188]",0.11,0.0,0.41,0.01,0.2,0.01,0.26,,,,,,,,
31,"[563, 169, 143, 181]",0.18,0.0,0.37,0.01,0.13,0.03,0.28,,,,,,,,
32,"[558, 168, 140, 181]",0.36,0.31,0.11,0.0,0.08,0.01,0.13,,,,,,,,
33,"[553, 173, 139, 174]",0.14,0.0,0.17,0.01,0.24,0.01,0.43,,,,,,,,
34,"[574, 165, 142, 186]",0.2,0.0,0.53,0.01,0.17,0.02,0.06,,,,,,,,
35,"[556, 164, 145, 186]",0.39,0.08,0.28,0.0,0.09,0.02,0.14,,,,,,,,
36,"[573, 173, 138, 173]",0.22,0.0,0.3,0.02,0.15,0.09,0.23,,,,,,,,
37,"[554, 171, 147, 189]",0.22,0.04,0.2,0.01,0.09,0.02,0.42,,,,,,,,
38,"[552, 166, 142, 189]",0.28,0.0,0.37,0.0,0.13,0.02,0.19,,,,,,,,
39,"[561, 170, 136, 182]",0.27,0.0,0.58,0.0,0.02,0.12,0.01,,,,,,,,
40,"[571, 149, 143, 182]",0.18,0.0,0.06,0.06,0.12,0.0,0.58,,,,,,,,
41,"[572, 172, 136, 177]",0.42,0.13,0.1,0.0,0.26,0.0,0.09,,,,,,,,
42,"[556, 162, 136, 180]",0.13,0.02,0.6,0.0,0.22,0.0,0.02,,,,,,,,
43,"[554, 155, 142, 184]",0.12,0.0,0.1,0.0,0.09,0.45,0.23,,,,,,,,
44,"[552, 163, 143, 188]",0.32,0.0,0.32,0.01,0.15,0.03,0.18,,,,,,,,
45,"[557, 154, 139, 186]",0.25,0.0,0.62,0.0,0.04,0.03,0.05,,,,,,,,
46,"[563, 172, 141, 184]",0.26,0.0,0.16,0.0,0.19,0.06,0.32,,,,,,,,
47,"[547, 164, 146, 186]",0.25,0.0,0.32,0.0,0.21,0.01,0.21,,,,,,,,
48,"[547, 169, 142, 182]",0.16,0.16,0.2,0.0,0.38,0.0,0.09,,,,,,,,
49,"[522, 163, 145, 180]",0.43,0.01,0.22,0.0,0.2,0.01,0.13,,,,,,,,
50,"[554, 156, 143, 186]",0.14,0.0,0.59,0.01,0.13,0.05,0.08,,,,,,,,
51,"[550, 166, 145, 190]",0.37,0.0,0.22,0.0,0.19,0.02,0.19,,,,,,,,
52,"[554, 173, 136, 174]",0.13,0.08,0.24,0.0,0.42,0.0,0.12,,,,,,,,
53,"[550, 161, 142, 183]",0.15,0.01,0.31,0.0,0.22,0.01,0.31,,,,,,,,
54,"[549, 163, 140, 189]",0.29,0.0,0.62,0.01,0.02,0.06,0.01,,,,,,,,
55,"[564, 165, 138, 179]",0.31,0.01,0.2,0.15,0.05,0.03,0.25,,,,,,,,
56,"[552, 170, 140, 178]",0.18,0.02,0.43,0.01,0.09,0.02,0.25,,,,,,,,
57,"[555, 163, 137, 180]",0.23,0.48,0.19,0.0,0.08,0.0,0.02,,,,,,,,
58,"[564, 165, 143, 187]",0.26,0.0,0.2,0.01,0.26,0.02,0.25,,,,,,,,
59,"[560, 160, 143, 187]",0.39,0.0,0.29,0.01,0.03,0.24,0.03,,,,,,,,
60,"[553, 170, 138, 180]",0.4,0.29,0.16,0.0,0.1,0.01,0.04,,,,,,,,
61,"[564, 160, 142, 184]",0.2,0.0,0.14,0.0,0.07,0.41,0.17,,,,,,,,
62,"[558, 158, 141, 187]",0.27,0.03,0.48,0.0,0.15,0.02,0.06,,,,,,,,
63,"[548, 162, 146, 183]",0.19,0.0,0.2,0.01,0.2,0.0,0.4,,,,,,,,
64,"[581, 113, 138, 179]",0.13,0.0,0.1,0.16,0.07,0.0,0.54,,,,,,,,
65,"[599, 136, 143, 180]",0.52,0.0,0.11,0.01,0.06,0.01,0.29,,,,,,,,
66,"[563, 150, 140, 177]",0.49,0.0,0.12,0.0,0.22,0.0,0.16,,,,,,,,
67,"[568, 165, 137, 173]",0.34,0.0,0.25,0.0,0.22,0.01,0.17,,,,,,,,
68,"[561, 156, 142, 184]",0.35,0.0,0.17,0.0,0.25,0.0,0.22,,,,,,,,
69,"[561, 157, 141, 182]",0.51,0.01,0.11,0.0,0.14,0.0,0.23,,,,,,,,
70,"[557, 152, 149, 192]",0.23,0.01,0.46,0.0,0.19,0.07,0.05,,,,,,,,
71,"[560, 151, 140, 187]",0.36,0.0,0.34,0.0,0.13,0.01,0.15,,,,,,,,
72,"[564, 162, 143, 189]",0.2,0.01,0.58,0.0,0.15,0.04,0.03,,,,,,,,
73,"[551, 169, 140, 175]",0.15,0.11,0.41,0.01,0.15,0.0,0.18,,,,,,,,
74,"[545, 163, 144, 186]",0.19,0.0,0.54,0.01,0.08,0.02,0.15,,,,,,,,
75,"[573, 166, 147, 188]",0.18,0.0,0.18,0.0,0.22,0.02,0.4,,,,,,,,
76,"[560, 162, 146, 186]",0.19,0.55,0.1,0.0,0.05,0.01,0.1,,,,,,,,
77,"[538, 164, 144, 184]",0.14,0.0,0.61,0.01,0.09,0.08,0.08,,,,,,,,
78,"[554, 163, 138, 181]",0.59,0.01,0.26,0.01,0.04,0.02,0.08,,,,,,,,
79,"[562, 157, 145, 188]",0.32,0.13,0.19,0.0,0.27,0.01,0.09,,,,,,,,
80,"[576, 157, 140, 187]",0.14,0.0,0.59,0.0,0.04,0.13,0.09,,,,,,,,
81,"[563, 173, 137, 181]",0.39,0.02,0.2,0.02,0.06,0.01,0.31,,,,,,,,
82,"[587, 168, 140, 180]",0.4,0.04,0.25,0.0,0.18,0.01,0.12,,,,,,,,
83,"[564, 158, 145, 190]",0.65,0.08,0.2,0.0,0.03,0.02,0.03,,,,,,,,
84,"[551, 165, 143, 182]",0.27,0.02,0.36,0.02,0.13,0.0,0.2,,,,,,,,
85,"[578, 166, 142, 191]",0.38,0.02,0.27,0.01,0.12,0.03,0.18,,,,,,,,
86,"[569, 161, 142, 183]",0.24,0.06,0.29,0.01,0.19,0.02,0.19,,,,,,,,
87,"[543, 158, 142, 187]",0.11,0.0,0.64,0.01,0.13,0.02,0.09,,,,,,,,
88,"[554, 155, 140, 185]",0.16,0.0,0.67,0.0,0.09,0.0,0.07,,,,,,,,
89,"[554, 164, 145, 187]",0.28,0.0,0.59,0.01,0.07,0.02,0.02,,,,,,,,
90,"[563, 158, 142, 182]",0.53,0.01,0.12,0.01,0.24,0.0,0.08,,,,,,,,
91,"[585, 171, 134, 176]",0.13,0.02,0.21,0.01,0.29,0.0,0.34,,,,,,,,
92,"[571, 155, 140, 189]",0.28,0.04,0.37,0.0,0.06,0.21,0.03,,,,,,,,
93,"[537, 165, 143, 181]",0.77,0.0,0.08,0.02,0.02,0.0,0.1,,,,,,,,
94,"[550, 158, 140, 184]",0.15,0.0,0.53,0.0,0.01,0.3,0.0,,,,,,,,
95,"[551, 162, 147, 188]",0.25,0.0,0.47,0.0,0.12,0.01,0.15,,,,,,,,
96,"[572, 167, 141, 180]",0.29,0.1,0.25,0.0,0.23,0.01,0.12,,,,,,,,
97,"[549, 150, 141, 185]",0.22,0.0,0.44,0.02,0.19,0.04,0.09,,,,,,,,
98,"[562, 168, 137, 178]",0.34,0.11,0.22,0.01,0.26,0.01,0.05,,,,,,,,
99,"[580, 159, 143, 188]",0.42,0.0,0.15,0.0,0.06,0.04,0.32,,,,,,,,
100,"[563, 159, 138, 183]",0.67,0.0,0.1,0.02,0.04,0.01,0.16,,,,,,,,
101,"[572, 163, 140, 180]",0.17,0.06,0.23,0.01,0.29,0.0,0.25,,,,,,,,
102,"[569, 158, 139, 184]",0.39,0.18,0.21,0.01,0.1,0.02,0.09,,,,,,,,
103,"[572, 152, 138, 186]",0.39,0.08,0.42,0.0,0.07,0.01,0.02,,,,,,,,
104,"[577, 154, 135, 174]",0.08,0.0,0.18,0.01,0.2,0.0,0.52,,,,,,,,
105,"[568, 155, 140, 183]",0.57,0.09,0.19,0.0,0.05,0.06,0.04,,,,,,,,
106,"[560, 165, 138, 183]",0.62,0.01,0.22,0.01,0.03,0.04,0.06,,,,,,,,
107,"[563, 169, 138, 174]",0.45,0.0,0.3,0.0,0.15,0.01,0.09,"[413, 607, 99, 113]",0.15,0.0,0.12,0.18,0.31,0.17,0.08
108,"[581, 142, 144, 190]",0.32,0.0,0.09,0.29,0.05,0.0,0.24,,,,,,,,
109,"[562, 152, 128, 176]",0.15,0.0,0.04,0.67,0.08,0.01,0.05,,,,,,,,
110,"[594, 179, 137, 169]",0.04,0.0,0.36,0.0,0.47,0.0,0.12,,,,,,,,
111,"[567, 171, 140, 177]",0.66,0.0,0.21,0.0,0.08,0.01,0.04,,,,,,,,
112,"[554, 160, 144, 187]",0.23,0.0,0.54,0.01,0.06,0.07,0.1,,,,,,,,
113,"[563, 167, 141, 176]",0.22,0.0,0.63,0.0,0.08,0.03,0.04,,,,,,,,
114,"[570, 166, 139, 182]",0.27,0.04,0.19,0.02,0.25,0.01,0.21,,,,,,,,
115,"[559, 160, 143, 187]",0.62,0.23,0.1,0.0,0.03,0.0,0.01,,,,,,,,
116,"[571, 167, 141, 181]",0.59,0.01,0.11,0.01,0.11,0.0,0.15,,,,,,,,
117,"[557, 157, 147, 195]",0.29,0.0,0.34,0.01,0.05,0.06,0.25,,,,,,,,
118,"[568, 148, 146, 188]",0.2,0.05,0.22,0.01,0.15,0.01,0.37,,,,,,,,
119,"[566, 165, 136, 181]",0.28,0.0,0.47,0.0,0.07,0.01,0.17,,,,,,,,
120,"[564, 169, 145, 183]",0.39,0.02,0.14,0.01,0.15,0.0,0.29,,,,,,,,
121,"[569, 165, 139, 181]",0.39,0.02,0.26,0.0,0.23,0.03,0.07,,,,,,,,
122,"[558, 150, 146, 199]",0.1,0.0,0.16,0.02,0.04,0.01,0.67,,,,,,,,
123,"[576, 151, 142, 183]",0.18,0.0,0.09,0.08,0.09,0.0,0.56,,,,,,,,
124,"[577, 150, 144, 192]",0.38,0.0,0.18,0.01,0.12,0.05,0.27,,,,,,,,
125,"[568, 171, 138, 187]",0.38,0.0,0.38,0.03,0.02,0.12,0.06,,,,,,,,
126,"[577, 166, 140, 182]",0.1,0.19,0.39,0.0,0.23,0.01,0.08,,,,,,,,
127,"[567, 160, 141, 179]",0.27,0.23,0.35,0.0,0.11,0.01,0.02,,,,,,,,
128,"[558, 163, 140, 181]",0.34,0.0,0.21,0.14,0.05,0.01,0.25,,,,,,,,
129,"[560, 150, 146, 185]",0.53,0.1,0.19,0.0,0.08,0.03,0.06,,,,,,,,
130,"[569, 156, 136, 178]",0.51,0.11,0.23,0.0,0.11,0.01,0.03,,,,,,,,
131,"[574, 167, 142, 191]",0.17,0.0,0.63,0.0,0.05,0.09,0.06,,,,,,,,
132,"[553, 163, 145, 182]",0.44,0.1,0.27,0.02,0.06,0.01,0.1,,,,,,,,
133,"[583, 162, 135, 188]",0.13,0.0,0.64,0.0,0.02,0.2,0.01,,,,,,,,
134,"[570, 154, 144, 184]",0.39,0.08,0.2,0.0,0.12,0.01,0.2,,,,,,,,
135,"[577, 162, 141, 187]",0.28,0.04,0.28,0.0,0.26,0.02,0.11,,,,,,,,
136,"[575, 165, 138, 178]",0.5,0.03,0.27,0.06,0.04,0.02,0.08,,,,,,,,
137,"[596, 163, 142, 181]",0.07,0.0,0.06,0.03,0.04,0.01,0.78,,,,,,,,
138,"[591, 167, 139, 176]",0.14,0.0,0.09,0.0,0.13,0.0,0.63,,,,,,,,
139,"[589, 169, 141, 176]",0.28,0.0,0.14,0.0,0.2,0.0,0.37,,,,,,,,
140,"[552, 161, 142, 179]",0.26,0.0,0.32,0.0,0.22,0.02,0.18,,,,,,,,
141,"[567, 157, 141, 176]",0.04,0.02,0.4,0.0,0.41,0.0,0.13,"[593, 366, 55, 71]",0.12,0.0,0.11,0.3,0.19,0.07,0.22
