,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[293, 58, 97, 119]",0.13,0.0,0.08,0.0,0.3,0.01,0.47
1,"[305, 49, 96, 125]",0.13,0.0,0.35,0.01,0.11,0.13,0.27
2,"[263, 72, 94, 117]",0.1,0.0,0.34,0.03,0.07,0.08,0.37
3,"[232, 67, 97, 116]",0.31,0.0,0.11,0.02,0.22,0.01,0.33
4,"[257, 64, 97, 124]",0.1,0.0,0.25,0.01,0.08,0.08,0.49
5,"[261, 54, 92, 119]",0.09,0.01,0.33,0.01,0.19,0.06,0.31
6,"[282, 86, 93, 119]",0.16,0.0,0.22,0.03,0.09,0.12,0.37
7,"[231, 57, 90, 115]",0.02,0.0,0.02,0.0,0.2,0.02,0.73
8,"[245, 68, 92, 116]",0.35,0.0,0.2,0.02,0.22,0.09,0.13
9,"[254, 53, 96, 124]",0.12,0.0,0.31,0.02,0.13,0.09,0.33
10,"[251, 60, 100, 124]",0.25,0.0,0.24,0.01,0.14,0.1,0.25
11,"[283, 62, 88, 117]",0.28,0.0,0.33,0.01,0.08,0.07,0.24
12,"[247, 70, 104, 125]",0.2,0.0,0.55,0.0,0.07,0.08,0.1
13,"[236, 57, 98, 128]",0.09,0.0,0.22,0.08,0.04,0.41,0.16
14,"[242, 59, 91, 118]",0.03,0.0,0.08,0.08,0.06,0.46,0.29
15,"[223, 79, 90, 109]",0.47,0.0,0.11,0.03,0.12,0.03,0.24
16,"[249, 73, 85, 110]",0.27,0.02,0.08,0.01,0.2,0.11,0.31
17,"[239, 73, 105, 126]",0.32,0.0,0.2,0.05,0.18,0.12,0.13
18,"[241, 66, 91, 120]",0.3,0.0,0.08,0.02,0.19,0.21,0.2
19,"[239, 72, 94, 118]",0.42,0.0,0.21,0.01,0.08,0.11,0.18
20,"[255, 67, 99, 125]",0.23,0.0,0.28,0.01,0.07,0.08,0.32
21,"[222, 70, 98, 122]",0.2,0.0,0.29,0.01,0.06,0.26,0.17
22,"[234, 61, 94, 120]",0.15,0.01,0.28,0.01,0.14,0.14,0.27
23,"[264, 70, 100, 125]",0.12,0.0,0.28,0.0,0.12,0.03,0.44
24,"[239, 69, 96, 119]",0.18,0.0,0.16,0.0,0.13,0.08,0.45
25,"[306, 93, 98, 114]",0.49,0.04,0.06,0.09,0.13,0.01,0.19
26,"[255, 92, 106, 125]",0.4,0.01,0.18,0.01,0.09,0.05,0.27
27,"[291, 56, 95, 121]",0.09,0.0,0.31,0.01,0.07,0.15,0.36
28,"[222, 75, 109, 128]",0.24,0.0,0.07,0.03,0.17,0.02,0.46
