,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[543, 49, 148, 197]",0.38,0.0,0.16,0.02,0.38,0.03,0.03,,,,,,,,,,,,,,,,
1,"[560, 62, 146, 186]",0.02,0.0,0.05,0.01,0.07,0.0,0.84,"[1198, 493, 20, 29]",0.35,0.0,0.1,0.05,0.45,0.03,0.02,,,,,,,,
2,"[560, 63, 143, 181]",0.07,0.0,0.13,0.01,0.11,0.01,0.66,,,,,,,,,,,,,,,,
3,"[544, 66, 137, 170]",0.08,0.0,0.06,0.01,0.26,0.0,0.59,,,,,,,,,,,,,,,,
4,"[542, 77, 150, 194]",0.44,0.0,0.1,0.0,0.13,0.02,0.3,,,,,,,,,,,,,,,,
5,"[563, 56, 137, 171]",0.17,0.0,0.2,0.0,0.27,0.01,0.35,,,,,,,,,,,,,,,,
6,"[562, 56, 135, 162]",0.2,0.0,0.13,0.01,0.22,0.0,0.43,"[1199, 493, 19, 25]",0.39,0.0,0.09,0.03,0.44,0.03,0.02,,,,,,,,
7,"[564, 60, 138, 167]",0.06,0.0,0.19,0.01,0.17,0.01,0.56,"[1144, 499, 27, 35]",0.22,0.0,0.09,0.02,0.58,0.02,0.07,"[1199, 491, 20, 27]",0.22,0.0,0.15,0.05,0.49,0.05,0.05
8,"[563, 47, 140, 173]",0.08,0.0,0.16,0.0,0.17,0.01,0.57,"[1199, 492, 19, 26]",0.27,0.0,0.14,0.03,0.5,0.04,0.03,,,,,,,,
9,"[566, 55, 137, 173]",0.13,0.0,0.21,0.01,0.22,0.01,0.43,"[1200, 493, 18, 25]",0.21,0.0,0.13,0.05,0.51,0.06,0.03,,,,,,,,
10,"[567, 69, 138, 178]",0.08,0.0,0.09,0.01,0.12,0.0,0.69,,,,,,,,,,,,,,,,
11,"[572, 53, 133, 153]",0.16,0.0,0.34,0.01,0.11,0.01,0.37,,,,,,,,,,,,,,,,
12,"[569, 70, 146, 200]",0.38,0.0,0.17,0.0,0.24,0.04,0.16,"[1095, 494, 21, 29]",0.1,0.01,0.16,0.08,0.42,0.09,0.13,,,,,,,,
13,"[564, 48, 139, 172]",0.13,0.0,0.18,0.0,0.19,0.01,0.5,,,,,,,,,,,,,,,,
14,"[561, 77, 136, 168]",0.07,0.0,0.16,0.01,0.18,0.01,0.57,,,,,,,,,,,,,,,,
15,"[579, 65, 137, 168]",0.07,0.0,0.18,0.0,0.14,0.02,0.58,,,,,,,,,,,,,,,,
16,"[574, 76, 139, 171]",0.06,0.0,0.14,0.01,0.17,0.01,0.61,,,,,,,,,,,,,,,,
17,"[580, 67, 143, 187]",0.13,0.0,0.08,0.0,0.36,0.0,0.42,"[1198, 495, 20, 27]",0.37,0.01,0.09,0.03,0.37,0.07,0.07,,,,,,,,
18,"[547, 95, 141, 181]",0.13,0.0,0.12,0.0,0.26,0.0,0.48,"[1199, 493, 20, 26]",0.21,0.0,0.11,0.02,0.58,0.04,0.04,,,,,,,,
19,"[551, 83, 144, 185]",0.1,0.0,0.1,0.01,0.22,0.0,0.56,"[1199, 493, 20, 26]",0.2,0.0,0.12,0.03,0.57,0.04,0.04,,,,,,,,
20,"[555, 70, 148, 195]",0.11,0.0,0.27,0.0,0.26,0.0,0.35,,,,,,,,,,,,,,,,
21,"[555, 59, 145, 192]",0.08,0.0,0.3,0.0,0.31,0.0,0.31,,,,,,,,,,,,,,,,
22,"[569, 55, 134, 179]",0.09,0.0,0.39,0.0,0.36,0.01,0.15,,,,,,,,,,,,,,,,
23,"[565, 71, 141, 182]",0.19,0.0,0.52,0.0,0.16,0.03,0.1,"[1198, 494, 21, 27]",0.3,0.0,0.06,0.02,0.55,0.04,0.03,"[1200, 486, 19, 23]",0.21,0.01,0.09,0.05,0.59,0.02,0.03
24,"[572, 70, 138, 175]",0.14,0.0,0.19,0.0,0.31,0.0,0.36,"[1199, 494, 20, 29]",0.28,0.0,0.09,0.03,0.5,0.04,0.06,,,,,,,,
25,"[568, 62, 132, 176]",0.85,0.0,0.07,0.0,0.01,0.06,0.01,"[1197, 493, 22, 31]",0.25,0.0,0.09,0.04,0.47,0.09,0.05,,,,,,,,
26,"[568, 66, 133, 159]",0.22,0.0,0.3,0.0,0.2,0.01,0.27,,,,,,,,,,,,,,,,
27,"[567, 62, 135, 171]",0.26,0.0,0.18,0.0,0.39,0.0,0.16,"[1198, 493, 22, 30]",0.18,0.0,0.07,0.03,0.61,0.06,0.04,,,,,,,,
28,"[563, 64, 140, 183]",0.17,0.0,0.11,0.01,0.23,0.0,0.48,"[1199, 493, 20, 29]",0.24,0.0,0.07,0.03,0.53,0.11,0.03,,,,,,,,
29,"[564, 59, 134, 158]",0.19,0.0,0.35,0.0,0.26,0.01,0.18,"[1200, 494, 19, 25]",0.22,0.0,0.1,0.05,0.54,0.04,0.05,,,,,,,,
30,"[565, 75, 138, 169]",0.08,0.0,0.05,0.0,0.19,0.0,0.67,,,,,,,,,,,,,,,,
31,"[560, 65, 137, 172]",0.05,0.0,0.25,0.0,0.35,0.01,0.34,,,,,,,,,,,,,,,,
32,"[559, 67, 140, 176]",0.09,0.0,0.23,0.01,0.19,0.01,0.48,,,,,,,,,,,,,,,,
33,"[562, 66, 139, 175]",0.04,0.0,0.5,0.0,0.27,0.01,0.18,,,,,,,,,,,,,,,,
34,"[572, 81, 140, 178]",0.04,0.0,0.21,0.0,0.6,0.0,0.15,,,,,,,,,,,,,,,,
35,"[540, 76, 141, 186]",0.16,0.0,0.26,0.0,0.18,0.03,0.37,,,,,,,,,,,,,,,,
36,"[566, 60, 143, 192]",0.17,0.0,0.46,0.0,0.3,0.05,0.02,"[1199, 494, 20, 26]",0.32,0.0,0.12,0.01,0.48,0.04,0.02,,,,,,,,
37,"[548, 92, 147, 190]",0.08,0.0,0.23,0.0,0.19,0.02,0.47,"[1199, 494, 20, 26]",0.32,0.0,0.12,0.01,0.49,0.04,0.02,,,,,,,,
