,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[330, 203, 38, 48]",0.05,0.0,0.06,0.04,0.14,0.06,0.64,,,,,,,,,,,,,,,,
1,"[1207, 637, 19, 21]",0.32,0.0,0.06,0.05,0.21,0.17,0.19,,,,,,,,,,,,,,,,
2,"[532, 100, 133, 185]",0.23,0.0,0.08,0.01,0.1,0.02,0.56,,,,,,,,,,,,,,,,
3,"[525, 90, 141, 173]",0.23,0.0,0.05,0.0,0.08,0.02,0.63,,,,,,,,,,,,,,,,
4,"[510, 100, 136, 174]",0.31,0.0,0.07,0.0,0.25,0.0,0.38,,,,,,,,,,,,,,,,
5,"[501, 83, 142, 181]",0.14,0.0,0.41,0.01,0.24,0.05,0.15,,,,,,,,,,,,,,,,
6,"[509, 109, 141, 167]",0.08,0.0,0.04,0.0,0.1,0.0,0.78,,,,,,,,,,,,,,,,
7,"[615, 87, 144, 187]",0.38,0.0,0.05,0.01,0.13,0.01,0.42,,,,,,,,,,,,,,,,
8,"[487, 79, 154, 196]",0.23,0.0,0.09,0.01,0.23,0.01,0.43,,,,,,,,,,,,,,,,
9,"[531, 111, 142, 175]",0.32,0.0,0.21,0.0,0.12,0.08,0.27,,,,,,,,,,,,,,,,
10,"[557, 101, 144, 178]",0.42,0.0,0.22,0.0,0.13,0.05,0.17,,,,,,,,,,,,,,,,
11,"[520, 135, 141, 173]",0.35,0.0,0.12,0.0,0.3,0.03,0.19,,,,,,,,,,,,,,,,
12,"[1067, 683, 17, 22]",0.43,0.0,0.09,0.06,0.36,0.04,0.01,"[1206, 634, 22, 26]",0.15,0.0,0.06,0.02,0.19,0.34,0.24,,,,,,,,
13,"[117, 205, 31, 40]",0.06,0.0,0.16,0.38,0.13,0.1,0.17,,,,,,,,,,,,,,,,
14,"[758, 269, 14, 18]",0.14,0.0,0.05,0.02,0.52,0.0,0.28,,,,,,,,,,,,,,,,
15,"[762, 269, 14, 18]",0.1,0.0,0.21,0.03,0.56,0.0,0.09,,,,,,,,,,,,,,,,
16,"[602, 83, 142, 182]",0.11,0.0,0.57,0.0,0.13,0.1,0.09,,,,,,,,,,,,,,,,
17,"[554, 112, 146, 179]",0.09,0.0,0.04,0.01,0.13,0.0,0.73,,,,,,,,,,,,,,,,
18,"[565, 109, 144, 178]",0.33,0.0,0.03,0.0,0.11,0.0,0.52,,,,,,,,,,,,,,,,
19,"[537, 117, 143, 175]",0.18,0.0,0.02,0.01,0.08,0.0,0.71,,,,,,,,,,,,,,,,
20,"[568, 110, 141, 172]",0.17,0.0,0.02,0.0,0.04,0.02,0.76,,,,,,,,,,,,,,,,
21,"[569, 115, 142, 180]",0.1,0.0,0.02,0.0,0.03,0.0,0.85,,,,,,,,,,,,,,,,
22,"[528, 138, 155, 189]",0.13,0.0,0.01,0.01,0.2,0.0,0.66,,,,,,,,,,,,,,,,
23,"[585, 144, 138, 169]",0.16,0.0,0.04,0.0,0.41,0.0,0.39,,,,,,,,,,,,,,,,
24,"[603, 106, 139, 173]",0.24,0.0,0.06,0.0,0.19,0.01,0.5,,,,,,,,,,,,,,,,
25,"[616, 101, 132, 182]",0.1,0.0,0.35,0.01,0.13,0.17,0.24,,,,,,,,,,,,,,,,
26,"[563, 95, 143, 174]",0.17,0.0,0.02,0.0,0.07,0.01,0.73,,,,,,,,,,,,,,,,
27,"[531, 100, 147, 188]",0.52,0.0,0.01,0.02,0.06,0.0,0.38,,,,,,,,,,,,,,,,
28,"[542, 98, 126, 161]",0.45,0.0,0.15,0.0,0.13,0.03,0.24,,,,,,,,,,,,,,,,
29,"[599, 103, 142, 177]",0.15,0.0,0.04,0.0,0.05,0.0,0.76,,,,,,,,,,,,,,,,
30,"[594, 97, 144, 179]",0.05,0.0,0.01,0.0,0.02,0.0,0.92,,,,,,,,,,,,,,,,
31,"[570, 94, 139, 177]",0.51,0.0,0.05,0.0,0.2,0.0,0.24,,,,,,,,,,,,,,,,
32,"[519, 102, 142, 180]",0.43,0.0,0.11,0.0,0.26,0.03,0.17,,,,,,,,,,,,,,,,
33,"[602, 89, 139, 171]",0.11,0.0,0.18,0.0,0.15,0.0,0.56,,,,,,,,,,,,,,,,
34,"[668, 116, 136, 172]",0.29,0.0,0.03,0.0,0.16,0.0,0.52,,,,,,,,,,,,,,,,
35,"[560, 121, 138, 165]",0.56,0.01,0.14,0.0,0.14,0.0,0.15,,,,,,,,,,,,,,,,
36,"[554, 102, 145, 176]",0.55,0.0,0.09,0.0,0.09,0.0,0.26,,,,,,,,,,,,,,,,
37,"[581, 107, 142, 174]",0.25,0.0,0.05,0.0,0.25,0.0,0.45,,,,,,,,,,,,,,,,
38,"[628, 106, 135, 175]",0.11,0.0,0.03,0.0,0.08,0.0,0.77,,,,,,,,,,,,,,,,
39,"[538, 90, 147, 191]",0.34,0.0,0.01,0.0,0.14,0.0,0.5,,,,,,,,,,,,,,,,
40,"[255, 251, 121, 154]",0.04,0.0,0.02,0.23,0.14,0.0,0.58,,,,,,,,,,,,,,,,
41,"[254, 252, 121, 153]",0.05,0.0,0.03,0.13,0.26,0.0,0.53,,,,,,,,,,,,,,,,
42,"[252, 250, 122, 155]",0.09,0.0,0.04,0.05,0.47,0.0,0.35,,,,,,,,,,,,,,,,
43,"[243, 253, 117, 156]",0.05,0.0,0.02,0.02,0.38,0.0,0.52,,,,,,,,,,,,,,,,
44,"[241, 255, 115, 152]",0.02,0.0,0.01,0.84,0.04,0.0,0.09,,,,,,,,,,,,,,,,
45,"[610, 111, 140, 175]",0.38,0.0,0.12,0.0,0.27,0.0,0.23,,,,,,,,,,,,,,,,
46,"[577, 100, 146, 173]",0.21,0.0,0.04,0.0,0.11,0.0,0.63,,,,,,,,,,,,,,,,
47,"[519, 88, 149, 200]",0.25,0.0,0.02,0.01,0.07,0.01,0.64,,,,,,,,,,,,,,,,
48,"[510, 98, 149, 190]",0.15,0.0,0.06,0.01,0.5,0.01,0.27,,,,,,,,,,,,,,,,
49,"[580, 103, 142, 179]",0.16,0.0,0.12,0.01,0.18,0.03,0.51,,,,,,,,,,,,,,,,
50,"[621, 113, 138, 177]",0.05,0.0,0.01,0.03,0.03,0.0,0.88,,,,,,,,,,,,,,,,
51,"[572, 104, 141, 171]",0.33,0.0,0.06,0.0,0.09,0.01,0.51,,,,,,,,,,,,,,,,
52,"[536, 112, 131, 168]",0.34,0.0,0.03,0.02,0.09,0.0,0.52,,,,,,,,,,,,,,,,
53,"[525, 111, 147, 188]",0.37,0.0,0.04,0.01,0.12,0.0,0.46,,,,,,,,,,,,,,,,
54,"[583, 97, 139, 170]",0.23,0.0,0.07,0.0,0.29,0.0,0.41,,,,,,,,,,,,,,,,
55,"[665, 111, 131, 170]",0.18,0.0,0.04,0.0,0.08,0.0,0.7,,,,,,,,,,,,,,,,
56,"[676, 91, 143, 181]",0.3,0.0,0.28,0.0,0.2,0.2,0.02,,,,,,,,,,,,,,,,
57,"[634, 103, 140, 192]",0.12,0.0,0.04,0.0,0.09,0.01,0.74,,,,,,,,,,,,,,,,
58,"[545, 93, 144, 178]",0.11,0.0,0.02,0.69,0.17,0.0,0.01,"[960, 608, 42, 48]",0.28,0.0,0.21,0.14,0.17,0.13,0.06,,,,,,,,
59,"[542, 106, 142, 170]",0.19,0.0,0.06,0.0,0.15,0.0,0.6,,,,,,,,,,,,,,,,
60,"[603, 90, 144, 195]",0.35,0.0,0.12,0.06,0.42,0.02,0.03,,,,,,,,,,,,,,,,
61,"[617, 101, 138, 177]",0.13,0.0,0.02,0.0,0.05,0.0,0.79,,,,,,,,,,,,,,,,
62,"[637, 105, 133, 185]",0.26,0.0,0.15,0.03,0.15,0.26,0.14,,,,,,,,,,,,,,,,
63,"[539, 166, 133, 166]",0.35,0.0,0.03,0.0,0.54,0.0,0.08,,,,,,,,,,,,,,,,
64,"[566, 153, 134, 169]",0.31,0.0,0.02,0.0,0.36,0.0,0.3,,,,,,,,,,,,,,,,
65,"[522, 98, 136, 165]",0.77,0.0,0.08,0.0,0.06,0.02,0.07,,,,,,,,,,,,,,,,
66,"[502, 106, 151, 193]",0.42,0.0,0.14,0.03,0.1,0.02,0.29,,,,,,,,,,,,,,,,
67,"[575, 83, 143, 183]",0.31,0.0,0.39,0.01,0.14,0.02,0.12,,,,,,,,,,,,,,,,
