,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[574, 124, 189, 252]",0.1,0.0,0.16,0.02,0.18,0.08,0.47,,,,,,,,
1,"[575, 132, 193, 261]",0.04,0.0,0.06,0.01,0.06,0.01,0.81,,,,,,,,
2,"[568, 134, 197, 258]",0.02,0.0,0.0,0.0,0.02,0.0,0.95,"[323, 597, 39, 57]",0.15,0.0,0.56,0.0,0.23,0.0,0.05
3,"[574, 130, 195, 262]",0.06,0.0,0.06,0.02,0.04,0.01,0.81,,,,,,,,
4,"[567, 136, 198, 271]",0.03,0.0,0.08,0.02,0.09,0.01,0.77,,,,,,,,
5,"[578, 126, 194, 256]",0.1,0.0,0.04,0.01,0.1,0.02,0.74,,,,,,,,
6,"[584, 114, 189, 259]",0.01,0.0,0.02,0.0,0.05,0.01,0.91,,,,,,,,
7,"[574, 132, 193, 263]",0.06,0.0,0.41,0.01,0.18,0.03,0.32,,,,,,,,
8,"[570, 156, 193, 256]",0.04,0.0,0.09,0.02,0.14,0.01,0.7,,,,,,,,
9,"[566, 132, 201, 264]",0.03,0.0,0.06,0.01,0.03,0.01,0.85,,,,,,,,
10,"[564, 151, 200, 265]",0.03,0.0,0.06,0.01,0.1,0.01,0.79,,,,,,,,
11,"[574, 129, 194, 262]",0.18,0.0,0.18,0.01,0.1,0.02,0.5,,,,,,,,
12,"[574, 129, 195, 261]",0.08,0.0,0.12,0.01,0.14,0.02,0.63,,,,,,,,
13,"[564, 150, 195, 273]",0.01,0.0,0.08,0.02,0.09,0.0,0.81,,,,,,,,
14,"[567, 132, 194, 262]",0.03,0.0,0.11,0.05,0.11,0.07,0.64,,,,,,,,
15,"[571, 129, 193, 256]",0.02,0.0,0.21,0.01,0.08,0.15,0.53,,,,,,,,
16,"[577, 128, 193, 260]",0.05,0.0,0.04,0.01,0.07,0.01,0.81,,,,,,,,
17,"[573, 117, 193, 260]",0.02,0.0,0.06,0.01,0.15,0.02,0.73,,,,,,,,
18,"[578, 137, 188, 251]",0.06,0.0,0.03,0.01,0.05,0.01,0.85,,,,,,,,
19,"[568, 130, 190, 258]",0.03,0.0,0.05,0.01,0.1,0.01,0.79,,,,,,,,
20,"[578, 132, 196, 265]",0.07,0.0,0.1,0.0,0.27,0.01,0.55,,,,,,,,
21,"[567, 140, 194, 269]",0.01,0.0,0.1,0.06,0.08,0.01,0.74,,,,,,,,
22,"[572, 132, 194, 275]",0.02,0.0,0.24,0.04,0.16,0.02,0.5,,,,,,,,
23,"[577, 135, 198, 268]",0.04,0.0,0.34,0.02,0.13,0.04,0.43,,,,,,,,
24,"[585, 129, 195, 263]",0.11,0.0,0.14,0.03,0.05,0.04,0.63,,,,,,,,
25,"[579, 128, 190, 252]",0.05,0.0,0.02,0.01,0.06,0.01,0.85,,,,,,,,
26,"[580, 125, 195, 262]",0.06,0.0,0.05,0.01,0.04,0.01,0.82,,,,,,,,
27,"[575, 134, 194, 260]",0.04,0.0,0.2,0.01,0.05,0.02,0.68,,,,,,,,
28,"[579, 134, 194, 262]",0.07,0.0,0.47,0.0,0.1,0.06,0.3,,,,,,,,
29,"[580, 138, 193, 275]",0.05,0.0,0.08,0.04,0.11,0.03,0.68,,,,,,,,
30,"[576, 137, 193, 264]",0.05,0.0,0.15,0.04,0.33,0.02,0.41,,,,,,,,
31,"[579, 129, 194, 258]",0.09,0.0,0.26,0.01,0.09,0.03,0.53,,,,,,,,
32,"[570, 142, 201, 269]",0.03,0.0,0.13,0.05,0.17,0.02,0.6,,,,,,,,
33,"[581, 133, 194, 259]",0.09,0.0,0.3,0.01,0.12,0.03,0.46,,,,,,,,
34,"[572, 140, 196, 279]",0.03,0.0,0.12,0.03,0.16,0.01,0.65,,,,,,,,
35,"[573, 137, 198, 282]",0.01,0.0,0.02,0.0,0.1,0.0,0.88,,,,,,,,
36,"[581, 127, 192, 260]",0.06,0.0,0.05,0.02,0.03,0.01,0.83,,,,,,,,
37,"[564, 139, 195, 264]",0.04,0.0,0.17,0.03,0.15,0.04,0.58,,,,,,,,
38,"[577, 147, 181, 248]",0.1,0.0,0.3,0.02,0.26,0.01,0.31,,,,,,,,
39,"[568, 131, 196, 268]",0.03,0.0,0.08,0.01,0.12,0.01,0.75,,,,,,,,
40,"[570, 126, 195, 270]",0.05,0.0,0.11,0.01,0.03,0.07,0.74,,,,,,,,
41,"[562, 148, 200, 267]",0.02,0.0,0.04,0.01,0.05,0.01,0.88,,,,,,,,
42,"[575, 128, 194, 257]",0.13,0.0,0.09,0.01,0.05,0.03,0.7,"[734, 521, 70, 78]",0.01,0.0,0.06,0.05,0.82,0.01,0.06
43,"[569, 128, 197, 272]",0.02,0.0,0.08,0.02,0.04,0.03,0.82,"[733, 520, 71, 80]",0.01,0.0,0.04,0.07,0.76,0.01,0.12
44,"[575, 135, 192, 260]",0.07,0.0,0.07,0.03,0.04,0.01,0.78,,,,,,,,
45,"[573, 127, 191, 257]",0.07,0.0,0.09,0.0,0.07,0.05,0.72,,,,,,,,
46,"[575, 134, 192, 260]",0.05,0.0,0.18,0.01,0.06,0.04,0.66,,,,,,,,
47,"[577, 136, 193, 261]",0.1,0.0,0.34,0.01,0.17,0.01,0.36,,,,,,,,
48,"[568, 134, 200, 268]",0.03,0.0,0.04,0.01,0.04,0.01,0.87,,,,,,,,
49,"[581, 123, 191, 267]",0.06,0.0,0.06,0.01,0.08,0.02,0.77,,,,,,,,
50,"[575, 120, 191, 279]",0.06,0.0,0.17,0.01,0.04,0.12,0.6,,,,,,,,
51,"[573, 131, 188, 258]",0.04,0.0,0.05,0.01,0.03,0.12,0.75,,,,,,,,
52,"[571, 141, 199, 267]",0.03,0.0,0.06,0.02,0.07,0.01,0.81,,,,,,,,
53,"[569, 143, 192, 259]",0.03,0.0,0.1,0.02,0.1,0.01,0.74,,,,,,,,
54,"[582, 129, 191, 257]",0.08,0.0,0.06,0.01,0.04,0.03,0.79,,,,,,,,
55,"[582, 117, 187, 246]",0.02,0.0,0.03,0.0,0.04,0.01,0.9,,,,,,,,
56,"[575, 109, 194, 267]",0.06,0.0,0.11,0.01,0.08,0.17,0.57,,,,,,,,
57,"[565, 135, 198, 275]",0.02,0.0,0.12,0.01,0.11,0.03,0.71,,,,,,,,
58,"[568, 136, 200, 267]",0.03,0.0,0.09,0.04,0.09,0.01,0.74,,,,,,,,
59,"[578, 139, 182, 240]",0.03,0.0,0.16,0.01,0.24,0.11,0.44,,,,,,,,
60,"[572, 138, 187, 254]",0.05,0.0,0.05,0.01,0.07,0.01,0.81,,,,,,,,
61,"[575, 133, 186, 245]",0.02,0.0,0.03,0.02,0.08,0.02,0.83,,,,,,,,
62,"[570, 134, 192, 263]",0.03,0.0,0.06,0.01,0.04,0.05,0.8,,,,,,,,
63,"[577, 142, 185, 255]",0.01,0.0,0.07,0.01,0.07,0.01,0.83,,,,,,,,
64,"[576, 139, 193, 276]",0.01,0.0,0.12,0.01,0.16,0.01,0.69,,,,,,,,
65,"[579, 130, 191, 254]",0.16,0.0,0.15,0.01,0.12,0.02,0.54,,,,,,,,
66,"[589, 137, 185, 254]",0.04,0.0,0.11,0.01,0.11,0.0,0.73,,,,,,,,
67,"[576, 133, 193, 260]",0.02,0.0,0.02,0.02,0.03,0.01,0.9,,,,,,,,
68,"[587, 118, 193, 270]",0.05,0.0,0.09,0.01,0.03,0.04,0.78,,,,,,,,
69,"[576, 140, 190, 258]",0.03,0.0,0.06,0.01,0.09,0.0,0.8,,,,,,,,
70,"[577, 142, 197, 274]",0.03,0.0,0.05,0.01,0.06,0.01,0.84,,,,,,,,
71,"[573, 137, 185, 248]",0.02,0.0,0.06,0.01,0.05,0.01,0.85,,,,,,,,
72,"[566, 134, 187, 251]",0.12,0.0,0.21,0.01,0.31,0.03,0.33,,,,,,,,
73,"[575, 140, 192, 260]",0.07,0.0,0.27,0.09,0.24,0.04,0.3,,,,,,,,
74,"[575, 136, 193, 277]",0.02,0.0,0.14,0.05,0.08,0.02,0.69,,,,,,,,
75,"[589, 129, 187, 261]",0.04,0.0,0.0,0.0,0.01,0.0,0.93,,,,,,,,
76,"[582, 141, 192, 259]",0.05,0.0,0.07,0.02,0.08,0.01,0.76,,,,,,,,
77,"[583, 131, 196, 280]",0.04,0.0,0.07,0.05,0.04,0.03,0.77,,,,,,,,
78,"[569, 137, 193, 280]",0.02,0.0,0.08,0.02,0.07,0.01,0.81,,,,,,,,
79,"[563, 153, 195, 271]",0.01,0.0,0.05,0.02,0.05,0.01,0.87,,,,,,,,
80,"[570, 140, 187, 253]",0.05,0.0,0.18,0.02,0.26,0.03,0.46,,,,,,,,
81,"[564, 130, 193, 275]",0.03,0.0,0.2,0.02,0.08,0.02,0.66,,,,,,,,
82,"[579, 134, 193, 263]",0.07,0.0,0.26,0.03,0.1,0.05,0.5,,,,,,,,
83,"[576, 142, 193, 256]",0.11,0.0,0.23,0.0,0.39,0.0,0.26,,,,,,,,
84,"[570, 137, 194, 261]",0.04,0.0,0.11,0.03,0.06,0.02,0.74,,,,,,,,
85,"[570, 150, 198, 264]",0.02,0.0,0.06,0.01,0.06,0.01,0.84,,,,,,,,
86,"[570, 145, 199, 264]",0.1,0.0,0.1,0.03,0.09,0.01,0.66,,,,,,,,
87,"[590, 134, 179, 234]",0.04,0.0,0.1,0.01,0.17,0.09,0.59,,,,,,,,
88,"[567, 137, 192, 266]",0.06,0.0,0.16,0.02,0.15,0.03,0.58,,,,,,,,
89,"[569, 162, 199, 268]",0.01,0.0,0.05,0.01,0.04,0.0,0.88,,,,,,,,
90,"[578, 136, 196, 259]",0.09,0.0,0.14,0.01,0.05,0.01,0.7,,,,,,,,
91,"[555, 138, 190, 254]",0.02,0.0,0.07,0.03,0.03,0.04,0.82,,,,,,,,
92,"[577, 134, 194, 260]",0.02,0.0,0.1,0.0,0.05,0.0,0.82,,,,,,,,
93,"[569, 136, 201, 268]",0.03,0.0,0.03,0.01,0.02,0.01,0.9,,,,,,,,
94,"[568, 147, 201, 266]",0.02,0.0,0.08,0.01,0.1,0.01,0.79,,,,,,,,
95,"[574, 141, 187, 252]",0.1,0.0,0.07,0.01,0.06,0.01,0.75,,,,,,,,
96,"[567, 144, 197, 263]",0.04,0.0,0.01,0.0,0.05,0.0,0.89,,,,,,,,
97,"[548, 136, 200, 279]",0.01,0.0,0.05,0.02,0.03,0.03,0.86,,,,,,,,
98,"[572, 149, 191, 261]",0.03,0.0,0.13,0.01,0.16,0.01,0.67,,,,,,,,
