,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[609, 121, 117, 147]",0.45,0.1,0.21,0.0,0.23,0.0,0.01,,,,,,,,,,,,,,,,
1,"[604, 158, 112, 140]",0.55,0.06,0.23,0.0,0.16,0.0,0.0,,,,,,,,,,,,,,,,
2,"[580, 137, 117, 148]",0.94,0.0,0.03,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,
3,"[596, 173, 109, 136]",0.12,0.01,0.07,0.0,0.79,0.0,0.01,,,,,,,,,,,,,,,,
4,"[566, 161, 116, 138]",0.63,0.0,0.1,0.0,0.26,0.0,0.0,,,,,,,,,,,,,,,,
5,"[594, 185, 118, 141]",0.6,0.0,0.26,0.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,
6,"[606, 150, 112, 144]",0.95,0.0,0.03,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,
7,"[612, 100, 126, 164]",0.98,0.0,0.0,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,
8,"[598, 99, 129, 163]",0.29,0.01,0.1,0.01,0.54,0.01,0.03,,,,,,,,,,,,,,,,
9,"[703, 97, 121, 159]",0.77,0.04,0.06,0.01,0.11,0.0,0.01,,,,,,,,,,,,,,,,
10,"[571, 95, 129, 171]",0.2,0.0,0.08,0.46,0.13,0.02,0.1,,,,,,,,,,,,,,,,
11,"[668, 108, 123, 159]",0.23,0.01,0.12,0.5,0.1,0.0,0.04,,,,,,,,,,,,,,,,
12,"[642, 146, 119, 149]",0.22,0.02,0.4,0.06,0.25,0.0,0.04,,,,,,,,,,,,,,,,
13,"[644, 118, 130, 161]",0.93,0.0,0.02,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,
14,"[644, 102, 135, 165]",0.73,0.02,0.02,0.18,0.03,0.0,0.02,,,,,,,,,,,,,,,,
15,"[647, 105, 127, 159]",0.67,0.3,0.01,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,
16,"[649, 110, 133, 162]",0.64,0.0,0.02,0.09,0.04,0.0,0.21,"[1092, 300, 67, 88]",0.08,0.01,0.1,0.15,0.37,0.0,0.28,,,,,,,,
17,"[650, 110, 116, 153]",0.47,0.15,0.15,0.02,0.18,0.0,0.02,"[1097, 311, 52, 68]",0.11,0.0,0.23,0.02,0.5,0.0,0.14,,,,,,,,
18,"[637, 128, 124, 159]",0.93,0.0,0.03,0.02,0.02,0.0,0.0,,,,,,,,,,,,,,,,
19,"[648, 114, 125, 163]",0.62,0.0,0.13,0.07,0.16,0.0,0.02,,,,,,,,,,,,,,,,
20,"[644, 153, 119, 149]",0.86,0.0,0.07,0.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,
21,"[647, 84, 132, 162]",0.95,0.02,0.01,0.01,0.02,0.0,0.0,,,,,,,,,,,,,,,,
22,"[649, 92, 121, 163]",0.04,0.0,0.02,0.91,0.03,0.0,0.0,,,,,,,,,,,,,,,,
23,"[657, 84, 119, 163]",0.36,0.0,0.05,0.3,0.22,0.0,0.06,,,,,,,,,,,,,,,,
24,"[610, 134, 136, 163]",0.79,0.0,0.07,0.02,0.11,0.0,0.0,,,,,,,,,,,,,,,,
25,"[643, 94, 123, 164]",0.03,0.0,0.02,0.86,0.04,0.0,0.05,,,,,,,,,,,,,,,,
26,"[598, 69, 129, 170]",0.14,0.0,0.33,0.03,0.06,0.19,0.25,,,,,,,,,,,,,,,,
27,"[680, 93, 132, 170]",0.56,0.01,0.06,0.03,0.13,0.01,0.2,,,,,,,,,,,,,,,,
28,"[537, 102, 129, 162]",0.07,0.01,0.02,0.38,0.31,0.01,0.2,,,,,,,,,,,,,,,,
