,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15
26,"[602, 78, 126, 164]",0.99,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[518, 87, 119, 146]",0.9,0.02,0.05,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[640, 59, 117, 152]",0.82,0.01,0.01,0.03,0.1,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[654, 42, 138, 177]",0.94,0.02,0.02,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[607, 47, 127, 151]",0.56,0.17,0.22,0.01,0.03,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[622, 44, 128, 166]",0.73,0.04,0.09,0.03,0.05,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[601, 68, 122, 151]",0.88,0.08,0.01,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[655, 67, 126, 154]",0.95,0.02,0.02,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[584, 45, 122, 145]",0.88,0.03,0.01,0.0,0.06,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[488, 117, 114, 146]",0.86,0.03,0.04,0.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[847, 367, 27, 34]",0.27,0.0,0.01,0.15,0.33,0.01,0.24,"[806, 352, 18, 25]",0.19,0.0,0.02,0.04,0.56,0.0,0.18,"[743, 346, 16, 21]",0.05,0.0,0.05,0.5,0.29,0.02,0.08,"[1032, 349, 21, 29]",0.49,0.0,0.05,0.07,0.3,0.0,0.1,"[1173, 360, 18, 24]",0.53,0.0,0.08,0.02,0.31,0.01,0.05,"[1198, 386, 31, 41]",0.33,0.0,0.05,0.1,0.45,0.0,0.07,"[591, 328, 26, 30]",0.28,0.0,0.07,0.2,0.1,0.01,0.33,"[492, 325, 15, 18]",0.22,0.0,0.02,0.09,0.64,0.0,0.03,"[1247, 357, 18, 24]",0.53,0.0,0.05,0.04,0.34,0.0,0.03,"[766, 339, 17, 23]",0.45,0.01,0.11,0.21,0.16,0.0,0.06,"[1064, 343, 15, 18]",0.78,0.0,0.05,0.08,0.07,0.0,0.02,"[1094, 353, 29, 40]",0.11,0.0,0.21,0.26,0.36,0.0,0.06,"[1201, 352, 17, 21]",0.23,0.0,0.21,0.07,0.43,0.0,0.06,"[935, 346, 19, 26]",0.02,0.0,0.24,0.1,0.61,0.0,0.02,,,,,,,,,,,,,,,,
37,"[847, 367, 28, 33]",0.11,0.0,0.01,0.23,0.38,0.0,0.26,"[668, 349, 21, 28]",0.06,0.0,0.15,0.31,0.23,0.06,0.19,"[493, 325, 14, 19]",0.61,0.0,0.03,0.04,0.27,0.0,0.04,"[806, 352, 18, 25]",0.06,0.0,0.05,0.03,0.54,0.0,0.32,"[1200, 384, 31, 41]",0.45,0.0,0.07,0.03,0.37,0.01,0.07,"[593, 325, 24, 30]",0.33,0.02,0.06,0.1,0.14,0.0,0.35,"[1173, 360, 19, 24]",0.41,0.0,0.08,0.05,0.32,0.02,0.12,"[742, 345, 17, 23]",0.11,0.0,0.07,0.38,0.34,0.02,0.08,"[1031, 348, 22, 29]",0.65,0.0,0.02,0.06,0.19,0.0,0.08,"[1065, 343, 15, 18]",0.66,0.0,0.06,0.03,0.22,0.0,0.03,"[1247, 357, 19, 27]",0.32,0.0,0.09,0.14,0.41,0.0,0.04,"[768, 339, 18, 24]",0.61,0.01,0.07,0.09,0.16,0.0,0.05,"[1150, 357, 17, 21]",0.11,0.0,0.07,0.06,0.7,0.01,0.06,"[1094, 357, 31, 37]",0.21,0.0,0.09,0.34,0.22,0.01,0.13,"[560, 332, 16, 22]",0.07,0.0,0.04,0.71,0.11,0.0,0.07,"[935, 346, 20, 27]",0.03,0.0,0.11,0.05,0.75,0.0,0.06
38,"[154, 236, 20, 25]",0.51,0.0,0.02,0.13,0.22,0.0,0.11,"[884, 236, 24, 33]",0.62,0.0,0.01,0.03,0.09,0.0,0.25,"[90, 241, 18, 22]",0.06,0.0,0.1,0.05,0.26,0.01,0.53,"[987, 256, 19, 24]",0.27,0.0,0.02,0.44,0.16,0.02,0.09,"[368, 151, 25, 32]",0.74,0.01,0.01,0.05,0.11,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[631, 110, 128, 162]",0.97,0.0,0.01,0.01,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[597, 107, 128, 167]",0.31,0.03,0.29,0.0,0.35,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[645, 83, 131, 162]",0.39,0.0,0.33,0.01,0.15,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[517, 142, 122, 152]",0.92,0.0,0.03,0.01,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[631, 85, 130, 165]",0.16,0.01,0.11,0.14,0.54,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[523, 104, 124, 158]",0.23,0.01,0.29,0.01,0.39,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[472, 114, 127, 173]",0.62,0.0,0.22,0.01,0.1,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[145, 232, 20, 26]",0.34,0.0,0.09,0.15,0.27,0.01,0.14,"[883, 237, 23, 33]",0.88,0.0,0.0,0.07,0.03,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[212, 236, 21, 28]",0.39,0.0,0.02,0.53,0.03,0.0,0.03,"[141, 233, 22, 27]",0.13,0.0,0.08,0.28,0.25,0.02,0.24,"[75, 239, 20, 24]",0.05,0.0,0.01,0.84,0.05,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[569, 105, 121, 153]",0.91,0.01,0.02,0.01,0.03,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[520, 108, 123, 152]",0.45,0.01,0.04,0.12,0.14,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[564, 98, 127, 158]",0.54,0.0,0.01,0.38,0.04,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[807, 354, 18, 23]",0.32,0.0,0.08,0.1,0.36,0.0,0.12,"[852, 373, 25, 35]",0.13,0.0,0.13,0.01,0.65,0.0,0.08,"[543, 324, 20, 26]",0.18,0.0,0.12,0.19,0.22,0.01,0.28,"[907, 341, 26, 31]",0.21,0.0,0.02,0.54,0.12,0.02,0.09,"[1191, 385, 31, 42]",0.35,0.0,0.16,0.07,0.3,0.01,0.1,"[1175, 360, 19, 25]",0.3,0.0,0.04,0.33,0.2,0.0,0.12,"[1029, 349, 22, 29]",0.69,0.0,0.02,0.05,0.18,0.0,0.05,"[742, 342, 17, 25]",0.12,0.0,0.02,0.25,0.55,0.0,0.05,"[1087, 354, 31, 40]",0.06,0.0,0.25,0.42,0.24,0.0,0.03,"[1116, 485, 46, 55]",0.03,0.0,0.1,0.06,0.34,0.0,0.47,"[1187, 487, 36, 47]",0.07,0.0,0.06,0.2,0.6,0.06,0.02,"[871, 334, 18, 21]",0.18,0.0,0.04,0.29,0.42,0.03,0.05,"[1242, 355, 20, 29]",0.14,0.01,0.18,0.07,0.51,0.03,0.06,"[935, 349, 21, 23]",0.06,0.0,0.14,0.22,0.51,0.0,0.07,"[523, 327, 15, 20]",0.34,0.0,0.07,0.2,0.33,0.0,0.06,,,,,,,,
52,"[1031, 351, 23, 27]",0.5,0.0,0.03,0.03,0.4,0.0,0.04,"[543, 326, 18, 23]",0.19,0.0,0.03,0.15,0.23,0.01,0.4,"[910, 340, 25, 31]",0.06,0.0,0.06,0.51,0.3,0.01,0.06,"[850, 366, 29, 36]",0.21,0.0,0.05,0.1,0.52,0.01,0.12,"[804, 355, 18, 25]",0.28,0.0,0.18,0.33,0.14,0.02,0.04,"[1177, 359, 21, 27]",0.07,0.0,0.04,0.36,0.41,0.01,0.11,"[766, 340, 16, 21]",0.53,0.02,0.04,0.06,0.21,0.02,0.11,"[502, 325, 14, 19]",0.14,0.0,0.06,0.26,0.48,0.01,0.06,"[1239, 357, 19, 27]",0.25,0.0,0.12,0.13,0.46,0.01,0.03,"[1120, 362, 33, 41]",0.26,0.0,0.05,0.37,0.21,0.01,0.1,"[939, 344, 19, 24]",0.03,0.0,0.11,0.33,0.5,0.0,0.03,"[1202, 352, 18, 21]",0.4,0.0,0.04,0.06,0.41,0.0,0.08,"[745, 346, 17, 23]",0.07,0.0,0.02,0.71,0.13,0.0,0.07,"[835, 365, 20, 25]",0.12,0.0,0.06,0.08,0.34,0.0,0.39,,,,,,,,,,,,,,,,
53,"[527, 327, 16, 21]",0.64,0.01,0.05,0.04,0.22,0.0,0.04,"[807, 351, 18, 26]",0.17,0.0,0.08,0.18,0.34,0.0,0.23,"[849, 367, 28, 37]",0.19,0.0,0.02,0.25,0.33,0.01,0.2,"[494, 325, 16, 20]",0.12,0.0,0.08,0.21,0.47,0.01,0.11,"[1033, 350, 23, 29]",0.64,0.0,0.05,0.12,0.16,0.01,0.02,"[1178, 362, 20, 25]",0.12,0.0,0.06,0.11,0.65,0.0,0.06,"[543, 326, 19, 25]",0.59,0.0,0.05,0.05,0.27,0.0,0.04,"[873, 336, 19, 22]",0.17,0.0,0.04,0.01,0.75,0.0,0.03,"[1147, 355, 19, 22]",0.52,0.0,0.03,0.16,0.24,0.0,0.04,"[1085, 357, 29, 38]",0.23,0.0,0.13,0.19,0.4,0.0,0.05,"[1186, 381, 31, 43]",0.15,0.0,0.03,0.04,0.65,0.0,0.14,"[932, 347, 20, 25]",0.11,0.0,0.06,0.06,0.63,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[561, 115, 117, 143]",0.82,0.02,0.07,0.04,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[645, 124, 117, 150]",0.74,0.02,0.01,0.14,0.04,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[611, 135, 118, 150]",0.61,0.0,0.09,0.05,0.09,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[591, 124, 122, 154]",0.62,0.02,0.12,0.0,0.11,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[627, 117, 120, 156]",0.95,0.01,0.02,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[642, 120, 123, 152]",0.55,0.0,0.13,0.0,0.05,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[617, 125, 124, 152]",0.19,0.0,0.19,0.0,0.16,0.03,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[604, 133, 116, 148]",0.45,0.01,0.15,0.03,0.21,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[580, 111, 126, 157]",0.65,0.0,0.24,0.0,0.04,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[601, 131, 116, 146]",0.25,0.0,0.22,0.02,0.19,0.02,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[1155, 288, 29, 39]",0.28,0.0,0.06,0.02,0.37,0.01,0.26,"[95, 307, 28, 35]",0.74,0.0,0.04,0.1,0.08,0.0,0.04,"[1009, 297, 31, 39]",0.12,0.0,0.07,0.1,0.65,0.0,0.05,"[548, 176, 40, 50]",0.3,0.01,0.01,0.48,0.02,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[1155, 288, 30, 40]",0.27,0.0,0.0,0.04,0.12,0.0,0.56,"[1008, 299, 29, 37]",0.56,0.01,0.04,0.11,0.17,0.0,0.11,"[93, 300, 33, 43]",0.93,0.0,0.02,0.01,0.02,0.01,0.01,"[570, 185, 37, 46]",0.93,0.0,0.0,0.0,0.02,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[1162, 294, 30, 37]",0.66,0.0,0.03,0.01,0.09,0.0,0.2,"[110, 303, 29, 36]",0.28,0.0,0.01,0.14,0.28,0.0,0.29,"[561, 188, 38, 47]",0.56,0.04,0.01,0.17,0.08,0.0,0.15,"[1009, 302, 29, 36]",0.56,0.0,0.02,0.08,0.24,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[1161, 293, 32, 38]",0.76,0.0,0.05,0.0,0.1,0.0,0.07,"[101, 312, 28, 34]",0.66,0.0,0.03,0.01,0.25,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[540, 135, 122, 149]",0.89,0.0,0.01,0.0,0.03,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[497, 127, 125, 166]",0.81,0.0,0.11,0.04,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[562, 108, 131, 165]",0.49,0.0,0.11,0.0,0.06,0.03,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[469, 91, 129, 156]",0.56,0.01,0.24,0.01,0.12,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[652, 94, 129, 158]",0.81,0.0,0.01,0.0,0.08,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[837, 361, 24, 36]",0.47,0.0,0.18,0.02,0.22,0.02,0.1,"[1080, 357, 30, 40]",0.4,0.0,0.18,0.03,0.33,0.0,0.06,"[569, 317, 17, 23]",0.12,0.0,0.04,0.52,0.21,0.02,0.1,"[929, 359, 26, 40]",0.23,0.0,0.08,0.33,0.27,0.01,0.08,"[1190, 400, 45, 61]",0.3,0.01,0.06,0.17,0.37,0.0,0.08,"[410, 294, 15, 18]",0.51,0.0,0.11,0.16,0.17,0.02,0.03,"[677, 306, 12, 18]",0.47,0.0,0.13,0.12,0.24,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[840, 356, 26, 39]",0.49,0.0,0.14,0.03,0.23,0.05,0.06,"[568, 318, 18, 22]",0.21,0.0,0.05,0.21,0.38,0.05,0.1,"[1072, 360, 23, 36]",0.25,0.0,0.1,0.08,0.48,0.0,0.09,"[678, 309, 12, 15]",0.21,0.0,0.17,0.05,0.46,0.01,0.1,"[425, 292, 15, 18]",0.3,0.0,0.11,0.06,0.26,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[843, 351, 26, 39]",0.25,0.0,0.09,0.11,0.18,0.03,0.35,"[569, 321, 15, 20]",0.33,0.0,0.08,0.12,0.38,0.0,0.09,"[1115, 353, 28, 39]",0.68,0.0,0.05,0.05,0.17,0.01,0.05,"[628, 306, 11, 13]",0.04,0.0,0.66,0.01,0.28,0.0,0.01,"[1075, 339, 22, 29]",0.45,0.0,0.08,0.09,0.2,0.0,0.18,"[995, 337, 19, 24]",0.43,0.0,0.08,0.01,0.44,0.0,0.03,"[765, 45, 15, 17]",0.06,0.0,0.07,0.19,0.59,0.0,0.08,"[551, 310, 11, 14]",0.28,0.01,0.05,0.05,0.55,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[1122, 354, 30, 38]",0.4,0.0,0.01,0.01,0.16,0.0,0.42,"[549, 311, 12, 15]",0.26,0.01,0.05,0.1,0.56,0.0,0.02,"[478, 310, 12, 15]",0.51,0.0,0.12,0.02,0.32,0.01,0.02,"[1110, 334, 18, 22]",0.49,0.0,0.03,0.14,0.3,0.0,0.05,"[988, 332, 12, 16]",0.24,0.0,0.02,0.51,0.21,0.0,0.02,"[426, 292, 14, 18]",0.17,0.0,0.1,0.46,0.12,0.01,0.14,"[682, 309, 12, 15]",0.17,0.0,0.06,0.14,0.52,0.0,0.11,"[1191, 392, 49, 67]",0.36,0.0,0.04,0.34,0.18,0.0,0.07,"[765, 45, 15, 17]",0.04,0.0,0.04,0.22,0.63,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[527, 113, 125, 156]",0.6,0.05,0.05,0.04,0.1,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[539, 92, 125, 151]",0.67,0.01,0.01,0.0,0.23,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[100, 303, 30, 36]",0.26,0.0,0.17,0.03,0.36,0.11,0.06,"[1153, 292, 30, 38]",0.58,0.0,0.02,0.14,0.22,0.0,0.05,"[67, 614, 21, 25]",0.04,0.0,0.1,0.08,0.46,0.13,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[100, 300, 30, 37]",0.13,0.0,0.36,0.01,0.39,0.06,0.05,"[555, 182, 38, 47]",0.52,0.2,0.03,0.14,0.07,0.0,0.04,"[1150, 298, 29, 36]",0.84,0.0,0.05,0.01,0.07,0.0,0.02,"[67, 614, 22, 24]",0.04,0.0,0.11,0.15,0.46,0.1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[596, 83, 135, 170]",0.95,0.02,0.01,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[586, 102, 130, 164]",0.98,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[523, 90, 123, 157]",0.75,0.01,0.06,0.02,0.05,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
