,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[73, 228, 21, 27]",0.05,0.0,0.01,0.38,0.44,0.0,0.11,"[189, 73, 11, 14]",0.07,0.0,0.09,0.04,0.73,0.01,0.06,,,,,,,,
1,"[74, 229, 20, 25]",0.09,0.0,0.03,0.14,0.68,0.0,0.06,"[183, 72, 11, 14]",0.2,0.0,0.18,0.35,0.2,0.02,0.04,"[548, 157, 24, 28]",0.31,0.0,0.11,0.11,0.42,0.01,0.04
2,"[73, 226, 21, 28]",0.07,0.0,0.05,0.08,0.69,0.0,0.12,"[180, 73, 11, 14]",0.11,0.0,0.07,0.52,0.23,0.01,0.07,,,,,,,,
3,"[76, 227, 21, 27]",0.07,0.0,0.02,0.02,0.73,0.0,0.17,,,,,,,,,,,,,,,,
4,"[75, 226, 21, 28]",0.03,0.0,0.01,0.59,0.18,0.0,0.18,"[303, 50, 63, 89]",0.1,0.0,0.03,0.06,0.07,0.01,0.74,,,,,,,,
5,"[291, 52, 57, 78]",0.28,0.0,0.14,0.07,0.1,0.01,0.39,"[77, 227, 21, 24]",0.04,0.0,0.18,0.1,0.32,0.22,0.14,"[403, 260, 38, 46]",0.17,0.0,0.07,0.46,0.15,0.0,0.15
6,"[291, 50, 54, 72]",0.02,0.0,0.03,0.02,0.03,0.01,0.89,"[77, 228, 21, 25]",0.16,0.0,0.02,0.1,0.59,0.0,0.12,,,,,,,,
7,"[284, 62, 59, 71]",0.11,0.0,0.07,0.05,0.27,0.01,0.49,"[74, 227, 21, 26]",0.04,0.0,0.05,0.14,0.47,0.01,0.29,,,,,,,,
8,"[288, 63, 54, 68]",0.02,0.0,0.08,0.01,0.25,0.0,0.65,"[69, 227, 21, 26]",0.19,0.0,0.02,0.16,0.42,0.01,0.2,,,,,,,,
9,"[310, 44, 52, 75]",0.16,0.0,0.02,0.05,0.04,0.0,0.72,"[73, 225, 20, 26]",0.01,0.0,0.02,0.64,0.11,0.0,0.22,,,,,,,,
10,"[315, 46, 51, 73]",0.06,0.0,0.06,0.15,0.08,0.02,0.63,"[73, 228, 21, 24]",0.11,0.0,0.01,0.36,0.44,0.0,0.08,,,,,,,,
11,"[319, 48, 52, 76]",0.08,0.0,0.05,0.15,0.09,0.02,0.61,"[73, 228, 21, 26]",0.03,0.0,0.03,0.04,0.75,0.0,0.16,,,,,,,,
12,"[312, 46, 52, 74]",0.13,0.0,0.12,0.48,0.05,0.15,0.07,"[67, 232, 21, 26]",0.1,0.0,0.1,0.13,0.6,0.0,0.08,,,,,,,,
13,"[316, 46, 51, 71]",0.05,0.0,0.08,0.13,0.15,0.02,0.57,"[70, 228, 21, 27]",0.11,0.0,0.05,0.08,0.59,0.0,0.17,,,,,,,,
14,"[313, 47, 51, 72]",0.06,0.0,0.03,0.05,0.08,0.01,0.76,"[72, 227, 22, 25]",0.01,0.0,0.01,0.86,0.06,0.0,0.07,,,,,,,,
15,"[316, 48, 51, 71]",0.02,0.0,0.07,0.09,0.15,0.03,0.64,"[77, 227, 21, 26]",0.03,0.0,0.05,0.05,0.72,0.0,0.14,,,,,,,,
16,"[284, 53, 56, 73]",0.08,0.0,0.04,0.4,0.03,0.09,0.36,"[68, 228, 21, 26]",0.04,0.0,0.03,0.04,0.82,0.0,0.06,"[356, 64, 56, 78]",0.14,0.0,0.04,0.3,0.38,0.01,0.13
17,"[288, 49, 55, 75]",0.02,0.0,0.03,0.06,0.0,0.84,0.04,"[78, 227, 20, 25]",0.16,0.0,0.03,0.1,0.55,0.01,0.15,,,,,,,,
18,"[308, 50, 52, 73]",0.18,0.0,0.07,0.13,0.11,0.02,0.5,"[82, 226, 21, 24]",0.02,0.0,0.04,0.66,0.2,0.01,0.08,,,,,,,,
19,"[285, 60, 56, 70]",0.02,0.0,0.03,0.01,0.25,0.0,0.7,"[81, 227, 21, 25]",0.08,0.0,0.04,0.19,0.63,0.0,0.05,,,,,,,,
20,"[298, 52, 55, 71]",0.02,0.0,0.02,0.13,0.02,0.01,0.81,"[81, 226, 23, 28]",0.02,0.0,0.02,0.5,0.24,0.0,0.22,,,,,,,,
21,"[77, 227, 22, 27]",0.03,0.0,0.02,0.63,0.09,0.0,0.23,,,,,,,,,,,,,,,,
22,"[78, 228, 21, 28]",0.08,0.0,0.03,0.03,0.75,0.0,0.11,"[24, 326, 27, 32]",0.57,0.0,0.02,0.03,0.28,0.0,0.09,"[291, 145, 13, 19]",0.28,0.06,0.05,0.31,0.22,0.06,0.01
23,"[294, 144, 16, 21]",0.45,0.0,0.11,0.01,0.25,0.17,0.02,"[82, 227, 19, 25]",0.03,0.0,0.02,0.62,0.21,0.0,0.13,"[593, 120, 12, 17]",0.24,0.0,0.16,0.02,0.55,0.0,0.02
24,"[299, 140, 16, 22]",0.19,0.0,0.13,0.08,0.36,0.21,0.02,"[85, 227, 19, 26]",0.17,0.0,0.04,0.02,0.64,0.0,0.12,,,,,,,,
25,"[81, 227, 21, 26]",0.07,0.0,0.07,0.06,0.76,0.0,0.03,"[294, 128, 20, 30]",0.26,0.0,0.13,0.09,0.32,0.18,0.02,,,,,,,,
26,"[293, 116, 24, 35]",0.06,0.0,0.08,0.04,0.27,0.49,0.06,"[79, 227, 21, 26]",0.03,0.0,0.01,0.18,0.64,0.0,0.14,"[608, 79, 23, 32]",0.25,0.0,0.05,0.04,0.63,0.01,0.02
27,"[281, 118, 32, 44]",0.03,0.0,0.0,0.92,0.01,0.04,0.01,"[83, 226, 21, 26]",0.02,0.0,0.04,0.54,0.17,0.01,0.21,,,,,,,,
28,"[269, 101, 37, 52]",0.02,0.0,0.01,0.89,0.01,0.05,0.02,"[80, 228, 22, 27]",0.26,0.0,0.03,0.04,0.62,0.0,0.05,,,,,,,,
29,"[254, 80, 41, 56]",0.04,0.0,0.02,0.14,0.18,0.01,0.6,"[83, 226, 21, 26]",0.04,0.0,0.02,0.19,0.52,0.0,0.23,,,,,,,,
30,"[249, 69, 49, 66]",0.1,0.0,0.06,0.15,0.11,0.03,0.55,"[83, 227, 21, 27]",0.06,0.0,0.03,0.49,0.34,0.0,0.09,,,,,,,,
31,"[243, 53, 58, 78]",0.0,0.0,0.0,0.87,0.01,0.03,0.09,"[82, 227, 22, 27]",0.07,0.0,0.01,0.43,0.21,0.0,0.29,,,,,,,,
32,"[246, 57, 56, 75]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,"[83, 228, 21, 25]",0.05,0.0,0.04,0.11,0.72,0.01,0.08,,,,,,,,
33,"[245, 47, 57, 76]",0.01,0.0,0.0,0.87,0.01,0.0,0.11,"[83, 227, 21, 24]",0.17,0.0,0.11,0.11,0.34,0.02,0.24,,,,,,,,
34,"[252, 55, 55, 75]",0.16,0.0,0.09,0.1,0.17,0.0,0.47,"[83, 227, 22, 27]",0.02,0.0,0.04,0.44,0.35,0.0,0.14,,,,,,,,
35,"[247, 47, 59, 78]",0.01,0.0,0.0,0.77,0.01,0.0,0.21,"[83, 227, 21, 25]",0.02,0.0,0.02,0.51,0.28,0.0,0.17,,,,,,,,
