,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[553, 18, 158, 197]",0.12,0.0,0.25,0.01,0.04,0.01,0.58
1,"[549, 74, 160, 201]",0.1,0.0,0.0,0.01,0.01,0.0,0.87
2,"[544, 72, 166, 209]",0.18,0.0,0.0,0.12,0.05,0.0,0.65
3,"[559, 146, 151, 190]",0.07,0.0,0.0,0.59,0.05,0.01,0.28
4,"[551, 85, 160, 202]",0.15,0.0,0.07,0.02,0.05,0.02,0.68
5,"[559, 73, 159, 196]",0.05,0.0,0.09,0.05,0.07,0.0,0.74
6,"[552, 78, 155, 193]",0.04,0.0,0.04,0.11,0.01,0.01,0.79
7,"[549, 83, 161, 197]",0.05,0.0,0.66,0.03,0.08,0.02,0.16
8,"[554, 78, 157, 194]",0.03,0.0,0.13,0.49,0.11,0.01,0.22
9,"[535, 101, 154, 193]",0.36,0.0,0.03,0.06,0.02,0.02,0.51
10,"[527, 104, 153, 185]",0.38,0.0,0.02,0.05,0.03,0.01,0.5
11,"[558, 80, 156, 190]",0.08,0.0,0.39,0.08,0.05,0.02,0.37
12,"[549, 79, 160, 194]",0.01,0.0,0.01,0.01,0.0,0.0,0.97
13,"[558, 76, 158, 196]",0.0,0.0,0.05,0.66,0.0,0.03,0.26
14,"[559, 94, 160, 196]",0.11,0.0,0.14,0.29,0.03,0.05,0.39
15,"[552, 105, 153, 189]",0.03,0.0,0.01,0.61,0.01,0.01,0.33
16,"[558, 70, 160, 199]",0.07,0.0,0.68,0.05,0.08,0.05,0.07
17,"[556, 85, 158, 196]",0.26,0.0,0.3,0.0,0.04,0.01,0.39
18,"[535, 107, 149, 184]",0.21,0.0,0.02,0.02,0.04,0.01,0.7
19,"[544, 91, 160, 197]",0.08,0.0,0.03,0.0,0.02,0.0,0.87
20,"[537, 94, 154, 189]",0.25,0.0,0.3,0.07,0.07,0.02,0.29
21,"[540, 95, 160, 200]",0.08,0.0,0.0,0.09,0.01,0.0,0.82
22,"[547, 86, 160, 196]",0.19,0.0,0.22,0.02,0.12,0.02,0.42
23,"[558, 87, 159, 200]",0.14,0.0,0.21,0.26,0.03,0.02,0.35
24,"[519, 89, 155, 193]",0.16,0.0,0.03,0.01,0.02,0.0,0.77
25,"[528, 92, 149, 185]",0.07,0.0,0.12,0.27,0.01,0.05,0.47
26,"[534, 93, 161, 190]",0.07,0.0,0.12,0.12,0.02,0.04,0.63
27,"[544, 93, 157, 193]",0.28,0.0,0.07,0.01,0.02,0.02,0.61
28,"[526, 83, 159, 195]",0.16,0.0,0.27,0.06,0.12,0.0,0.39
29,"[560, 97, 154, 189]",0.01,0.0,0.0,0.96,0.0,0.0,0.02
30,"[536, 93, 161, 201]",0.22,0.0,0.0,0.08,0.01,0.01,0.67
31,"[539, 76, 160, 193]",0.01,0.0,0.16,0.02,0.02,0.02,0.77
32,"[536, 76, 161, 203]",0.12,0.0,0.02,0.04,0.03,0.01,0.78
33,"[548, 75, 154, 192]",0.03,0.0,0.6,0.18,0.04,0.06,0.09
34,"[548, 101, 156, 190]",0.6,0.0,0.03,0.0,0.03,0.0,0.33
35,"[547, 80, 159, 193]",0.02,0.0,0.02,0.01,0.01,0.01,0.93
36,"[552, 98, 155, 191]",0.2,0.0,0.04,0.03,0.01,0.01,0.71
37,"[576, 84, 156, 189]",0.02,0.0,0.03,0.22,0.04,0.0,0.7
38,"[541, 100, 152, 194]",0.14,0.0,0.05,0.13,0.01,0.28,0.39
39,"[523, 93, 160, 197]",0.09,0.0,0.14,0.3,0.09,0.02,0.36
40,"[546, 91, 151, 191]",0.13,0.0,0.13,0.03,0.07,0.01,0.64
41,"[552, 94, 155, 191]",0.09,0.0,0.3,0.32,0.05,0.09,0.15
42,"[559, 108, 156, 188]",0.14,0.0,0.21,0.07,0.02,0.05,0.51
43,"[551, 93, 155, 195]",0.13,0.0,0.12,0.06,0.01,0.07,0.61
44,"[522, 75, 168, 197]",0.29,0.0,0.25,0.05,0.23,0.01,0.16
45,"[484, 86, 160, 193]",0.09,0.0,0.07,0.47,0.1,0.01,0.27
46,"[512, 78, 161, 202]",0.05,0.0,0.17,0.23,0.05,0.01,0.49
47,"[501, 83, 158, 194]",0.02,0.0,0.05,0.02,0.1,0.0,0.81
48,"[511, 83, 164, 208]",0.02,0.0,0.0,0.02,0.01,0.0,0.95
49,"[458, 77, 160, 197]",0.13,0.0,0.07,0.26,0.02,0.03,0.49
50,"[562, 88, 154, 195]",0.12,0.0,0.35,0.04,0.14,0.06,0.3
51,"[561, 122, 157, 192]",0.03,0.0,0.01,0.06,0.06,0.0,0.84
52,"[546, 91, 159, 203]",0.2,0.0,0.05,0.03,0.07,0.0,0.66
53,"[503, 95, 157, 206]",0.09,0.0,0.0,0.85,0.01,0.0,0.05
54,"[547, 96, 157, 199]",0.15,0.0,0.1,0.32,0.05,0.15,0.22
55,"[566, 104, 156, 199]",0.29,0.0,0.03,0.08,0.05,0.0,0.54
56,"[550, 83, 159, 197]",0.02,0.0,0.02,0.07,0.01,0.0,0.88
57,"[535, 58, 157, 190]",0.04,0.0,0.19,0.04,0.14,0.05,0.55
58,"[510, 73, 157, 200]",0.17,0.0,0.17,0.03,0.21,0.0,0.41
59,"[507, 81, 161, 196]",0.1,0.0,0.09,0.33,0.02,0.07,0.39
60,"[518, 88, 160, 196]",0.22,0.0,0.18,0.02,0.03,0.05,0.52
61,"[520, 77, 159, 198]",0.08,0.0,0.19,0.02,0.1,0.02,0.59
62,"[506, 80, 169, 211]",0.07,0.0,0.01,0.06,0.02,0.0,0.84
63,"[515, 96, 159, 193]",0.1,0.0,0.07,0.51,0.02,0.01,0.3
64,"[525, 79, 157, 192]",0.04,0.0,0.08,0.31,0.07,0.0,0.49
65,"[524, 95, 157, 192]",0.21,0.0,0.1,0.04,0.05,0.01,0.59
66,"[515, 97, 162, 197]",0.3,0.0,0.01,0.01,0.02,0.0,0.66
67,"[595, 70, 148, 189]",0.04,0.0,0.3,0.14,0.23,0.01,0.28
68,"[566, 111, 157, 195]",0.04,0.0,0.08,0.72,0.02,0.04,0.1
69,"[549, 94, 151, 194]",0.01,0.0,0.04,0.86,0.05,0.0,0.03
70,"[509, 158, 169, 209]",0.23,0.0,0.06,0.16,0.24,0.0,0.3
71,"[580, 87, 152, 189]",0.02,0.0,0.11,0.06,0.05,0.0,0.77
72,"[575, 101, 155, 190]",0.25,0.0,0.1,0.11,0.07,0.13,0.35
73,"[501, 70, 160, 201]",0.11,0.0,0.04,0.04,0.02,0.02,0.77
74,"[486, 85, 161, 200]",0.11,0.0,0.07,0.08,0.33,0.0,0.41
75,"[570, 85, 160, 194]",0.01,0.0,0.01,0.8,0.0,0.01,0.17
76,"[521, 81, 156, 190]",0.04,0.0,0.21,0.03,0.18,0.01,0.52
77,"[541, 98, 160, 199]",0.04,0.0,0.01,0.29,0.01,0.01,0.64
78,"[535, 80, 153, 187]",0.05,0.0,0.18,0.01,0.1,0.01,0.65
79,"[535, 83, 161, 196]",0.03,0.0,0.12,0.06,0.03,0.01,0.75
80,"[555, 99, 153, 190]",0.13,0.0,0.07,0.04,0.03,0.03,0.69
81,"[553, 104, 159, 191]",0.56,0.0,0.01,0.0,0.02,0.0,0.41
82,"[562, 104, 155, 191]",0.74,0.0,0.03,0.0,0.01,0.01,0.2
83,"[549, 83, 159, 198]",0.02,0.0,0.09,0.42,0.03,0.01,0.42
84,"[521, 102, 159, 191]",0.18,0.0,0.03,0.24,0.04,0.0,0.51
85,"[490, 78, 163, 199]",0.02,0.0,0.01,0.74,0.01,0.0,0.23
86,"[558, 92, 156, 196]",0.1,0.0,0.16,0.02,0.04,0.02,0.67
