,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[200, 118, 115, 139]",0.02,0.0,0.02,0.01,0.31,0.0,0.64
1,"[205, 82, 119, 150]",0.1,0.0,0.1,0.14,0.27,0.0,0.4
2,"[190, 120, 117, 143]",0.04,0.0,0.03,0.07,0.23,0.0,0.62
3,"[195, 85, 131, 161]",0.11,0.0,0.11,0.0,0.28,0.01,0.48
4,"[203, 114, 116, 141]",0.08,0.0,0.04,0.01,0.34,0.0,0.53
5,"[251, 51, 116, 149]",0.08,0.0,0.17,0.0,0.23,0.01,0.51
6,"[297, 102, 124, 151]",0.17,0.0,0.07,0.04,0.26,0.0,0.45
7,"[252, 79, 123, 154]",0.15,0.01,0.05,0.01,0.36,0.03,0.4
8,"[199, 90, 130, 159]",0.23,0.0,0.19,0.02,0.16,0.0,0.4
9,"[190, 96, 123, 153]",0.03,0.0,0.04,0.12,0.2,0.0,0.6
10,"[272, 56, 121, 152]",0.07,0.0,0.29,0.0,0.34,0.01,0.28
11,"[299, 72, 124, 151]",0.11,0.0,0.11,0.01,0.29,0.0,0.48
12,"[251, 57, 126, 169]",0.0,0.0,0.0,0.97,0.01,0.01,0.01
13,"[176, 79, 124, 164]",0.08,0.0,0.02,0.02,0.05,0.01,0.82
14,"[197, 119, 112, 138]",0.04,0.0,0.02,0.01,0.35,0.0,0.57
15,"[204, 112, 116, 140]",0.08,0.0,0.03,0.11,0.2,0.0,0.57
16,"[308, 63, 125, 158]",0.17,0.0,0.11,0.0,0.28,0.02,0.42
17,"[319, 73, 134, 164]",0.09,0.0,0.04,0.01,0.12,0.01,0.73
18,"[246, 81, 134, 169]",0.07,0.0,0.33,0.02,0.46,0.01,0.11
19,"[304, 72, 127, 157]",0.1,0.0,0.12,0.01,0.25,0.01,0.51
20,"[250, 68, 123, 149]",0.06,0.02,0.08,0.0,0.42,0.02,0.39
21,"[213, 75, 124, 155]",0.13,0.0,0.08,0.0,0.26,0.0,0.52
22,"[160, 84, 131, 174]",0.15,0.0,0.05,0.06,0.05,0.01,0.68
23,"[184, 70, 125, 170]",0.12,0.0,0.14,0.08,0.16,0.01,0.5
24,"[225, 66, 118, 153]",0.34,0.0,0.1,0.02,0.26,0.01,0.26
25,"[226, 73, 125, 159]",0.16,0.0,0.04,0.01,0.5,0.0,0.3
26,"[239, 76, 122, 151]",0.17,0.01,0.04,0.09,0.23,0.0,0.46
27,"[306, 63, 127, 160]",0.24,0.0,0.04,0.03,0.21,0.01,0.46
28,"[322, 78, 126, 156]",0.18,0.0,0.05,0.01,0.45,0.01,0.29
29,"[227, 71, 129, 159]",0.19,0.0,0.05,0.01,0.3,0.0,0.45
30,"[224, 100, 129, 152]",0.11,0.0,0.06,0.01,0.1,0.0,0.71
31,"[184, 68, 139, 177]",0.05,0.0,0.05,0.01,0.07,0.0,0.81
32,"[220, 67, 124, 154]",0.11,0.0,0.09,0.01,0.19,0.0,0.6
33,"[228, 70, 129, 164]",0.09,0.0,0.25,0.0,0.3,0.0,0.35
34,"[299, 61, 127, 163]",0.08,0.0,0.11,0.51,0.18,0.01,0.11
35,"[273, 79, 125, 152]",0.16,0.0,0.1,0.01,0.23,0.02,0.48
36,"[193, 96, 131, 157]",0.06,0.0,0.11,0.01,0.23,0.0,0.58
37,"[225, 76, 125, 151]",0.12,0.0,0.16,0.01,0.3,0.0,0.42
38,"[214, 124, 120, 141]",0.04,0.0,0.05,0.02,0.38,0.0,0.5
39,"[253, 65, 120, 152]",0.07,0.0,0.18,0.01,0.36,0.01,0.38
40,"[322, 62, 119, 152]",0.07,0.0,0.14,0.0,0.45,0.0,0.34
41,"[281, 67, 127, 159]",0.1,0.0,0.04,0.08,0.26,0.0,0.52
42,"[211, 61, 124, 160]",0.09,0.0,0.17,0.62,0.08,0.01,0.03
43,"[197, 135, 117, 141]",0.04,0.0,0.05,0.02,0.27,0.0,0.62
44,"[208, 95, 126, 153]",0.08,0.0,0.08,0.01,0.51,0.0,0.32
45,"[260, 54, 122, 155]",0.1,0.0,0.2,0.0,0.35,0.01,0.34
46,"[327, 72, 129, 157]",0.17,0.01,0.03,0.01,0.24,0.0,0.54
47,"[315, 71, 127, 160]",0.09,0.0,0.04,0.01,0.13,0.0,0.72
48,"[295, 65, 122, 153]",0.08,0.0,0.14,0.01,0.34,0.0,0.43
49,"[217, 78, 131, 161]",0.12,0.0,0.11,0.02,0.55,0.0,0.2
