,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[261, 56, 94, 115]",0.3,0.0,0.01,0.03,0.02,0.01,0.64
1,"[255, 73, 96, 118]",0.37,0.0,0.01,0.28,0.07,0.0,0.28
2,"[300, 36, 96, 113]",0.22,0.0,0.41,0.01,0.1,0.08,0.17
3,"[286, 40, 97, 118]",0.25,0.0,0.1,0.06,0.03,0.03,0.53
4,"[250, 62, 90, 109]",0.26,0.0,0.09,0.24,0.03,0.04,0.34
5,"[255, 64, 92, 112]",0.23,0.0,0.03,0.43,0.01,0.2,0.1
6,"[272, 47, 94, 113]",0.2,0.0,0.21,0.02,0.03,0.03,0.51
7,"[256, 59, 93, 114]",0.46,0.0,0.08,0.19,0.01,0.01,0.25
8,"[245, 69, 87, 114]",0.69,0.0,0.07,0.02,0.04,0.1,0.08
9,"[259, 53, 93, 116]",0.22,0.0,0.09,0.04,0.04,0.02,0.59
10,"[268, 63, 91, 113]",0.63,0.0,0.02,0.21,0.01,0.0,0.12
11,"[278, 67, 90, 114]",0.71,0.0,0.01,0.12,0.02,0.01,0.14
12,"[269, 46, 94, 118]",0.57,0.0,0.28,0.01,0.07,0.03,0.05
13,"[250, 60, 95, 115]",0.47,0.0,0.09,0.23,0.01,0.09,0.1
14,"[261, 62, 94, 114]",0.73,0.0,0.01,0.03,0.02,0.01,0.2
15,"[259, 60, 93, 113]",0.46,0.0,0.01,0.1,0.02,0.01,0.4
16,"[249, 62, 90, 113]",0.44,0.0,0.06,0.27,0.01,0.12,0.09
17,"[235, 37, 92, 115]",0.41,0.0,0.13,0.01,0.08,0.02,0.35
18,"[223, 46, 93, 116]",0.13,0.0,0.44,0.03,0.06,0.03,0.31
19,"[231, 65, 99, 122]",0.15,0.0,0.02,0.52,0.02,0.0,0.28
20,"[226, 54, 92, 115]",0.3,0.0,0.12,0.05,0.05,0.01,0.46
21,"[279, 44, 94, 117]",0.19,0.0,0.23,0.03,0.06,0.29,0.2
22,"[211, 45, 95, 116]",0.26,0.0,0.13,0.39,0.02,0.05,0.14
23,"[239, 57, 88, 108]",0.1,0.0,0.01,0.68,0.01,0.02,0.19
24,"[243, 56, 90, 112]",0.25,0.0,0.28,0.16,0.04,0.05,0.22
25,"[249, 64, 90, 113]",0.83,0.0,0.01,0.01,0.01,0.0,0.14
26,"[246, 65, 96, 117]",0.52,0.0,0.01,0.08,0.05,0.0,0.34
27,"[257, 59, 94, 117]",0.57,0.0,0.01,0.03,0.01,0.0,0.38
28,"[244, 53, 93, 114]",0.25,0.0,0.04,0.0,0.01,0.08,0.62
29,"[228, 55, 95, 120]",0.03,0.0,0.0,0.87,0.0,0.03,0.06
30,"[230, 65, 92, 112]",0.61,0.0,0.01,0.03,0.05,0.0,0.29
31,"[253, 48, 86, 115]",0.25,0.0,0.36,0.12,0.1,0.06,0.11
32,"[212, 41, 96, 118]",0.07,0.0,0.09,0.19,0.01,0.06,0.58
33,"[264, 54, 94, 115]",0.61,0.0,0.06,0.08,0.03,0.03,0.18
34,"[250, 63, 92, 117]",0.18,0.0,0.01,0.76,0.0,0.02,0.02
35,"[265, 54, 91, 112]",0.15,0.0,0.16,0.02,0.03,0.06,0.59
36,"[250, 59, 91, 116]",0.71,0.0,0.05,0.09,0.0,0.12,0.03
37,"[273, 61, 93, 115]",0.02,0.0,0.01,0.93,0.0,0.0,0.03
38,"[255, 44, 93, 117]",0.27,0.0,0.18,0.13,0.03,0.02,0.37
39,"[257, 48, 93, 113]",0.36,0.0,0.38,0.05,0.08,0.03,0.1
40,"[246, 51, 92, 119]",0.28,0.0,0.15,0.47,0.01,0.06,0.03
41,"[216, 45, 97, 115]",0.18,0.0,0.04,0.28,0.02,0.01,0.47
42,"[245, 40, 91, 111]",0.09,0.0,0.1,0.36,0.01,0.1,0.34
43,"[231, 49, 96, 117]",0.4,0.0,0.22,0.07,0.05,0.07,0.19
44,"[239, 94, 94, 117]",0.65,0.0,0.03,0.08,0.11,0.01,0.11
45,"[235, 55, 92, 110]",0.34,0.0,0.15,0.01,0.02,0.13,0.36
46,"[235, 51, 97, 122]",0.15,0.0,0.05,0.41,0.02,0.09,0.28
47,"[227, 51, 92, 112]",0.15,0.0,0.02,0.46,0.04,0.01,0.33
48,"[230, 55, 92, 116]",0.09,0.0,0.05,0.75,0.01,0.08,0.02
49,"[261, 52, 94, 117]",0.47,0.0,0.23,0.1,0.03,0.07,0.1
50,"[232, 47, 92, 111]",0.3,0.0,0.05,0.0,0.04,0.0,0.61
51,"[252, 88, 98, 123]",0.63,0.0,0.03,0.15,0.08,0.0,0.1
52,"[245, 50, 94, 116]",0.61,0.0,0.16,0.02,0.05,0.04,0.13
