,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[568, 131, 205, 260]",0.69,0.05,0.11,0.01,0.09,0.0,0.05,,,,,,,,
1,"[555, 128, 190, 235]",0.74,0.04,0.17,0.0,0.03,0.0,0.02,,,,,,,,
2,"[534, 130, 201, 250]",0.46,0.35,0.05,0.05,0.02,0.0,0.07,,,,,,,,
3,"[561, 126, 200, 245]",0.53,0.06,0.3,0.0,0.04,0.0,0.06,,,,,,,,
4,"[519, 129, 204, 253]",0.26,0.01,0.16,0.02,0.19,0.02,0.34,,,,,,,,
5,"[554, 128, 198, 249]",0.42,0.15,0.29,0.01,0.07,0.0,0.06,,,,,,,,
6,"[555, 136, 199, 242]",0.25,0.16,0.1,0.0,0.06,0.0,0.43,,,,,,,,
7,"[518, 129, 203, 249]",0.48,0.18,0.1,0.0,0.12,0.01,0.11,,,,,,,,
8,"[566, 126, 203, 256]",0.37,0.07,0.29,0.19,0.04,0.0,0.04,,,,,,,,
9,"[536, 127, 200, 245]",0.2,0.06,0.23,0.02,0.39,0.0,0.1,,,,,,,,
10,"[481, 134, 207, 257]",0.28,0.09,0.21,0.01,0.21,0.01,0.19,,,,,,,,
11,"[561, 123, 199, 246]",0.63,0.02,0.14,0.0,0.05,0.0,0.15,,,,,,,,
12,"[551, 122, 200, 249]",0.21,0.07,0.41,0.1,0.04,0.01,0.17,,,,,,,,
13,"[496, 124, 211, 260]",0.23,0.01,0.06,0.02,0.38,0.0,0.29,,,,,,,,
14,"[525, 158, 202, 244]",0.34,0.52,0.08,0.0,0.02,0.0,0.03,,,,,,,,
15,"[515, 144, 226, 272]",0.4,0.04,0.01,0.13,0.06,0.0,0.36,,,,,,,,
16,"[557, 132, 220, 269]",0.63,0.11,0.01,0.0,0.08,0.0,0.16,,,,,,,,
17,"[541, 129, 204, 248]",0.37,0.01,0.27,0.0,0.31,0.0,0.04,,,,,,,,
18,"[554, 134, 204, 256]",0.74,0.08,0.1,0.0,0.04,0.0,0.04,,,,,,,,
19,"[671, 188, 47, 55]",0.07,0.0,0.12,0.16,0.31,0.01,0.33,,,,,,,,
20,"[509, 131, 213, 257]",0.17,0.02,0.07,0.01,0.22,0.0,0.51,,,,,,,,
21,"[582, 127, 203, 250]",0.1,0.12,0.65,0.03,0.06,0.01,0.03,,,,,,,,
22,"[561, 122, 201, 248]",0.55,0.01,0.15,0.01,0.04,0.01,0.23,,,,,,,,
23,"[544, 125, 205, 258]",0.25,0.02,0.02,0.04,0.03,0.0,0.64,,,,,,,,
24,"[557, 110, 201, 253]",0.53,0.04,0.2,0.01,0.12,0.0,0.1,,,,,,,,
25,"[513, 126, 214, 256]",0.27,0.08,0.12,0.0,0.34,0.0,0.19,,,,,,,,
26,"[560, 106, 200, 264]",0.41,0.45,0.08,0.0,0.04,0.01,0.01,,,,,,,,
27,"[536, 143, 206, 263]",0.25,0.19,0.36,0.0,0.11,0.0,0.09,,,,,,,,
28,"[595, 137, 195, 242]",0.49,0.15,0.14,0.01,0.1,0.01,0.12,,,,,,,,
29,"[563, 134, 202, 249]",0.38,0.17,0.26,0.0,0.06,0.04,0.09,,,,,,,,
30,"[519, 130, 201, 250]",0.51,0.01,0.04,0.0,0.29,0.0,0.14,,,,,,,,
31,"[561, 142, 202, 247]",0.22,0.17,0.06,0.01,0.11,0.0,0.43,,,,,,,,
32,"[543, 122, 199, 244]",0.52,0.01,0.35,0.01,0.03,0.01,0.07,,,,,,,,
33,"[599, 133, 206, 257]",0.19,0.04,0.43,0.12,0.12,0.0,0.1,,,,,,,,
34,"[588, 135, 204, 250]",0.31,0.09,0.24,0.03,0.15,0.01,0.18,,,,,,,,
35,"[579, 117, 201, 245]",0.47,0.08,0.2,0.06,0.08,0.0,0.1,,,,,,,,
36,"[538, 209, 42, 48]",0.22,0.0,0.12,0.35,0.12,0.03,0.16,,,,,,,,
37,"[518, 116, 210, 257]",0.58,0.02,0.09,0.02,0.15,0.01,0.13,,,,,,,,
38,"[561, 125, 200, 244]",0.32,0.0,0.47,0.0,0.14,0.01,0.05,,,,,,,,
39,"[567, 126, 201, 251]",0.13,0.02,0.65,0.02,0.04,0.0,0.14,,,,,,,,
40,"[583, 129, 203, 254]",0.35,0.03,0.09,0.01,0.15,0.0,0.36,,,,,,,,
41,"[527, 113, 208, 255]",0.46,0.05,0.11,0.07,0.11,0.01,0.19,,,,,,,,
42,"[588, 117, 199, 255]",0.25,0.5,0.09,0.0,0.13,0.0,0.03,,,,,,,,
43,"[585, 117, 204, 252]",0.28,0.16,0.24,0.07,0.07,0.01,0.16,,,,,,,,
44,"[557, 133, 202, 246]",0.17,0.01,0.6,0.0,0.13,0.0,0.08,,,,,,,,
