,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8
100,"[449, 215, 150, 205]",0.75,0.04,0.03,0.12,0.05,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[481, 258, 144, 182]",0.34,0.0,0.03,0.54,0.01,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[421, 217, 162, 206]",0.42,0.01,0.07,0.31,0.15,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[502, 216, 149, 190]",0.3,0.01,0.07,0.31,0.05,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[513, 256, 145, 185]",0.45,0.01,0.08,0.09,0.12,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[500, 252, 150, 185]",0.65,0.0,0.05,0.0,0.03,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[513, 262, 154, 179]",0.25,0.0,0.02,0.01,0.05,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[491, 277, 147, 180]",0.38,0.01,0.05,0.35,0.04,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[545, 186, 158, 223]",0.75,0.04,0.07,0.01,0.09,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[528, 249, 146, 180]",0.74,0.01,0.04,0.13,0.03,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[541, 252, 147, 185]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[528, 245, 152, 196]",0.08,0.0,0.01,0.9,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[546, 229, 147, 183]",0.38,0.0,0.02,0.11,0.04,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[560, 274, 152, 204]",0.73,0.02,0.01,0.19,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[610, 264, 159, 212]",0.69,0.0,0.08,0.02,0.07,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[586, 224, 156, 207]",0.41,0.01,0.34,0.0,0.1,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[510, 231, 151, 196]",0.82,0.0,0.04,0.03,0.02,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[515, 295, 137, 165]",0.25,0.01,0.06,0.34,0.03,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[499, 266, 146, 182]",0.01,0.0,0.0,0.92,0.0,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[560, 242, 150, 181]",0.3,0.01,0.02,0.38,0.04,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[572, 254, 150, 190]",0.05,0.02,0.01,0.86,0.01,0.0,0.06,"[489, 529, 49, 58]",0.53,0.0,0.12,0.07,0.14,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[591, 274, 149, 190]",0.32,0.02,0.1,0.04,0.1,0.03,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[531, 263, 141, 195]",0.76,0.0,0.05,0.0,0.06,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[516, 257, 153, 192]",0.03,0.0,0.0,0.93,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[598, 218, 146, 198]",0.81,0.01,0.08,0.0,0.02,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[570, 201, 149, 210]",0.64,0.07,0.03,0.01,0.05,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[603, 271, 148, 185]",0.41,0.01,0.04,0.24,0.09,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[529, 295, 133, 161]",0.01,0.0,0.01,0.91,0.0,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[503, 274, 147, 177]",0.23,0.0,0.05,0.46,0.04,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[567, 248, 158, 216]",0.01,0.0,0.0,0.97,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[596, 245, 152, 205]",0.05,0.0,0.0,0.9,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[558, 246, 146, 190]",0.78,0.01,0.07,0.0,0.02,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[582, 252, 147, 189]",0.68,0.01,0.04,0.07,0.08,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[606, 267, 140, 172]",0.22,0.0,0.11,0.02,0.19,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[498, 267, 150, 195]",0.69,0.0,0.02,0.25,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[572, 230, 149, 190]",0.58,0.17,0.08,0.0,0.02,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[547, 266, 142, 172]",0.15,0.0,0.06,0.56,0.05,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[539, 274, 142, 180]",0.26,0.0,0.04,0.23,0.05,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[505, 271, 150, 183]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[545, 281, 142, 172]",0.07,0.01,0.02,0.81,0.01,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[589, 202, 148, 194]",0.37,0.01,0.45,0.03,0.12,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[579, 268, 146, 192]",0.49,0.01,0.03,0.04,0.12,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[479, 227, 161, 199]",0.58,0.01,0.27,0.0,0.1,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[515, 258, 147, 188]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[582, 267, 142, 169]",0.13,0.0,0.05,0.56,0.06,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[552, 206, 144, 192]",0.73,0.02,0.17,0.0,0.04,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[564, 232, 149, 189]",0.73,0.04,0.03,0.01,0.03,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[568, 246, 144, 193]",0.61,0.02,0.01,0.12,0.06,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[579, 250, 150, 192]",0.29,0.14,0.03,0.44,0.05,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[591, 241, 153, 198]",0.56,0.07,0.05,0.05,0.05,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[495, 259, 154, 195]",0.29,0.0,0.19,0.01,0.2,0.02,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[515, 247, 144, 182]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[471, 219, 150, 194]",0.75,0.01,0.13,0.0,0.06,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[514, 250, 146, 180]",0.17,0.0,0.01,0.56,0.01,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[478, 272, 147, 175]",0.23,0.0,0.02,0.33,0.02,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[465, 239, 151, 197]",0.63,0.0,0.03,0.01,0.02,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[162, 340, 53, 62]",0.29,0.0,0.21,0.15,0.15,0.03,0.18,"[22, 318, 31, 35]",0.24,0.0,0.4,0.06,0.24,0.03,0.04,"[131, 318, 33, 42]",0.38,0.0,0.25,0.11,0.16,0.01,0.09,"[586, 298, 20, 25]",0.05,0.01,0.09,0.13,0.25,0.01,0.46,"[634, 287, 18, 21]",0.07,0.0,0.34,0.06,0.21,0.01,0.3,"[385, 361, 60, 76]",0.16,0.0,0.26,0.13,0.27,0.0,0.18,"[239, 315, 38, 44]",0.54,0.0,0.07,0.14,0.2,0.01,0.04,,,,,,,,,,,,,,,,
157,"[453, 380, 54, 69]",0.24,0.01,0.15,0.37,0.09,0.05,0.1,"[46, 338, 56, 68]",0.34,0.0,0.24,0.18,0.07,0.01,0.17,"[14, 317, 38, 45]",0.23,0.0,0.23,0.13,0.28,0.01,0.13,"[998, 357, 58, 70]",0.5,0.0,0.09,0.17,0.15,0.03,0.07,"[269, 363, 61, 77]",0.46,0.0,0.24,0.09,0.1,0.0,0.1,"[483, 297, 23, 27]",0.02,0.0,0.13,0.18,0.21,0.01,0.44,"[145, 345, 50, 56]",0.36,0.0,0.2,0.06,0.22,0.0,0.15,"[532, 285, 19, 24]",0.17,0.0,0.36,0.04,0.28,0.01,0.13,"[786, 279, 17, 20]",0.26,0.0,0.14,0.08,0.17,0.01,0.34
158,"[357, 376, 52, 70]",0.19,0.01,0.23,0.3,0.14,0.05,0.09,"[389, 296, 23, 28]",0.04,0.01,0.11,0.18,0.33,0.01,0.32,"[437, 285, 19, 22]",0.11,0.0,0.25,0.08,0.39,0.01,0.16,"[164, 369, 54, 64]",0.25,0.0,0.26,0.21,0.09,0.01,0.19,"[180, 313, 33, 42]",0.15,0.01,0.2,0.15,0.26,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[252, 375, 55, 72]",0.09,0.0,0.14,0.58,0.05,0.04,0.1,"[52, 370, 56, 67]",0.39,0.0,0.2,0.13,0.06,0.01,0.22,"[286, 296, 22, 26]",0.11,0.01,0.1,0.29,0.2,0.01,0.29,"[378, 333, 32, 38]",0.27,0.02,0.31,0.06,0.3,0.01,0.03,"[338, 284, 18, 21]",0.05,0.0,0.32,0.06,0.38,0.01,0.18,"[884, 297, 29, 38]",0.23,0.0,0.11,0.37,0.12,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,
160,"[168, 295, 25, 29]",0.04,0.0,0.05,0.59,0.18,0.01,0.14,"[221, 283, 20, 23]",0.12,0.0,0.24,0.04,0.39,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[83, 296, 24, 28]",0.05,0.0,0.09,0.42,0.24,0.0,0.2,"[11, 379, 55, 76]",0.44,0.0,0.12,0.18,0.09,0.01,0.14,"[138, 283, 20, 23]",0.12,0.01,0.16,0.07,0.41,0.03,0.21,"[179, 333, 33, 40]",0.38,0.01,0.22,0.04,0.31,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[1149, 329, 41, 50]",0.31,0.0,0.19,0.25,0.08,0.03,0.12,"[15, 284, 20, 23]",0.17,0.02,0.19,0.11,0.27,0.03,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[1034, 327, 39, 49]",0.3,0.0,0.23,0.21,0.13,0.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[573, 334, 72, 98]",0.35,0.01,0.06,0.13,0.06,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[583, 363, 70, 87]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[617, 333, 73, 103]",0.37,0.02,0.04,0.3,0.08,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[622, 364, 72, 95]",0.32,0.0,0.06,0.13,0.37,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[636, 368, 70, 89]",0.15,0.0,0.01,0.76,0.02,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[645, 346, 69, 92]",0.32,0.0,0.07,0.04,0.07,0.01,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[580, 353, 77, 103]",0.18,0.0,0.01,0.43,0.05,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[568, 372, 69, 82]",0.14,0.0,0.02,0.01,0.08,0.01,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[551, 335, 73, 100]",0.37,0.01,0.09,0.11,0.22,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[578, 361, 70, 87]",0.18,0.0,0.01,0.35,0.09,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[565, 359, 72, 94]",0.28,0.0,0.03,0.09,0.12,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[561, 352, 74, 95]",0.57,0.01,0.02,0.04,0.07,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[580, 370, 68, 84]",0.09,0.0,0.0,0.75,0.01,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[580, 368, 71, 94]",0.72,0.01,0.01,0.04,0.06,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[578, 345, 63, 91]",0.28,0.02,0.01,0.58,0.01,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[576, 337, 66, 90]",0.09,0.03,0.13,0.52,0.13,0.02,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[579, 371, 71, 94]",0.46,0.01,0.01,0.14,0.04,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[1041, 322, 42, 50]",0.14,0.01,0.32,0.15,0.16,0.02,0.21,"[635, 307, 38, 49]",0.53,0.0,0.22,0.08,0.12,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[970, 315, 40, 53]",0.09,0.02,0.47,0.04,0.23,0.06,0.1,"[20, 220, 72, 91]",0.64,0.01,0.14,0.09,0.06,0.03,0.03,"[516, 340, 62, 80]",0.04,0.0,0.02,0.01,0.18,0.01,0.74,"[329, 336, 64, 80]",0.5,0.01,0.18,0.16,0.05,0.04,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[158, 329, 68, 86]",0.17,0.01,0.25,0.43,0.04,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[537, 275, 139, 171]",0.48,0.01,0.06,0.12,0.05,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[534, 239, 149, 184]",0.45,0.03,0.01,0.01,0.03,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[477, 279, 140, 168]",0.28,0.03,0.04,0.57,0.03,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[590, 210, 145, 195]",0.83,0.01,0.07,0.01,0.03,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[581, 277, 147, 181]",0.08,0.01,0.0,0.88,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[598, 278, 149, 190]",0.91,0.01,0.03,0.0,0.03,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[534, 210, 158, 203]",0.73,0.03,0.03,0.06,0.05,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"[533, 263, 148, 186]",0.16,0.0,0.01,0.8,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"[536, 214, 133, 190]",0.56,0.01,0.09,0.05,0.03,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"[534, 220, 147, 188]",0.69,0.0,0.01,0.0,0.02,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"[297, 59, 196, 238]",0.36,0.0,0.06,0.02,0.34,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"[86, 114, 61, 79]",0.08,0.0,0.06,0.6,0.06,0.0,0.2,"[790, 147, 53, 67]",0.17,0.0,0.06,0.18,0.52,0.0,0.07,"[283, 389, 45, 55]",0.05,0.0,0.02,0.75,0.12,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[738, 186, 104, 118]",0.22,0.0,0.12,0.02,0.53,0.0,0.1,"[443, 145, 109, 138]",0.56,0.0,0.06,0.06,0.29,0.0,0.02,"[1141, 137, 94, 115]",0.11,0.0,0.07,0.68,0.1,0.01,0.03,"[796, 170, 75, 87]",0.3,0.01,0.16,0.32,0.15,0.01,0.06,"[157, 216, 132, 169]",0.48,0.0,0.17,0.11,0.16,0.06,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"[1020, 126, 63, 78]",0.3,0.01,0.13,0.25,0.12,0.01,0.19,"[91, 244, 88, 110]",0.22,0.0,0.07,0.12,0.18,0.0,0.4,"[938, 151, 102, 127]",0.43,0.0,0.07,0.16,0.28,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"[536, 223, 152, 206]",0.33,0.02,0.02,0.54,0.02,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"[500, 199, 161, 217]",0.17,0.01,0.34,0.11,0.07,0.23,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[533, 437, 79, 99]",0.24,0.0,0.34,0.2,0.1,0.01,0.12,"[598, 376, 67, 83]",0.4,0.0,0.23,0.13,0.17,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"[120, 363, 30, 38]",0.16,0.0,0.32,0.19,0.22,0.01,0.09,"[231, 365, 34, 44]",0.17,0.01,0.49,0.07,0.16,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[399, 372, 26, 32]",0.29,0.0,0.11,0.16,0.37,0.0,0.07,"[145, 405, 41, 45]",0.23,0.0,0.07,0.26,0.35,0.02,0.07,"[277, 411, 44, 53]",0.27,0.0,0.14,0.29,0.17,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[518, 263, 138, 168]",0.18,0.0,0.01,0.62,0.01,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[530, 237, 142, 189]",0.46,0.0,0.03,0.05,0.11,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"[115, 381, 40, 49]",0.39,0.01,0.36,0.05,0.12,0.02,0.04,"[286, 363, 23, 29]",0.31,0.01,0.1,0.06,0.18,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
