,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[658, 84, 109, 137]",0.19,0.0,0.02,0.01,0.08,0.0,0.7
1,"[677, 80, 111, 143]",0.28,0.0,0.02,0.0,0.11,0.0,0.58
2,"[669, 73, 114, 145]",0.12,0.0,0.01,0.36,0.06,0.05,0.4
3,"[683, 81, 105, 134]",0.17,0.0,0.05,0.02,0.12,0.0,0.65
4,"[680, 85, 109, 136]",0.11,0.0,0.02,0.01,0.05,0.01,0.79
5,"[676, 88, 109, 136]",0.06,0.0,0.05,0.01,0.18,0.0,0.7
6,"[682, 80, 107, 137]",0.22,0.0,0.03,0.01,0.11,0.0,0.63
7,"[678, 76, 110, 150]",0.02,0.0,0.01,0.62,0.04,0.02,0.29
8,"[676, 82, 112, 139]",0.07,0.0,0.04,0.0,0.11,0.0,0.77
9,"[668, 74, 114, 148]",0.12,0.0,0.02,0.03,0.04,0.01,0.79
10,"[677, 72, 116, 156]",0.02,0.0,0.0,0.9,0.0,0.07,0.01
11,"[678, 72, 113, 151]",0.02,0.0,0.0,0.89,0.01,0.07,0.0
12,"[677, 79, 113, 145]",0.06,0.0,0.0,0.7,0.03,0.03,0.19
13,"[675, 80, 111, 146]",0.08,0.0,0.01,0.04,0.02,0.0,0.85
14,"[672, 78, 112, 143]",0.42,0.0,0.08,0.0,0.13,0.02,0.34
15,"[661, 77, 112, 142]",0.09,0.0,0.02,0.01,0.14,0.0,0.74
16,"[661, 80, 112, 144]",0.07,0.0,0.01,0.28,0.04,0.0,0.6
17,"[668, 81, 107, 136]",0.34,0.01,0.27,0.0,0.14,0.01,0.23
18,"[671, 71, 115, 147]",0.3,0.0,0.02,0.01,0.06,0.07,0.54
19,"[670, 73, 113, 145]",0.29,0.0,0.09,0.01,0.16,0.01,0.44
20,"[675, 76, 113, 144]",0.45,0.0,0.01,0.17,0.15,0.01,0.22
21,"[676, 78, 108, 138]",0.32,0.0,0.03,0.0,0.15,0.0,0.49
22,"[670, 81, 110, 141]",0.41,0.01,0.06,0.0,0.17,0.0,0.35
23,"[682, 80, 111, 141]",0.28,0.0,0.04,0.0,0.2,0.0,0.48
24,"[680, 80, 113, 148]",0.1,0.0,0.01,0.21,0.04,0.03,0.61
25,"[676, 81, 111, 141]",0.15,0.0,0.03,0.0,0.16,0.0,0.66
26,"[678, 86, 108, 136]",0.1,0.0,0.02,0.0,0.05,0.0,0.83
27,"[673, 84, 111, 144]",0.1,0.0,0.02,0.0,0.12,0.0,0.76
28,"[669, 73, 113, 146]",0.0,0.0,0.0,0.93,0.01,0.0,0.05
29,"[669, 71, 114, 146]",0.01,0.0,0.0,0.97,0.0,0.01,0.01
30,"[670, 79, 111, 143]",0.29,0.01,0.01,0.03,0.1,0.01,0.56
31,"[669, 80, 112, 141]",0.15,0.0,0.01,0.01,0.14,0.0,0.68
32,"[666, 75, 110, 142]",0.17,0.0,0.02,0.01,0.06,0.0,0.75
33,"[682, 83, 111, 138]",0.65,0.0,0.1,0.0,0.07,0.01,0.16
34,"[677, 79, 109, 140]",0.16,0.0,0.1,0.0,0.24,0.0,0.49
35,"[672, 83, 113, 142]",0.02,0.0,0.0,0.03,0.02,0.0,0.93
36,"[668, 85, 109, 137]",0.07,0.0,0.01,0.01,0.02,0.0,0.89
37,"[671, 79, 109, 141]",0.49,0.0,0.12,0.02,0.13,0.06,0.19
38,"[669, 79, 112, 141]",0.27,0.0,0.02,0.02,0.1,0.0,0.58
39,"[666, 86, 106, 134]",0.06,0.0,0.04,0.12,0.05,0.0,0.72
40,"[675, 66, 111, 144]",0.0,0.0,0.0,0.99,0.0,0.0,0.0
41,"[674, 86, 108, 138]",0.3,0.0,0.03,0.05,0.03,0.01,0.58
42,"[662, 78, 113, 149]",0.06,0.0,0.0,0.19,0.02,0.02,0.71
43,"[661, 78, 112, 143]",0.1,0.0,0.01,0.63,0.08,0.08,0.11
44,"[662, 76, 112, 143]",0.04,0.0,0.01,0.01,0.07,0.0,0.87
45,"[671, 84, 106, 135]",0.18,0.0,0.13,0.0,0.26,0.0,0.42
46,"[663, 79, 111, 145]",0.04,0.0,0.0,0.04,0.02,0.01,0.89
47,"[665, 84, 110, 140]",0.07,0.0,0.02,0.01,0.06,0.0,0.85
48,"[668, 81, 112, 144]",0.18,0.0,0.02,0.01,0.08,0.01,0.7
