,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4
10,"[491, 136, 19, 25]",0.0,0.0,0.0,0.99,0.0,0.0,0.0,"[270, 80, 82, 103]",0.53,0.0,0.09,0.24,0.05,0.0,0.09,"[594, 223, 36, 50]",0.01,0.0,0.01,0.97,0.01,0.0,0.01,"[537, 203, 17, 20]",0.03,0.0,0.03,0.17,0.19,0.0,0.58,,,,,,,,
11,"[593, 224, 37, 49]",0.01,0.0,0.0,0.97,0.01,0.0,0.01,"[491, 137, 19, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[265, 82, 84, 101]",0.63,0.0,0.07,0.0,0.17,0.0,0.13,"[538, 202, 17, 23]",0.01,0.0,0.02,0.46,0.18,0.0,0.32,"[510, 291, 24, 30]",0.1,0.0,0.02,0.58,0.17,0.0,0.12
12,"[593, 224, 37, 49]",0.01,0.0,0.01,0.95,0.02,0.0,0.01,"[491, 137, 19, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[267, 67, 86, 113]",0.22,0.0,0.58,0.04,0.02,0.07,0.08,"[538, 202, 17, 23]",0.01,0.0,0.02,0.46,0.18,0.0,0.32,"[510, 291, 24, 30]",0.11,0.0,0.02,0.58,0.17,0.0,0.12
13,"[593, 224, 37, 49]",0.01,0.0,0.01,0.95,0.02,0.0,0.01,"[491, 137, 19, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[264, 76, 86, 102]",0.11,0.0,0.1,0.04,0.14,0.02,0.59,"[538, 202, 17, 22]",0.02,0.0,0.02,0.49,0.17,0.0,0.31,"[510, 291, 24, 30]",0.12,0.0,0.02,0.54,0.19,0.0,0.13
14,"[594, 225, 35, 46]",0.01,0.0,0.0,0.98,0.01,0.0,0.01,"[272, 74, 84, 105]",0.56,0.0,0.04,0.04,0.04,0.0,0.32,"[491, 136, 19, 25]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[510, 291, 24, 31]",0.03,0.0,0.01,0.73,0.12,0.0,0.1,,,,,,,,
15,"[594, 225, 36, 46]",0.01,0.0,0.0,0.98,0.01,0.0,0.0,"[491, 136, 19, 25]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[510, 291, 24, 31]",0.03,0.0,0.01,0.75,0.11,0.0,0.1,,,,,,,,,,,,,,,,
16,"[285, 78, 87, 110]",0.3,0.0,0.08,0.29,0.03,0.0,0.3,"[594, 225, 36, 46]",0.01,0.0,0.0,0.98,0.0,0.0,0.0,"[491, 136, 19, 25]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[510, 291, 25, 31]",0.03,0.0,0.01,0.79,0.09,0.0,0.07,"[537, 202, 17, 22]",0.02,0.0,0.02,0.48,0.17,0.0,0.31
17,"[273, 63, 91, 116]",0.07,0.0,0.76,0.0,0.03,0.03,0.11,"[492, 136, 17, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[592, 222, 39, 51]",0.04,0.0,0.02,0.88,0.03,0.0,0.02,"[538, 202, 16, 21]",0.02,0.0,0.02,0.37,0.17,0.0,0.42,,,,,,,,
18,"[491, 136, 18, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[593, 222, 37, 52]",0.03,0.0,0.03,0.88,0.04,0.0,0.02,"[272, 65, 85, 109]",0.0,0.0,0.63,0.0,0.0,0.34,0.02,"[537, 202, 17, 22]",0.01,0.0,0.01,0.48,0.15,0.0,0.34,,,,,,,,
19,"[593, 224, 37, 49]",0.01,0.0,0.0,0.97,0.01,0.0,0.01,"[492, 137, 17, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[510, 291, 24, 32]",0.03,0.0,0.03,0.7,0.13,0.0,0.11,"[537, 203, 17, 21]",0.02,0.0,0.03,0.21,0.28,0.0,0.46,,,,,,,,
20,"[270, 66, 84, 103]",0.07,0.0,0.59,0.02,0.01,0.05,0.25,"[593, 225, 37, 48]",0.0,0.0,0.0,0.98,0.01,0.0,0.0,"[492, 137, 17, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[510, 291, 24, 32]",0.03,0.0,0.03,0.7,0.13,0.0,0.11,"[537, 203, 17, 21]",0.02,0.0,0.02,0.23,0.29,0.0,0.44
21,"[270, 71, 87, 108]",0.27,0.0,0.47,0.01,0.02,0.02,0.21,"[594, 224, 37, 49]",0.0,0.0,0.01,0.97,0.01,0.0,0.01,"[492, 137, 17, 24]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,"[537, 202, 17, 21]",0.02,0.0,0.02,0.19,0.13,0.0,0.64,"[510, 292, 25, 31]",0.03,0.0,0.05,0.49,0.31,0.0,0.11
22,"[269, 71, 84, 106]",0.09,0.0,0.45,0.0,0.02,0.15,0.29,"[491, 137, 18, 25]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[594, 223, 36, 50]",0.02,0.0,0.01,0.94,0.02,0.0,0.01,"[537, 202, 17, 22]",0.02,0.0,0.02,0.44,0.18,0.0,0.34,"[510, 291, 23, 30]",0.12,0.0,0.02,0.36,0.37,0.0,0.13
23,"[255, 84, 87, 107]",0.67,0.0,0.04,0.02,0.13,0.0,0.14,"[491, 137, 18, 25]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[594, 223, 36, 49]",0.03,0.0,0.02,0.87,0.05,0.0,0.02,"[537, 202, 17, 21]",0.02,0.0,0.03,0.29,0.16,0.0,0.51,"[510, 292, 23, 29]",0.12,0.0,0.03,0.39,0.27,0.0,0.18
24,"[257, 82, 87, 110]",0.42,0.02,0.11,0.0,0.33,0.0,0.11,"[593, 222, 38, 51]",0.03,0.01,0.02,0.91,0.03,0.0,0.01,"[491, 137, 19, 24]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,"[538, 202, 17, 22]",0.05,0.0,0.03,0.27,0.21,0.0,0.45,"[510, 292, 24, 31]",0.06,0.0,0.03,0.62,0.18,0.0,0.11
25,"[265, 70, 92, 116]",0.11,0.0,0.56,0.0,0.06,0.16,0.11,"[593, 222, 38, 51]",0.03,0.0,0.01,0.93,0.02,0.0,0.01,"[491, 137, 19, 24]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,"[538, 203, 16, 21]",0.02,0.0,0.02,0.33,0.19,0.0,0.43,,,,,,,,
26,"[260, 90, 86, 112]",0.66,0.0,0.13,0.02,0.11,0.01,0.07,"[491, 137, 19, 24]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,"[593, 223, 38, 50]",0.02,0.0,0.01,0.94,0.02,0.0,0.01,"[538, 203, 16, 21]",0.02,0.0,0.03,0.34,0.18,0.0,0.43,"[510, 292, 24, 31]",0.06,0.0,0.03,0.57,0.2,0.0,0.14
27,"[259, 89, 85, 107]",0.5,0.0,0.05,0.04,0.11,0.01,0.28,"[592, 222, 39, 51]",0.01,0.0,0.0,0.98,0.01,0.0,0.0,"[491, 137, 18, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[537, 202, 18, 22]",0.03,0.0,0.02,0.5,0.09,0.0,0.36,,,,,,,,
28,"[226, 47, 97, 119]",0.22,0.0,0.07,0.17,0.12,0.08,0.35,"[592, 222, 39, 51]",0.01,0.0,0.0,0.98,0.0,0.0,0.0,"[491, 137, 18, 24]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,"[537, 202, 18, 22]",0.03,0.0,0.02,0.5,0.08,0.0,0.37,,,,,,,,
29,"[264, 59, 90, 112]",0.29,0.0,0.24,0.03,0.05,0.08,0.3,"[592, 222, 39, 51]",0.02,0.0,0.01,0.95,0.01,0.0,0.0,"[491, 136, 19, 24]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[538, 201, 18, 23]",0.03,0.0,0.01,0.49,0.11,0.0,0.35,,,,,,,,
30,"[593, 223, 38, 50]",0.01,0.0,0.0,0.97,0.01,0.0,0.0,"[491, 136, 19, 24]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[538, 201, 18, 23]",0.03,0.0,0.01,0.49,0.11,0.0,0.35,,,,,,,,,,,,,,,,
31,"[306, 71, 90, 108]",0.18,0.0,0.12,0.43,0.01,0.17,0.09,"[593, 224, 38, 49]",0.01,0.0,0.0,0.98,0.01,0.0,0.0,"[491, 136, 19, 24]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[538, 201, 18, 23]",0.03,0.0,0.01,0.49,0.11,0.0,0.35,,,,,,,,
32,"[491, 136, 19, 25]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[592, 222, 39, 52]",0.02,0.0,0.01,0.91,0.02,0.0,0.02,"[317, 83, 85, 105]",0.13,0.0,0.01,0.0,0.03,0.0,0.82,"[510, 292, 24, 30]",0.09,0.0,0.02,0.37,0.28,0.0,0.25,,,,,,,,
33,"[292, 72, 84, 106]",0.23,0.0,0.06,0.23,0.05,0.01,0.42,"[491, 136, 19, 25]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,"[592, 222, 39, 52]",0.02,0.0,0.01,0.91,0.02,0.0,0.03,"[510, 292, 24, 31]",0.04,0.0,0.02,0.53,0.25,0.0,0.16,,,,,,,,
34,"[277, 66, 87, 112]",0.19,0.0,0.15,0.13,0.1,0.03,0.39,"[591, 221, 41, 53]",0.03,0.0,0.01,0.91,0.03,0.0,0.02,"[492, 137, 17, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[537, 202, 17, 21]",0.02,0.0,0.03,0.43,0.16,0.0,0.34,"[509, 291, 25, 32]",0.02,0.0,0.01,0.9,0.04,0.0,0.03
35,"[281, 68, 89, 105]",0.1,0.0,0.68,0.0,0.06,0.11,0.04,"[591, 222, 40, 52]",0.01,0.0,0.0,0.97,0.01,0.0,0.01,"[492, 137, 17, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[537, 202, 17, 21]",0.02,0.0,0.03,0.43,0.16,0.0,0.34,"[509, 291, 25, 32]",0.02,0.0,0.01,0.91,0.04,0.0,0.03
36,"[284, 70, 87, 108]",0.38,0.0,0.16,0.15,0.08,0.02,0.21,"[591, 221, 41, 53]",0.03,0.0,0.01,0.92,0.02,0.0,0.01,"[492, 137, 17, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[537, 202, 17, 21]",0.02,0.0,0.03,0.43,0.16,0.0,0.34,"[509, 291, 25, 32]",0.02,0.0,0.01,0.88,0.05,0.0,0.04
37,"[491, 137, 18, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[592, 222, 39, 51]",0.01,0.0,0.01,0.97,0.01,0.0,0.01,"[281, 60, 82, 99]",0.02,0.0,0.89,0.0,0.02,0.06,0.02,"[537, 202, 17, 22]",0.01,0.0,0.01,0.54,0.08,0.0,0.36,,,,,,,,
38,"[491, 137, 18, 24]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[594, 223, 37, 50]",0.01,0.0,0.01,0.97,0.01,0.0,0.01,"[537, 202, 17, 22]",0.01,0.0,0.01,0.54,0.09,0.0,0.35,,,,,,,,,,,,,,,,
39,"[303, 79, 87, 107]",0.27,0.0,0.01,0.02,0.03,0.0,0.67,"[491, 137, 18, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[592, 221, 41, 53]",0.02,0.0,0.02,0.91,0.04,0.0,0.01,"[537, 202, 17, 22]",0.01,0.0,0.01,0.54,0.09,0.0,0.35,"[509, 291, 24, 31]",0.05,0.0,0.02,0.72,0.14,0.0,0.08
40,"[239, 70, 92, 109]",0.21,0.0,0.21,0.07,0.12,0.02,0.37,"[491, 137, 19, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[593, 222, 38, 51]",0.03,0.0,0.02,0.9,0.03,0.0,0.01,"[538, 201, 18, 24]",0.07,0.0,0.03,0.21,0.41,0.0,0.28,,,,,,,,
41,"[491, 137, 19, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[593, 222, 38, 51]",0.05,0.01,0.04,0.8,0.08,0.0,0.03,"[537, 202, 17, 22]",0.03,0.0,0.03,0.29,0.25,0.0,0.4,,,,,,,,,,,,,,,,
42,"[593, 225, 37, 48]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[491, 135, 19, 26]",0.0,0.0,0.0,0.93,0.0,0.0,0.06,"[538, 202, 18, 23]",0.04,0.0,0.02,0.45,0.16,0.0,0.32,,,,,,,,,,,,,,,,
43,"[593, 225, 37, 48]",0.01,0.0,0.0,0.97,0.01,0.0,0.01,"[491, 135, 19, 26]",0.0,0.0,0.0,0.94,0.0,0.0,0.05,"[538, 202, 17, 22]",0.03,0.01,0.01,0.64,0.07,0.0,0.24,,,,,,,,,,,,,,,,
44,"[270, 70, 88, 108]",0.06,0.0,0.2,0.0,0.2,0.01,0.53,"[593, 223, 37, 51]",0.01,0.0,0.01,0.95,0.01,0.0,0.02,"[491, 136, 19, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,"[538, 202, 17, 21]",0.02,0.0,0.03,0.64,0.07,0.0,0.24,,,,,,,,
45,"[267, 74, 90, 111]",0.45,0.0,0.17,0.26,0.03,0.02,0.06,"[592, 221, 40, 53]",0.03,0.0,0.02,0.92,0.03,0.0,0.01,"[491, 136, 19, 25]",0.01,0.0,0.0,0.92,0.0,0.0,0.07,"[538, 202, 17, 22]",0.03,0.01,0.02,0.57,0.11,0.01,0.25,"[511, 292, 23, 30]",0.1,0.0,0.04,0.41,0.33,0.0,0.12
46,"[261, 73, 91, 113]",0.39,0.0,0.32,0.05,0.02,0.04,0.18,"[592, 221, 40, 53]",0.02,0.0,0.02,0.92,0.02,0.0,0.01,"[491, 136, 19, 25]",0.01,0.0,0.0,0.92,0.0,0.0,0.07,"[538, 202, 17, 22]",0.04,0.01,0.02,0.64,0.08,0.01,0.21,,,,,,,,
47,"[265, 58, 89, 109]",0.02,0.0,0.91,0.0,0.02,0.05,0.0,"[593, 223, 38, 51]",0.01,0.0,0.01,0.95,0.02,0.0,0.01,"[491, 136, 19, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[538, 203, 16, 20]",0.02,0.0,0.03,0.19,0.22,0.0,0.54,,,,,,,,
48,"[593, 223, 38, 51]",0.01,0.0,0.01,0.93,0.02,0.0,0.02,"[491, 136, 19, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[262, 77, 85, 103]",0.36,0.0,0.02,0.03,0.16,0.0,0.43,"[537, 201, 20, 24]",0.03,0.0,0.01,0.25,0.29,0.0,0.41,,,,,,,,
49,"[264, 66, 88, 107]",0.04,0.0,0.51,0.0,0.02,0.39,0.04,"[593, 223, 38, 51]",0.01,0.0,0.01,0.94,0.02,0.0,0.02,"[491, 136, 19, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[537, 201, 20, 24]",0.04,0.0,0.01,0.23,0.28,0.0,0.44,,,,,,,,
50,"[491, 137, 18, 24]",0.01,0.0,0.0,0.96,0.0,0.0,0.02,"[237, 89, 84, 109]",0.14,0.05,0.16,0.13,0.21,0.03,0.27,"[594, 223, 37, 50]",0.02,0.0,0.02,0.9,0.04,0.01,0.02,"[537, 202, 17, 22]",0.04,0.0,0.04,0.38,0.2,0.0,0.34,,,,,,,,
51,"[491, 137, 18, 24]",0.01,0.0,0.0,0.98,0.0,0.0,0.01,"[593, 223, 39, 49]",0.03,0.0,0.03,0.88,0.04,0.0,0.02,"[537, 202, 17, 22]",0.03,0.01,0.04,0.39,0.19,0.0,0.34,"[235, 47, 97, 116]",0.11,0.0,0.07,0.06,0.24,0.22,0.3,"[510, 290, 24, 33]",0.06,0.0,0.04,0.57,0.19,0.0,0.13
52,"[238, 68, 82, 103]",0.08,0.0,0.43,0.01,0.12,0.07,0.3,"[492, 136, 17, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[593, 223, 39, 50]",0.02,0.0,0.01,0.94,0.02,0.0,0.01,"[538, 202, 16, 21]",0.02,0.0,0.04,0.28,0.21,0.0,0.44,"[510, 291, 24, 31]",0.06,0.0,0.02,0.61,0.19,0.0,0.12
53,"[267, 66, 86, 103]",0.02,0.0,0.58,0.0,0.04,0.28,0.07,"[492, 136, 17, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[593, 223, 39, 50]",0.02,0.0,0.01,0.93,0.02,0.0,0.01,"[538, 202, 16, 21]",0.02,0.0,0.04,0.28,0.21,0.0,0.44,"[510, 291, 24, 31]",0.06,0.0,0.02,0.61,0.19,0.0,0.12
54,"[592, 222, 39, 51]",0.02,0.0,0.01,0.95,0.01,0.0,0.01,"[492, 136, 17, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[538, 202, 16, 21]",0.02,0.0,0.04,0.28,0.21,0.0,0.44,"[510, 291, 24, 32]",0.03,0.0,0.01,0.56,0.2,0.0,0.19,,,,,,,,
55,"[593, 223, 38, 50]",0.01,0.0,0.01,0.93,0.03,0.0,0.01,"[491, 137, 19, 24]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,"[272, 67, 89, 110]",0.05,0.0,0.47,0.0,0.06,0.01,0.4,"[537, 202, 17, 21]",0.01,0.0,0.03,0.2,0.22,0.0,0.55,,,,,,,,
56,"[594, 223, 37, 50]",0.01,0.0,0.01,0.93,0.03,0.01,0.02,"[267, 69, 90, 115]",0.14,0.0,0.04,0.04,0.06,0.01,0.72,"[491, 137, 19, 24]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[537, 202, 17, 21]",0.01,0.0,0.03,0.2,0.22,0.0,0.55,,,,,,,,
57,"[593, 224, 37, 49]",0.02,0.0,0.01,0.94,0.02,0.0,0.02,"[492, 137, 17, 24]",0.01,0.0,0.0,0.95,0.0,0.0,0.04,"[266, 81, 85, 108]",0.8,0.0,0.06,0.03,0.08,0.0,0.03,,,,,,,,,,,,,,,,
58,"[302, 74, 91, 113]",0.17,0.0,0.03,0.07,0.03,0.0,0.7,"[593, 224, 37, 49]",0.01,0.0,0.0,0.96,0.01,0.0,0.01,"[492, 137, 17, 24]",0.01,0.0,0.0,0.95,0.0,0.0,0.04,"[537, 203, 17, 20]",0.02,0.0,0.03,0.17,0.23,0.0,0.55,,,,,,,,
59,"[593, 224, 37, 49]",0.01,0.0,0.0,0.95,0.02,0.0,0.02,"[492, 137, 17, 24]",0.01,0.0,0.0,0.95,0.0,0.0,0.04,"[537, 203, 17, 20]",0.02,0.0,0.03,0.17,0.23,0.0,0.55,,,,,,,,,,,,,,,,
60,"[491, 137, 19, 25]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[593, 222, 38, 52]",0.05,0.0,0.02,0.83,0.06,0.0,0.03,"[509, 290, 26, 33]",0.05,0.0,0.01,0.49,0.28,0.0,0.17,"[538, 201, 18, 23]",0.02,0.0,0.01,0.46,0.12,0.0,0.39,,,,,,,,
61,"[278, 59, 84, 98]",0.0,0.0,0.1,0.0,0.06,0.03,0.81,"[491, 137, 19, 25]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[592, 222, 40, 51]",0.1,0.0,0.05,0.72,0.1,0.01,0.02,"[538, 202, 16, 21]",0.02,0.01,0.05,0.38,0.16,0.0,0.38,"[509, 291, 25, 32]",0.06,0.0,0.02,0.17,0.55,0.0,0.2
62,"[491, 137, 19, 25]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[235, 63, 91, 113]",0.17,0.0,0.3,0.04,0.07,0.28,0.14,"[593, 222, 39, 51]",0.1,0.0,0.05,0.72,0.1,0.0,0.02,,,,,,,,,,,,,,,,
63,"[595, 226, 35, 45]",0.01,0.0,0.0,0.98,0.01,0.0,0.01,"[261, 61, 85, 106]",0.03,0.0,0.72,0.01,0.03,0.18,0.02,"[491, 137, 18, 24]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,"[538, 202, 17, 22]",0.03,0.0,0.02,0.39,0.14,0.0,0.41,,,,,,,,
64,"[272, 59, 83, 105]",0.02,0.0,0.95,0.01,0.0,0.01,0.01,"[491, 137, 18, 24]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,"[593, 222, 39, 52]",0.04,0.0,0.03,0.79,0.11,0.0,0.04,"[538, 202, 17, 22]",0.02,0.0,0.01,0.4,0.14,0.0,0.42,"[510, 291, 24, 31]",0.1,0.0,0.04,0.46,0.32,0.0,0.08
65,"[593, 224, 37, 49]",0.01,0.0,0.01,0.95,0.02,0.0,0.02,"[491, 137, 18, 24]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,"[537, 202, 17, 22]",0.02,0.0,0.02,0.4,0.19,0.0,0.36,"[510, 291, 24, 32]",0.03,0.0,0.01,0.53,0.2,0.0,0.22,,,,,,,,
66,"[284, 66, 86, 102]",0.09,0.0,0.38,0.0,0.1,0.24,0.19,"[593, 224, 37, 49]",0.01,0.0,0.01,0.95,0.02,0.0,0.02,"[491, 137, 18, 24]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,"[537, 202, 17, 22]",0.02,0.0,0.02,0.4,0.19,0.0,0.36,,,,,,,,
67,"[594, 222, 37, 51]",0.01,0.0,0.01,0.96,0.01,0.0,0.01,"[491, 137, 18, 24]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,"[537, 202, 17, 22]",0.02,0.0,0.02,0.4,0.19,0.0,0.37,,,,,,,,,,,,,,,,
68,"[491, 136, 19, 24]",0.0,0.0,0.0,0.93,0.01,0.0,0.05,"[593, 223, 38, 50]",0.01,0.0,0.0,0.98,0.01,0.0,0.0,"[224, 70, 85, 107]",0.08,0.0,0.71,0.06,0.04,0.07,0.04,"[538, 202, 17, 22]",0.03,0.0,0.03,0.37,0.19,0.01,0.38,,,,,,,,
69,"[491, 136, 18, 25]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[594, 223, 37, 50]",0.01,0.0,0.01,0.97,0.01,0.0,0.0,"[538, 202, 17, 22]",0.03,0.0,0.03,0.37,0.19,0.01,0.38,"[244, 78, 90, 110]",0.64,0.0,0.02,0.04,0.1,0.0,0.2,,,,,,,,
70,"[491, 137, 18, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[239, 68, 89, 107]",0.1,0.0,0.52,0.0,0.03,0.15,0.2,"[593, 223, 37, 50]",0.01,0.0,0.01,0.96,0.01,0.0,0.0,"[538, 203, 16, 20]",0.03,0.01,0.03,0.36,0.14,0.01,0.44,"[510, 291, 24, 31]",0.14,0.0,0.03,0.34,0.27,0.0,0.22
71,"[491, 137, 18, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[593, 223, 37, 50]",0.01,0.0,0.01,0.95,0.01,0.0,0.01,"[268, 68, 87, 107]",0.3,0.0,0.18,0.14,0.06,0.01,0.3,"[538, 203, 16, 20]",0.03,0.01,0.03,0.37,0.13,0.01,0.44,,,,,,,,
72,"[491, 137, 18, 25]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,"[592, 222, 40, 51]",0.02,0.0,0.01,0.95,0.01,0.0,0.01,"[271, 78, 85, 103]",0.46,0.0,0.1,0.28,0.08,0.0,0.08,"[538, 203, 16, 20]",0.03,0.01,0.03,0.37,0.13,0.01,0.44,,,,,,,,
73,"[491, 137, 19, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[593, 222, 38, 51]",0.02,0.0,0.01,0.95,0.02,0.0,0.01,"[275, 63, 85, 107]",0.04,0.0,0.81,0.02,0.03,0.08,0.02,"[538, 202, 16, 21]",0.03,0.0,0.04,0.33,0.15,0.0,0.44,,,,,,,,
74,"[593, 222, 38, 51]",0.01,0.0,0.01,0.96,0.02,0.0,0.0,"[491, 137, 19, 24]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[270, 57, 86, 106]",0.02,0.0,0.9,0.0,0.01,0.06,0.01,"[538, 202, 16, 21]",0.03,0.0,0.04,0.33,0.15,0.0,0.44,,,,,,,,
