,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
51,"[515, 114, 194, 238]",0.05,0.0,0.06,0.0,0.13,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,
52,"[528, 105, 201, 252]",0.06,0.0,0.05,0.0,0.1,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
53,"[529, 113, 193, 241]",0.03,0.0,0.1,0.0,0.15,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
54,"[542, 114, 197, 249]",0.02,0.0,0.05,0.0,0.12,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,
55,"[546, 103, 198, 245]",0.04,0.0,0.09,0.0,0.15,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
56,"[529, 119, 194, 241]",0.06,0.0,0.06,0.0,0.14,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
57,"[530, 107, 199, 246]",0.03,0.0,0.1,0.0,0.09,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
58,"[529, 127, 198, 250]",0.09,0.0,0.07,0.0,0.21,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,
59,"[537, 91, 193, 238]",0.04,0.0,0.06,0.0,0.12,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
60,"[519, 131, 195, 239]",0.02,0.0,0.21,0.0,0.23,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,
61,"[544, 102, 196, 242]",0.04,0.0,0.03,0.0,0.19,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
62,"[524, 105, 198, 245]",0.05,0.0,0.07,0.0,0.11,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
63,"[531, 112, 197, 241]",0.05,0.0,0.04,0.0,0.1,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,
64,"[544, 101, 202, 251]",0.02,0.0,0.04,0.0,0.11,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
65,"[541, 108, 195, 238]",0.04,0.0,0.12,0.0,0.32,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,
66,"[546, 110, 199, 251]",0.05,0.0,0.07,0.0,0.19,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
67,"[539, 106, 199, 244]",0.03,0.0,0.09,0.0,0.09,0.01,0.78,,,,,,,,,,,,,,,,,,,,,,,,
68,"[554, 104, 202, 253]",0.04,0.0,0.09,0.0,0.18,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
69,"[541, 115, 196, 252]",0.07,0.0,0.08,0.0,0.29,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,
70,"[540, 103, 202, 254]",0.04,0.0,0.08,0.0,0.23,0.01,0.63,,,,,,,,,,,,,,,,,,,,,,,,
71,"[531, 124, 197, 240]",0.05,0.0,0.07,0.0,0.2,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
72,"[526, 124, 203, 246]",0.12,0.0,0.01,0.0,0.06,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,
73,"[538, 117, 192, 243]",0.05,0.0,0.09,0.0,0.17,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
74,"[529, 91, 195, 252]",0.03,0.0,0.06,0.0,0.12,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,
75,"[541, 114, 195, 249]",0.02,0.0,0.05,0.0,0.11,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
76,"[542, 106, 192, 240]",0.04,0.0,0.07,0.0,0.12,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
77,"[551, 104, 197, 249]",0.06,0.0,0.08,0.0,0.18,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
78,"[566, 103, 195, 249]",0.01,0.0,0.07,0.0,0.22,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
79,"[558, 100, 202, 249]",0.03,0.0,0.03,0.0,0.2,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,
80,"[509, 82, 200, 245]",0.03,0.0,0.07,0.0,0.17,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,
81,"[627, 107, 196, 250]",0.03,0.0,0.08,0.0,0.11,0.01,0.77,,,,,,,,,,,,,,,,,,,,,,,,
82,"[581, 115, 195, 245]",0.1,0.0,0.04,0.0,0.11,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
83,"[573, 118, 194, 241]",0.05,0.0,0.04,0.0,0.07,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,
84,"[582, 121, 195, 240]",0.14,0.0,0.04,0.0,0.17,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,
85,"[598, 108, 196, 240]",0.06,0.0,0.06,0.0,0.16,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
86,"[568, 117, 195, 245]",0.11,0.0,0.1,0.0,0.23,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,
87,"[565, 122, 203, 248]",0.06,0.0,0.04,0.0,0.13,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
88,"[562, 121, 199, 239]",0.05,0.0,0.08,0.0,0.24,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,
89,"[581, 123, 187, 240]",0.02,0.0,0.22,0.0,0.17,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,
90,"[625, 100, 199, 245]",0.06,0.0,0.07,0.0,0.19,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
91,"[529, 120, 200, 244]",0.02,0.0,0.02,0.0,0.08,0.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,
92,"[602, 99, 199, 251]",0.05,0.0,0.11,0.0,0.12,0.01,0.72,,,,,,,,,,,,,,,,,,,,,,,,
93,"[582, 115, 191, 248]",0.05,0.0,0.1,0.0,0.08,0.02,0.74,,,,,,,,,,,,,,,,,,,,,,,,
94,"[598, 88, 201, 249]",0.04,0.0,0.12,0.0,0.15,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
95,"[618, 121, 192, 240]",0.01,0.0,0.16,0.0,0.34,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,
96,"[622, 117, 206, 257]",0.05,0.0,0.02,0.0,0.15,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
97,"[587, 119, 189, 239]",0.07,0.0,0.02,0.0,0.06,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,
98,"[585, 108, 200, 235]",0.1,0.0,0.03,0.0,0.13,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
99,"[600, 124, 196, 244]",0.02,0.0,0.15,0.0,0.26,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,
100,"[633, 80, 198, 245]",0.03,0.0,0.13,0.0,0.07,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
101,"[625, 115, 197, 248]",0.04,0.0,0.11,0.0,0.32,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,
102,"[653, 93, 202, 250]",0.06,0.0,0.03,0.0,0.1,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
103,"[566, 117, 190, 247]",0.05,0.0,0.18,0.0,0.24,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,
104,"[591, 91, 191, 245]",0.05,0.0,0.17,0.0,0.16,0.01,0.61,,,,,,,,,,,,,,,,,,,,,,,,
105,"[563, 125, 202, 246]",0.06,0.0,0.07,0.0,0.19,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,
106,"[562, 117, 198, 250]",0.05,0.0,0.05,0.0,0.08,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
107,"[577, 103, 201, 243]",0.09,0.0,0.08,0.0,0.17,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
108,"[572, 132, 200, 248]",0.07,0.0,0.19,0.0,0.12,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,
109,"[551, 112, 203, 249]",0.04,0.0,0.08,0.0,0.09,0.08,0.71,,,,,,,,,,,,,,,,,,,,,,,,
110,"[576, 106, 192, 236]",0.08,0.0,0.07,0.0,0.2,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,
111,"[587, 102, 197, 241]",0.07,0.0,0.03,0.0,0.2,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,
112,"[565, 121, 195, 246]",0.11,0.0,0.15,0.0,0.11,0.01,0.62,,,,,,,,,,,,,,,,,,,,,,,,
113,"[534, 110, 209, 252]",0.08,0.0,0.04,0.0,0.22,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,
114,"[516, 116, 198, 246]",0.13,0.0,0.04,0.0,0.12,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,
115,"[568, 135, 199, 257]",0.04,0.0,0.05,0.01,0.08,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,
116,"[548, 101, 199, 249]",0.02,0.0,0.07,0.0,0.08,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
117,"[540, 98, 195, 246]",0.05,0.0,0.15,0.0,0.05,0.19,0.55,,,,,,,,,,,,,,,,,,,,,,,,
118,"[592, 77, 194, 245]",0.05,0.0,0.12,0.0,0.13,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
119,"[649, 121, 200, 243]",0.04,0.0,0.07,0.0,0.08,0.02,0.79,,,,,,,,,,,,,,,,,,,,,,,,
120,"[558, 96, 196, 249]",0.1,0.0,0.1,0.0,0.14,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,
121,"[601, 107, 200, 251]",0.06,0.0,0.16,0.0,0.12,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,
122,"[588, 104, 197, 244]",0.06,0.0,0.11,0.0,0.06,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
123,"[597, 101, 199, 242]",0.06,0.0,0.08,0.0,0.16,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
124,"[573, 115, 199, 245]",0.08,0.0,0.12,0.0,0.05,0.01,0.74,,,,,,,,,,,,,,,,,,,,,,,,
125,"[604, 110, 196, 243]",0.05,0.0,0.06,0.0,0.12,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
126,"[606, 104, 201, 251]",0.04,0.0,0.04,0.0,0.11,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,
127,"[607, 111, 200, 247]",0.05,0.0,0.06,0.0,0.11,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
128,"[604, 113, 200, 247]",0.06,0.0,0.04,0.0,0.12,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
129,"[593, 217, 183, 215]",0.04,0.0,0.17,0.0,0.78,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
130,"[581, 228, 179, 210]",0.04,0.0,0.18,0.0,0.78,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
131,"[577, 203, 188, 223]",0.01,0.0,0.07,0.0,0.9,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
132,"[608, 113, 194, 239]",0.08,0.0,0.04,0.0,0.16,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,
133,"[586, 201, 186, 223]",0.02,0.0,0.25,0.0,0.71,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
134,"[604, 109, 197, 247]",0.03,0.0,0.08,0.0,0.11,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
135,"[599, 209, 184, 225]",0.03,0.0,0.14,0.0,0.8,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
136,"[605, 130, 197, 241]",0.03,0.0,0.08,0.0,0.09,0.02,0.77,,,,,,,,,,,,,,,,,,,,,,,,
137,"[600, 146, 195, 244]",0.02,0.0,0.13,0.0,0.65,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,
138,"[594, 102, 196, 244]",0.02,0.0,0.09,0.0,0.1,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,
139,"[598, 132, 198, 238]",0.07,0.0,0.07,0.0,0.12,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
140,"[600, 107, 196, 253]",0.05,0.0,0.1,0.0,0.26,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,
141,"[612, 103, 197, 245]",0.02,0.0,0.07,0.0,0.07,0.01,0.84,,,,,,,,,,,,,,,,,,,,,,,,
142,"[613, 104, 197, 254]",0.03,0.0,0.12,0.0,0.17,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
143,"[583, 107, 197, 243]",0.02,0.0,0.05,0.0,0.07,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,
144,"[568, 113, 190, 239]",0.04,0.0,0.05,0.0,0.14,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
145,"[564, 104, 197, 241]",0.02,0.0,0.1,0.0,0.13,0.01,0.74,,,,,,,,,,,,,,,,,,,,,,,,
146,"[537, 115, 193, 246]",0.05,0.0,0.15,0.0,0.22,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,
147,"[540, 118, 202, 252]",0.02,0.0,0.06,0.0,0.13,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,
148,"[539, 196, 181, 226]",0.04,0.0,0.22,0.0,0.51,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,
149,"[518, 99, 195, 244]",0.04,0.0,0.05,0.0,0.05,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,
150,"[501, 122, 203, 248]",0.13,0.0,0.04,0.0,0.11,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
151,"[504, 118, 198, 244]",0.2,0.0,0.07,0.0,0.14,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,
152,"[499, 115, 199, 244]",0.08,0.0,0.05,0.0,0.12,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
153,"[511, 117, 194, 244]",0.1,0.0,0.07,0.0,0.19,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,
154,"[495, 120, 200, 245]",0.02,0.0,0.01,0.0,0.07,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,
155,"[512, 112, 196, 254]",0.04,0.0,0.04,0.0,0.05,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,
156,"[528, 123, 198, 253]",0.05,0.0,0.05,0.0,0.13,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
157,"[526, 122, 197, 241]",0.03,0.0,0.1,0.0,0.21,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,
158,"[527, 125, 196, 243]",0.12,0.0,0.07,0.0,0.1,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,
159,"[540, 202, 185, 224]",0.04,0.0,0.12,0.0,0.78,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,
160,"[534, 109, 198, 243]",0.05,0.0,0.03,0.0,0.08,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,
161,"[522, 116, 200, 243]",0.15,0.0,0.03,0.0,0.11,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,
162,"[527, 119, 193, 236]",0.07,0.0,0.08,0.0,0.15,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
163,"[527, 113, 194, 243]",0.05,0.0,0.1,0.0,0.1,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
164,"[520, 119, 202, 247]",0.07,0.0,0.08,0.0,0.23,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,
165,"[528, 108, 196, 248]",0.04,0.0,0.08,0.0,0.1,0.01,0.76,,,,,,,,,,,,,,,,,,,,,,,,
166,"[528, 112, 193, 250]",0.04,0.0,0.08,0.0,0.15,0.01,0.72,,,,,,,,,,,,,,,,,,,,,,,,
167,"[534, 105, 200, 259]",0.05,0.0,0.08,0.0,0.05,0.02,0.8,,,,,,,,,,,,,,,,,,,,,,,,
168,"[534, 107, 202, 249]",0.11,0.0,0.02,0.0,0.15,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,
169,"[528, 118, 192, 236]",0.09,0.0,0.05,0.0,0.16,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
170,"[528, 123, 199, 237]",0.05,0.0,0.12,0.0,0.12,0.01,0.7,,,,,,,,,,,,,,,,,,,,,,,,
171,"[526, 111, 194, 238]",0.04,0.0,0.08,0.0,0.1,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
172,"[523, 117, 192, 240]",0.05,0.0,0.05,0.0,0.13,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
173,"[512, 117, 196, 233]",0.02,0.0,0.24,0.0,0.34,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,
174,"[493, 110, 196, 237]",0.05,0.0,0.02,0.0,0.03,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,
175,"[524, 120, 195, 241]",0.09,0.0,0.08,0.0,0.07,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,
176,"[525, 119, 193, 240]",0.08,0.0,0.07,0.0,0.19,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,
177,"[533, 107, 201, 246]",0.05,0.0,0.09,0.0,0.17,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
178,"[529, 125, 196, 239]",0.07,0.0,0.16,0.0,0.24,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,
179,"[512, 123, 193, 243]",0.14,0.0,0.07,0.0,0.24,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,
180,"[504, 120, 192, 246]",0.06,0.0,0.04,0.0,0.06,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,
181,"[517, 107, 198, 240]",0.06,0.0,0.07,0.0,0.13,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,
182,"[525, 108, 194, 245]",0.06,0.0,0.06,0.0,0.23,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,
183,"[528, 117, 192, 238]",0.06,0.0,0.04,0.0,0.15,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
184,"[507, 138, 198, 244]",0.06,0.0,0.15,0.0,0.33,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,
185,"[526, 125, 194, 255]",0.05,0.0,0.07,0.0,0.19,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
186,"[531, 132, 190, 232]",0.01,0.0,0.08,0.0,0.38,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,
187,"[537, 216, 183, 216]",0.02,0.0,0.1,0.0,0.87,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
188,"[534, 203, 187, 224]",0.03,0.0,0.17,0.0,0.78,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
189,"[537, 98, 201, 246]",0.06,0.0,0.14,0.0,0.14,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,
190,"[519, 114, 199, 242]",0.06,0.0,0.11,0.0,0.15,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
191,"[480, 106, 206, 249]",0.08,0.0,0.02,0.0,0.11,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,
192,"[547, 77, 198, 244]",0.06,0.0,0.13,0.0,0.14,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
193,"[550, 106, 201, 255]",0.05,0.01,0.01,0.09,0.06,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
194,"[520, 179, 191, 232]",0.06,0.0,0.23,0.0,0.64,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,
195,"[522, 98, 200, 250]",0.14,0.0,0.17,0.0,0.25,0.02,0.42,,,,,,,,,,,,,,,,,,,,,,,,
196,"[517, 121, 194, 244]",0.14,0.0,0.08,0.0,0.17,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,
197,"[525, 221, 182, 217]",0.03,0.0,0.11,0.0,0.84,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
198,"[531, 119, 193, 250]",0.05,0.0,0.11,0.0,0.1,0.03,0.71,,,,,,,,,,,,,,,,,,,,,,,,
