,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[233, 85, 104, 131]",0.1,0.0,0.03,0.0,0.1,0.02,0.75,,,,,,,,,,,,,,,,
1,"[234, 85, 104, 128]",0.17,0.0,0.08,0.0,0.03,0.25,0.47,,,,,,,,,,,,,,,,
2,"[238, 87, 105, 120]",0.35,0.0,0.02,0.0,0.11,0.01,0.51,,,,,,,,,,,,,,,,
3,"[244, 83, 99, 123]",0.32,0.0,0.37,0.0,0.08,0.08,0.15,"[34, 307, 36, 43]",0.0,0.0,0.01,0.53,0.13,0.21,0.12,,,,,,,,
4,"[248, 83, 98, 122]",0.12,0.0,0.11,0.0,0.11,0.02,0.62,"[35, 306, 35, 43]",0.0,0.0,0.01,0.52,0.08,0.18,0.21,,,,,,,,
5,"[244, 84, 107, 126]",0.19,0.0,0.05,0.01,0.06,0.07,0.61,"[35, 307, 35, 43]",0.0,0.0,0.01,0.5,0.11,0.26,0.12,,,,,,,,
6,"[247, 87, 101, 124]",0.24,0.0,0.02,0.0,0.08,0.03,0.63,"[34, 306, 37, 45]",0.01,0.0,0.01,0.48,0.06,0.25,0.2,,,,,,,,
7,"[251, 85, 103, 127]",0.28,0.0,0.02,0.0,0.08,0.02,0.59,"[35, 307, 35, 43]",0.0,0.0,0.01,0.48,0.1,0.3,0.1,,,,,,,,
8,"[252, 81, 100, 123]",0.1,0.0,0.03,0.0,0.07,0.0,0.8,"[35, 307, 35, 43]",0.0,0.0,0.01,0.45,0.09,0.34,0.11,,,,,,,,
9,"[252, 84, 101, 128]",0.18,0.0,0.04,0.0,0.08,0.03,0.68,"[35, 307, 35, 43]",0.0,0.0,0.01,0.47,0.1,0.31,0.12,"[465, 153, 30, 35]",0.16,0.0,0.14,0.29,0.2,0.01,0.2
10,"[253, 90, 99, 121]",0.22,0.0,0.01,0.01,0.2,0.0,0.56,,,,,,,,,,,,,,,,
11,"[248, 86, 105, 128]",0.14,0.0,0.0,0.0,0.09,0.0,0.76,"[34, 308, 35, 42]",0.0,0.0,0.01,0.27,0.24,0.12,0.35,,,,,,,,
12,"[249, 89, 100, 124]",0.22,0.0,0.01,0.0,0.1,0.01,0.66,"[34, 308, 35, 42]",0.0,0.0,0.01,0.26,0.23,0.15,0.35,,,,,,,,
13,"[257, 83, 101, 123]",0.03,0.0,0.16,0.0,0.04,0.53,0.24,"[34, 308, 35, 42]",0.0,0.0,0.01,0.26,0.24,0.16,0.33,,,,,,,,
14,"[252, 88, 99, 125]",0.06,0.0,0.04,0.0,0.2,0.01,0.68,"[35, 308, 35, 41]",0.0,0.0,0.0,0.72,0.04,0.13,0.1,,,,,,,,
15,"[246, 83, 100, 120]",0.23,0.0,0.46,0.01,0.04,0.21,0.06,"[34, 306, 36, 44]",0.0,0.0,0.0,0.65,0.05,0.06,0.23,"[464, 148, 29, 35]",0.18,0.0,0.19,0.21,0.2,0.01,0.21
16,"[251, 85, 103, 128]",0.48,0.0,0.15,0.03,0.11,0.11,0.12,"[36, 307, 34, 41]",0.0,0.0,0.0,0.82,0.02,0.06,0.11,,,,,,,,
17,"[253, 90, 99, 120]",0.17,0.0,0.06,0.0,0.01,0.07,0.68,"[34, 306, 36, 44]",0.0,0.0,0.0,0.6,0.04,0.08,0.28,,,,,,,,
18,"[260, 84, 103, 126]",0.37,0.0,0.06,0.19,0.13,0.05,0.2,,,,,,,,,,,,,,,,
19,"[259, 89, 106, 131]",0.06,0.0,0.02,0.0,0.06,0.01,0.84,"[35, 307, 36, 43]",0.0,0.0,0.0,0.56,0.04,0.33,0.07,,,,,,,,
20,"[257, 95, 103, 125]",0.07,0.0,0.01,0.0,0.13,0.0,0.78,"[36, 307, 34, 41]",0.0,0.0,0.0,0.81,0.01,0.06,0.12,,,,,,,,
21,"[260, 98, 99, 123]",0.03,0.0,0.03,0.01,0.15,0.0,0.77,"[35, 307, 36, 43]",0.0,0.0,0.0,0.63,0.04,0.26,0.07,,,,,,,,
22,"[253, 101, 103, 127]",0.08,0.0,0.03,0.0,0.09,0.01,0.79,"[34, 307, 35, 42]",0.0,0.0,0.01,0.26,0.17,0.31,0.25,"[467, 166, 30, 36]",0.19,0.0,0.18,0.25,0.19,0.01,0.19
23,"[255, 102, 103, 127]",0.12,0.0,0.03,0.0,0.05,0.01,0.79,"[34, 308, 35, 42]",0.0,0.0,0.01,0.28,0.18,0.16,0.36,,,,,,,,
24,"[257, 104, 102, 120]",0.3,0.0,0.04,0.0,0.13,0.01,0.52,"[34, 308, 35, 42]",0.0,0.0,0.01,0.28,0.18,0.17,0.35,,,,,,,,
25,"[256, 104, 105, 124]",0.04,0.0,0.01,0.55,0.04,0.0,0.37,"[35, 308, 34, 42]",0.0,0.0,0.01,0.25,0.19,0.21,0.34,,,,,,,,
26,"[252, 111, 98, 123]",0.08,0.0,0.02,0.0,0.09,0.0,0.8,"[35, 308, 34, 42]",0.0,0.0,0.01,0.25,0.19,0.19,0.36,,,,,,,,
27,"[251, 108, 101, 126]",0.15,0.0,0.01,0.0,0.14,0.0,0.7,,,,,,,,,,,,,,,,
28,"[253, 106, 102, 129]",0.21,0.0,0.01,0.0,0.08,0.01,0.69,"[35, 308, 34, 42]",0.0,0.0,0.01,0.25,0.19,0.2,0.35,,,,,,,,
29,"[254, 101, 100, 125]",0.04,0.0,0.03,0.0,0.19,0.0,0.73,"[316, 274, 22, 37]",0.04,0.0,0.18,0.2,0.28,0.08,0.22,,,,,,,,
30,"[252, 92, 101, 126]",0.39,0.0,0.03,0.0,0.1,0.02,0.46,,,,,,,,,,,,,,,,
31,"[249, 95, 101, 122]",0.18,0.0,0.04,0.0,0.11,0.02,0.65,,,,,,,,,,,,,,,,
