,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[544, 98, 147, 193]",0.08,0.0,0.07,0.2,0.1,0.0,0.54,,,,,,,,,,,,,,,,
1,"[552, 100, 150, 198]",0.01,0.0,0.01,0.77,0.04,0.01,0.16,,,,,,,,,,,,,,,,
2,"[544, 89, 144, 173]",0.42,0.0,0.31,0.06,0.1,0.04,0.07,,,,,,,,,,,,,,,,
3,"[566, 103, 144, 190]",0.16,0.0,0.55,0.05,0.09,0.03,0.12,,,,,,,,,,,,,,,,
4,"[560, 97, 148, 194]",0.38,0.0,0.34,0.01,0.16,0.0,0.11,,,,,,,,,,,,,,,,
5,"[561, 108, 135, 175]",0.62,0.0,0.05,0.03,0.09,0.0,0.21,,,,,,,,,,,,,,,,
6,"[563, 100, 150, 190]",0.17,0.0,0.39,0.01,0.41,0.01,0.01,,,,,,,,,,,,,,,,
7,"[561, 104, 146, 191]",0.19,0.0,0.34,0.01,0.45,0.0,0.01,,,,,,,,,,,,,,,,
8,"[563, 91, 146, 195]",0.25,0.0,0.48,0.01,0.21,0.0,0.06,,,,,,,,,,,,,,,,
9,"[564, 95, 147, 184]",0.76,0.0,0.16,0.0,0.06,0.0,0.01,,,,,,,,,,,,,,,,
10,"[552, 96, 156, 197]",0.16,0.0,0.55,0.01,0.17,0.01,0.11,,,,,,,,,,,,,,,,
11,"[563, 91, 141, 173]",0.63,0.0,0.23,0.02,0.04,0.01,0.07,,,,,,,,,,,,,,,,
12,"[551, 98, 156, 193]",0.25,0.0,0.16,0.01,0.17,0.01,0.4,,,,,,,,,,,,,,,,
13,"[565, 103, 139, 182]",0.15,0.0,0.54,0.03,0.1,0.02,0.17,,,,,,,,,,,,,,,,
14,"[557, 95, 153, 194]",0.46,0.0,0.36,0.0,0.13,0.0,0.04,,,,,,,,,,,,,,,,
15,"[565, 103, 145, 180]",0.15,0.0,0.26,0.01,0.16,0.0,0.42,,,,,,,,,,,,,,,,
16,"[571, 99, 150, 198]",0.1,0.0,0.71,0.03,0.12,0.02,0.02,,,,,,,,,,,,,,,,
17,"[568, 106, 146, 187]",0.14,0.0,0.48,0.0,0.27,0.0,0.1,,,,,,,,,,,,,,,,
18,"[573, 105, 144, 196]",0.09,0.0,0.73,0.0,0.17,0.01,0.01,,,,,,,,,,,,,,,,
19,"[563, 94, 157, 202]",0.27,0.0,0.44,0.0,0.2,0.0,0.08,,,,,,,,,,,,,,,,
20,"[568, 94, 152, 196]",0.12,0.0,0.65,0.01,0.2,0.01,0.01,,,,,,,,,,,,,,,,
21,"[561, 91, 151, 189]",0.33,0.0,0.38,0.01,0.14,0.0,0.13,,,,,,,,,,,,,,,,
22,"[566, 98, 147, 191]",0.05,0.0,0.58,0.02,0.1,0.06,0.17,,,,,,,,,,,,,,,,
23,"[572, 105, 144, 179]",0.13,0.0,0.08,0.02,0.1,0.0,0.66,,,,,,,,,,,,,,,,
24,"[559, 98, 151, 198]",0.19,0.0,0.37,0.06,0.25,0.01,0.11,,,,,,,,,,,,,,,,
25,"[560, 94, 149, 187]",0.12,0.0,0.6,0.01,0.08,0.09,0.1,,,,,,,,,,,,,,,,
26,"[571, 98, 145, 185]",0.21,0.0,0.11,0.01,0.15,0.0,0.53,,,,,,,,,,,,,,,,
27,"[561, 95, 151, 206]",0.37,0.0,0.34,0.01,0.23,0.0,0.06,,,,,,,,,,,,,,,,
28,"[563, 98, 145, 180]",0.17,0.0,0.38,0.11,0.05,0.07,0.21,,,,,,,,,,,,,,,,
29,"[554, 85, 155, 205]",0.28,0.0,0.35,0.01,0.25,0.0,0.11,,,,,,,,,,,,,,,,
30,"[566, 95, 151, 206]",0.21,0.0,0.43,0.01,0.3,0.01,0.05,,,,,,,,,,,,,,,,
31,"[558, 94, 149, 189]",0.42,0.0,0.28,0.01,0.14,0.01,0.15,,,,,,,,,,,,,,,,
32,"[566, 100, 152, 196]",0.2,0.0,0.61,0.01,0.15,0.01,0.03,,,,,,,,,,,,,,,,
33,"[563, 100, 151, 197]",0.26,0.0,0.33,0.01,0.21,0.01,0.18,"[1213, 378, 29, 38]",0.39,0.07,0.03,0.12,0.24,0.12,0.02,,,,,,,,
34,"[553, 96, 154, 196]",0.22,0.0,0.52,0.0,0.22,0.0,0.04,"[1213, 378, 29, 38]",0.4,0.08,0.03,0.11,0.25,0.1,0.02,,,,,,,,
35,"[557, 99, 148, 184]",0.11,0.0,0.66,0.0,0.15,0.01,0.06,,,,,,,,,,,,,,,,
36,"[555, 96, 150, 196]",0.38,0.0,0.22,0.01,0.31,0.0,0.06,,,,,,,,,,,,,,,,
37,"[549, 96, 151, 196]",0.38,0.0,0.35,0.0,0.2,0.0,0.07,,,,,,,,,,,,,,,,
38,"[562, 89, 154, 207]",0.28,0.0,0.28,0.01,0.26,0.03,0.14,,,,,,,,,,,,,,,,
39,"[565, 104, 148, 188]",0.13,0.0,0.31,0.01,0.21,0.01,0.33,,,,,,,,,,,,,,,,
40,"[563, 95, 146, 192]",0.06,0.0,0.06,0.14,0.03,0.03,0.68,,,,,,,,,,,,,,,,
41,"[559, 99, 148, 191]",0.21,0.0,0.52,0.01,0.16,0.0,0.1,,,,,,,,,,,,,,,,
42,"[569, 95, 152, 194]",0.1,0.0,0.14,0.1,0.25,0.01,0.41,,,,,,,,,,,,,,,,
43,"[576, 106, 150, 185]",0.12,0.0,0.43,0.0,0.13,0.0,0.3,,,,,,,,,,,,,,,,
44,"[570, 100, 151, 203]",0.14,0.0,0.71,0.0,0.12,0.01,0.03,,,,,,,,,,,,,,,,
45,"[557, 105, 149, 183]",0.26,0.0,0.39,0.02,0.19,0.0,0.15,,,,,,,,,,,,,,,,
46,"[570, 101, 144, 192]",0.07,0.0,0.12,0.07,0.08,0.0,0.66,,,,,,,,,,,,,,,,
47,"[551, 99, 154, 198]",0.11,0.0,0.7,0.0,0.17,0.0,0.02,,,,,,,,,,,,,,,,
