,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[504, 148, 143, 173]",0.1,0.0,0.04,0.0,0.13,0.0,0.73
1,"[470, 151, 144, 172]",0.09,0.0,0.01,0.01,0.06,0.0,0.83
2,"[497, 146, 144, 176]",0.08,0.0,0.03,0.12,0.07,0.01,0.69
3,"[518, 131, 145, 176]",0.05,0.0,0.04,0.01,0.11,0.0,0.8
4,"[511, 161, 143, 175]",0.19,0.0,0.03,0.0,0.2,0.0,0.58
5,"[493, 148, 142, 173]",0.19,0.0,0.01,0.0,0.12,0.0,0.68
6,"[504, 148, 140, 170]",0.02,0.0,0.01,0.73,0.01,0.01,0.23
7,"[502, 147, 144, 175]",0.05,0.01,0.02,0.01,0.05,0.01,0.86
8,"[511, 142, 141, 174]",0.09,0.0,0.08,0.1,0.19,0.0,0.55
9,"[532, 125, 141, 177]",0.18,0.0,0.05,0.0,0.11,0.01,0.65
10,"[518, 166, 142, 169]",0.24,0.0,0.07,0.0,0.12,0.0,0.57
11,"[517, 128, 140, 172]",0.11,0.01,0.06,0.0,0.14,0.01,0.68
12,"[525, 127, 140, 174]",0.03,0.0,0.03,0.02,0.11,0.01,0.8
13,"[525, 107, 143, 171]",0.08,0.0,0.05,0.0,0.21,0.0,0.66
14,"[515, 132, 142, 173]",0.02,0.0,0.03,0.04,0.09,0.0,0.81
15,"[525, 104, 142, 177]",0.11,0.0,0.01,0.0,0.08,0.0,0.8
16,"[524, 125, 140, 170]",0.07,0.0,0.03,0.0,0.13,0.0,0.77
17,"[542, 121, 141, 171]",0.04,0.0,0.04,0.03,0.21,0.0,0.68
18,"[531, 106, 139, 171]",0.14,0.0,0.04,0.0,0.23,0.0,0.59
19,"[504, 116, 143, 180]",0.04,0.0,0.04,0.0,0.08,0.0,0.83
20,"[528, 105, 141, 172]",0.01,0.0,0.01,0.01,0.03,0.0,0.93
21,"[537, 118, 142, 175]",0.1,0.0,0.04,0.01,0.16,0.0,0.69
22,"[512, 112, 144, 174]",0.15,0.0,0.05,0.0,0.18,0.0,0.61
23,"[523, 113, 140, 172]",0.13,0.0,0.08,0.01,0.42,0.01,0.35
24,"[527, 102, 143, 171]",0.17,0.0,0.04,0.0,0.19,0.0,0.6
25,"[522, 121, 145, 172]",0.04,0.0,0.02,0.0,0.09,0.01,0.84
26,"[525, 121, 145, 172]",0.05,0.0,0.03,0.0,0.18,0.0,0.75
27,"[511, 167, 143, 162]",0.22,0.0,0.07,0.0,0.41,0.0,0.3
28,"[525, 117, 147, 182]",0.03,0.0,0.04,0.12,0.1,0.03,0.68
29,"[522, 125, 142, 176]",0.08,0.0,0.02,0.0,0.13,0.0,0.76
30,"[508, 110, 139, 167]",0.18,0.0,0.07,0.0,0.24,0.0,0.51
31,"[535, 112, 139, 174]",0.07,0.0,0.08,0.0,0.13,0.03,0.69
32,"[512, 127, 143, 171]",0.04,0.0,0.04,0.09,0.09,0.01,0.73
33,"[510, 125, 142, 175]",0.07,0.0,0.05,0.08,0.12,0.0,0.68
34,"[525, 101, 143, 179]",0.34,0.0,0.04,0.15,0.15,0.01,0.31
35,"[544, 229, 134, 147]",0.22,0.01,0.27,0.0,0.5,0.0,0.01
36,"[520, 116, 141, 171]",0.04,0.0,0.01,0.0,0.03,0.0,0.93
37,"[530, 130, 145, 173]",0.12,0.0,0.02,0.0,0.09,0.0,0.77
38,"[542, 228, 140, 148]",0.23,0.07,0.39,0.0,0.29,0.0,0.02
39,"[539, 106, 143, 178]",0.11,0.0,0.04,0.0,0.13,0.03,0.69
40,"[543, 113, 141, 174]",0.13,0.0,0.02,0.0,0.09,0.0,0.75
41,"[531, 111, 144, 174]",0.03,0.0,0.01,0.0,0.11,0.0,0.85
42,"[532, 129, 143, 175]",0.02,0.0,0.01,0.0,0.05,0.0,0.92
43,"[538, 109, 140, 175]",0.1,0.0,0.01,0.01,0.06,0.0,0.81
44,"[545, 128, 137, 171]",0.09,0.0,0.06,0.01,0.25,0.0,0.6
45,"[521, 115, 141, 169]",0.17,0.0,0.01,0.0,0.2,0.0,0.63
46,"[535, 125, 140, 173]",0.06,0.0,0.02,0.0,0.11,0.0,0.81
47,"[534, 110, 147, 181]",0.04,0.0,0.03,0.02,0.1,0.01,0.81
48,"[536, 103, 141, 170]",0.06,0.0,0.0,0.0,0.07,0.0,0.87
49,"[553, 102, 139, 175]",0.05,0.0,0.06,0.0,0.11,0.02,0.77
50,"[542, 112, 142, 176]",0.03,0.0,0.01,0.0,0.05,0.0,0.9
51,"[534, 122, 140, 169]",0.03,0.0,0.01,0.0,0.08,0.0,0.88
52,"[535, 118, 141, 166]",0.14,0.0,0.02,0.0,0.46,0.0,0.38
53,"[530, 212, 140, 153]",0.09,0.0,0.2,0.0,0.62,0.0,0.08
54,"[519, 128, 140, 172]",0.0,0.0,0.0,0.96,0.0,0.0,0.03
55,"[540, 118, 138, 168]",0.13,0.0,0.03,0.0,0.08,0.0,0.75
56,"[521, 110, 139, 171]",0.18,0.0,0.02,0.01,0.11,0.0,0.68
57,"[527, 107, 141, 177]",0.02,0.0,0.04,0.46,0.03,0.06,0.4
58,"[758, 491, 134, 163]",0.09,0.0,0.06,0.0,0.38,0.0,0.47
