,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[593, 126, 135, 171]",0.37,0.0,0.03,0.02,0.02,0.06,0.49,,,,,,,,
1,"[496, 62, 186, 223]",0.07,0.0,0.04,0.0,0.04,0.02,0.83,,,,,,,,
2,"[549, 70, 175, 214]",0.41,0.0,0.06,0.0,0.07,0.02,0.44,"[623, 328, 38, 47]",0.35,0.01,0.26,0.02,0.25,0.01,0.1
3,"[522, 75, 168, 207]",0.04,0.0,0.12,0.0,0.16,0.01,0.66,,,,,,,,
4,"[474, 76, 168, 206]",0.14,0.0,0.04,0.0,0.07,0.01,0.74,,,,,,,,
5,"[470, 79, 166, 209]",0.18,0.0,0.06,0.01,0.17,0.02,0.56,,,,,,,,
6,"[471, 81, 165, 207]",0.34,0.0,0.03,0.0,0.09,0.01,0.52,,,,,,,,
7,"[535, 80, 163, 207]",0.5,0.0,0.02,0.0,0.07,0.03,0.39,,,,,,,,
8,"[574, 332, 37, 45]",0.21,0.0,0.19,0.06,0.37,0.02,0.16,,,,,,,,
9,"[537, 83, 163, 209]",0.23,0.0,0.07,0.0,0.08,0.19,0.42,,,,,,,,
10,"[535, 81, 168, 210]",0.08,0.0,0.09,0.0,0.35,0.0,0.48,,,,,,,,
11,"[488, 113, 168, 205]",0.39,0.0,0.1,0.0,0.32,0.0,0.19,"[573, 331, 37, 45]",0.37,0.0,0.16,0.11,0.18,0.05,0.13
12,"[383, 155, 167, 196]",0.47,0.0,0.06,0.02,0.35,0.01,0.09,,,,,,,,
13,"[645, 346, 36, 45]",0.4,0.0,0.1,0.03,0.27,0.04,0.16,,,,,,,,
14,"[500, 89, 162, 208]",0.37,0.0,0.06,0.0,0.11,0.01,0.46,,,,,,,,
15,"[521, 90, 166, 210]",0.55,0.0,0.02,0.0,0.17,0.0,0.25,,,,,,,,
16,"[554, 331, 38, 48]",0.41,0.0,0.14,0.03,0.21,0.01,0.19,,,,,,,,
17,"[513, 82, 167, 208]",0.46,0.0,0.07,0.0,0.12,0.03,0.32,,,,,,,,
18,"[443, 79, 165, 204]",0.08,0.0,0.02,0.01,0.05,0.01,0.84,,,,,,,,
19,"[465, 83, 162, 205]",0.45,0.0,0.04,0.0,0.15,0.01,0.34,,,,,,,,
20,"[531, 80, 158, 202]",0.17,0.0,0.02,0.0,0.07,0.0,0.73,,,,,,,,
21,"[480, 84, 169, 210]",0.64,0.0,0.07,0.0,0.1,0.0,0.19,,,,,,,,
22,"[450, 101, 169, 202]",0.16,0.0,0.19,0.0,0.37,0.0,0.28,,,,,,,,
23,"[534, 78, 168, 208]",0.34,0.0,0.03,0.0,0.09,0.0,0.53,,,,,,,,
24,"[557, 326, 39, 50]",0.27,0.0,0.31,0.03,0.29,0.01,0.09,,,,,,,,
25,"[514, 131, 167, 207]",0.36,0.01,0.06,0.05,0.19,0.0,0.33,,,,,,,,
26,"[507, 84, 167, 208]",0.42,0.0,0.05,0.0,0.13,0.01,0.39,,,,,,,,
27,"[492, 78, 160, 204]",0.54,0.0,0.07,0.01,0.07,0.0,0.31,,,,,,,,
28,"[454, 85, 174, 211]",0.6,0.0,0.05,0.02,0.06,0.0,0.27,,,,,,,,
29,"[569, 330, 39, 47]",0.24,0.0,0.3,0.05,0.24,0.02,0.16,,,,,,,,
30,"[514, 122, 160, 202]",0.31,0.01,0.13,0.0,0.34,0.0,0.2,"[582, 331, 39, 48]",0.27,0.0,0.25,0.03,0.24,0.01,0.2
31,"[510, 79, 159, 200]",0.1,0.0,0.06,0.0,0.04,0.23,0.58,,,,,,,,
32,"[439, 84, 166, 206]",0.7,0.0,0.03,0.02,0.06,0.01,0.18,,,,,,,,
33,"[448, 91, 174, 214]",0.59,0.0,0.04,0.0,0.13,0.01,0.22,"[551, 328, 40, 50]",0.23,0.0,0.26,0.02,0.36,0.02,0.11
34,"[510, 141, 159, 197]",0.55,0.04,0.11,0.02,0.21,0.0,0.07,,,,,,,,
35,"[569, 148, 157, 194]",0.4,0.07,0.17,0.01,0.24,0.0,0.11,,,,,,,,
36,"[443, 83, 162, 207]",0.74,0.0,0.07,0.0,0.1,0.0,0.08,,,,,,,,
37,"[435, 85, 165, 201]",0.38,0.0,0.06,0.01,0.09,0.0,0.45,,,,,,,,
38,"[538, 328, 41, 52]",0.13,0.0,0.39,0.03,0.34,0.01,0.11,,,,,,,,
39,"[422, 80, 170, 208]",0.38,0.0,0.02,0.01,0.03,0.01,0.55,,,,,,,,
40,"[492, 146, 156, 195]",0.39,0.01,0.11,0.02,0.36,0.0,0.12,,,,,,,,
41,"[595, 149, 154, 192]",0.65,0.02,0.08,0.13,0.08,0.0,0.04,,,,,,,,
42,"[429, 76, 166, 207]",0.62,0.0,0.04,0.04,0.05,0.01,0.24,,,,,,,,
43,"[438, 150, 152, 187]",0.33,0.0,0.11,0.04,0.17,0.01,0.34,,,,,,,,
44,"[420, 84, 168, 209]",0.71,0.0,0.04,0.0,0.05,0.01,0.19,,,,,,,,
45,"[466, 147, 152, 188]",0.17,0.0,0.04,0.4,0.06,0.01,0.33,,,,,,,,
46,"[465, 86, 156, 196]",0.29,0.0,0.13,0.01,0.06,0.07,0.44,,,,,,,,
47,"[417, 82, 169, 213]",0.91,0.0,0.03,0.01,0.01,0.01,0.04,,,,,,,,
48,"[425, 82, 171, 204]",0.17,0.0,0.07,0.0,0.09,0.01,0.66,,,,,,,,
49,"[505, 130, 161, 199]",0.37,0.01,0.09,0.01,0.32,0.0,0.2,,,,,,,,
50,"[578, 147, 155, 197]",0.47,0.02,0.08,0.15,0.09,0.01,0.19,,,,,,,,
51,"[444, 83, 159, 199]",0.19,0.0,0.11,0.0,0.06,0.11,0.53,,,,,,,,
52,"[424, 71, 172, 209]",0.14,0.0,0.04,0.0,0.07,0.01,0.74,,,,,,,,
53,"[495, 138, 154, 191]",0.21,0.0,0.11,0.06,0.26,0.0,0.36,"[556, 339, 36, 45]",0.42,0.0,0.18,0.03,0.14,0.06,0.17
54,"[588, 342, 36, 42]",0.45,0.0,0.17,0.07,0.14,0.06,0.11,,,,,,,,
55,"[518, 85, 166, 212]",0.61,0.0,0.08,0.05,0.04,0.0,0.22,,,,,,,,
56,"[520, 82, 161, 207]",0.34,0.0,0.15,0.07,0.06,0.04,0.34,,,,,,,,
57,"[508, 87, 162, 203]",0.55,0.0,0.05,0.0,0.09,0.01,0.31,,,,,,,,
58,"[585, 132, 155, 189]",0.5,0.04,0.14,0.01,0.25,0.0,0.06,"[632, 338, 37, 46]",0.33,0.0,0.14,0.04,0.35,0.01,0.13
59,"[583, 96, 163, 196]",0.58,0.01,0.16,0.07,0.09,0.0,0.09,,,,,,,,
60,"[450, 99, 164, 206]",0.29,0.0,0.04,0.0,0.07,0.0,0.59,,,,,,,,
61,"[415, 82, 175, 212]",0.18,0.0,0.01,0.01,0.05,0.0,0.75,,,,,,,,
62,"[452, 139, 159, 189]",0.28,0.0,0.11,0.01,0.52,0.0,0.08,,,,,,,,
63,"[455, 146, 158, 190]",0.22,0.0,0.14,0.0,0.47,0.0,0.16,"[545, 340, 38, 45]",0.19,0.0,0.18,0.07,0.4,0.02,0.14
64,"[325, 82, 165, 197]",0.4,0.0,0.09,0.0,0.16,0.01,0.35,,,,,,,,
65,"[531, 59, 160, 199]",0.07,0.0,0.23,0.0,0.4,0.0,0.29,,,,,,,,
66,"[435, 64, 167, 199]",0.37,0.0,0.07,0.0,0.16,0.02,0.36,,,,,,,,
67,"[494, 68, 169, 206]",0.2,0.0,0.04,0.0,0.06,0.01,0.69,,,,,,,,
68,"[412, 77, 158, 197]",0.39,0.0,0.14,0.0,0.2,0.01,0.26,,,,,,,,
69,"[428, 71, 173, 207]",0.03,0.0,0.03,0.0,0.05,0.0,0.89,,,,,,,,
70,"[413, 74, 165, 203]",0.34,0.0,0.18,0.0,0.13,0.01,0.35,,,,,,,,
71,"[435, 86, 160, 195]",0.64,0.0,0.15,0.0,0.06,0.0,0.15,,,,,,,,
72,"[432, 87, 168, 198]",0.13,0.0,0.14,0.01,0.31,0.0,0.41,,,,,,,,
73,"[446, 78, 167, 205]",0.06,0.0,0.04,0.18,0.03,0.0,0.69,,,,,,,,
74,"[437, 81, 165, 202]",0.18,0.0,0.06,0.01,0.08,0.01,0.66,,,,,,,,
75,"[429, 80, 171, 206]",0.06,0.0,0.03,0.27,0.02,0.04,0.57,,,,,,,,
76,"[500, 121, 160, 199]",0.41,0.01,0.1,0.01,0.39,0.0,0.08,,,,,,,,
77,"[443, 74, 172, 211]",0.09,0.0,0.02,0.0,0.03,0.02,0.85,,,,,,,,
78,"[397, 82, 160, 198]",0.57,0.0,0.18,0.01,0.04,0.05,0.14,,,,,,,,
79,"[433, 80, 170, 207]",0.59,0.0,0.05,0.01,0.05,0.0,0.29,,,,,,,,
80,"[428, 83, 157, 193]",0.19,0.0,0.25,0.0,0.24,0.01,0.31,,,,,,,,
81,"[435, 86, 163, 205]",0.31,0.01,0.22,0.05,0.09,0.02,0.3,,,,,,,,
82,"[422, 88, 171, 215]",0.35,0.0,0.36,0.01,0.11,0.02,0.16,,,,,,,,
83,"[349, 85, 166, 211]",0.26,0.0,0.3,0.01,0.26,0.02,0.15,,,,,,,,
84,"[476, 65, 174, 227]",0.07,0.0,0.13,0.16,0.09,0.23,0.32,,,,,,,,
85,"[553, 105, 152, 195]",0.17,0.0,0.18,0.06,0.13,0.02,0.44,,,,,,,,
86,"[539, 108, 154, 195]",0.27,0.0,0.17,0.02,0.13,0.01,0.4,,,,,,,,
87,"[531, 107, 152, 188]",0.27,0.0,0.32,0.02,0.2,0.01,0.17,,,,,,,,
88,"[589, 134, 158, 194]",0.44,0.03,0.1,0.02,0.37,0.0,0.04,,,,,,,,
89,"[482, 136, 157, 193]",0.31,0.0,0.06,0.02,0.37,0.0,0.24,"[563, 335, 38, 47]",0.31,0.0,0.16,0.05,0.34,0.02,0.12
90,"[443, 81, 159, 198]",0.16,0.0,0.3,0.0,0.19,0.07,0.28,,,,,,,,
91,"[441, 71, 164, 205]",0.32,0.0,0.29,0.0,0.17,0.03,0.19,,,,,,,,
92,"[443, 78, 161, 197]",0.22,0.0,0.26,0.0,0.24,0.02,0.25,,,,,,,,
93,"[422, 84, 176, 211]",0.33,0.0,0.2,0.16,0.12,0.0,0.19,,,,,,,,
94,"[414, 101, 166, 204]",0.28,0.0,0.35,0.01,0.23,0.02,0.1,,,,,,,,
95,"[511, 81, 164, 204]",0.08,0.0,0.04,0.0,0.06,0.02,0.8,,,,,,,,
96,"[449, 91, 167, 204]",0.49,0.0,0.04,0.03,0.04,0.0,0.38,,,,,,,,
97,"[543, 331, 40, 49]",0.16,0.0,0.34,0.02,0.33,0.02,0.13,,,,,,,,
98,"[402, 114, 162, 202]",0.41,0.0,0.24,0.0,0.24,0.02,0.08,,,,,,,,
99,"[515, 82, 165, 212]",0.3,0.0,0.05,0.0,0.09,0.01,0.56,,,,,,,,
100,"[565, 81, 167, 211]",0.55,0.0,0.02,0.0,0.1,0.02,0.31,"[620, 339, 39, 48]",0.22,0.0,0.2,0.06,0.29,0.03,0.19
101,"[534, 90, 148, 194]",0.31,0.01,0.29,0.05,0.16,0.04,0.14,,,,,,,,
102,"[296, 112, 167, 204]",0.35,0.0,0.46,0.01,0.1,0.01,0.08,,,,,,,,
103,"[483, 64, 163, 204]",0.04,0.0,0.01,0.0,0.03,0.0,0.92,,,,,,,,
104,"[446, 113, 160, 200]",0.18,0.01,0.15,0.05,0.47,0.01,0.14,,,,,,,,
105,"[441, 106, 159, 193]",0.38,0.0,0.11,0.02,0.37,0.01,0.11,,,,,,,,
106,"[445, 87, 160, 196]",0.53,0.0,0.19,0.0,0.12,0.0,0.16,,,,,,,,
107,"[423, 85, 164, 201]",0.39,0.0,0.16,0.0,0.12,0.0,0.32,,,,,,,,
108,"[443, 90, 161, 199]",0.52,0.0,0.18,0.0,0.15,0.0,0.14,,,,,,,,
109,"[446, 86, 158, 193]",0.33,0.0,0.18,0.01,0.21,0.01,0.26,,,,,,,,
110,"[431, 84, 161, 200]",0.34,0.0,0.14,0.0,0.21,0.0,0.29,,,,,,,,
111,"[412, 71, 176, 214]",0.38,0.0,0.05,0.0,0.16,0.02,0.39,,,,,,,,
112,"[448, 73, 173, 214]",0.4,0.0,0.05,0.02,0.07,0.0,0.45,,,,,,,,
113,"[579, 80, 164, 210]",0.28,0.0,0.09,0.03,0.05,0.03,0.52,,,,,,,,
114,"[521, 102, 154, 205]",0.25,0.0,0.27,0.01,0.17,0.05,0.24,,,,,,,,
115,"[589, 81, 167, 206]",0.06,0.0,0.03,0.0,0.1,0.0,0.81,,,,,,,,
116,"[439, 73, 163, 204]",0.18,0.0,0.06,0.04,0.15,0.0,0.56,,,,,,,,
117,"[395, 88, 165, 205]",0.59,0.0,0.15,0.02,0.09,0.04,0.09,,,,,,,,
118,"[459, 74, 169, 208]",0.39,0.0,0.09,0.02,0.1,0.06,0.34,,,,,,,,
119,"[437, 87, 164, 203]",0.41,0.0,0.15,0.02,0.21,0.0,0.21,,,,,,,,
120,"[438, 82, 165, 205]",0.4,0.0,0.21,0.0,0.12,0.16,0.11,,,,,,,,
121,"[452, 78, 166, 205]",0.44,0.0,0.04,0.01,0.06,0.01,0.44,,,,,,,,
122,"[503, 84, 170, 211]",0.67,0.0,0.04,0.0,0.07,0.01,0.21,,,,,,,,
123,"[515, 114, 165, 204]",0.18,0.01,0.2,0.0,0.52,0.0,0.08,,,,,,,,
124,"[326, 75, 166, 203]",0.27,0.0,0.12,0.0,0.19,0.01,0.42,,,,,,,,
125,"[550, 60, 169, 212]",0.14,0.0,0.08,0.0,0.04,0.02,0.72,,,,,,,,
126,"[522, 87, 164, 214]",0.86,0.0,0.03,0.03,0.02,0.0,0.05,,,,,,,,
127,"[554, 59, 167, 207]",0.24,0.0,0.07,0.03,0.05,0.0,0.61,,,,,,,,
128,"[295, 56, 172, 199]",0.15,0.0,0.14,0.0,0.06,0.04,0.61,,,,,,,,
129,"[407, 54, 172, 205]",0.53,0.0,0.07,0.0,0.1,0.08,0.21,,,,,,,,
