,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[448, 421, 54, 60]",0.15,0.02,0.35,0.08,0.33,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,
1,"[535, 347, 66, 84]",0.01,0.0,0.18,0.01,0.77,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
2,"[748, 100, 99, 131]",0.03,0.0,0.0,0.94,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
3,"[523, 116, 94, 124]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,"[651, 130, 100, 130]",0.55,0.01,0.07,0.1,0.12,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,
5,"[693, 134, 109, 138]",0.3,0.0,0.06,0.1,0.28,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,
6,"[506, 87, 103, 131]",0.32,0.0,0.06,0.09,0.07,0.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,
7,"[694, 446, 77, 92]",0.3,0.0,0.19,0.01,0.46,0.0,0.04,"[344, 458, 44, 52]",0.34,0.01,0.11,0.04,0.43,0.01,0.05,,,,,,,,,,,,,,,,
8,"[701, 447, 74, 86]",0.36,0.0,0.17,0.01,0.42,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
9,"[649, 280, 15, 20]",0.04,0.0,0.06,0.06,0.49,0.0,0.35,"[812, 57, 35, 42]",0.67,0.01,0.09,0.12,0.1,0.02,0.01,,,,,,,,,,,,,,,,
10,"[247, 401, 29, 32]",0.45,0.01,0.11,0.06,0.37,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
11,"[448, 101, 105, 137]",0.09,0.0,0.12,0.32,0.07,0.11,0.27,,,,,,,,,,,,,,,,,,,,,,,,
12,"[464, 103, 106, 133]",0.29,0.0,0.14,0.1,0.05,0.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,
13,"[651, 456, 68, 77]",0.48,0.0,0.11,0.02,0.38,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
14,"[743, 110, 54, 70]",0.4,0.0,0.1,0.05,0.16,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,
15,"[435, 121, 104, 140]",0.31,0.0,0.05,0.45,0.14,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,
16,"[639, 128, 116, 140]",0.15,0.0,0.02,0.73,0.03,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,
17,"[658, 435, 87, 104]",0.31,0.01,0.14,0.03,0.44,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,
18,"[604, 117, 113, 144]",0.14,0.0,0.16,0.21,0.22,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,
19,"[730, 458, 79, 89]",0.29,0.0,0.16,0.01,0.48,0.0,0.05,"[482, 113, 106, 145]",0.05,0.0,0.04,0.01,0.02,0.0,0.89,,,,,,,,,,,,,,,,
20,"[620, 103, 103, 137]",0.25,0.0,0.07,0.38,0.09,0.07,0.14,,,,,,,,,,,,,,,,,,,,,,,,
21,"[446, 579, 44, 46]",0.06,0.0,0.16,0.0,0.73,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
22,"[452, 115, 105, 132]",0.08,0.0,0.05,0.07,0.1,0.0,0.69,"[677, 447, 85, 93]",0.29,0.0,0.1,0.24,0.22,0.0,0.15,,,,,,,,,,,,,,,,
23,"[663, 87, 105, 146]",0.55,0.0,0.04,0.14,0.07,0.03,0.17,,,,,,,,,,,,,,,,,,,,,,,,
24,"[635, 439, 64, 77]",0.4,0.0,0.17,0.01,0.36,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,
25,"[789, 56, 28, 38]",0.14,0.0,0.13,0.12,0.44,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,
26,"[632, 281, 15, 20]",0.16,0.0,0.08,0.23,0.1,0.01,0.43,"[0, 502, 34, 43]",0.05,0.0,0.03,0.72,0.16,0.0,0.03,,,,,,,,,,,,,,,,
27,"[320, 465, 56, 64]",0.35,0.0,0.25,0.03,0.3,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,
28,"[615, 97, 106, 134]",0.24,0.0,0.17,0.13,0.08,0.2,0.17,"[704, 447, 34, 38]",0.08,0.0,0.14,0.3,0.39,0.0,0.09,,,,,,,,,,,,,,,,
29,"[528, 105, 110, 141]",0.36,0.0,0.1,0.32,0.06,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,
30,"[638, 104, 112, 142]",0.14,0.0,0.25,0.21,0.08,0.27,0.04,,,,,,,,,,,,,,,,,,,,,,,,
31,"[835, 109, 105, 132]",0.33,0.0,0.11,0.04,0.26,0.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,
32,"[223, 448, 58, 67]",0.48,0.0,0.18,0.12,0.16,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,
33,"[514, 118, 103, 127]",0.21,0.0,0.16,0.01,0.2,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,
34,"[747, 103, 53, 68]",0.14,0.0,0.02,0.14,0.02,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,
35,"[786, 101, 51, 66]",0.04,0.0,0.01,0.54,0.03,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,
36,"[762, 105, 56, 74]",0.08,0.0,0.02,0.08,0.07,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
37,"[563, 102, 101, 127]",0.05,0.0,0.31,0.04,0.3,0.19,0.13,,,,,,,,,,,,,,,,,,,,,,,,
38,"[496, 96, 110, 139]",0.07,0.0,0.02,0.13,0.05,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
39,"[473, 104, 107, 134]",0.23,0.0,0.16,0.11,0.28,0.08,0.14,,,,,,,,,,,,,,,,,,,,,,,,
40,"[580, 96, 107, 131]",0.2,0.0,0.17,0.01,0.18,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
41,"[601, 104, 98, 122]",0.15,0.0,0.11,0.02,0.47,0.09,0.17,,,,,,,,,,,,,,,,,,,,,,,,
42,"[525, 84, 109, 133]",0.33,0.0,0.22,0.11,0.13,0.01,0.19,"[822, 445, 46, 59]",0.29,0.0,0.22,0.08,0.28,0.0,0.12,,,,,,,,,,,,,,,,
43,"[756, 106, 30, 40]",0.05,0.0,0.01,0.81,0.01,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,
44,"[781, 96, 28, 41]",0.43,0.0,0.03,0.11,0.12,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,
45,"[427, 101, 102, 130]",0.25,0.0,0.13,0.04,0.09,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,
46,"[507, 90, 101, 137]",0.05,0.0,0.02,0.82,0.05,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,
47,"[605, 96, 104, 128]",0.21,0.01,0.16,0.18,0.3,0.06,0.09,,,,,,,,,,,,,,,,,,,,,,,,
48,"[557, 106, 43, 55]",0.23,0.0,0.06,0.19,0.03,0.02,0.47,"[301, 305, 26, 33]",0.59,0.01,0.03,0.06,0.21,0.08,0.02,,,,,,,,,,,,,,,,
49,"[557, 100, 43, 60]",0.11,0.0,0.02,0.36,0.05,0.01,0.46,"[149, 361, 27, 33]",0.61,0.0,0.04,0.06,0.21,0.04,0.03,"[298, 305, 27, 34]",0.52,0.02,0.03,0.06,0.28,0.07,0.02,,,,,,,,
50,"[534, 109, 41, 59]",0.21,0.0,0.1,0.4,0.05,0.04,0.19,"[299, 305, 27, 34]",0.5,0.02,0.03,0.07,0.25,0.09,0.03,,,,,,,,,,,,,,,,
51,"[631, 104, 43, 60]",0.12,0.01,0.01,0.79,0.01,0.02,0.06,"[142, 361, 27, 35]",0.4,0.01,0.07,0.05,0.35,0.06,0.06,"[299, 305, 27, 35]",0.54,0.02,0.03,0.06,0.25,0.09,0.02,,,,,,,,
52,"[746, 404, 38, 48]",0.02,0.0,0.01,0.87,0.06,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
53,"[627, 120, 103, 129]",0.05,0.0,0.12,0.13,0.07,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,
54,"[781, 105, 106, 131]",0.3,0.0,0.09,0.21,0.21,0.08,0.11,,,,,,,,,,,,,,,,,,,,,,,,
55,"[612, 421, 19, 25]",0.08,0.0,0.17,0.17,0.46,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,
56,"[645, 426, 16, 21]",0.25,0.0,0.16,0.2,0.36,0.01,0.02,"[1027, 192, 33, 39]",0.43,0.02,0.05,0.07,0.29,0.1,0.03,,,,,,,,,,,,,,,,
57,"[1007, 130, 20, 27]",0.24,0.0,0.15,0.24,0.1,0.04,0.23,"[176, 444, 24, 24]",0.1,0.0,0.04,0.37,0.33,0.06,0.09,,,,,,,,,,,,,,,,
58,"[677, 107, 105, 129]",0.24,0.0,0.04,0.37,0.17,0.03,0.15,"[793, 440, 46, 53]",0.07,0.0,0.46,0.01,0.44,0.0,0.02,,,,,,,,,,,,,,,,
59,"[824, 132, 100, 139]",0.2,0.0,0.04,0.4,0.28,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,
60,"[694, 105, 99, 128]",0.25,0.0,0.16,0.04,0.27,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,
61,"[765, 103, 108, 136]",0.16,0.0,0.02,0.38,0.06,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,
62,"[445, 109, 102, 131]",0.09,0.0,0.02,0.29,0.11,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
63,"[701, 106, 107, 136]",0.23,0.0,0.03,0.43,0.06,0.02,0.23,,,,,,,,,,,,,,,,,,,,,,,,
64,"[571, 87, 105, 133]",0.17,0.0,0.06,0.06,0.07,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,
65,"[571, 133, 95, 115]",0.29,0.0,0.06,0.17,0.13,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
66,"[528, 122, 88, 116]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
67,"[668, 56, 15, 21]",0.56,0.0,0.02,0.18,0.17,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,
68,"[472, 605, 54, 60]",0.01,0.0,0.02,0.04,0.08,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,
69,"[466, 119, 103, 125]",0.03,0.0,0.01,0.68,0.02,0.0,0.26,"[657, 441, 85, 95]",0.11,0.0,0.26,0.05,0.45,0.0,0.12,,,,,,,,,,,,,,,,
70,"[419, 71, 97, 122]",0.2,0.0,0.08,0.21,0.28,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,
71,"[501, 126, 98, 123]",0.02,0.0,0.01,0.91,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
72,"[642, 109, 120, 148]",0.6,0.0,0.07,0.1,0.13,0.06,0.04,,,,,,,,,,,,,,,,,,,,,,,,
73,"[499, 109, 106, 128]",0.21,0.01,0.11,0.34,0.03,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,
74,"[619, 74, 24, 33]",0.33,0.0,0.08,0.17,0.27,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,
75,"[599, 74, 23, 35]",0.09,0.0,0.04,0.21,0.33,0.0,0.32,"[74, 309, 26, 27]",0.06,0.0,0.22,0.46,0.2,0.05,0.03,,,,,,,,,,,,,,,,
