,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[261, 56, 94, 115]",0.3,0.0,0.01,0.03,0.02,0.01,0.64
1,"[261, 51, 96, 119]",0.37,0.0,0.02,0.03,0.02,0.01,0.55
2,"[259, 71, 94, 113]",0.88,0.0,0.0,0.06,0.01,0.01,0.03
3,"[254, 81, 99, 124]",0.39,0.0,0.01,0.21,0.1,0.0,0.29
4,"[262, 73, 91, 115]",0.13,0.0,0.0,0.45,0.03,0.0,0.39
5,"[267, 61, 95, 115]",0.35,0.0,0.0,0.34,0.02,0.0,0.29
6,"[295, 40, 98, 120]",0.19,0.0,0.05,0.35,0.01,0.05,0.36
7,"[308, 35, 96, 118]",0.18,0.0,0.15,0.01,0.05,0.11,0.49
8,"[248, 41, 95, 118]",0.52,0.0,0.05,0.01,0.02,0.02,0.38
9,"[241, 53, 94, 111]",0.36,0.0,0.05,0.0,0.02,0.03,0.54
10,"[276, 39, 91, 113]",0.28,0.0,0.24,0.06,0.11,0.02,0.3
11,"[265, 55, 94, 118]",0.63,0.0,0.05,0.14,0.0,0.07,0.11
12,"[256, 52, 95, 115]",0.35,0.0,0.06,0.4,0.02,0.02,0.15
13,"[248, 59, 86, 107]",0.19,0.0,0.08,0.07,0.08,0.03,0.54
14,"[254, 51, 94, 117]",0.76,0.0,0.1,0.05,0.03,0.02,0.05
15,"[251, 47, 87, 119]",0.52,0.0,0.25,0.05,0.05,0.08,0.05
16,"[255, 50, 91, 117]",0.42,0.0,0.12,0.3,0.01,0.12,0.02
17,"[252, 87, 100, 129]",0.53,0.0,0.02,0.29,0.07,0.0,0.09
18,"[251, 90, 103, 134]",0.91,0.0,0.04,0.02,0.02,0.0,0.01
19,"[260, 88, 95, 117]",0.13,0.0,0.0,0.34,0.06,0.0,0.46
20,"[255, 64, 92, 112]",0.23,0.0,0.03,0.43,0.01,0.2,0.1
21,"[251, 55, 93, 117]",0.24,0.0,0.21,0.06,0.04,0.3,0.15
22,"[262, 48, 92, 116]",0.36,0.0,0.29,0.01,0.03,0.03,0.28
23,"[272, 47, 93, 113]",0.18,0.0,0.2,0.03,0.03,0.03,0.54
24,"[271, 48, 92, 114]",0.15,0.0,0.13,0.04,0.03,0.03,0.63
25,"[272, 49, 96, 117]",0.12,0.0,0.23,0.03,0.04,0.04,0.54
26,"[271, 53, 92, 115]",0.28,0.0,0.19,0.03,0.06,0.17,0.27
27,"[262, 59, 94, 116]",0.59,0.0,0.02,0.34,0.01,0.02,0.03
28,"[250, 61, 83, 104]",0.16,0.0,0.09,0.1,0.05,0.01,0.6
29,"[251, 58, 89, 111]",0.31,0.0,0.07,0.14,0.1,0.05,0.33
30,"[254, 59, 94, 115]",0.23,0.0,0.08,0.43,0.02,0.08,0.17
31,"[248, 68, 92, 110]",0.12,0.0,0.06,0.66,0.01,0.07,0.08
32,"[255, 62, 95, 115]",0.35,0.0,0.09,0.35,0.02,0.06,0.14
33,"[256, 57, 94, 114]",0.34,0.0,0.1,0.15,0.06,0.11,0.24
34,"[262, 55, 90, 111]",0.25,0.0,0.06,0.04,0.09,0.0,0.56
35,"[267, 54, 91, 114]",0.2,0.0,0.21,0.05,0.06,0.03,0.46
36,"[271, 46, 96, 119]",0.51,0.0,0.18,0.01,0.04,0.03,0.23
37,"[274, 52, 90, 112]",0.55,0.0,0.09,0.07,0.04,0.02,0.23
38,"[268, 67, 90, 112]",0.23,0.0,0.0,0.53,0.04,0.0,0.19
39,"[261, 63, 94, 116]",0.24,0.0,0.0,0.58,0.0,0.0,0.17
40,"[268, 63, 91, 113]",0.63,0.0,0.02,0.21,0.01,0.0,0.12
41,"[272, 58, 93, 117]",0.2,0.0,0.03,0.59,0.01,0.02,0.16
42,"[278, 67, 90, 112]",0.42,0.0,0.01,0.11,0.04,0.0,0.42
43,"[272, 60, 91, 113]",0.8,0.0,0.04,0.02,0.01,0.03,0.11
44,"[272, 41, 94, 120]",0.19,0.0,0.27,0.04,0.02,0.34,0.15
45,"[270, 42, 92, 115]",0.12,0.0,0.55,0.04,0.07,0.03,0.2
46,"[271, 45, 93, 117]",0.41,0.0,0.24,0.04,0.15,0.01,0.15
47,"[266, 47, 96, 121]",0.57,0.0,0.16,0.12,0.03,0.02,0.09
48,"[262, 61, 94, 116]",0.36,0.0,0.04,0.53,0.0,0.04,0.03
49,"[256, 63, 91, 112]",0.44,0.0,0.09,0.2,0.02,0.03,0.21
50,"[254, 62, 92, 113]",0.32,0.0,0.08,0.3,0.02,0.07,0.2
51,"[249, 58, 90, 113]",0.61,0.0,0.13,0.04,0.03,0.02,0.17
