,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[593, 222, 144, 192]",0.28,0.0,0.08,0.19,0.37,0.0,0.08,,,,,,,,,,,,,,,,
1,"[648, 205, 150, 194]",0.09,0.0,0.19,0.03,0.5,0.01,0.18,,,,,,,,,,,,,,,,
2,"[621, 192, 139, 185]",0.11,0.0,0.08,0.11,0.43,0.02,0.25,,,,,,,,,,,,,,,,
3,"[596, 190, 172, 195]",0.67,0.01,0.02,0.0,0.08,0.0,0.2,,,,,,,,,,,,,,,,
4,"[575, 153, 168, 202]",0.24,0.0,0.01,0.0,0.22,0.0,0.52,,,,,,,,,,,,,,,,
5,"[602, 150, 162, 201]",0.09,0.0,0.03,0.0,0.22,0.0,0.66,,,,,,,,,,,,,,,,
6,"[599, 150, 166, 202]",0.24,0.0,0.02,0.0,0.14,0.0,0.6,"[1153, 304, 32, 36]",0.22,0.0,0.17,0.05,0.42,0.04,0.1,,,,,,,,
7,"[605, 150, 175, 210]",0.42,0.0,0.0,0.0,0.11,0.0,0.47,,,,,,,,,,,,,,,,
8,"[536, 140, 174, 227]",0.17,0.0,0.04,0.0,0.33,0.0,0.46,,,,,,,,,,,,,,,,
9,"[497, 105, 172, 213]",0.2,0.0,0.0,0.0,0.09,0.0,0.7,,,,,,,,,,,,,,,,
10,"[466, 79, 168, 204]",0.1,0.0,0.09,0.0,0.67,0.0,0.14,"[1153, 306, 32, 35]",0.3,0.0,0.14,0.11,0.21,0.13,0.12,,,,,,,,
11,"[538, 79, 172, 204]",0.49,0.0,0.03,0.0,0.33,0.0,0.15,"[1151, 306, 34, 35]",0.32,0.0,0.2,0.05,0.19,0.09,0.15,,,,,,,,
12,"[490, 96, 176, 209]",0.19,0.0,0.02,0.0,0.18,0.0,0.6,"[1149, 305, 37, 37]",0.3,0.0,0.15,0.08,0.25,0.11,0.1,,,,,,,,
13,"[560, 73, 175, 211]",0.07,0.0,0.0,0.0,0.17,0.0,0.76,"[1152, 305, 32, 34]",0.19,0.0,0.14,0.09,0.3,0.07,0.22,"[1177, 279, 44, 49]",0.15,0.0,0.26,0.04,0.4,0.05,0.1
14,"[685, 104, 170, 211]",0.86,0.0,0.03,0.0,0.07,0.0,0.05,,,,,,,,,,,,,,,,
15,"[597, 97, 169, 200]",0.16,0.01,0.02,0.0,0.4,0.0,0.41,"[1162, 270, 53, 59]",0.05,0.0,0.08,0.06,0.6,0.01,0.18,,,,,,,,
16,"[604, 82, 169, 206]",0.07,0.0,0.03,0.0,0.82,0.0,0.07,,,,,,,,,,,,,,,,
17,"[603, 84, 173, 215]",0.17,0.0,0.02,0.0,0.48,0.0,0.33,"[1154, 305, 27, 32]",0.29,0.0,0.2,0.11,0.26,0.05,0.1,,,,,,,,
18,"[524, 71, 166, 204]",0.1,0.0,0.02,0.0,0.52,0.0,0.36,"[1152, 306, 32, 32]",0.32,0.0,0.16,0.09,0.25,0.08,0.1,,,,,,,,
19,"[518, 65, 175, 212]",0.03,0.0,0.01,0.0,0.76,0.0,0.2,"[1153, 306, 29, 31]",0.25,0.0,0.12,0.12,0.34,0.04,0.12,,,,,,,,
20,"[514, 165, 165, 205]",0.08,0.0,0.01,0.0,0.44,0.0,0.47,,,,,,,,,,,,,,,,
21,"[489, 94, 167, 214]",0.14,0.0,0.05,0.05,0.56,0.0,0.2,,,,,,,,,,,,,,,,
22,"[480, 78, 163, 205]",0.13,0.0,0.2,0.0,0.35,0.01,0.32,,,,,,,,,,,,,,,,
23,"[529, 95, 168, 214]",0.07,0.0,0.1,0.0,0.63,0.0,0.19,,,,,,,,,,,,,,,,
24,"[507, 123, 168, 208]",0.05,0.0,0.01,0.0,0.14,0.0,0.79,,,,,,,,,,,,,,,,
25,"[535, 125, 172, 209]",0.24,0.0,0.03,0.01,0.3,0.0,0.41,,,,,,,,,,,,,,,,
26,"[490, 130, 169, 201]",0.05,0.0,0.02,0.0,0.21,0.0,0.72,,,,,,,,,,,,,,,,
27,"[502, 131, 182, 218]",0.02,0.0,0.0,0.0,0.04,0.0,0.93,,,,,,,,,,,,,,,,
28,"[485, 150, 172, 215]",0.12,0.0,0.02,0.0,0.11,0.0,0.75,,,,,,,,,,,,,,,,
29,"[429, 144, 177, 222]",0.28,0.0,0.0,0.04,0.04,0.0,0.64,"[1093, 284, 92, 106]",0.2,0.0,0.14,0.04,0.44,0.02,0.16,,,,,,,,
30,"[437, 97, 160, 199]",0.04,0.0,0.11,0.0,0.59,0.0,0.25,"[1121, 304, 52, 60]",0.21,0.01,0.23,0.04,0.45,0.02,0.05,,,,,,,,
31,"[374, 144, 180, 220]",0.12,0.0,0.01,0.01,0.27,0.0,0.6,,,,,,,,,,,,,,,,
32,"[462, 118, 163, 215]",0.29,0.02,0.05,0.0,0.29,0.0,0.34,,,,,,,,,,,,,,,,
33,"[437, 83, 159, 196]",0.12,0.01,0.03,0.0,0.36,0.0,0.47,"[1096, 288, 88, 109]",0.29,0.0,0.17,0.02,0.4,0.04,0.08,,,,,,,,
34,"[451, 81, 171, 198]",0.08,0.0,0.12,0.0,0.46,0.0,0.33,"[1097, 287, 89, 106]",0.36,0.0,0.2,0.01,0.34,0.03,0.06,,,,,,,,
35,"[443, 59, 170, 204]",0.25,0.0,0.1,0.0,0.33,0.0,0.32,"[1096, 293, 87, 102]",0.5,0.0,0.11,0.02,0.31,0.01,0.05,,,,,,,,
