,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[1041, 437, 54, 66]",0.04,0.0,0.03,0.35,0.11,0.01,0.46,"[751, 141, 176, 235]",0.2,0.01,0.11,0.0,0.36,0.0,0.3,,,,,,,,
1,"[1034, 444, 56, 68]",0.1,0.0,0.15,0.2,0.16,0.01,0.38,"[747, 144, 177, 225]",0.17,0.31,0.07,0.0,0.34,0.0,0.11,,,,,,,,
2,"[1037, 448, 51, 63]",0.28,0.0,0.11,0.03,0.27,0.0,0.31,"[704, 104, 182, 236]",0.43,0.0,0.02,0.01,0.13,0.0,0.4,,,,,,,,
3,"[692, 107, 179, 230]",0.12,0.0,0.01,0.01,0.07,0.0,0.78,"[1037, 442, 54, 66]",0.04,0.0,0.13,0.43,0.14,0.01,0.25,,,,,,,,
4,"[654, 112, 180, 230]",0.14,0.0,0.02,0.12,0.08,0.0,0.64,"[1041, 440, 52, 64]",0.06,0.0,0.08,0.18,0.12,0.01,0.57,,,,,,,,
5,"[1047, 439, 52, 62]",0.05,0.0,0.3,0.12,0.21,0.02,0.3,"[543, 103, 179, 244]",0.18,0.0,0.01,0.13,0.05,0.0,0.63,,,,,,,,
6,"[1046, 439, 52, 61]",0.07,0.0,0.18,0.12,0.16,0.01,0.46,"[467, 116, 167, 229]",0.05,0.0,0.02,0.04,0.05,0.0,0.85,,,,,,,,
7,"[1049, 439, 51, 61]",0.03,0.0,0.25,0.09,0.29,0.01,0.32,"[410, 138, 175, 225]",0.04,0.0,0.01,0.15,0.02,0.0,0.78,,,,,,,,
8,"[1047, 439, 52, 62]",0.04,0.0,0.19,0.15,0.26,0.01,0.35,,,,,,,,,,,,,,,,
9,"[1047, 439, 52, 63]",0.05,0.0,0.17,0.17,0.22,0.03,0.36,"[509, 106, 181, 244]",0.04,0.0,0.01,0.08,0.03,0.0,0.84,,,,,,,,
10,"[1047, 440, 51, 61]",0.07,0.0,0.17,0.05,0.21,0.02,0.48,"[543, 105, 179, 236]",0.05,0.0,0.02,0.04,0.09,0.0,0.8,,,,,,,,
11,"[1045, 441, 50, 61]",0.05,0.0,0.28,0.09,0.1,0.01,0.48,,,,,,,,,,,,,,,,
12,"[544, 118, 184, 241]",0.08,0.0,0.02,0.28,0.04,0.0,0.57,"[1044, 441, 51, 63]",0.06,0.0,0.14,0.05,0.14,0.01,0.61,,,,,,,,
