,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5
89,"[1174, 331, 40, 47]",0.32,0.0,0.12,0.03,0.5,0.01,0.02,"[930, 173, 90, 106]",0.32,0.0,0.07,0.0,0.13,0.01,0.47,"[443, 171, 94, 126]",0.83,0.0,0.07,0.0,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,
90,"[929, 174, 89, 103]",0.39,0.0,0.12,0.0,0.09,0.01,0.38,"[1189, 332, 41, 48]",0.22,0.0,0.16,0.01,0.59,0.01,0.02,"[453, 179, 89, 111]",0.4,0.0,0.28,0.15,0.05,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,
91,"[416, 172, 94, 116]",0.4,0.0,0.11,0.05,0.21,0.02,0.22,"[934, 161, 97, 116]",0.1,0.0,0.02,0.0,0.07,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[413, 184, 94, 120]",0.87,0.0,0.08,0.0,0.02,0.03,0.0,"[935, 160, 99, 117]",0.04,0.0,0.02,0.01,0.05,0.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[940, 173, 93, 104]",0.27,0.0,0.05,0.0,0.08,0.0,0.6,"[461, 163, 90, 118]",0.39,0.0,0.06,0.01,0.36,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[942, 172, 94, 105]",0.27,0.0,0.03,0.0,0.06,0.0,0.63,"[459, 171, 90, 119]",0.33,0.0,0.14,0.02,0.43,0.01,0.07,"[745, 283, 26, 33]",0.24,0.01,0.11,0.28,0.22,0.01,0.14,"[1196, 330, 37, 49]",0.32,0.0,0.05,0.08,0.5,0.0,0.05,,,,,,,,,,,,,,,,
95,"[469, 173, 85, 111]",0.57,0.0,0.16,0.0,0.12,0.02,0.13,"[934, 174, 87, 103]",0.25,0.0,0.06,0.0,0.14,0.0,0.54,"[1197, 324, 44, 57]",0.02,0.0,0.04,0.02,0.88,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
96,"[919, 175, 87, 99]",0.49,0.0,0.1,0.0,0.09,0.01,0.31,"[435, 170, 91, 112]",0.22,0.0,0.26,0.07,0.4,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[893, 173, 97, 108]",0.26,0.0,0.03,0.0,0.07,0.0,0.63,"[441, 177, 91, 116]",0.46,0.0,0.21,0.01,0.27,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[883, 174, 91, 106]",0.1,0.0,0.01,0.0,0.02,0.0,0.86,"[446, 169, 90, 114]",0.61,0.0,0.15,0.0,0.11,0.04,0.08,"[3, 228, 53, 57]",0.29,0.0,0.13,0.05,0.41,0.04,0.08,,,,,,,,,,,,,,,,,,,,,,,,
99,"[458, 171, 89, 113]",0.54,0.0,0.23,0.01,0.05,0.07,0.09,"[948, 159, 102, 121]",0.05,0.0,0.02,0.0,0.06,0.0,0.86,"[763, 267, 44, 49]",0.13,0.0,0.04,0.03,0.42,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,
100,"[979, 178, 88, 102]",0.61,0.0,0.03,0.0,0.05,0.0,0.32,"[438, 165, 91, 120]",0.58,0.0,0.2,0.0,0.13,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[446, 167, 88, 113]",0.67,0.0,0.07,0.0,0.19,0.02,0.04,"[942, 181, 84, 98]",0.25,0.0,0.11,0.0,0.05,0.0,0.58,"[1215, 341, 38, 44]",0.42,0.0,0.06,0.11,0.38,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
102,"[945, 177, 86, 99]",0.34,0.0,0.08,0.0,0.06,0.01,0.5,"[450, 167, 87, 115]",0.57,0.0,0.22,0.0,0.06,0.14,0.01,"[1217, 340, 38, 45]",0.28,0.0,0.14,0.2,0.34,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
103,"[936, 174, 90, 102]",0.42,0.0,0.05,0.01,0.04,0.02,0.47,"[448, 173, 86, 114]",0.57,0.0,0.28,0.0,0.06,0.01,0.09,"[1225, 341, 36, 43]",0.32,0.0,0.18,0.08,0.39,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
104,"[434, 159, 89, 114]",0.72,0.0,0.07,0.0,0.17,0.0,0.03,"[936, 166, 94, 108]",0.05,0.0,0.0,0.0,0.01,0.0,0.93,"[1218, 337, 38, 45]",0.14,0.0,0.16,0.09,0.56,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,
105,"[453, 163, 88, 109]",0.26,0.0,0.19,0.0,0.38,0.07,0.1,"[937, 170, 92, 102]",0.14,0.0,0.02,0.0,0.01,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[942, 175, 87, 101]",0.23,0.0,0.04,0.01,0.06,0.01,0.66,"[735, 308, 43, 51]",0.45,0.0,0.03,0.21,0.21,0.0,0.09,"[462, 172, 86, 121]",0.53,0.0,0.12,0.01,0.06,0.03,0.26,"[143, 288, 31, 38]",0.27,0.0,0.21,0.15,0.3,0.0,0.08,"[1203, 330, 36, 46]",0.13,0.0,0.02,0.22,0.54,0.01,0.08,,,,,,,,
107,"[927, 175, 89, 102]",0.45,0.0,0.04,0.0,0.02,0.01,0.47,"[453, 176, 88, 112]",0.49,0.0,0.02,0.02,0.12,0.0,0.34,"[142, 287, 33, 38]",0.31,0.0,0.27,0.1,0.29,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
108,"[919, 177, 89, 99]",0.37,0.0,0.05,0.0,0.04,0.01,0.53,"[437, 179, 87, 111]",0.65,0.0,0.22,0.0,0.1,0.02,0.0,"[1216, 338, 39, 46]",0.38,0.0,0.08,0.11,0.39,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
109,"[922, 178, 87, 100]",0.22,0.0,0.05,0.0,0.04,0.01,0.68,"[439, 187, 88, 115]",0.56,0.01,0.13,0.0,0.24,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[460, 170, 86, 111]",0.59,0.0,0.07,0.01,0.14,0.01,0.18,"[916, 176, 86, 101]",0.48,0.0,0.03,0.0,0.03,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[440, 168, 93, 120]",0.57,0.0,0.16,0.08,0.1,0.06,0.03,"[918, 178, 84, 99]",0.43,0.0,0.05,0.0,0.04,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[926, 174, 93, 104]",0.24,0.0,0.06,0.0,0.05,0.0,0.64,"[440, 165, 90, 114]",0.73,0.0,0.14,0.0,0.08,0.01,0.04,"[1226, 224, 42, 50]",0.32,0.03,0.25,0.05,0.29,0.01,0.05,"[350, 317, 137, 175]",0.03,0.0,0.01,0.0,0.05,0.02,0.88,,,,,,,,,,,,,,,,
113,"[928, 175, 89, 101]",0.34,0.0,0.11,0.0,0.04,0.01,0.49,"[441, 170, 90, 114]",0.29,0.01,0.08,0.0,0.48,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[450, 171, 88, 115]",0.82,0.0,0.06,0.01,0.03,0.03,0.04,"[929, 176, 86, 100]",0.18,0.0,0.06,0.0,0.03,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[929, 176, 86, 101]",0.06,0.0,0.02,0.0,0.02,0.0,0.9,"[457, 174, 87, 110]",0.65,0.0,0.14,0.0,0.06,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[446, 165, 92, 119]",0.6,0.0,0.16,0.0,0.09,0.06,0.09,"[935, 173, 93, 108]",0.09,0.0,0.03,0.0,0.03,0.01,0.83,"[765, 269, 39, 46]",0.08,0.0,0.05,0.04,0.49,0.0,0.34,"[9, 219, 57, 57]",0.18,0.0,0.06,0.12,0.5,0.0,0.13,,,,,,,,,,,,,,,,
117,"[938, 176, 88, 102]",0.45,0.0,0.03,0.0,0.1,0.01,0.42,"[447, 172, 91, 116]",0.34,0.0,0.12,0.02,0.17,0.25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[937, 174, 91, 105]",0.23,0.0,0.02,0.0,0.04,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[950, 177, 87, 99]",0.31,0.0,0.03,0.0,0.1,0.0,0.56,"[438, 168, 94, 122]",0.42,0.0,0.2,0.01,0.08,0.03,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[444, 161, 90, 113]",0.38,0.0,0.2,0.0,0.33,0.04,0.05,"[934, 165, 101, 118]",0.03,0.0,0.04,0.01,0.05,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[943, 181, 84, 98]",0.22,0.0,0.07,0.0,0.07,0.0,0.64,"[449, 167, 89, 116]",0.68,0.0,0.08,0.0,0.2,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[939, 175, 90, 104]",0.13,0.0,0.02,0.0,0.02,0.0,0.82,"[435, 162, 91, 114]",0.54,0.0,0.19,0.0,0.2,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[436, 163, 95, 113]",0.63,0.0,0.11,0.03,0.13,0.02,0.08,"[930, 175, 90, 105]",0.09,0.0,0.02,0.0,0.02,0.01,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[940, 177, 88, 101]",0.19,0.0,0.05,0.01,0.02,0.0,0.73,"[456, 188, 89, 114]",0.5,0.0,0.13,0.02,0.22,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[457, 178, 92, 117]",0.35,0.0,0.31,0.13,0.08,0.1,0.03,"[925, 158, 101, 121]",0.11,0.0,0.15,0.01,0.09,0.02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[939, 173, 92, 106]",0.1,0.0,0.03,0.0,0.03,0.01,0.84,"[462, 175, 90, 114]",0.32,0.0,0.34,0.01,0.24,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[427, 172, 91, 112]",0.35,0.0,0.43,0.0,0.19,0.0,0.03,"[938, 178, 84, 99]",0.13,0.0,0.06,0.0,0.04,0.0,0.77,"[1168, 334, 35, 44]",0.28,0.0,0.09,0.09,0.46,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,
128,"[936, 174, 93, 101]",0.31,0.0,0.06,0.01,0.06,0.02,0.54,"[456, 181, 86, 107]",0.57,0.0,0.12,0.0,0.15,0.12,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[941, 177, 86, 101]",0.24,0.0,0.03,0.0,0.08,0.01,0.64,"[448, 173, 89, 118]",0.96,0.0,0.02,0.0,0.01,0.0,0.01,"[314, 272, 27, 34]",0.14,0.0,0.11,0.35,0.34,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,
130,"[940, 174, 95, 104]",0.12,0.0,0.03,0.0,0.04,0.0,0.81,"[442, 173, 89, 119]",0.92,0.0,0.05,0.0,0.01,0.01,0.0,"[385, 493, 70, 82]",0.19,0.0,0.16,0.27,0.35,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
131,"[945, 176, 88, 104]",0.28,0.0,0.28,0.0,0.11,0.05,0.29,"[457, 175, 88, 114]",0.53,0.0,0.21,0.0,0.21,0.04,0.01,"[1170, 283, 68, 76]",0.5,0.0,0.16,0.01,0.32,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
132,"[946, 170, 92, 109]",0.06,0.0,0.01,0.0,0.02,0.0,0.9,"[436, 177, 90, 116]",0.86,0.0,0.04,0.0,0.09,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[945, 181, 83, 97]",0.63,0.0,0.06,0.0,0.06,0.0,0.25,"[457, 179, 89, 114]",0.59,0.0,0.17,0.0,0.23,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[933, 181, 81, 96]",0.24,0.0,0.12,0.0,0.06,0.0,0.58,"[460, 179, 89, 116]",0.48,0.0,0.23,0.0,0.2,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[456, 176, 88, 115]",0.68,0.0,0.13,0.0,0.1,0.03,0.06,"[931, 173, 89, 106]",0.34,0.0,0.04,0.0,0.07,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[930, 179, 85, 99]",0.63,0.0,0.08,0.0,0.05,0.01,0.24,"[459, 178, 88, 116]",0.79,0.0,0.05,0.0,0.11,0.01,0.04,"[1192, 337, 39, 48]",0.3,0.0,0.08,0.1,0.49,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
137,"[450, 171, 92, 120]",0.76,0.0,0.08,0.02,0.09,0.01,0.04,"[923, 154, 108, 131]",0.11,0.0,0.09,0.01,0.19,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[932, 177, 83, 97]",0.69,0.0,0.03,0.0,0.03,0.0,0.24,"[444, 172, 89, 115]",0.58,0.0,0.08,0.0,0.3,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[935, 175, 90, 101]",0.34,0.0,0.06,0.0,0.09,0.01,0.49,"[447, 181, 87, 113]",0.11,0.0,0.17,0.0,0.72,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[464, 182, 89, 111]",0.63,0.0,0.13,0.01,0.19,0.01,0.03,"[933, 174, 84, 100]",0.57,0.0,0.06,0.0,0.07,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[445, 166, 86, 111]",0.19,0.0,0.61,0.02,0.07,0.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[935, 175, 90, 101]",0.69,0.0,0.09,0.0,0.07,0.01,0.14,"[451, 184, 89, 112]",0.16,0.0,0.22,0.0,0.6,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[447, 167, 87, 109]",0.16,0.0,0.2,0.0,0.29,0.0,0.34,"[112, 332, 33, 37]",0.15,0.0,0.17,0.05,0.57,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[933, 175, 89, 102]",0.41,0.0,0.07,0.0,0.06,0.01,0.45,"[443, 161, 90, 117]",0.79,0.0,0.13,0.04,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[941, 175, 91, 104]",0.14,0.0,0.01,0.0,0.05,0.0,0.79,"[453, 171, 85, 107]",0.49,0.0,0.18,0.0,0.15,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[941, 176, 88, 102]",0.51,0.0,0.03,0.0,0.06,0.0,0.39,"[462, 170, 87, 117]",0.69,0.0,0.14,0.03,0.04,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[941, 175, 91, 102]",0.26,0.0,0.04,0.0,0.07,0.0,0.62,"[445, 170, 93, 120]",0.8,0.0,0.05,0.0,0.04,0.08,0.01,"[1212, 334, 34, 43]",0.43,0.0,0.05,0.3,0.13,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,
148,"[430, 178, 95, 119]",0.48,0.0,0.15,0.01,0.29,0.0,0.07,"[937, 174, 88, 103]",0.34,0.0,0.04,0.0,0.06,0.0,0.55,"[1223, 335, 34, 44]",0.56,0.0,0.01,0.09,0.29,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
149,"[944, 176, 87, 99]",0.49,0.0,0.06,0.0,0.05,0.01,0.39,"[438, 176, 90, 117]",0.9,0.0,0.04,0.0,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[942, 176, 89, 101]",0.29,0.0,0.06,0.0,0.02,0.0,0.61,"[455, 184, 89, 114]",0.71,0.0,0.1,0.0,0.1,0.06,0.04,"[90, 283, 37, 45]",0.22,0.0,0.25,0.07,0.42,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
151,"[941, 174, 89, 103]",0.13,0.0,0.02,0.0,0.02,0.0,0.82,"[454, 190, 86, 107]",0.19,0.0,0.25,0.0,0.35,0.19,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[942, 178, 85, 97]",0.56,0.0,0.08,0.0,0.04,0.01,0.3,"[460, 172, 87, 116]",0.48,0.0,0.22,0.0,0.09,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[460, 176, 87, 116]",0.67,0.0,0.16,0.01,0.08,0.03,0.04,"[923, 170, 92, 107]",0.1,0.0,0.14,0.0,0.05,0.02,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[439, 172, 93, 119]",0.87,0.0,0.06,0.0,0.04,0.01,0.01,"[919, 178, 81, 99]",0.57,0.0,0.13,0.0,0.09,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[436, 176, 95, 116]",0.55,0.0,0.12,0.0,0.26,0.01,0.06,"[762, 269, 37, 44]",0.13,0.0,0.02,0.07,0.38,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[929, 175, 87, 103]",0.26,0.0,0.04,0.0,0.03,0.0,0.66,"[445, 173, 88, 113]",0.71,0.01,0.04,0.07,0.07,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[924, 174, 87, 103]",0.14,0.0,0.02,0.0,0.02,0.0,0.81,"[437, 170, 89, 112]",0.57,0.0,0.15,0.02,0.22,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[451, 171, 88, 115]",0.86,0.0,0.05,0.0,0.05,0.01,0.03,"[928, 174, 87, 103]",0.25,0.0,0.07,0.0,0.05,0.01,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[928, 177, 88, 100]",0.42,0.0,0.06,0.0,0.04,0.01,0.47,"[452, 172, 91, 116]",0.55,0.0,0.23,0.0,0.09,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[942, 178, 85, 98]",0.33,0.0,0.1,0.0,0.05,0.01,0.51,"[470, 171, 90, 118]",0.56,0.0,0.11,0.01,0.21,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[929, 176, 89, 102]",0.36,0.0,0.07,0.0,0.04,0.01,0.52,"[454, 168, 90, 116]",0.28,0.0,0.1,0.02,0.32,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[929, 176, 88, 101]",0.53,0.0,0.06,0.0,0.06,0.01,0.34,"[446, 166, 90, 115]",0.63,0.0,0.08,0.03,0.16,0.0,0.1,"[331, 480, 43, 48]",0.09,0.0,0.04,0.31,0.3,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,
163,"[943, 175, 85, 101]",0.29,0.0,0.08,0.0,0.06,0.0,0.57,"[445, 177, 91, 119]",0.57,0.0,0.13,0.06,0.22,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[449, 170, 88, 116]",0.78,0.0,0.12,0.0,0.04,0.01,0.04,"[934, 178, 85, 101]",0.31,0.0,0.05,0.0,0.04,0.01,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[940, 175, 89, 103]",0.24,0.0,0.07,0.0,0.07,0.0,0.61,"[452, 166, 94, 124]",0.78,0.0,0.12,0.01,0.06,0.0,0.03,"[152, 241, 58, 62]",0.18,0.01,0.11,0.59,0.08,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
166,"[931, 176, 88, 101]",0.68,0.0,0.05,0.0,0.04,0.0,0.22,"[439, 165, 91, 117]",0.35,0.0,0.4,0.0,0.19,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[931, 176, 88, 100]",0.54,0.0,0.06,0.0,0.02,0.01,0.37,"[441, 169, 89, 115]",0.44,0.0,0.12,0.0,0.35,0.02,0.05,"[1067, 245, 32, 35]",0.13,0.0,0.32,0.02,0.43,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,
168,"[935, 178, 83, 99]",0.49,0.0,0.08,0.0,0.04,0.01,0.38,"[449, 180, 93, 120]",0.55,0.0,0.1,0.09,0.19,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[941, 174, 87, 102]",0.26,0.0,0.12,0.0,0.07,0.01,0.54,"[467, 178, 88, 114]",0.36,0.0,0.26,0.04,0.16,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[435, 170, 90, 111]",0.48,0.0,0.14,0.02,0.31,0.02,0.03,"[929, 152, 105, 128]",0.05,0.0,0.07,0.0,0.09,0.01,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[444, 169, 89, 114]",0.78,0.0,0.05,0.0,0.13,0.02,0.03,"[940, 174, 90, 102]",0.25,0.0,0.1,0.0,0.07,0.0,0.57,"[713, 330, 88, 122]",0.22,0.0,0.16,0.08,0.42,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,
172,"[943, 174, 87, 102]",0.32,0.0,0.06,0.0,0.05,0.0,0.56,"[433, 175, 89, 111]",0.63,0.02,0.09,0.0,0.22,0.0,0.03,"[231, 310, 48, 69]",0.08,0.0,0.11,0.13,0.59,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,
173,"[938, 173, 90, 106]",0.2,0.0,0.01,0.0,0.02,0.0,0.77,"[453, 169, 86, 117]",0.85,0.0,0.07,0.01,0.02,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[943, 170, 98, 110]",0.09,0.0,0.06,0.0,0.04,0.0,0.81,"[410, 166, 95, 118]",0.31,0.0,0.1,0.0,0.42,0.0,0.16,"[399, 449, 99, 116]",0.2,0.0,0.13,0.33,0.3,0.02,0.02,"[1067, 243, 32, 34]",0.25,0.0,0.34,0.03,0.29,0.01,0.08,,,,,,,,,,,,,,,,
175,"[948, 174, 96, 106]",0.33,0.0,0.02,0.0,0.05,0.0,0.6,"[446, 178, 91, 116]",0.29,0.0,0.24,0.0,0.42,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[432, 166, 94, 118]",0.87,0.0,0.05,0.0,0.07,0.0,0.0,"[941, 174, 91, 106]",0.23,0.0,0.02,0.0,0.03,0.0,0.71,"[1149, 238, 37, 41]",0.26,0.0,0.13,0.23,0.28,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,
177,"[447, 169, 90, 118]",0.48,0.0,0.11,0.05,0.23,0.01,0.12,"[927, 176, 91, 105]",0.22,0.0,0.02,0.0,0.04,0.0,0.72,"[1238, 230, 38, 45]",0.12,0.01,0.13,0.15,0.53,0.01,0.06,"[1183, 269, 27, 35]",0.28,0.02,0.14,0.06,0.35,0.0,0.15,,,,,,,,,,,,,,,,
178,"[926, 178, 89, 101]",0.27,0.0,0.04,0.0,0.04,0.0,0.65,"[460, 157, 117, 145]",0.49,0.0,0.15,0.01,0.2,0.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[919, 180, 82, 97]",0.6,0.0,0.1,0.0,0.05,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[436, 180, 92, 118]",0.66,0.0,0.17,0.0,0.06,0.11,0.01,"[921, 176, 88, 104]",0.22,0.0,0.05,0.0,0.08,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[450, 166, 89, 116]",0.52,0.0,0.22,0.01,0.17,0.05,0.02,"[936, 160, 99, 120]",0.03,0.0,0.01,0.0,0.04,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[452, 166, 90, 117]",0.96,0.0,0.01,0.0,0.02,0.0,0.01,"[933, 159, 101, 118]",0.02,0.0,0.01,0.0,0.03,0.0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[949, 174, 88, 102]",0.12,0.0,0.02,0.0,0.04,0.0,0.82,"[448, 181, 91, 118]",0.9,0.0,0.05,0.0,0.03,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[444, 184, 86, 111]",0.22,0.0,0.28,0.0,0.44,0.03,0.03,"[938, 158, 101, 121]",0.04,0.0,0.06,0.01,0.11,0.01,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[944, 176, 93, 103]",0.28,0.0,0.03,0.0,0.11,0.0,0.58,"[436, 174, 92, 116]",0.5,0.0,0.16,0.0,0.28,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[960, 177, 86, 100]",0.35,0.0,0.08,0.0,0.15,0.0,0.42,"[433, 176, 92, 117]",0.5,0.0,0.13,0.0,0.26,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[944, 176, 93, 103]",0.47,0.0,0.03,0.0,0.06,0.0,0.44,"[435, 203, 87, 103]",0.03,0.03,0.11,0.0,0.83,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[951, 176, 91, 102]",0.27,0.0,0.04,0.0,0.08,0.0,0.61,"[433, 197, 87, 103]",0.18,0.05,0.2,0.0,0.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[940, 170, 97, 110]",0.07,0.0,0.01,0.0,0.02,0.0,0.9,"[440, 188, 90, 112]",0.5,0.01,0.16,0.0,0.3,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[941, 177, 85, 101]",0.42,0.0,0.04,0.0,0.07,0.0,0.47,"[457, 173, 91, 123]",0.8,0.0,0.09,0.04,0.04,0.02,0.02,"[138, 675, 35, 40]",0.07,0.0,0.35,0.02,0.52,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
191,"[941, 179, 83, 98]",0.55,0.0,0.1,0.0,0.04,0.01,0.29,"[468, 176, 89, 120]",0.68,0.0,0.1,0.03,0.09,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"[445, 171, 93, 119]",0.62,0.0,0.19,0.0,0.09,0.07,0.02,"[930, 175, 86, 101]",0.32,0.0,0.05,0.0,0.05,0.01,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"[942, 177, 87, 104]",0.28,0.0,0.03,0.0,0.05,0.0,0.63,"[437, 168, 91, 115]",0.49,0.0,0.16,0.0,0.29,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"[949, 177, 91, 104]",0.3,0.0,0.05,0.0,0.09,0.0,0.56,"[436, 167, 92, 116]",0.75,0.0,0.05,0.0,0.1,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
