,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[193, 87, 211, 270]",0.36,0.0,0.07,0.02,0.08,0.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,
1,"[156, 124, 233, 297]",0.3,0.04,0.4,0.0,0.24,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
2,"[225, 69, 203, 259]",0.37,0.0,0.2,0.07,0.2,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,
3,"[187, 117, 225, 287]",0.67,0.0,0.13,0.0,0.11,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,
4,"[276, 127, 223, 287]",0.8,0.0,0.06,0.0,0.1,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
5,"[268, 102, 130, 175]",0.66,0.01,0.02,0.01,0.06,0.0,0.25,"[512, 129, 17, 22]",0.2,0.01,0.11,0.02,0.29,0.01,0.36,,,,,,,,,,,,,,,,
6,"[167, 82, 150, 194]",0.3,0.0,0.06,0.0,0.2,0.0,0.44,"[511, 129, 17, 23]",0.14,0.0,0.18,0.03,0.49,0.02,0.14,,,,,,,,,,,,,,,,
7,"[250, 73, 142, 186]",0.32,0.0,0.05,0.0,0.22,0.0,0.4,"[512, 131, 16, 20]",0.23,0.0,0.19,0.03,0.36,0.0,0.2,,,,,,,,,,,,,,,,
8,"[141, 100, 148, 189]",0.46,0.0,0.22,0.04,0.1,0.01,0.18,"[493, 133, 17, 22]",0.06,0.0,0.14,0.02,0.56,0.01,0.19,,,,,,,,,,,,,,,,
9,"[125, 83, 139, 177]",0.44,0.0,0.25,0.0,0.08,0.01,0.22,"[485, 134, 17, 21]",0.25,0.01,0.08,0.03,0.43,0.01,0.19,,,,,,,,,,,,,,,,
10,"[478, 134, 17, 23]",0.22,0.01,0.1,0.03,0.37,0.02,0.25,"[174, 77, 151, 200]",0.11,0.0,0.07,0.01,0.06,0.0,0.74,,,,,,,,,,,,,,,,
11,"[146, 94, 147, 195]",0.66,0.0,0.14,0.0,0.19,0.0,0.01,"[468, 136, 17, 21]",0.41,0.0,0.07,0.03,0.23,0.01,0.25,,,,,,,,,,,,,,,,
12,"[107, 89, 139, 180]",0.56,0.0,0.05,0.01,0.16,0.0,0.23,"[464, 134, 17, 21]",0.27,0.0,0.1,0.02,0.39,0.01,0.21,,,,,,,,,,,,,,,,
13,"[158, 105, 143, 190]",0.94,0.0,0.02,0.0,0.02,0.0,0.01,"[465, 133, 16, 23]",0.12,0.01,0.14,0.01,0.49,0.03,0.19,,,,,,,,,,,,,,,,
14,"[152, 103, 125, 160]",0.64,0.0,0.12,0.04,0.1,0.0,0.1,"[464, 134, 17, 21]",0.26,0.01,0.11,0.02,0.38,0.02,0.21,,,,,,,,,,,,,,,,
15,"[128, 105, 165, 215]",0.55,0.0,0.24,0.0,0.17,0.0,0.03,"[464, 134, 17, 21]",0.33,0.0,0.1,0.02,0.33,0.01,0.2,,,,,,,,,,,,,,,,
16,"[167, 116, 126, 155]",0.28,0.0,0.36,0.0,0.33,0.0,0.03,"[465, 133, 17, 23]",0.06,0.0,0.26,0.0,0.58,0.01,0.08,,,,,,,,,,,,,,,,
17,"[129, 85, 144, 190]",0.78,0.02,0.07,0.04,0.04,0.0,0.04,"[464, 133, 18, 22]",0.27,0.01,0.19,0.01,0.39,0.01,0.11,"[463, 237, 25, 33]",0.23,0.0,0.05,0.03,0.33,0.02,0.33,,,,,,,,
18,"[215, 116, 142, 189]",0.25,0.0,0.16,0.0,0.51,0.0,0.08,"[464, 134, 17, 21]",0.22,0.01,0.12,0.01,0.42,0.01,0.2,,,,,,,,,,,,,,,,
19,"[190, 102, 143, 184]",0.03,0.0,0.2,0.01,0.39,0.0,0.36,"[464, 133, 17, 22]",0.23,0.01,0.18,0.01,0.46,0.02,0.1,,,,,,,,,,,,,,,,
20,"[143, 94, 136, 176]",0.22,0.0,0.27,0.0,0.46,0.0,0.04,"[464, 133, 17, 22]",0.26,0.01,0.21,0.01,0.35,0.01,0.15,,,,,,,,,,,,,,,,
21,"[134, 95, 154, 197]",0.06,0.0,0.26,0.0,0.56,0.01,0.11,"[465, 133, 16, 22]",0.3,0.01,0.14,0.01,0.41,0.01,0.13,,,,,,,,,,,,,,,,
22,"[146, 93, 149, 197]",0.2,0.0,0.37,0.01,0.32,0.0,0.1,"[464, 134, 17, 21]",0.25,0.0,0.12,0.01,0.41,0.01,0.2,,,,,,,,,,,,,,,,
23,"[464, 134, 17, 22]",0.37,0.01,0.11,0.03,0.36,0.01,0.13,"[207, 83, 137, 186]",0.15,0.0,0.23,0.01,0.5,0.0,0.12,,,,,,,,,,,,,,,,
24,"[139, 94, 149, 188]",0.03,0.0,0.27,0.0,0.21,0.01,0.48,"[465, 133, 17, 22]",0.19,0.02,0.14,0.01,0.38,0.02,0.25,,,,,,,,,,,,,,,,
25,"[187, 79, 138, 181]",0.04,0.0,0.31,0.01,0.6,0.03,0.02,"[464, 134, 17, 21]",0.25,0.0,0.13,0.01,0.44,0.01,0.15,,,,,,,,,,,,,,,,
26,"[99, 79, 144, 186]",0.12,0.0,0.43,0.02,0.31,0.0,0.12,"[465, 133, 16, 22]",0.25,0.03,0.16,0.01,0.41,0.01,0.14,,,,,,,,,,,,,,,,
27,"[236, 78, 171, 212]",0.2,0.0,0.35,0.0,0.24,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,
28,"[176, 120, 182, 218]",0.33,0.0,0.12,0.02,0.1,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,
29,"[288, 91, 167, 215]",0.35,0.0,0.29,0.0,0.34,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
30,"[213, 79, 163, 209]",0.01,0.0,0.24,0.02,0.39,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,
31,"[192, 69, 178, 218]",0.15,0.0,0.13,0.13,0.5,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,
32,"[239, 65, 163, 207]",0.23,0.0,0.48,0.05,0.21,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
