,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4
26,"[948, 172, 108, 132]",0.42,0.0,0.02,0.0,0.38,0.0,0.18,"[420, 198, 100, 131]",0.13,0.0,0.4,0.0,0.39,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,
27,"[406, 192, 96, 120]",0.24,0.0,0.21,0.01,0.31,0.02,0.21,"[952, 174, 104, 131]",0.3,0.0,0.05,0.0,0.42,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,
28,"[951, 173, 104, 131]",0.5,0.0,0.04,0.0,0.35,0.0,0.11,"[429, 189, 98, 124]",0.13,0.0,0.26,0.0,0.5,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,
29,"[950, 173, 106, 133]",0.3,0.0,0.09,0.0,0.44,0.0,0.17,"[394, 203, 104, 125]",0.31,0.0,0.24,0.01,0.28,0.04,0.12,,,,,,,,,,,,,,,,,,,,,,,,
30,"[952, 177, 104, 129]",0.75,0.0,0.02,0.0,0.14,0.0,0.08,"[427, 184, 94, 122]",0.72,0.0,0.03,0.01,0.09,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,
31,"[948, 174, 107, 134]",0.47,0.0,0.05,0.0,0.26,0.0,0.21,"[418, 199, 100, 125]",0.06,0.0,0.46,0.0,0.35,0.08,0.05,,,,,,,,,,,,,,,,,,,,,,,,
32,"[951, 175, 103, 132]",0.54,0.0,0.04,0.0,0.32,0.0,0.09,"[440, 191, 101, 124]",0.16,0.01,0.33,0.0,0.29,0.02,0.18,,,,,,,,,,,,,,,,,,,,,,,,
33,"[944, 174, 107, 134]",0.55,0.0,0.04,0.0,0.33,0.0,0.07,"[416, 207, 103, 130]",0.14,0.0,0.18,0.0,0.5,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,
34,"[945, 174, 103, 132]",0.41,0.0,0.05,0.0,0.38,0.01,0.16,"[535, 257, 55, 65]",0.48,0.04,0.03,0.0,0.41,0.01,0.04,"[425, 212, 98, 120]",0.2,0.01,0.4,0.0,0.36,0.01,0.03,,,,,,,,,,,,,,,,
35,"[939, 178, 102, 128]",0.63,0.0,0.04,0.0,0.24,0.0,0.08,"[396, 199, 96, 126]",0.17,0.0,0.31,0.01,0.19,0.12,0.19,,,,,,,,,,,,,,,,,,,,,,,,
36,"[939, 179, 102, 129]",0.79,0.0,0.03,0.0,0.14,0.0,0.03,"[427, 199, 94, 126]",0.05,0.0,0.64,0.0,0.27,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
37,"[944, 179, 102, 127]",0.67,0.0,0.05,0.01,0.19,0.01,0.06,"[403, 184, 108, 138]",0.34,0.0,0.32,0.06,0.15,0.09,0.05,,,,,,,,,,,,,,,,,,,,,,,,
38,"[413, 184, 98, 124]",0.23,0.0,0.25,0.0,0.17,0.0,0.35,"[946, 179, 101, 126]",0.73,0.0,0.05,0.0,0.14,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,
39,"[411, 206, 90, 113]",0.12,0.0,0.32,0.0,0.44,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[429, 194, 94, 126]",0.15,0.0,0.27,0.0,0.43,0.03,0.12,"[947, 181, 101, 125]",0.55,0.0,0.07,0.0,0.3,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,
41,"[945, 178, 104, 128]",0.53,0.0,0.05,0.0,0.31,0.0,0.11,"[402, 178, 109, 137]",0.52,0.0,0.15,0.03,0.22,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,
42,"[425, 182, 95, 125]",0.25,0.0,0.11,0.0,0.17,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[950, 181, 102, 126]",0.45,0.0,0.07,0.0,0.39,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[428, 189, 95, 125]",0.07,0.0,0.65,0.0,0.22,0.04,0.02,"[950, 179, 103, 129]",0.6,0.0,0.07,0.0,0.2,0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,
45,"[428, 185, 95, 121]",0.54,0.03,0.07,0.0,0.35,0.0,0.0,"[949, 179, 102, 129]",0.56,0.0,0.09,0.0,0.27,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,
46,"[953, 179, 103, 129]",0.44,0.0,0.1,0.0,0.34,0.01,0.11,"[430, 195, 95, 121]",0.45,0.02,0.22,0.0,0.27,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
47,"[955, 180, 102, 129]",0.55,0.0,0.05,0.01,0.25,0.01,0.13,"[400, 200, 94, 124]",0.58,0.01,0.22,0.0,0.15,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,
48,"[414, 204, 103, 128]",0.09,0.01,0.35,0.0,0.43,0.03,0.09,"[954, 178, 103, 133]",0.5,0.0,0.09,0.0,0.3,0.01,0.09,"[587, 236, 35, 44]",0.48,0.0,0.04,0.03,0.34,0.0,0.12,,,,,,,,,,,,,,,,
49,"[945, 180, 104, 129]",0.5,0.0,0.07,0.0,0.29,0.0,0.13,"[139, 255, 46, 58]",0.82,0.0,0.02,0.04,0.09,0.0,0.03,"[424, 195, 95, 125]",0.5,0.01,0.12,0.01,0.21,0.01,0.15,,,,,,,,,,,,,,,,
50,"[936, 176, 110, 135]",0.71,0.0,0.02,0.0,0.23,0.01,0.03,"[430, 194, 100, 125]",0.14,0.0,0.45,0.0,0.36,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,
51,"[416, 192, 93, 124]",0.29,0.0,0.22,0.0,0.36,0.02,0.1,"[951, 181, 102, 127]",0.23,0.0,0.17,0.0,0.47,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,
52,"[423, 189, 100, 123]",0.11,0.0,0.15,0.0,0.63,0.0,0.11,"[948, 178, 102, 131]",0.38,0.0,0.08,0.0,0.33,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,
53,"[421, 194, 99, 128]",0.16,0.0,0.12,0.0,0.71,0.0,0.01,"[943, 183, 95, 123]",0.63,0.0,0.04,0.0,0.27,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,
54,"[421, 199, 95, 124]",0.3,0.0,0.24,0.0,0.33,0.02,0.1,"[936, 186, 89, 119]",0.48,0.0,0.07,0.01,0.29,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,
55,"[402, 195, 102, 130]",0.27,0.0,0.26,0.0,0.41,0.04,0.02,"[940, 175, 103, 133]",0.64,0.0,0.02,0.0,0.28,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,
56,"[942, 177, 104, 129]",0.64,0.0,0.02,0.0,0.23,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[940, 177, 103, 132]",0.56,0.0,0.01,0.0,0.34,0.0,0.08,"[410, 203, 92, 116]",0.07,0.0,0.22,0.01,0.52,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,
58,"[422, 184, 97, 127]",0.42,0.0,0.15,0.0,0.12,0.02,0.3,"[938, 181, 97, 125]",0.84,0.0,0.01,0.0,0.12,0.0,0.03,"[1184, 225, 34, 37]",0.02,0.0,0.03,0.16,0.74,0.02,0.02,,,,,,,,,,,,,,,,
59,"[417, 187, 98, 126]",0.31,0.0,0.26,0.01,0.18,0.06,0.19,"[934, 182, 97, 124]",0.71,0.0,0.04,0.0,0.21,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
60,"[418, 191, 97, 121]",0.08,0.0,0.28,0.0,0.51,0.01,0.12,"[935, 183, 98, 124]",0.49,0.0,0.1,0.0,0.34,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,
61,"[418, 184, 100, 129]",0.77,0.0,0.15,0.0,0.06,0.0,0.01,"[929, 176, 102, 132]",0.7,0.0,0.04,0.0,0.17,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,
62,"[427, 204, 94, 117]",0.03,0.0,0.58,0.0,0.38,0.0,0.01,"[938, 179, 99, 130]",0.4,0.0,0.12,0.0,0.32,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,
63,"[399, 197, 100, 125]",0.13,0.0,0.27,0.01,0.52,0.01,0.07,"[939, 175, 102, 132]",0.49,0.0,0.02,0.0,0.31,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,
64,"[939, 174, 103, 130]",0.53,0.0,0.03,0.0,0.32,0.0,0.11,"[415, 181, 100, 127]",0.08,0.0,0.45,0.0,0.15,0.12,0.2,"[669, 241, 40, 48]",0.19,0.0,0.08,0.16,0.56,0.0,0.02,,,,,,,,,,,,,,,,
65,"[393, 207, 101, 132]",0.29,0.0,0.12,0.0,0.59,0.0,0.0,"[936, 182, 99, 127]",0.58,0.0,0.04,0.0,0.29,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,
66,"[480, 200, 101, 125]",0.24,0.0,0.05,0.0,0.37,0.0,0.34,"[1019, 202, 94, 118]",0.04,0.0,0.55,0.0,0.4,0.0,0.01,"[984, 348, 124, 179]",0.14,0.0,0.14,0.18,0.3,0.0,0.24,,,,,,,,,,,,,,,,
67,"[436, 186, 101, 127]",0.18,0.0,0.02,0.0,0.1,0.0,0.69,"[968, 169, 102, 121]",0.2,0.0,0.31,0.0,0.47,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
68,"[1029, 173, 102, 125]",0.17,0.0,0.14,0.0,0.45,0.01,0.23,"[455, 192, 96, 124]",0.38,0.0,0.1,0.0,0.23,0.02,0.27,"[445, 230, 358, 408]",0.09,0.0,0.03,0.05,0.7,0.09,0.05,,,,,,,,,,,,,,,,
69,"[471, 187, 106, 125]",0.18,0.0,0.04,0.01,0.09,0.0,0.67,"[982, 177, 100, 126]",0.46,0.0,0.15,0.0,0.34,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,
70,"[922, 153, 102, 122]",0.42,0.01,0.2,0.0,0.2,0.0,0.16,"[461, 193, 94, 117]",0.53,0.0,0.12,0.01,0.26,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,
71,"[464, 184, 101, 126]",0.86,0.0,0.02,0.01,0.05,0.0,0.06,"[913, 158, 100, 119]",0.14,0.0,0.51,0.0,0.33,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,
72,"[942, 148, 97, 120]",0.64,0.0,0.12,0.0,0.15,0.0,0.08,"[482, 187, 101, 129]",0.61,0.0,0.08,0.01,0.11,0.02,0.16,,,,,,,,,,,,,,,,,,,,,,,,
73,"[927, 158, 93, 115]",0.56,0.0,0.19,0.0,0.22,0.0,0.02,"[460, 193, 94, 123]",0.34,0.0,0.09,0.0,0.49,0.0,0.08,"[778, 388, 54, 70]",0.15,0.0,0.27,0.22,0.21,0.0,0.15,,,,,,,,,,,,,,,,
74,"[466, 189, 105, 127]",0.6,0.0,0.11,0.0,0.09,0.01,0.19,"[908, 157, 99, 120]",0.28,0.0,0.25,0.0,0.4,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,
75,"[945, 156, 99, 120]",0.21,0.0,0.21,0.0,0.26,0.0,0.32,"[449, 202, 92, 114]",0.19,0.0,0.04,0.03,0.18,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,
76,"[476, 184, 105, 127]",0.21,0.0,0.01,0.01,0.13,0.0,0.64,"[944, 156, 98, 121]",0.08,0.03,0.11,0.0,0.22,0.0,0.55,"[463, 234, 304, 352]",0.03,0.0,0.04,0.04,0.81,0.0,0.08,,,,,,,,,,,,,,,,
77,"[932, 162, 90, 114]",0.47,0.0,0.12,0.21,0.1,0.0,0.1,"[461, 191, 98, 125]",0.23,0.0,0.14,0.01,0.46,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,
78,"[457, 195, 103, 130]",0.59,0.0,0.06,0.0,0.1,0.02,0.23,"[925, 165, 88, 114]",0.43,0.0,0.18,0.0,0.33,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,
79,"[937, 156, 105, 126]",0.86,0.0,0.05,0.0,0.05,0.0,0.03,"[470, 193, 93, 123]",0.26,0.0,0.15,0.01,0.11,0.04,0.44,,,,,,,,,,,,,,,,,,,,,,,,
80,"[944, 151, 96, 121]",0.68,0.0,0.06,0.0,0.21,0.0,0.04,"[457, 188, 102, 124]",0.43,0.0,0.02,0.0,0.26,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
81,"[914, 155, 103, 122]",0.44,0.0,0.15,0.01,0.31,0.01,0.07,"[462, 195, 91, 118]",0.33,0.0,0.06,0.01,0.41,0.0,0.2,"[448, 244, 315, 345]",0.2,0.0,0.03,0.41,0.31,0.01,0.04,,,,,,,,,,,,,,,,
82,"[912, 164, 89, 110]",0.28,0.0,0.37,0.0,0.3,0.01,0.04,"[470, 192, 91, 118]",0.31,0.0,0.07,0.02,0.23,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,
83,"[922, 166, 88, 112]",0.38,0.0,0.11,0.0,0.47,0.0,0.04,"[466, 188, 97, 126]",0.2,0.0,0.02,0.02,0.08,0.0,0.68,"[623, 192, 283, 336]",0.25,0.0,0.02,0.04,0.31,0.0,0.37,,,,,,,,,,,,,,,,
84,"[458, 188, 96, 127]",0.38,0.0,0.07,0.0,0.22,0.01,0.33,"[919, 165, 87, 110]",0.48,0.01,0.36,0.0,0.14,0.0,0.01,"[492, 279, 311, 357]",0.03,0.0,0.01,0.04,0.71,0.02,0.2,,,,,,,,,,,,,,,,
85,"[938, 152, 98, 123]",0.58,0.02,0.09,0.0,0.15,0.0,0.16,"[459, 193, 91, 118]",0.34,0.0,0.26,0.0,0.2,0.02,0.19,"[449, 235, 325, 357]",0.25,0.0,0.0,0.29,0.28,0.0,0.18,,,,,,,,,,,,,,,,
86,"[948, 159, 96, 115]",0.46,0.02,0.1,0.0,0.22,0.01,0.2,"[451, 185, 105, 133]",0.35,0.0,0.17,0.0,0.15,0.03,0.3,"[458, 239, 321, 377]",0.06,0.0,0.0,0.42,0.36,0.01,0.15,,,,,,,,,,,,,,,,
87,"[477, 186, 103, 128]",0.26,0.0,0.04,0.0,0.09,0.01,0.59,"[953, 150, 97, 118]",0.15,0.02,0.07,0.03,0.26,0.0,0.46,"[767, 260, 21, 26]",0.54,0.0,0.05,0.05,0.29,0.0,0.07,,,,,,,,,,,,,,,,
88,"[954, 151, 99, 119]",0.22,0.02,0.13,0.02,0.3,0.0,0.31,"[467, 190, 94, 125]",0.34,0.0,0.11,0.0,0.37,0.04,0.14,"[723, 262, 22, 27]",0.58,0.0,0.12,0.07,0.13,0.0,0.1,,,,,,,,,,,,,,,,
89,"[454, 183, 106, 130]",0.39,0.0,0.03,0.01,0.07,0.01,0.49,"[939, 158, 96, 120]",0.58,0.0,0.21,0.01,0.11,0.0,0.09,"[473, 263, 294, 323]",0.03,0.0,0.0,0.03,0.78,0.0,0.15,,,,,,,,,,,,,,,,
90,"[936, 158, 93, 117]",0.64,0.0,0.17,0.0,0.11,0.0,0.09,"[463, 190, 95, 123]",0.39,0.0,0.02,0.0,0.12,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,
91,"[954, 157, 95, 117]",0.2,0.0,0.17,0.0,0.48,0.0,0.15,"[437, 201, 94, 118]",0.52,0.0,0.13,0.0,0.21,0.01,0.13,"[445, 231, 295, 349]",0.08,0.0,0.01,0.08,0.76,0.01,0.07,,,,,,,,,,,,,,,,
92,"[954, 146, 101, 118]",0.28,0.01,0.07,0.01,0.3,0.0,0.34,"[492, 197, 101, 126]",0.29,0.0,0.12,0.0,0.27,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,
93,"[952, 148, 99, 116]",0.35,0.03,0.12,0.0,0.27,0.0,0.22,"[439, 192, 97, 126]",0.26,0.0,0.35,0.0,0.19,0.05,0.14,"[440, 243, 332, 357]",0.09,0.0,0.0,0.21,0.48,0.03,0.18,"[839, 314, 93, 106]",0.06,0.0,0.11,0.41,0.28,0.01,0.13,,,,,,,,
94,"[440, 191, 100, 128]",0.55,0.0,0.01,0.01,0.07,0.02,0.34,"[921, 162, 88, 113]",0.4,0.0,0.36,0.0,0.19,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
95,"[925, 156, 94, 121]",0.4,0.0,0.26,0.0,0.28,0.0,0.06,"[445, 191, 99, 124]",0.28,0.0,0.05,0.0,0.19,0.01,0.47,"[429, 247, 318, 347]",0.01,0.0,0.0,0.06,0.41,0.0,0.51,,,,,,,,,,,,,,,,
96,"[922, 154, 99, 124]",0.39,0.0,0.21,0.01,0.3,0.02,0.08,"[427, 194, 99, 125]",0.22,0.0,0.25,0.0,0.21,0.14,0.17,"[699, 253, 31, 39]",0.43,0.0,0.02,0.01,0.52,0.0,0.02,,,,,,,,,,,,,,,,
97,"[429, 184, 107, 129]",0.5,0.0,0.02,0.0,0.09,0.0,0.39,"[943, 151, 95, 118]",0.51,0.0,0.05,0.01,0.17,0.0,0.26,"[62, 282, 45, 55]",0.09,0.0,0.03,0.0,0.8,0.0,0.07,"[446, 250, 321, 355]",0.04,0.0,0.01,0.24,0.5,0.0,0.22,,,,,,,,
98,"[943, 149, 95, 118]",0.72,0.0,0.07,0.0,0.15,0.0,0.06,"[452, 184, 100, 129]",0.11,0.0,0.01,0.0,0.2,0.0,0.67,"[441, 259, 314, 334]",0.03,0.0,0.04,0.03,0.32,0.02,0.56,,,,,,,,,,,,,,,,
99,"[952, 156, 98, 117]",0.13,0.02,0.4,0.0,0.35,0.0,0.1,"[437, 193, 99, 123]",0.55,0.0,0.04,0.0,0.12,0.0,0.29,"[436, 242, 331, 349]",0.01,0.0,0.01,0.39,0.43,0.0,0.15,,,,,,,,,,,,,,,,
100,"[952, 151, 101, 119]",0.13,0.01,0.19,0.0,0.4,0.0,0.27,"[440, 189, 95, 126]",0.38,0.0,0.06,0.0,0.07,0.0,0.48,"[1136, 233, 29, 38]",0.13,0.0,0.07,0.47,0.31,0.0,0.02,,,,,,,,,,,,,,,,
101,"[951, 151, 102, 121]",0.37,0.03,0.15,0.0,0.28,0.0,0.17,"[436, 196, 96, 116]",0.33,0.0,0.08,0.01,0.17,0.02,0.39,"[782, 248, 33, 42]",0.74,0.0,0.03,0.08,0.1,0.0,0.05,"[590, 241, 35, 45]",0.34,0.0,0.09,0.13,0.26,0.0,0.18,,,,,,,,
102,"[950, 149, 99, 120]",0.34,0.02,0.11,0.0,0.32,0.0,0.21,"[451, 187, 98, 126]",0.21,0.0,0.07,0.0,0.26,0.01,0.45,"[138, 268, 52, 70]",0.45,0.01,0.07,0.01,0.38,0.0,0.08,"[447, 256, 331, 375]",0.06,0.0,0.02,0.22,0.37,0.06,0.27,"[841, 240, 34, 35]",0.23,0.0,0.19,0.08,0.37,0.0,0.11
103,"[945, 153, 101, 119]",0.38,0.02,0.17,0.0,0.32,0.0,0.1,"[436, 192, 96, 120]",0.32,0.0,0.04,0.0,0.08,0.01,0.56,"[453, 243, 300, 333]",0.02,0.0,0.01,0.49,0.28,0.0,0.19,,,,,,,,,,,,,,,,
104,"[947, 155, 101, 119]",0.56,0.01,0.1,0.0,0.17,0.0,0.16,"[450, 189, 99, 128]",0.75,0.0,0.06,0.0,0.1,0.0,0.09,"[436, 247, 320, 344]",0.04,0.0,0.02,0.11,0.37,0.0,0.45,,,,,,,,,,,,,,,,
105,"[940, 158, 92, 117]",0.66,0.0,0.16,0.0,0.15,0.0,0.03,"[425, 203, 97, 120]",0.56,0.0,0.09,0.01,0.16,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,
106,"[582, 251, 35, 45]",0.53,0.0,0.03,0.09,0.25,0.0,0.1,"[946, 153, 95, 120]",0.65,0.0,0.08,0.0,0.17,0.0,0.11,"[432, 202, 94, 121]",0.2,0.0,0.29,0.01,0.16,0.1,0.24,"[420, 231, 31, 37]",0.12,0.0,0.06,0.61,0.16,0.0,0.05,,,,,,,,
107,"[948, 152, 97, 116]",0.53,0.02,0.06,0.0,0.31,0.0,0.08,"[445, 183, 104, 130]",0.44,0.0,0.05,0.0,0.14,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,
108,"[954, 147, 100, 120]",0.3,0.01,0.18,0.0,0.35,0.0,0.14,"[458, 193, 98, 121]",0.32,0.0,0.07,0.0,0.24,0.01,0.36,"[470, 246, 293, 351]",0.05,0.01,0.01,0.17,0.47,0.0,0.29,,,,,,,,,,,,,,,,
109,"[434, 191, 95, 120]",0.36,0.0,0.04,0.0,0.12,0.02,0.46,"[956, 151, 93, 115]",0.19,0.01,0.17,0.01,0.43,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,
110,"[955, 155, 99, 118]",0.28,0.04,0.1,0.0,0.43,0.0,0.15,"[423, 201, 92, 116]",0.56,0.0,0.02,0.0,0.09,0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,
111,"[949, 151, 102, 122]",0.27,0.02,0.13,0.01,0.37,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[932, 152, 102, 121]",0.62,0.01,0.13,0.0,0.14,0.0,0.08,"[433, 188, 101, 128]",0.39,0.0,0.12,0.0,0.14,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,
