,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[583, 107, 126, 153]",0.08,0.0,0.03,0.0,0.07,0.0,0.82,,,,,,,,,,,,,,,,
1,"[574, 99, 133, 164]",0.05,0.0,0.13,0.01,0.3,0.01,0.5,"[99, 0, 39, 47]",0.13,0.0,0.13,0.17,0.35,0.02,0.19,,,,,,,,
2,"[588, 99, 126, 159]",0.67,0.0,0.07,0.0,0.23,0.01,0.02,,,,,,,,,,,,,,,,
3,"[557, 89, 124, 149]",0.04,0.0,0.04,0.0,0.16,0.01,0.75,,,,,,,,,,,,,,,,
4,"[581, 96, 126, 155]",0.02,0.0,0.03,0.0,0.19,0.0,0.76,"[101, 0, 38, 46]",0.33,0.0,0.09,0.25,0.15,0.01,0.17,,,,,,,,
5,"[568, 102, 118, 143]",0.15,0.0,0.07,0.03,0.43,0.0,0.31,"[101, 0, 37, 46]",0.38,0.0,0.09,0.19,0.18,0.01,0.15,,,,,,,,
6,"[589, 105, 124, 153]",0.18,0.0,0.16,0.0,0.5,0.01,0.15,,,,,,,,,,,,,,,,
7,"[561, 99, 121, 155]",0.02,0.0,0.59,0.0,0.06,0.01,0.32,,,,,,,,,,,,,,,,
8,"[572, 103, 125, 159]",0.08,0.0,0.07,0.0,0.3,0.01,0.54,,,,,,,,,,,,,,,,
9,"[573, 99, 123, 159]",0.01,0.0,0.01,0.0,0.13,0.0,0.86,,,,,,,,,,,,,,,,
10,"[578, 87, 128, 160]",0.09,0.0,0.03,0.0,0.17,0.0,0.71,,,,,,,,,,,,,,,,
11,"[591, 104, 124, 149]",0.15,0.0,0.06,0.0,0.32,0.0,0.46,,,,,,,,,,,,,,,,
12,"[598, 97, 125, 162]",0.02,0.0,0.43,0.0,0.49,0.04,0.02,,,,,,,,,,,,,,,,
13,"[576, 91, 125, 150]",0.02,0.0,0.05,0.0,0.17,0.0,0.76,"[1201, 6, 28, 35]",0.55,0.0,0.09,0.12,0.22,0.01,0.01,,,,,,,,
14,"[580, 97, 128, 152]",0.07,0.0,0.05,0.0,0.56,0.0,0.32,,,,,,,,,,,,,,,,
15,"[589, 100, 132, 163]",0.14,0.0,0.03,0.0,0.29,0.0,0.53,"[1202, 8, 31, 39]",0.35,0.0,0.07,0.28,0.24,0.01,0.04,,,,,,,,
16,"[596, 99, 123, 153]",0.44,0.04,0.17,0.0,0.26,0.0,0.08,,,,,,,,,,,,,,,,
17,"[595, 101, 129, 154]",0.26,0.0,0.12,0.0,0.52,0.0,0.09,,,,,,,,,,,,,,,,
18,"[593, 106, 122, 157]",0.24,0.0,0.17,0.0,0.41,0.04,0.14,"[100, 0, 40, 47]",0.4,0.0,0.18,0.14,0.16,0.0,0.11,,,,,,,,
19,"[593, 97, 130, 169]",0.04,0.0,0.25,0.0,0.62,0.02,0.08,,,,,,,,,,,,,,,,
20,"[587, 84, 132, 159]",0.24,0.0,0.16,0.06,0.44,0.0,0.1,,,,,,,,,,,,,,,,
21,"[592, 92, 127, 149]",0.03,0.0,0.06,0.01,0.79,0.0,0.1,,,,,,,,,,,,,,,,
22,"[571, 93, 126, 153]",0.08,0.0,0.2,0.16,0.53,0.01,0.03,,,,,,,,,,,,,,,,
23,"[582, 103, 128, 152]",0.02,0.0,0.07,0.0,0.22,0.0,0.68,"[99, 0, 41, 48]",0.36,0.0,0.1,0.2,0.17,0.0,0.17,,,,,,,,
24,"[585, 88, 132, 158]",0.14,0.0,0.16,0.0,0.34,0.01,0.35,,,,,,,,,,,,,,,,
25,"[586, 93, 128, 154]",0.02,0.0,0.15,0.0,0.25,0.01,0.57,,,,,,,,,,,,,,,,
26,"[601, 99, 124, 150]",0.07,0.0,0.05,0.0,0.17,0.0,0.71,"[1193, 11, 30, 35]",0.2,0.0,0.11,0.26,0.32,0.02,0.09,,,,,,,,
27,"[590, 88, 127, 154]",0.05,0.0,0.07,0.0,0.23,0.0,0.65,,,,,,,,,,,,,,,,
28,"[572, 89, 127, 152]",0.06,0.0,0.05,0.0,0.38,0.0,0.51,,,,,,,,,,,,,,,,
29,"[575, 96, 130, 159]",0.1,0.0,0.09,0.0,0.37,0.0,0.43,"[94, 0, 46, 51]",0.08,0.0,0.17,0.13,0.26,0.04,0.31,,,,,,,,
30,"[590, 104, 128, 157]",0.6,0.03,0.09,0.0,0.2,0.0,0.07,,,,,,,,,,,,,,,,
31,"[592, 98, 123, 150]",0.09,0.0,0.1,0.01,0.37,0.02,0.42,,,,,,,,,,,,,,,,
32,"[583, 97, 128, 153]",0.16,0.0,0.03,0.0,0.26,0.0,0.55,,,,,,,,,,,,,,,,
33,"[588, 99, 124, 152]",0.1,0.0,0.1,0.0,0.49,0.0,0.31,,,,,,,,,,,,,,,,
34,"[577, 93, 126, 153]",0.1,0.0,0.04,0.0,0.33,0.0,0.54,"[93, 0, 47, 52]",0.11,0.0,0.12,0.17,0.33,0.01,0.25,,,,,,,,
35,"[580, 98, 128, 156]",0.13,0.0,0.09,0.0,0.42,0.0,0.36,"[93, 0, 47, 52]",0.12,0.0,0.11,0.18,0.29,0.01,0.28,,,,,,,,
36,"[587, 98, 124, 146]",0.02,0.0,0.02,0.0,0.2,0.0,0.76,,,,,,,,,,,,,,,,
37,"[593, 97, 128, 153]",0.1,0.0,0.07,0.0,0.53,0.0,0.31,,,,,,,,,,,,,,,,
38,"[561, 105, 124, 156]",0.06,0.0,0.09,0.61,0.1,0.01,0.12,,,,,,,,,,,,,,,,
39,"[588, 99, 119, 145]",0.08,0.0,0.06,0.0,0.3,0.0,0.55,"[1201, 13, 21, 27]",0.23,0.0,0.13,0.17,0.35,0.07,0.04,,,,,,,,
40,"[578, 99, 128, 157]",0.18,0.0,0.19,0.0,0.5,0.01,0.11,,,,,,,,,,,,,,,,
41,"[591, 92, 126, 153]",0.02,0.0,0.02,0.0,0.17,0.0,0.79,"[91, 0, 48, 54]",0.08,0.0,0.1,0.34,0.23,0.05,0.21,,,,,,,,
42,"[590, 95, 129, 161]",0.24,0.0,0.11,0.01,0.34,0.02,0.27,"[1196, 8, 28, 34]",0.45,0.0,0.05,0.18,0.29,0.0,0.02,,,,,,,,
43,"[582, 87, 125, 152]",0.03,0.0,0.4,0.0,0.15,0.15,0.28,,,,,,,,,,,,,,,,
44,"[580, 98, 119, 150]",0.01,0.0,0.04,0.0,0.43,0.0,0.51,,,,,,,,,,,,,,,,
45,"[591, 81, 128, 156]",0.05,0.0,0.08,0.04,0.33,0.03,0.47,,,,,,,,,,,,,,,,
46,"[589, 96, 120, 154]",0.06,0.0,0.05,0.0,0.3,0.0,0.58,"[1201, 11, 25, 31]",0.3,0.0,0.07,0.13,0.49,0.0,0.02,"[92, 0, 47, 53]",0.07,0.0,0.16,0.19,0.39,0.03,0.15
47,"[590, 94, 125, 155]",0.08,0.0,0.06,0.0,0.28,0.0,0.58,,,,,,,,,,,,,,,,
48,"[577, 101, 118, 144]",0.12,0.0,0.09,0.0,0.33,0.0,0.45,,,,,,,,,,,,,,,,
49,"[579, 98, 125, 149]",0.18,0.0,0.18,0.0,0.52,0.03,0.09,"[1242, 0, 18, 18]",0.23,0.0,0.09,0.33,0.27,0.0,0.08,"[1197, 10, 29, 38]",0.26,0.0,0.1,0.15,0.42,0.0,0.07
50,"[592, 94, 126, 160]",0.07,0.0,0.38,0.01,0.48,0.03,0.02,"[99, 0, 39, 47]",0.29,0.0,0.09,0.16,0.36,0.01,0.09,,,,,,,,
51,"[579, 97, 132, 160]",0.01,0.0,0.04,0.0,0.48,0.0,0.47,"[100, 0, 38, 47]",0.31,0.0,0.13,0.13,0.31,0.01,0.11,,,,,,,,
52,"[577, 92, 126, 156]",0.02,0.0,0.06,0.16,0.31,0.02,0.43,"[1205, 12, 23, 29]",0.42,0.0,0.05,0.07,0.43,0.0,0.03,"[92, 0, 47, 52]",0.12,0.0,0.15,0.23,0.34,0.02,0.14
53,"[579, 80, 129, 157]",0.01,0.0,0.02,0.81,0.03,0.03,0.09,"[1196, 12, 27, 33]",0.26,0.0,0.06,0.21,0.4,0.01,0.06,"[91, 0, 48, 53]",0.21,0.0,0.11,0.24,0.24,0.03,0.16
54,"[593, 97, 127, 152]",0.04,0.0,0.04,0.0,0.22,0.0,0.7,"[91, 0, 49, 53]",0.21,0.0,0.12,0.19,0.31,0.03,0.14,,,,,,,,
55,"[597, 97, 118, 147]",0.04,0.0,0.3,0.0,0.33,0.04,0.28,"[92, 0, 48, 53]",0.12,0.0,0.14,0.33,0.27,0.02,0.12,,,,,,,,
56,"[589, 98, 124, 150]",0.02,0.0,0.09,0.0,0.41,0.0,0.47,"[1199, 14, 22, 25]",0.18,0.0,0.1,0.09,0.57,0.01,0.04,,,,,,,,
