,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5
53,"[590, 173, 125, 154]",0.09,0.0,0.08,0.01,0.07,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[595, 182, 119, 149]",0.2,0.0,0.09,0.01,0.08,0.01,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[598, 188, 121, 152]",0.17,0.0,0.14,0.02,0.12,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[599, 188, 119, 146]",0.24,0.0,0.09,0.0,0.09,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[600, 188, 118, 146]",0.1,0.0,0.1,0.0,0.09,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[596, 187, 120, 147]",0.25,0.0,0.05,0.0,0.07,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[596, 183, 119, 149]",0.12,0.0,0.08,0.03,0.11,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[599, 184, 120, 149]",0.12,0.0,0.11,0.01,0.12,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[599, 183, 120, 151]",0.13,0.0,0.12,0.01,0.15,0.01,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[597, 183, 121, 152]",0.05,0.0,0.07,0.03,0.09,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[594, 189, 116, 145]",0.05,0.0,0.03,0.02,0.08,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[601, 182, 119, 149]",0.09,0.0,0.04,0.02,0.12,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[603, 182, 121, 151]",0.24,0.0,0.26,0.05,0.19,0.02,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[604, 183, 122, 154]",0.34,0.0,0.07,0.01,0.08,0.05,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[609, 183, 117, 149]",0.21,0.0,0.13,0.01,0.1,0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[607, 185, 119, 147]",0.25,0.0,0.14,0.01,0.1,0.01,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[605, 181, 125, 154]",0.19,0.0,0.14,0.01,0.09,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[609, 182, 121, 152]",0.15,0.0,0.08,0.02,0.06,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[604, 182, 123, 151]",0.13,0.0,0.05,0.03,0.07,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[605, 181, 122, 156]",0.11,0.0,0.12,0.01,0.06,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[599, 184, 119, 148]",0.1,0.0,0.13,0.0,0.07,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[607, 182, 117, 145]",0.25,0.0,0.15,0.0,0.23,0.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[602, 186, 119, 146]",0.17,0.0,0.09,0.0,0.07,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[609, 182, 121, 150]",0.16,0.0,0.12,0.0,0.14,0.01,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[609, 184, 119, 149]",0.23,0.0,0.19,0.02,0.11,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[601, 185, 118, 144]",0.1,0.0,0.05,0.03,0.06,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[592, 184, 117, 145]",0.09,0.0,0.02,0.01,0.07,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[586, 182, 120, 147]",0.05,0.0,0.01,0.01,0.05,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[579, 181, 121, 148]",0.07,0.0,0.01,0.03,0.03,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[572, 177, 125, 152]",0.21,0.0,0.08,0.02,0.05,0.02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[565, 175, 123, 143]",0.14,0.0,0.04,0.0,0.09,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[558, 190, 117, 142]",0.3,0.0,0.34,0.01,0.07,0.02,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[565, 198, 120, 145]",0.04,0.0,0.01,0.03,0.05,0.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[567, 200, 120, 145]",0.05,0.0,0.01,0.01,0.02,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[569, 198, 120, 147]",0.06,0.0,0.01,0.03,0.03,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[580, 199, 120, 149]",0.06,0.0,0.01,0.01,0.05,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[582, 201, 120, 149]",0.03,0.0,0.01,0.03,0.04,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[585, 198, 118, 154]",0.08,0.0,0.06,0.03,0.09,0.05,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[588, 205, 119, 148]",0.14,0.0,0.09,0.01,0.22,0.01,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[590, 203, 117, 149]",0.06,0.0,0.03,0.02,0.11,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[591, 200, 122, 153]",0.1,0.0,0.03,0.0,0.16,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[592, 202, 117, 146]",0.11,0.0,0.03,0.01,0.07,0.01,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[594, 203, 119, 147]",0.08,0.0,0.03,0.03,0.08,0.01,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[596, 200, 122, 155]",0.27,0.0,0.04,0.0,0.1,0.04,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[596, 203, 119, 149]",0.04,0.0,0.03,0.0,0.03,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[596, 197, 119, 146]",0.08,0.0,0.08,0.05,0.09,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[596, 202, 119, 147]",0.08,0.0,0.09,0.06,0.1,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[593, 200, 117, 149]",0.15,0.0,0.11,0.01,0.09,0.05,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[596, 198, 119, 151]",0.22,0.0,0.05,0.01,0.14,0.02,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[592, 199, 121, 154]",0.03,0.0,0.04,0.03,0.07,0.01,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[593, 202, 118, 145]",0.1,0.0,0.04,0.01,0.1,0.01,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[596, 198, 119, 150]",0.11,0.0,0.02,0.03,0.07,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[591, 202, 120, 150]",0.16,0.0,0.08,0.02,0.07,0.06,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[595, 197, 119, 145]",0.1,0.0,0.07,0.01,0.08,0.01,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[595, 194, 121, 152]",0.09,0.0,0.05,0.06,0.07,0.01,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[596, 201, 118, 145]",0.11,0.0,0.03,0.01,0.08,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[596, 200, 119, 151]",0.12,0.0,0.14,0.03,0.09,0.05,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[595, 199, 120, 153]",0.16,0.0,0.2,0.03,0.16,0.06,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[597, 196, 119, 146]",0.05,0.0,0.04,0.12,0.09,0.01,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[594, 205, 118, 148]",0.24,0.0,0.11,0.0,0.14,0.02,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[589, 203, 119, 149]",0.17,0.0,0.09,0.0,0.15,0.01,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[601, 200, 114, 139]",0.09,0.0,0.02,0.02,0.15,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[589, 198, 120, 148]",0.1,0.0,0.01,0.0,0.08,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[590, 201, 120, 149]",0.04,0.0,0.02,0.0,0.08,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[591, 200, 118, 147]",0.03,0.0,0.02,0.01,0.07,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[591, 200, 118, 149]",0.03,0.0,0.02,0.01,0.07,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[602, 200, 111, 141]",0.1,0.0,0.01,0.04,0.05,0.01,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[577, 189, 119, 145]",0.17,0.0,0.08,0.0,0.09,0.02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[575, 192, 119, 147]",0.08,0.0,0.02,0.0,0.04,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[577, 192, 121, 151]",0.04,0.0,0.01,0.01,0.02,0.0,0.92,"[592, 333, 160, 214]",0.13,0.02,0.13,0.08,0.48,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[570, 192, 124, 150]",0.15,0.0,0.04,0.0,0.05,0.01,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[563, 189, 124, 148]",0.14,0.0,0.02,0.0,0.1,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[559, 182, 123, 150]",0.4,0.0,0.03,0.01,0.08,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[561, 186, 123, 148]",0.23,0.0,0.01,0.01,0.04,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[560, 190, 126, 150]",0.11,0.0,0.01,0.03,0.04,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[564, 191, 124, 145]",0.07,0.0,0.01,0.06,0.04,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[563, 186, 125, 153]",0.02,0.0,0.01,0.02,0.02,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[568, 193, 125, 150]",0.05,0.0,0.01,0.01,0.02,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[573, 194, 119, 148]",0.09,0.0,0.04,0.01,0.04,0.01,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[569, 186, 122, 151]",0.02,0.0,0.01,0.01,0.02,0.0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[567, 186, 127, 151]",0.07,0.0,0.04,0.0,0.05,0.02,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[568, 187, 126, 147]",0.06,0.0,0.02,0.01,0.04,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[586, 192, 113, 139]",0.34,0.0,0.15,0.0,0.11,0.04,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[574, 191, 121, 146]",0.17,0.0,0.05,0.0,0.1,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[575, 191, 120, 147]",0.17,0.0,0.05,0.0,0.09,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[576, 190, 121, 147]",0.06,0.0,0.02,0.02,0.04,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[575, 190, 121, 145]",0.13,0.0,0.02,0.01,0.06,0.01,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[586, 191, 119, 145]",0.14,0.0,0.06,0.0,0.11,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[590, 190, 119, 143]",0.06,0.0,0.03,0.01,0.05,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[588, 188, 119, 150]",0.14,0.0,0.08,0.0,0.1,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[586, 190, 120, 151]",0.15,0.0,0.09,0.0,0.12,0.02,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[596, 190, 120, 148]",0.04,0.0,0.07,0.05,0.11,0.01,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[603, 194, 120, 150]",0.07,0.0,0.07,0.16,0.12,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[606, 194, 118, 148]",0.2,0.0,0.14,0.01,0.13,0.02,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[604, 189, 123, 156]",0.11,0.0,0.03,0.03,0.11,0.03,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[615, 196, 117, 150]",0.29,0.0,0.11,0.02,0.1,0.26,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[617, 197, 117, 149]",0.24,0.0,0.04,0.11,0.07,0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[600, 196, 117, 144]",0.05,0.0,0.01,0.01,0.06,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[600, 195, 116, 144]",0.11,0.0,0.03,0.0,0.1,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[597, 196, 121, 149]",0.06,0.0,0.06,0.0,0.08,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[598, 194, 120, 149]",0.06,0.0,0.05,0.0,0.08,0.01,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[595, 200, 122, 150]",0.18,0.0,0.05,0.01,0.1,0.05,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[599, 201, 118, 144]",0.11,0.0,0.05,0.01,0.11,0.01,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[600, 196, 118, 146]",0.05,0.0,0.05,0.02,0.07,0.01,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[601, 193, 118, 149]",0.07,0.0,0.1,0.04,0.09,0.01,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[601, 196, 122, 148]",0.08,0.0,0.12,0.01,0.14,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[601, 191, 121, 150]",0.23,0.01,0.11,0.01,0.15,0.02,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[599, 191, 118, 149]",0.05,0.0,0.05,0.01,0.07,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[598, 191, 120, 146]",0.05,0.0,0.03,0.02,0.07,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[584, 193, 120, 146]",0.06,0.0,0.01,0.01,0.04,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[582, 190, 122, 153]",0.02,0.0,0.0,0.03,0.01,0.0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[573, 199, 122, 150]",0.06,0.0,0.01,0.1,0.07,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[580, 189, 118, 149]",0.13,0.0,0.04,0.0,0.07,0.01,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[575, 188, 120, 148]",0.11,0.0,0.02,0.0,0.05,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[565, 193, 116, 143]",0.24,0.0,0.15,0.01,0.08,0.01,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[563, 187, 125, 148]",0.07,0.0,0.01,0.04,0.04,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[566, 188, 123, 147]",0.07,0.0,0.01,0.02,0.04,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[575, 191, 119, 146]",0.05,0.0,0.01,0.01,0.02,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[564, 187, 128, 156]",0.03,0.0,0.01,0.0,0.02,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[565, 191, 125, 151]",0.04,0.0,0.01,0.0,0.02,0.0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[566, 191, 124, 149]",0.1,0.0,0.0,0.0,0.03,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[567, 190, 124, 150]",0.1,0.0,0.01,0.0,0.04,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[567, 194, 124, 153]",0.03,0.0,0.0,0.0,0.01,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[570, 195, 123, 154]",0.28,0.0,0.06,0.01,0.05,0.06,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"[564, 193, 125, 154]",0.04,0.0,0.01,0.02,0.02,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"[565, 190, 124, 151]",0.07,0.0,0.01,0.01,0.04,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[563, 187, 126, 153]",0.05,0.0,0.01,0.01,0.03,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[566, 195, 120, 145]",0.12,0.0,0.03,0.0,0.08,0.0,0.76,"[592, 331, 166, 222]",0.06,0.0,0.13,0.05,0.51,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[567, 194, 122, 151]",0.11,0.0,0.02,0.03,0.09,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[566, 196, 121, 145]",0.14,0.0,0.04,0.0,0.09,0.01,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[565, 191, 123, 147]",0.03,0.0,0.02,0.02,0.04,0.01,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[565, 190, 124, 149]",0.02,0.0,0.0,0.04,0.02,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[562, 189, 126, 152]",0.21,0.0,0.04,0.01,0.04,0.02,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[561, 186, 126, 153]",0.06,0.0,0.01,0.0,0.04,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[570, 192, 120, 147]",0.11,0.0,0.03,0.01,0.08,0.01,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[564, 192, 126, 151]",0.03,0.0,0.01,0.02,0.02,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[568, 193, 122, 146]",0.09,0.0,0.02,0.02,0.03,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[565, 186, 126, 153]",0.14,0.0,0.07,0.01,0.04,0.01,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"[566, 189, 125, 145]",0.13,0.0,0.03,0.0,0.06,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"[574, 192, 119, 145]",0.16,0.0,0.03,0.0,0.05,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"[564, 191, 125, 146]",0.06,0.0,0.0,0.02,0.03,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"[564, 189, 124, 146]",0.12,0.0,0.01,0.01,0.02,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"[565, 187, 124, 152]",0.1,0.0,0.0,0.01,0.02,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[561, 185, 127, 156]",0.03,0.0,0.01,0.02,0.02,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"[561, 186, 127, 153]",0.07,0.0,0.01,0.01,0.03,0.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"[562, 187, 125, 148]",0.04,0.0,0.0,0.02,0.03,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"[564, 192, 123, 148]",0.03,0.0,0.0,0.03,0.02,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[565, 194, 122, 144]",0.1,0.0,0.01,0.01,0.05,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"[563, 181, 126, 150]",0.05,0.0,0.01,0.01,0.04,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[559, 184, 121, 149]",0.19,0.0,0.01,0.01,0.06,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[548, 186, 121, 149]",0.2,0.0,0.01,0.03,0.05,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[547, 190, 125, 156]",0.22,0.0,0.1,0.12,0.11,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"[550, 174, 123, 155]",0.09,0.0,0.01,0.09,0.03,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"[548, 186, 123, 152]",0.15,0.0,0.02,0.1,0.06,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"[551, 190, 121, 151]",0.24,0.0,0.04,0.04,0.07,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[551, 189, 120, 151]",0.21,0.0,0.03,0.03,0.08,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"[550, 186, 121, 151]",0.27,0.0,0.03,0.02,0.05,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[550, 193, 123, 150]",0.37,0.0,0.02,0.02,0.07,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"[551, 188, 123, 148]",0.11,0.0,0.01,0.02,0.04,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[550, 189, 124, 153]",0.1,0.0,0.01,0.02,0.04,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"[553, 192, 124, 149]",0.09,0.0,0.01,0.05,0.03,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"[555, 191, 123, 151]",0.09,0.0,0.01,0.02,0.03,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[554, 185, 123, 153]",0.41,0.0,0.07,0.06,0.05,0.03,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
