,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14
204,"[562, 115, 144, 180]",0.1,0.0,0.02,0.02,0.05,0.01,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"[558, 104, 146, 185]",0.03,0.0,0.02,0.18,0.01,0.46,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"[557, 107, 145, 178]",0.03,0.0,0.03,0.02,0.01,0.1,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"[544, 108, 149, 185]",0.05,0.0,0.03,0.02,0.01,0.15,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[543, 107, 148, 186]",0.07,0.0,0.04,0.02,0.02,0.11,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"[553, 110, 142, 175]",0.08,0.0,0.05,0.04,0.03,0.13,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[558, 106, 145, 178]",0.05,0.0,0.01,0.0,0.01,0.02,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"[529, 103, 157, 189]",0.12,0.0,0.04,0.0,0.03,0.05,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[539, 104, 145, 178]",0.04,0.0,0.1,0.14,0.02,0.37,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"[571, 522, 100, 138]",0.31,0.01,0.07,0.08,0.34,0.14,0.06,"[857, 384, 88, 120]",0.28,0.0,0.05,0.24,0.23,0.13,0.05,"[1068, 322, 69, 94]",0.47,0.01,0.04,0.06,0.32,0.07,0.04,"[48, 288, 52, 70]",0.52,0.01,0.03,0.08,0.27,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"[570, 523, 97, 136]",0.2,0.0,0.05,0.08,0.43,0.18,0.05,"[853, 384, 88, 117]",0.3,0.0,0.04,0.21,0.23,0.18,0.04,"[106, 346, 70, 95]",0.45,0.0,0.07,0.03,0.24,0.16,0.04,"[712, 334, 65, 89]",0.41,0.01,0.05,0.12,0.24,0.13,0.04,"[209, 245, 48, 62]",0.51,0.0,0.03,0.05,0.28,0.1,0.02,"[622, 274, 39, 50]",0.54,0.01,0.05,0.07,0.25,0.06,0.02,"[389, 233, 36, 45]",0.31,0.01,0.05,0.18,0.35,0.08,0.02,"[947, 219, 31, 39]",0.45,0.0,0.05,0.08,0.3,0.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[572, 520, 101, 139]",0.25,0.01,0.05,0.08,0.38,0.19,0.05,"[851, 383, 88, 117]",0.32,0.0,0.04,0.19,0.26,0.14,0.04,"[105, 345, 71, 98]",0.43,0.0,0.08,0.03,0.27,0.15,0.05,"[1077, 319, 73, 92]",0.48,0.01,0.05,0.05,0.29,0.08,0.03,"[721, 273, 49, 59]",0.51,0.0,0.03,0.15,0.27,0.02,0.02,"[621, 273, 38, 50]",0.55,0.0,0.04,0.05,0.28,0.05,0.02,"[728, 178, 18, 21]",0.16,0.0,0.17,0.04,0.59,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"[577, 519, 102, 149]",0.32,0.0,0.06,0.05,0.41,0.1,0.06,"[852, 381, 90, 123]",0.23,0.0,0.04,0.2,0.26,0.19,0.07,"[106, 348, 70, 96]",0.35,0.0,0.1,0.03,0.28,0.17,0.06,"[1074, 320, 72, 91]",0.52,0.01,0.03,0.05,0.26,0.09,0.04,"[204, 392, 67, 97]",0.55,0.01,0.03,0.06,0.19,0.13,0.03,"[709, 335, 67, 91]",0.49,0.01,0.06,0.06,0.26,0.08,0.04,"[1203, 290, 53, 68]",0.37,0.0,0.1,0.07,0.32,0.11,0.03,"[621, 276, 39, 50]",0.5,0.01,0.06,0.07,0.27,0.06,0.03,"[947, 223, 28, 34]",0.45,0.0,0.04,0.13,0.28,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"[582, 518, 104, 148]",0.27,0.0,0.06,0.07,0.42,0.1,0.07,"[854, 384, 88, 121]",0.23,0.0,0.06,0.19,0.27,0.19,0.06,"[109, 350, 68, 93]",0.4,0.0,0.09,0.04,0.27,0.15,0.05,"[1072, 322, 67, 89]",0.46,0.01,0.04,0.06,0.32,0.07,0.04,"[711, 335, 65, 89]",0.37,0.01,0.06,0.07,0.35,0.07,0.07,"[724, 276, 50, 60]",0.44,0.0,0.05,0.13,0.27,0.07,0.03,"[621, 275, 40, 52]",0.46,0.0,0.05,0.08,0.33,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"[561, 120, 142, 179]",0.08,0.0,0.04,0.03,0.03,0.05,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"[562, 115, 147, 184]",0.07,0.0,0.04,0.02,0.01,0.16,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"[562, 114, 148, 185]",0.05,0.0,0.02,0.01,0.02,0.07,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"[576, 101, 147, 190]",0.09,0.0,0.22,0.08,0.05,0.46,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"[578, 92, 147, 178]",0.13,0.0,0.07,0.06,0.04,0.07,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"[569, 93, 148, 182]",0.19,0.0,0.42,0.01,0.04,0.25,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"[552, 110, 148, 182]",0.12,0.0,0.15,0.14,0.06,0.06,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"[542, 110, 154, 182]",0.15,0.0,0.16,0.0,0.17,0.01,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"[541, 109, 153, 184]",0.21,0.0,0.26,0.01,0.09,0.05,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"[547, 106, 153, 185]",0.03,0.0,0.07,0.24,0.02,0.43,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"[583, 106, 144, 181]",0.06,0.0,0.15,0.01,0.04,0.03,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"[590, 110, 147, 185]",0.04,0.0,0.02,0.03,0.02,0.03,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"[590, 122, 145, 181]",0.07,0.0,0.02,0.01,0.05,0.04,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"[600, 116, 144, 179]",0.26,0.0,0.2,0.06,0.14,0.12,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"[593, 90, 156, 183]",0.38,0.0,0.19,0.03,0.29,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"[558, 109, 155, 190]",0.11,0.0,0.01,0.01,0.03,0.01,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"[560, 113, 146, 177]",0.19,0.0,0.12,0.05,0.36,0.03,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"[581, 117, 141, 181]",0.03,0.0,0.02,0.0,0.02,0.01,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"[596, 115, 143, 179]",0.25,0.0,0.3,0.02,0.17,0.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"[591, 113, 143, 182]",0.03,0.0,0.03,0.03,0.02,0.03,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"[584, 114, 149, 183]",0.03,0.0,0.01,0.0,0.02,0.03,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"[588, 117, 143, 182]",0.08,0.0,0.04,0.01,0.03,0.04,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"[568, 108, 144, 177]",0.23,0.0,0.08,0.02,0.06,0.03,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"[558, 104, 159, 185]",0.16,0.0,0.05,0.3,0.02,0.14,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"[565, 110, 151, 179]",0.17,0.0,0.11,0.01,0.05,0.1,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"[563, 114, 148, 178]",0.21,0.0,0.14,0.01,0.05,0.17,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"[545, 116, 151, 182]",0.07,0.0,0.09,0.04,0.02,0.19,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"[572, 109, 143, 176]",0.08,0.0,0.07,0.11,0.01,0.39,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"[574, 120, 144, 179]",0.18,0.0,0.08,0.12,0.13,0.02,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"[541, 128, 139, 169]",0.06,0.0,0.01,0.02,0.02,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"[546, 122, 144, 180]",0.07,0.0,0.02,0.02,0.02,0.02,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"[547, 113, 150, 189]",0.12,0.0,0.08,0.01,0.02,0.16,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"[568, 106, 147, 185]",0.19,0.0,0.21,0.04,0.05,0.09,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"[571, 101, 149, 183]",0.07,0.0,0.05,0.01,0.02,0.1,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"[570, 108, 147, 186]",0.19,0.0,0.11,0.03,0.17,0.02,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"[580, 104, 147, 182]",0.06,0.0,0.03,0.29,0.02,0.01,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"[573, 103, 146, 181]",0.12,0.0,0.11,0.43,0.03,0.12,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"[580, 110, 145, 183]",0.12,0.0,0.12,0.04,0.07,0.07,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"[568, 105, 145, 179]",0.16,0.0,0.17,0.09,0.03,0.29,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"[550, 109, 153, 187]",0.11,0.0,0.24,0.02,0.07,0.06,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"[547, 118, 147, 175]",0.09,0.0,0.08,0.01,0.11,0.01,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"[555, 108, 143, 179]",0.05,0.0,0.03,0.14,0.01,0.08,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"[575, 108, 150, 189]",0.16,0.0,0.04,0.32,0.03,0.06,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"[590, 114, 149, 188]",0.23,0.0,0.04,0.06,0.07,0.04,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"[587, 100, 152, 186]",0.08,0.0,0.03,0.01,0.02,0.23,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"[574, 114, 143, 176]",0.02,0.0,0.02,0.0,0.01,0.04,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"[583, 109, 146, 183]",0.09,0.0,0.08,0.01,0.05,0.07,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"[591, 108, 142, 179]",0.07,0.0,0.26,0.01,0.08,0.1,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"[590, 107, 141, 180]",0.14,0.0,0.17,0.01,0.03,0.1,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"[580, 105, 145, 179]",0.06,0.0,0.07,0.15,0.04,0.09,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"[562, 113, 143, 175]",0.07,0.0,0.06,0.0,0.08,0.04,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"[561, 112, 148, 192]",0.02,0.0,0.03,0.13,0.02,0.03,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"[577, 114, 141, 179]",0.25,0.0,0.22,0.01,0.4,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"[229, 368, 206, 284]",0.62,0.02,0.03,0.01,0.12,0.03,0.16,"[1006, 221, 139, 203]",0.1,0.0,0.04,0.12,0.27,0.06,0.4,"[99, 238, 127, 170]",0.49,0.01,0.05,0.04,0.3,0.08,0.04,"[691, 181, 103, 152]",0.55,0.01,0.04,0.06,0.26,0.06,0.02,"[128, 80, 69, 94]",0.37,0.0,0.04,0.1,0.23,0.11,0.15,"[723, 83, 68, 90]",0.56,0.0,0.04,0.02,0.34,0.01,0.02,"[1047, 95, 47, 63]",0.29,0.0,0.06,0.14,0.36,0.14,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"[446, 354, 200, 300]",0.43,0.01,0.03,0.02,0.32,0.07,0.11,"[1004, 219, 141, 201]",0.13,0.0,0.04,0.1,0.13,0.01,0.58,"[705, 191, 101, 147]",0.47,0.0,0.05,0.06,0.23,0.12,0.07,"[8, 99, 90, 122]",0.37,0.02,0.05,0.05,0.39,0.07,0.05,"[717, 86, 71, 91]",0.57,0.0,0.04,0.03,0.33,0.02,0.02,"[1044, 98, 46, 60]",0.34,0.01,0.04,0.15,0.35,0.1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"[509, 344, 240, 327]",0.35,0.0,0.06,0.03,0.26,0.09,0.2,"[1009, 207, 137, 197]",0.15,0.0,0.05,0.21,0.18,0.03,0.38,"[693, 165, 114, 155]",0.23,0.0,0.06,0.04,0.44,0.1,0.14,"[123, 63, 73, 102]",0.1,0.0,0.03,0.08,0.18,0.17,0.43,"[519, 98, 55, 72]",0.59,0.04,0.04,0.05,0.21,0.05,0.03,"[1049, 88, 45, 59]",0.33,0.0,0.05,0.08,0.42,0.11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"[549, 109, 139, 176]",0.1,0.0,0.03,0.0,0.07,0.13,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"[564, 106, 143, 184]",0.08,0.0,0.01,0.0,0.01,0.01,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"[558, 105, 141, 180]",0.05,0.0,0.01,0.02,0.02,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"[556, 110, 142, 180]",0.06,0.0,0.02,0.03,0.03,0.02,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"[550, 110, 140, 175]",0.07,0.0,0.06,0.02,0.04,0.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"[555, 105, 139, 175]",0.1,0.0,0.03,0.02,0.02,0.06,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
