,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14
280,"[557, 106, 142, 182]",0.04,0.0,0.0,0.02,0.02,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"[553, 108, 145, 185]",0.06,0.0,0.01,0.01,0.03,0.02,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"[553, 108, 146, 187]",0.06,0.0,0.01,0.01,0.02,0.02,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"[552, 113, 143, 184]",0.11,0.0,0.06,0.03,0.03,0.06,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"[548, 114, 149, 197]",0.01,0.0,0.0,0.82,0.01,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"[563, 108, 149, 185]",0.14,0.0,0.01,0.03,0.03,0.01,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"[573, 115, 140, 175]",0.1,0.0,0.11,0.12,0.03,0.13,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"[572, 100, 148, 178]",0.05,0.0,0.01,0.01,0.0,0.02,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"[566, 100, 142, 172]",0.06,0.0,0.08,0.19,0.01,0.24,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"[441, 460, 196, 260]",0.29,0.0,0.05,0.16,0.35,0.05,0.09,"[1048, 446, 172, 220]",0.52,0.0,0.03,0.04,0.21,0.1,0.1,"[315, 307, 146, 180]",0.53,0.0,0.05,0.06,0.18,0.1,0.08,"[95, 256, 130, 152]",0.36,0.0,0.04,0.16,0.34,0.03,0.07,"[938, 171, 76, 96]",0.43,0.02,0.03,0.04,0.15,0.29,0.04,"[346, 190, 65, 83]",0.06,0.0,0.05,0.01,0.53,0.0,0.34,"[559, 124, 59, 75]",0.29,0.0,0.08,0.05,0.55,0.01,0.01,"[1205, 165, 57, 71]",0.33,0.02,0.06,0.13,0.24,0.2,0.04,"[969, 56, 34, 40]",0.39,0.0,0.06,0.0,0.53,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"[468, 458, 198, 260]",0.29,0.0,0.05,0.16,0.31,0.07,0.12,"[1083, 441, 177, 230]",0.4,0.0,0.04,0.06,0.25,0.12,0.14,"[351, 311, 137, 169]",0.5,0.0,0.05,0.04,0.21,0.08,0.13,"[123, 253, 137, 157]",0.32,0.0,0.03,0.27,0.26,0.02,0.1,"[971, 192, 86, 110]",0.27,0.0,0.05,0.07,0.58,0.02,0.01,"[64, 158, 80, 107]",0.19,0.01,0.07,0.0,0.57,0.07,0.09,"[614, 177, 80, 106]",0.32,0.0,0.04,0.01,0.33,0.03,0.27,"[376, 189, 65, 82]",0.05,0.0,0.05,0.0,0.69,0.0,0.21,"[589, 132, 49, 64]",0.18,0.0,0.07,0.12,0.56,0.02,0.04,"[27, 117, 44, 54]",0.44,0.11,0.03,0.08,0.25,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"[522, 459, 196, 257]",0.3,0.0,0.04,0.18,0.31,0.06,0.11,"[1131, 436, 163, 234]",0.46,0.0,0.03,0.05,0.23,0.13,0.08,"[391, 301, 159, 193]",0.47,0.0,0.06,0.06,0.21,0.1,0.11,"[181, 255, 134, 156]",0.34,0.0,0.04,0.22,0.28,0.03,0.08,"[660, 278, 112, 137]",0.63,0.0,0.03,0.04,0.16,0.11,0.03,"[665, 178, 78, 104]",0.28,0.0,0.05,0.02,0.36,0.05,0.24,"[118, 162, 77, 102]",0.18,0.01,0.08,0.0,0.62,0.04,0.07,"[79, 109, 69, 85]",0.45,0.03,0.04,0.08,0.18,0.21,0.01,"[41, 108, 61, 76]",0.56,0.02,0.07,0.02,0.2,0.1,0.03,"[639, 122, 58, 76]",0.32,0.0,0.07,0.04,0.54,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"[593, 459, 197, 261]",0.36,0.0,0.05,0.15,0.28,0.06,0.11,"[472, 306, 142, 177]",0.59,0.0,0.05,0.02,0.14,0.08,0.12,"[263, 266, 119, 140]",0.55,0.0,0.02,0.16,0.19,0.03,0.05,"[1173, 221, 101, 135]",0.43,0.01,0.05,0.05,0.39,0.05,0.03,"[735, 180, 78, 104]",0.24,0.0,0.04,0.01,0.45,0.03,0.23,"[187, 161, 75, 99]",0.24,0.02,0.07,0.0,0.55,0.03,0.09,"[114, 103, 69, 86]",0.46,0.01,0.08,0.04,0.24,0.14,0.04,"[308, 104, 57, 69]",0.58,0.02,0.06,0.02,0.29,0.03,0.01,"[149, 114, 53, 65]",0.4,0.06,0.04,0.09,0.25,0.14,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"[663, 466, 197, 259]",0.46,0.0,0.04,0.08,0.28,0.05,0.08,"[530, 309, 157, 196]",0.49,0.01,0.06,0.04,0.19,0.12,0.09,"[330, 268, 133, 155]",0.69,0.0,0.03,0.06,0.15,0.04,0.03,"[807, 182, 84, 112]",0.19,0.0,0.04,0.01,0.4,0.02,0.34,"[490, 191, 70, 88]",0.57,0.01,0.05,0.03,0.23,0.06,0.04,"[185, 114, 60, 73]",0.53,0.03,0.05,0.06,0.17,0.13,0.04,"[376, 106, 57, 70]",0.55,0.01,0.06,0.06,0.28,0.03,0.03,"[63, 98, 54, 69]",0.55,0.01,0.04,0.06,0.23,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"[-35, 234, 150, 196]",0.48,0.01,0.05,0.04,0.21,0.18,0.03,"[613, 326, 144, 177]",0.52,0.0,0.05,0.02,0.22,0.07,0.12,"[407, 284, 118, 138]",0.53,0.0,0.03,0.13,0.23,0.04,0.05,"[139, 365, 110, 139]",0.3,0.0,0.15,0.06,0.39,0.03,0.06,"[875, 195, 81, 106]",0.3,0.0,0.05,0.01,0.43,0.04,0.16,"[333, 173, 77, 104]",0.15,0.0,0.09,0.0,0.61,0.06,0.09,"[639, 205, 65, 84]",0.04,0.0,0.06,0.0,0.73,0.0,0.17,"[257, 122, 60, 74]",0.5,0.03,0.09,0.03,0.22,0.09,0.04,"[299, 124, 56, 71]",0.37,0.01,0.05,0.09,0.27,0.19,0.02,"[444, 117, 57, 69]",0.62,0.0,0.05,0.03,0.25,0.04,0.02,"[138, 108, 55, 67]",0.46,0.01,0.04,0.08,0.27,0.11,0.03,"[852, 144, 51, 66]",0.41,0.01,0.07,0.06,0.4,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
295,"[671, 321, 156, 191]",0.46,0.0,0.06,0.05,0.2,0.1,0.13,"[473, 280, 126, 149]",0.51,0.0,0.04,0.18,0.18,0.05,0.05,"[51, 270, 113, 151]",0.5,0.01,0.04,0.04,0.25,0.11,0.05,"[941, 201, 79, 103]",0.34,0.0,0.03,0.01,0.43,0.04,0.15,"[404, 179, 77, 100]",0.22,0.0,0.09,0.0,0.58,0.04,0.05,"[703, 210, 67, 83]",0.08,0.0,0.06,0.0,0.76,0.0,0.1,"[324, 128, 59, 74]",0.52,0.04,0.07,0.02,0.23,0.09,0.03,"[919, 146, 58, 74]",0.25,0.0,0.09,0.08,0.52,0.03,0.02,"[361, 130, 59, 73]",0.36,0.04,0.04,0.07,0.25,0.21,0.03,"[508, 122, 58, 70]",0.59,0.01,0.06,0.03,0.27,0.02,0.02,"[826, 126, 55, 67]",0.1,0.0,0.08,0.33,0.35,0.08,0.06,"[204, 114, 54, 68]",0.5,0.01,0.04,0.07,0.26,0.1,0.03,,,,,,,,,,,,,,,,,,,,,,,,
296,"[761, 331, 145, 176]",0.5,0.0,0.05,0.04,0.19,0.07,0.14,"[557, 285, 123, 147]",0.49,0.0,0.03,0.21,0.19,0.03,0.05,"[134, 274, 109, 144]",0.46,0.01,0.04,0.04,0.27,0.12,0.05,"[72, 217, 79, 96]",0.27,0.0,0.07,0.05,0.42,0.14,0.04,"[784, 216, 65, 81]",0.09,0.0,0.08,0.0,0.72,0.0,0.1,"[407, 134, 59, 73]",0.47,0.02,0.09,0.03,0.24,0.11,0.04,"[446, 135, 58, 73]",0.35,0.05,0.05,0.06,0.28,0.19,0.02,"[592, 126, 55, 67]",0.59,0.01,0.05,0.04,0.24,0.04,0.02,"[288, 120, 52, 66]",0.56,0.0,0.04,0.06,0.25,0.07,0.02,"[1010, 27, 40, 49]",0.43,0.01,0.03,0.1,0.35,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"[812, 331, 143, 176]",0.6,0.0,0.05,0.02,0.16,0.06,0.1,"[607, 286, 121, 147]",0.51,0.0,0.03,0.19,0.17,0.03,0.06,"[181, 277, 111, 145]",0.45,0.01,0.04,0.05,0.28,0.11,0.06,"[1071, 303, 114, 139]",0.52,0.0,0.04,0.04,0.17,0.2,0.03,"[531, 178, 84, 116]",0.15,0.0,0.1,0.0,0.62,0.06,0.07,"[1075, 204, 78, 106]",0.25,0.0,0.03,0.01,0.41,0.02,0.27,"[119, 217, 82, 98]",0.21,0.0,0.09,0.06,0.46,0.13,0.04,"[19, 162, 72, 89]",0.39,0.0,0.04,0.11,0.19,0.22,0.05,"[833, 215, 65, 84]",0.09,0.0,0.08,0.0,0.7,0.0,0.13,"[454, 135, 61, 74]",0.45,0.02,0.09,0.03,0.25,0.12,0.04,"[645, 126, 60, 72]",0.56,0.0,0.09,0.02,0.25,0.05,0.03,"[339, 122, 50, 64]",0.45,0.0,0.04,0.08,0.32,0.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,
298,"[557, 98, 143, 180]",0.08,0.0,0.08,0.05,0.03,0.5,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"[576, 111, 143, 183]",0.2,0.0,0.02,0.0,0.03,0.01,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"[557, 97, 147, 186]",0.07,0.0,0.11,0.04,0.02,0.29,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"[542, 86, 156, 186]",0.12,0.0,0.09,0.0,0.06,0.03,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"[542, 94, 148, 184]",0.13,0.0,0.04,0.0,0.02,0.13,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"[538, 93, 151, 187]",0.07,0.0,0.12,0.38,0.02,0.17,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"[571, 97, 131, 164]",0.13,0.0,0.23,0.02,0.05,0.13,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"[569, 99, 136, 169]",0.03,0.0,0.06,0.0,0.03,0.09,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"[557, 98, 147, 180]",0.07,0.0,0.1,0.0,0.06,0.02,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"[564, 112, 130, 162]",0.06,0.0,0.17,0.0,0.04,0.48,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"[565, 105, 143, 181]",0.04,0.0,0.01,0.02,0.01,0.03,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,"[556, 94, 147, 185]",0.02,0.0,0.03,0.64,0.02,0.04,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"[557, 97, 142, 179]",0.03,0.0,0.03,0.06,0.01,0.19,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"[564, 106, 137, 167]",0.02,0.0,0.02,0.03,0.04,0.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
