,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[160, 61, 18, 26]",0.06,0.0,0.07,0.3,0.04,0.13,0.4,,,,,,,,,,,,,,,,
1,"[160, 61, 18, 26]",0.05,0.0,0.06,0.32,0.04,0.13,0.39,,,,,,,,,,,,,,,,
2,"[160, 61, 18, 26]",0.05,0.0,0.06,0.32,0.04,0.13,0.39,,,,,,,,,,,,,,,,
3,"[160, 61, 18, 26]",0.06,0.0,0.09,0.29,0.04,0.14,0.37,,,,,,,,,,,,,,,,
4,"[288, 119, 74, 91]",0.06,0.0,0.26,0.02,0.35,0.07,0.24,,,,,,,,,,,,,,,,
5,"[283, 129, 83, 98]",0.08,0.0,0.02,0.03,0.37,0.0,0.49,,,,,,,,,,,,,,,,
6,"[275, 105, 75, 92]",0.2,0.0,0.04,0.01,0.18,0.0,0.57,"[411, 94, 77, 96]",0.12,0.02,0.09,0.29,0.34,0.0,0.14,,,,,,,,
7,"[286, 93, 81, 95]",0.23,0.01,0.08,0.16,0.34,0.01,0.18,,,,,,,,,,,,,,,,
8,"[18, 92, 78, 95]",0.08,0.0,0.02,0.35,0.3,0.0,0.24,,,,,,,,,,,,,,,,
9,"[293, 85, 78, 97]",0.25,0.01,0.18,0.03,0.2,0.19,0.14,,,,,,,,,,,,,,,,
10,"[290, 93, 76, 93]",0.04,0.0,0.4,0.01,0.28,0.24,0.02,,,,,,,,,,,,,,,,
11,"[289, 86, 81, 101]",0.2,0.0,0.01,0.01,0.26,0.0,0.52,,,,,,,,,,,,,,,,
12,"[291, 86, 76, 95]",0.14,0.0,0.16,0.01,0.39,0.04,0.26,,,,,,,,,,,,,,,,
13,"[289, 84, 79, 98]",0.09,0.0,0.1,0.0,0.34,0.0,0.48,"[303, 248, 16, 21]",0.23,0.0,0.29,0.03,0.21,0.08,0.16,,,,,,,,
14,"[293, 93, 76, 92]",0.18,0.0,0.07,0.01,0.58,0.0,0.17,,,,,,,,,,,,,,,,
15,"[290, 92, 79, 98]",0.08,0.0,0.09,0.01,0.13,0.06,0.64,,,,,,,,,,,,,,,,
16,"[284, 86, 74, 95]",0.24,0.01,0.43,0.01,0.24,0.04,0.03,,,,,,,,,,,,,,,,
