,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[566, 10, 138, 156]",0.03,0.0,0.05,0.1,0.76,0.0,0.06,,,,,,,,
1,"[483, 164, 56, 69]",0.07,0.0,0.02,0.75,0.04,0.01,0.11,,,,,,,,
2,"[610, 116, 76, 97]",0.23,0.01,0.09,0.01,0.57,0.01,0.08,,,,,,,,
3,"[621, 65, 125, 155]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,
4,"[443, 81, 188, 229]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,
5,"[553, 90, 197, 241]",0.05,0.0,0.0,0.61,0.07,0.0,0.26,,,,,,,,
6,"[546, 100, 195, 237]",0.3,0.0,0.01,0.08,0.15,0.0,0.46,,,,,,,,
7,"[526, 113, 193, 234]",0.09,0.0,0.03,0.33,0.13,0.0,0.41,,,,,,,,
8,"[546, 100, 188, 231]",0.01,0.0,0.0,0.88,0.0,0.0,0.1,,,,,,,,
9,"[560, 104, 184, 231]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,,,,,,,,
10,"[555, 106, 195, 240]",0.06,0.0,0.0,0.48,0.07,0.0,0.39,,,,,,,,
11,"[553, 100, 185, 229]",0.07,0.0,0.0,0.08,0.03,0.0,0.81,,,,,,,,
12,"[564, 106, 185, 231]",0.3,0.01,0.01,0.37,0.08,0.0,0.22,,,,,,,,
13,"[565, 94, 194, 230]",0.09,0.0,0.01,0.46,0.08,0.0,0.36,,,,,,,,
14,"[516, 113, 189, 228]",0.06,0.0,0.0,0.51,0.07,0.0,0.35,,,,,,,,
15,"[523, 122, 191, 230]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,
16,"[534, 96, 189, 233]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,,,,,,,,
17,"[563, 102, 186, 232]",0.08,0.0,0.01,0.42,0.06,0.0,0.42,,,,,,,,
18,"[556, 100, 190, 230]",0.01,0.0,0.0,0.88,0.01,0.0,0.1,,,,,,,,
19,"[544, 115, 185, 218]",0.01,0.0,0.0,0.83,0.02,0.0,0.13,,,,,,,,
20,"[488, 169, 183, 224]",0.04,0.0,0.05,0.03,0.52,0.0,0.36,,,,,,,,
21,"[557, 88, 190, 234]",0.12,0.0,0.01,0.07,0.06,0.0,0.72,,,,,,,,
22,"[542, 94, 192, 236]",0.44,0.0,0.04,0.02,0.14,0.0,0.36,,,,,,,,
23,"[558, 113, 185, 235]",0.06,0.0,0.0,0.76,0.11,0.0,0.06,,,,,,,,
24,"[529, 107, 188, 238]",0.26,0.01,0.02,0.33,0.2,0.0,0.19,,,,,,,,
25,"[560, 93, 193, 241]",0.17,0.0,0.01,0.15,0.04,0.0,0.63,,,,,,,,
26,"[567, 109, 178, 223]",0.23,0.01,0.02,0.14,0.05,0.01,0.54,,,,,,,,
27,"[539, 96, 196, 232]",0.23,0.0,0.04,0.01,0.36,0.0,0.36,,,,,,,,
28,"[532, 104, 190, 234]",0.49,0.0,0.04,0.04,0.24,0.0,0.19,,,,,,,,
29,"[523, 94, 193, 235]",0.19,0.0,0.01,0.08,0.06,0.0,0.65,,,,,,,,
30,"[534, 104, 190, 238]",0.12,0.0,0.01,0.56,0.19,0.0,0.13,,,,,,,,
31,"[560, 97, 185, 237]",0.19,0.0,0.02,0.3,0.07,0.01,0.42,,,,,,,,
32,"[550, 101, 192, 234]",0.28,0.0,0.03,0.07,0.08,0.01,0.53,,,,,,,,
33,"[527, 111, 188, 239]",0.21,0.01,0.08,0.12,0.24,0.0,0.34,,,,,,,,
34,"[535, 113, 186, 231]",0.25,0.0,0.02,0.26,0.18,0.0,0.29,,,,,,,,
35,"[521, 97, 200, 241]",0.09,0.0,0.01,0.06,0.07,0.0,0.77,,,,,,,,
36,"[495, 98, 195, 237]",0.17,0.0,0.0,0.43,0.14,0.01,0.24,,,,,,,,
37,"[533, 91, 196, 234]",0.37,0.0,0.01,0.05,0.08,0.0,0.49,,,,,,,,
38,"[568, 102, 184, 230]",0.17,0.01,0.02,0.12,0.12,0.0,0.56,,,,,,,,
39,"[562, 99, 182, 229]",0.34,0.0,0.01,0.11,0.08,0.0,0.46,,,,,,,,
40,"[557, 93, 186, 235]",0.32,0.0,0.06,0.15,0.15,0.0,0.32,,,,,,,,
41,"[535, 95, 196, 235]",0.04,0.0,0.01,0.44,0.08,0.0,0.43,,,,,,,,
42,"[534, 78, 190, 229]",0.13,0.0,0.01,0.01,0.05,0.0,0.8,,,,,,,,
43,"[523, 89, 197, 236]",0.13,0.0,0.01,0.03,0.1,0.0,0.73,,,,,,,,
44,"[504, 82, 200, 241]",0.26,0.0,0.04,0.03,0.17,0.01,0.49,,,,,,,,
45,"[503, 88, 190, 227]",0.43,0.0,0.02,0.02,0.14,0.0,0.4,,,,,,,,
46,"[528, 80, 197, 239]",0.24,0.0,0.02,0.01,0.08,0.0,0.65,,,,,,,,
47,"[526, 86, 194, 234]",0.25,0.0,0.01,0.03,0.05,0.0,0.66,,,,,,,,
48,"[551, 91, 191, 233]",0.26,0.0,0.01,0.03,0.12,0.0,0.58,,,,,,,,
49,"[539, 96, 191, 235]",0.03,0.0,0.0,0.85,0.03,0.0,0.08,,,,,,,,
50,"[557, 92, 193, 240]",0.23,0.0,0.01,0.27,0.13,0.0,0.36,,,,,,,,
51,"[541, 98, 193, 233]",0.13,0.0,0.01,0.41,0.03,0.01,0.42,,,,,,,,
52,"[443, 170, 186, 228]",0.07,0.0,0.04,0.01,0.37,0.0,0.51,,,,,,,,
53,"[531, 180, 182, 217]",0.02,0.0,0.09,0.02,0.38,0.0,0.49,,,,,,,,
54,"[507, 97, 197, 236]",0.36,0.0,0.02,0.09,0.12,0.01,0.39,,,,,,,,
55,"[503, 84, 192, 231]",0.32,0.0,0.02,0.04,0.1,0.0,0.52,,,,,,,,
56,"[531, 88, 191, 235]",0.28,0.0,0.06,0.0,0.37,0.0,0.29,,,,,,,,
57,"[519, 92, 190, 240]",0.29,0.0,0.1,0.01,0.34,0.0,0.26,,,,,,,,
