,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[543, 122, 243, 327]",0.04,0.0,0.02,0.08,0.12,0.0,0.73,,,,,,,,,,,,,,,,
1,"[544, 120, 241, 327]",0.13,0.0,0.05,0.03,0.1,0.02,0.67,,,,,,,,,,,,,,,,
2,"[540, 115, 245, 331]",0.03,0.0,0.02,0.65,0.02,0.13,0.15,,,,,,,,,,,,,,,,
3,"[535, 125, 241, 325]",0.0,0.0,0.0,0.75,0.0,0.0,0.24,,,,,,,,,,,,,,,,
4,"[528, 119, 246, 332]",0.04,0.0,0.02,0.31,0.02,0.03,0.58,"[1116, 389, 98, 106]",0.08,0.12,0.12,0.04,0.39,0.02,0.22,,,,,,,,
5,"[532, 128, 243, 314]",0.04,0.0,0.02,0.14,0.08,0.01,0.72,,,,,,,,,,,,,,,,
6,"[513, 109, 246, 341]",0.04,0.0,0.02,0.13,0.04,0.02,0.75,,,,,,,,,,,,,,,,
7,"[511, 124, 242, 317]",0.02,0.0,0.03,0.31,0.05,0.04,0.57,,,,,,,,,,,,,,,,
8,"[502, 112, 252, 334]",0.07,0.0,0.01,0.12,0.03,0.01,0.76,,,,,,,,,,,,,,,,
9,"[502, 113, 246, 336]",0.36,0.0,0.04,0.17,0.13,0.05,0.26,,,,,,,,,,,,,,,,
10,"[501, 127, 248, 324]",0.01,0.0,0.0,0.27,0.01,0.04,0.66,,,,,,,,,,,,,,,,
11,"[501, 123, 244, 319]",0.03,0.0,0.01,0.17,0.05,0.01,0.73,,,,,,,,,,,,,,,,
12,"[506, 125, 242, 322]",0.1,0.0,0.02,0.05,0.05,0.01,0.77,,,,,,,,,,,,,,,,
13,"[500, 123, 244, 324]",0.02,0.0,0.01,0.27,0.03,0.01,0.67,,,,,,,,,,,,,,,,
14,"[492, 110, 246, 321]",0.05,0.0,0.02,0.14,0.06,0.01,0.72,,,,,,,,,,,,,,,,
15,"[492, 116, 245, 326]",0.06,0.0,0.01,0.11,0.03,0.02,0.76,,,,,,,,,,,,,,,,
16,"[495, 111, 248, 334]",0.01,0.0,0.0,0.5,0.01,0.03,0.45,,,,,,,,,,,,,,,,
17,"[497, 109, 250, 331]",0.01,0.0,0.0,0.42,0.02,0.01,0.54,,,,,,,,,,,,,,,,
18,"[493, 116, 245, 328]",0.02,0.0,0.01,0.67,0.04,0.05,0.21,,,,,,,,,,,,,,,,
