,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[599, 88, 170, 217]",0.11,0.0,0.26,0.01,0.08,0.02,0.52,,,,,,,,,,,,,,,,
1,"[603, 95, 169, 215]",0.14,0.0,0.46,0.01,0.1,0.05,0.25,,,,,,,,,,,,,,,,
2,"[524, 85, 170, 222]",0.08,0.0,0.43,0.02,0.12,0.08,0.28,,,,,,,,,,,,,,,,
3,"[540, 134, 170, 216]",0.05,0.0,0.04,0.01,0.03,0.01,0.86,,,,,,,,,,,,,,,,
4,"[566, 135, 164, 217]",0.22,0.0,0.11,0.01,0.08,0.0,0.58,,,,,,,,,,,,,,,,
5,"[543, 122, 170, 223]",0.09,0.0,0.56,0.01,0.07,0.03,0.23,,,,,,,,,,,,,,,,
6,"[567, 126, 166, 219]",0.14,0.0,0.45,0.07,0.12,0.02,0.2,,,,,,,,,,,,,,,,
7,"[567, 115, 165, 220]",0.24,0.0,0.23,0.02,0.15,0.01,0.35,,,,,,,,,,,,,,,,
8,"[564, 112, 166, 216]",0.21,0.0,0.33,0.0,0.1,0.01,0.34,,,,,,,,,,,,,,,,
9,"[556, 83, 159, 213]",0.09,0.0,0.48,0.0,0.35,0.01,0.07,,,,,,,,,,,,,,,,
10,"[567, 132, 165, 217]",0.1,0.0,0.28,0.01,0.11,0.02,0.49,,,,,,,,,,,,,,,,
11,"[575, 112, 165, 217]",0.11,0.0,0.17,0.0,0.11,0.01,0.61,,,,,,,,,,,,,,,,
12,"[545, 111, 164, 219]",0.12,0.0,0.15,0.0,0.1,0.05,0.58,"[624, 571, 23, 30]",0.58,0.0,0.24,0.02,0.15,0.01,0.01,,,,,,,,
13,"[549, 118, 167, 214]",0.2,0.0,0.27,0.01,0.13,0.05,0.34,"[622, 570, 26, 32]",0.72,0.0,0.18,0.02,0.08,0.0,0.01,,,,,,,,
14,"[549, 134, 162, 211]",0.08,0.0,0.09,0.0,0.13,0.0,0.7,,,,,,,,,,,,,,,,
15,"[554, 112, 165, 214]",0.18,0.0,0.61,0.0,0.11,0.02,0.09,,,,,,,,,,,,,,,,
16,"[576, 129, 168, 215]",0.25,0.0,0.13,0.01,0.36,0.01,0.23,,,,,,,,,,,,,,,,
