,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13
51,"[194, 137, 38, 49]",0.07,0.0,0.01,0.68,0.03,0.01,0.21,"[42, 140, 38, 44]",0.4,0.0,0.0,0.22,0.15,0.0,0.23,"[326, 166, 32, 41]",0.09,0.0,0.19,0.08,0.33,0.03,0.29,"[417, 136, 31, 42]",0.53,0.0,0.09,0.06,0.15,0.01,0.16,"[482, 139, 31, 38]",0.48,0.0,0.01,0.04,0.25,0.01,0.2,"[543, 146, 30, 37]",0.97,0.0,0.01,0.0,0.01,0.0,0.01,"[585, 127, 24, 33]",0.38,0.0,0.19,0.02,0.31,0.0,0.1,"[355, 121, 24, 30]",0.26,0.0,0.31,0.01,0.34,0.02,0.06,"[273, 119, 21, 27]",0.81,0.0,0.03,0.02,0.07,0.0,0.06,"[136, 114, 20, 27]",0.04,0.0,0.02,0.85,0.02,0.02,0.04,"[304, 106, 17, 23]",0.32,0.0,0.08,0.26,0.25,0.02,0.07,"[530, 94, 11, 14]",0.18,0.0,0.38,0.07,0.24,0.05,0.09,,,,,,,,,,,,,,,,
52,"[40, 139, 39, 46]",0.62,0.0,0.0,0.15,0.14,0.0,0.1,"[482, 139, 31, 40]",0.28,0.0,0.03,0.16,0.34,0.03,0.16,"[543, 146, 30, 38]",0.95,0.0,0.01,0.0,0.02,0.0,0.01,"[92, 133, 29, 38]",0.22,0.0,0.03,0.1,0.3,0.01,0.34,"[340, 165, 28, 38]",0.21,0.0,0.03,0.01,0.57,0.0,0.17,"[352, 118, 25, 35]",0.39,0.01,0.16,0.15,0.17,0.04,0.08,"[586, 128, 23, 31]",0.37,0.0,0.16,0.02,0.29,0.0,0.16,"[166, 117, 24, 29]",0.11,0.0,0.08,0.42,0.34,0.0,0.05,"[136, 114, 21, 28]",0.05,0.0,0.1,0.6,0.06,0.04,0.15,"[453, 148, 21, 27]",0.17,0.0,0.17,0.21,0.33,0.01,0.1,"[275, 120, 20, 27]",0.75,0.0,0.13,0.03,0.04,0.0,0.05,"[32, 106, 19, 23]",0.3,0.0,0.11,0.14,0.34,0.02,0.08,"[305, 106, 15, 22]",0.17,0.0,0.06,0.09,0.57,0.02,0.08,"[529, 92, 12, 15]",0.13,0.0,0.27,0.05,0.43,0.01,0.11
53,"[192, 138, 41, 52]",0.08,0.0,0.04,0.42,0.1,0.04,0.32,"[40, 140, 39, 44]",0.54,0.0,0.0,0.11,0.18,0.0,0.17,"[481, 139, 33, 41]",0.38,0.0,0.05,0.03,0.42,0.01,0.11,"[542, 146, 30, 38]",0.98,0.0,0.0,0.0,0.01,0.0,0.0,"[91, 133, 29, 37]",0.17,0.0,0.06,0.1,0.14,0.01,0.53,"[350, 118, 27, 37]",0.71,0.0,0.13,0.02,0.07,0.01,0.05,"[585, 127, 24, 33]",0.42,0.0,0.22,0.03,0.23,0.0,0.1,"[163, 113, 25, 31]",0.37,0.0,0.11,0.25,0.16,0.0,0.1,"[31, 105, 22, 26]",0.37,0.0,0.1,0.12,0.24,0.04,0.13,"[136, 115, 20, 25]",0.05,0.0,0.13,0.57,0.07,0.05,0.13,"[274, 119, 20, 26]",0.88,0.0,0.03,0.01,0.05,0.0,0.03,"[303, 106, 17, 22]",0.17,0.0,0.19,0.1,0.44,0.05,0.05,,,,,,,,,,,,,,,,
54,"[40, 140, 41, 46]",0.56,0.0,0.0,0.06,0.15,0.0,0.23,"[490, 137, 31, 40]",0.29,0.0,0.03,0.01,0.63,0.0,0.04,"[350, 118, 26, 35]",0.66,0.0,0.11,0.05,0.08,0.02,0.08,"[586, 128, 24, 31]",0.28,0.0,0.2,0.06,0.3,0.0,0.15,"[136, 114, 20, 26]",0.1,0.0,0.07,0.5,0.12,0.03,0.18,"[32, 105, 21, 24]",0.24,0.0,0.06,0.09,0.43,0.0,0.17,"[68, 91, 16, 16]",0.19,0.0,0.09,0.1,0.55,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[41, 140, 38, 45]",0.67,0.0,0.0,0.02,0.19,0.0,0.11,"[492, 135, 31, 42]",0.46,0.0,0.05,0.0,0.38,0.01,0.1,"[92, 134, 28, 36]",0.25,0.0,0.04,0.05,0.19,0.03,0.44,"[349, 118, 27, 35]",0.64,0.0,0.09,0.03,0.15,0.02,0.07,"[166, 110, 25, 31]",0.36,0.0,0.11,0.04,0.42,0.01,0.07,"[587, 128, 22, 29]",0.09,0.0,0.13,0.02,0.48,0.0,0.28,"[136, 114, 21, 27]",0.04,0.0,0.04,0.81,0.04,0.02,0.05,"[32, 105, 20, 23]",0.7,0.0,0.03,0.06,0.16,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[39, 139, 41, 47]",0.6,0.0,0.0,0.06,0.18,0.0,0.16,"[491, 136, 34, 44]",0.3,0.0,0.05,0.01,0.46,0.0,0.17,"[350, 116, 27, 37]",0.46,0.03,0.16,0.06,0.2,0.02,0.07,"[587, 128, 23, 30]",0.24,0.0,0.18,0.04,0.34,0.0,0.2,"[135, 114, 21, 27]",0.03,0.0,0.02,0.79,0.03,0.02,0.1,"[614, 109, 20, 27]",0.25,0.0,0.03,0.51,0.12,0.01,0.06,"[252, 99, 15, 21]",0.64,0.0,0.06,0.09,0.13,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[36, 140, 43, 48]",0.6,0.0,0.0,0.2,0.08,0.0,0.12,"[492, 136, 36, 46]",0.26,0.0,0.06,0.02,0.52,0.01,0.14,"[352, 117, 25, 35]",0.49,0.01,0.21,0.12,0.07,0.07,0.03,"[165, 107, 26, 33]",0.61,0.0,0.02,0.02,0.21,0.0,0.14,"[585, 127, 24, 33]",0.32,0.0,0.29,0.02,0.27,0.0,0.09,"[136, 115, 20, 26]",0.08,0.0,0.07,0.56,0.06,0.06,0.16,"[616, 112, 17, 21]",0.53,0.0,0.07,0.21,0.12,0.02,0.05,"[253, 99, 14, 20]",0.47,0.0,0.05,0.16,0.2,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[352, 116, 26, 36]",0.3,0.01,0.27,0.13,0.15,0.07,0.07,"[166, 107, 26, 33]",0.43,0.0,0.04,0.0,0.21,0.0,0.31,"[587, 128, 21, 30]",0.16,0.0,0.15,0.01,0.52,0.0,0.16,"[135, 115, 21, 26]",0.04,0.0,0.04,0.73,0.04,0.04,0.12,"[615, 110, 18, 25]",0.57,0.0,0.04,0.29,0.06,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[37, 139, 42, 49]",0.74,0.0,0.0,0.05,0.12,0.0,0.09,"[92, 131, 31, 38]",0.07,0.0,0.04,0.46,0.16,0.01,0.28,"[502, 145, 30, 37]",0.29,0.01,0.14,0.11,0.31,0.0,0.12,"[349, 115, 29, 38]",0.28,0.02,0.39,0.06,0.17,0.06,0.04,"[274, 121, 30, 35]",0.59,0.0,0.06,0.01,0.2,0.0,0.14,"[491, 139, 28, 37]",0.47,0.0,0.05,0.03,0.39,0.0,0.06,"[447, 136, 25, 33]",0.65,0.0,0.08,0.05,0.13,0.0,0.09,"[165, 107, 25, 32]",0.41,0.0,0.04,0.12,0.13,0.0,0.3,"[135, 114, 21, 27]",0.06,0.0,0.04,0.79,0.03,0.02,0.08,"[28, 98, 21, 26]",0.56,0.0,0.07,0.02,0.3,0.0,0.05,"[615, 110, 19, 24]",0.3,0.0,0.08,0.41,0.06,0.11,0.03,"[304, 106, 17, 23]",0.18,0.02,0.05,0.36,0.34,0.0,0.05,"[48, 74, 16, 21]",0.18,0.0,0.01,0.14,0.12,0.0,0.55,,,,,,,,
60,"[39, 139, 41, 49]",0.67,0.0,0.01,0.09,0.13,0.0,0.11,"[482, 137, 33, 42]",0.83,0.0,0.01,0.0,0.08,0.0,0.08,"[350, 115, 27, 36]",0.37,0.0,0.38,0.09,0.1,0.02,0.04,"[277, 121, 29, 32]",0.38,0.0,0.1,0.04,0.32,0.0,0.15,"[584, 126, 25, 35]",0.36,0.0,0.21,0.02,0.35,0.0,0.06,"[166, 108, 24, 30]",0.37,0.0,0.06,0.16,0.21,0.0,0.21,"[447, 136, 24, 30]",0.18,0.0,0.01,0.21,0.23,0.0,0.37,"[547, 206, 22, 30]",0.38,0.0,0.12,0.16,0.27,0.01,0.06,"[136, 115, 20, 25]",0.1,0.0,0.11,0.55,0.14,0.02,0.09,"[28, 98, 20, 24]",0.4,0.0,0.06,0.02,0.43,0.0,0.08,"[304, 104, 19, 25]",0.09,0.0,0.06,0.3,0.44,0.0,0.11,"[66, 87, 17, 19]",0.15,0.0,0.11,0.02,0.66,0.0,0.06,,,,,,,,,,,,,,,,
61,"[313, 63, 53, 65]",0.83,0.0,0.03,0.04,0.03,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[357, 58, 51, 60]",0.49,0.0,0.01,0.01,0.09,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[323, 121, 16, 21]",0.19,0.0,0.18,0.03,0.48,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[306, 62, 54, 66]",0.43,0.0,0.09,0.09,0.19,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
