,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[194, 65, 83, 108]",0.04,0.0,0.01,0.02,0.01,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,
1,"[226, 84, 77, 106]",0.06,0.0,0.02,0.29,0.1,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,
2,"[201, 108, 58, 77]",0.66,0.0,0.05,0.1,0.04,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,
3,"[136, 131, 35, 47]",0.41,0.0,0.04,0.14,0.07,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,
4,"[118, 136, 29, 39]",0.6,0.0,0.04,0.01,0.09,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,
5,"[452, 284, 39, 53]",0.05,0.0,0.18,0.1,0.34,0.12,0.2,"[110, 136, 28, 37]",0.52,0.0,0.08,0.02,0.11,0.0,0.27,,,,,,,,,,,,,,,,
6,"[439, 282, 37, 51]",0.34,0.0,0.18,0.03,0.31,0.03,0.12,"[96, 131, 29, 40]",0.16,0.0,0.03,0.31,0.09,0.0,0.41,,,,,,,,,,,,,,,,
7,"[434, 282, 36, 49]",0.21,0.0,0.17,0.01,0.47,0.02,0.12,"[90, 132, 29, 40]",0.46,0.0,0.06,0.02,0.1,0.0,0.36,,,,,,,,,,,,,,,,
8,"[434, 283, 36, 50]",0.22,0.0,0.31,0.01,0.34,0.06,0.06,"[93, 138, 28, 35]",0.62,0.0,0.2,0.04,0.12,0.01,0.01,,,,,,,,,,,,,,,,
9,"[77, 125, 27, 37]",0.37,0.0,0.24,0.06,0.12,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,
10,"[424, 255, 40, 51]",0.16,0.0,0.31,0.03,0.44,0.01,0.04,"[89, 107, 28, 38]",0.39,0.0,0.22,0.02,0.11,0.01,0.25,,,,,,,,,,,,,,,,
11,"[442, 248, 37, 49]",0.18,0.01,0.18,0.06,0.35,0.07,0.15,"[98, 99, 29, 38]",0.53,0.0,0.09,0.08,0.09,0.01,0.21,,,,,,,,,,,,,,,,
12,"[438, 245, 35, 46]",0.2,0.0,0.16,0.04,0.41,0.07,0.11,"[97, 94, 29, 39]",0.61,0.0,0.04,0.03,0.09,0.0,0.22,,,,,,,,,,,,,,,,
13,"[446, 246, 37, 49]",0.16,0.02,0.27,0.15,0.12,0.25,0.03,"[96, 93, 30, 39]",0.44,0.0,0.03,0.01,0.08,0.0,0.45,,,,,,,,,,,,,,,,
14,"[123, 95, 28, 39]",0.16,0.0,0.06,0.03,0.07,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
15,"[221, 56, 56, 75]",0.21,0.0,0.11,0.0,0.19,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
16,"[218, 66, 63, 81]",0.08,0.0,0.03,0.0,0.14,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
17,"[187, 52, 87, 121]",0.19,0.0,0.01,0.01,0.09,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,
18,"[201, 68, 87, 112]",0.09,0.0,0.03,0.0,0.27,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,
19,"[203, 70, 93, 123]",0.11,0.0,0.07,0.0,0.16,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,
20,"[192, 59, 103, 136]",0.1,0.0,0.06,0.01,0.37,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,
21,"[193, 74, 98, 129]",0.09,0.0,0.04,0.01,0.17,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,
22,"[184, 78, 100, 133]",0.09,0.0,0.03,0.01,0.2,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
23,"[179, 70, 101, 135]",0.16,0.0,0.05,0.02,0.29,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,
24,"[185, 76, 100, 132]",0.12,0.0,0.03,0.0,0.33,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,
25,"[200, 76, 99, 132]",0.2,0.0,0.03,0.02,0.08,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,
26,"[185, 74, 105, 138]",0.1,0.0,0.02,0.02,0.09,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,
27,"[176, 73, 101, 133]",0.06,0.0,0.02,0.02,0.19,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,
28,"[175, 76, 99, 133]",0.11,0.0,0.01,0.0,0.17,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
29,"[186, 75, 103, 136]",0.11,0.0,0.02,0.01,0.33,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,
30,"[184, 85, 101, 134]",0.08,0.0,0.01,0.0,0.04,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,
31,"[189, 84, 99, 131]",0.05,0.0,0.02,0.01,0.17,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
32,"[190, 90, 97, 130]",0.02,0.0,0.01,0.01,0.05,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,
33,"[191, 74, 102, 138]",0.09,0.0,0.02,0.01,0.11,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
34,"[190, 75, 100, 130]",0.09,0.0,0.04,0.01,0.32,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,
35,"[189, 76, 101, 135]",0.16,0.0,0.04,0.0,0.31,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,
36,"[180, 84, 105, 139]",0.03,0.0,0.02,0.02,0.11,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,
37,"[175, 72, 102, 136]",0.08,0.0,0.02,0.03,0.17,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
38,"[173, 76, 100, 135]",0.13,0.0,0.02,0.0,0.11,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,
