,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4
12,"[874, 172, 22, 29]",0.65,0.0,0.01,0.0,0.21,0.0,0.12,"[469, 128, 188, 248]",0.64,0.0,0.03,0.0,0.07,0.0,0.26,"[873, 318, 31, 38]",0.4,0.0,0.05,0.01,0.19,0.02,0.33,,,,,,,,,,,,,,,,
13,"[456, 127, 187, 241]",0.09,0.0,0.01,0.0,0.06,0.0,0.83,"[874, 174, 22, 29]",0.62,0.0,0.02,0.0,0.09,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,
14,"[873, 174, 23, 28]",0.64,0.0,0.02,0.0,0.12,0.0,0.23,"[476, 157, 194, 244]",0.16,0.04,0.16,0.0,0.56,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,
15,"[873, 173, 23, 31]",0.58,0.0,0.02,0.0,0.2,0.0,0.19,"[429, 130, 187, 239]",0.1,0.0,0.02,0.0,0.11,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,
16,"[873, 174, 23, 28]",0.67,0.0,0.01,0.0,0.11,0.0,0.21,"[422, 126, 184, 236]",0.09,0.0,0.02,0.0,0.11,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,
17,"[456, 100, 183, 233]",0.07,0.0,0.12,0.1,0.09,0.01,0.61,"[873, 173, 23, 30]",0.65,0.0,0.01,0.0,0.11,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,
18,"[873, 173, 23, 30]",0.51,0.0,0.01,0.0,0.17,0.0,0.31,"[470, 131, 181, 238]",0.9,0.0,0.04,0.0,0.04,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
19,"[474, 135, 192, 247]",0.81,0.0,0.03,0.0,0.03,0.0,0.13,"[873, 173, 23, 31]",0.41,0.0,0.02,0.0,0.28,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
20,"[874, 172, 22, 29]",0.55,0.0,0.01,0.0,0.25,0.0,0.19,"[874, 317, 30, 39]",0.23,0.0,0.04,0.02,0.19,0.01,0.52,,,,,,,,,,,,,,,,,,,,,,,,
21,"[873, 174, 22, 28]",0.54,0.0,0.03,0.0,0.19,0.0,0.24,"[446, 106, 165, 201]",0.35,0.0,0.25,0.0,0.21,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,
22,"[873, 174, 22, 28]",0.45,0.0,0.03,0.0,0.22,0.0,0.3,"[389, 149, 198, 247]",0.12,0.0,0.04,0.01,0.19,0.0,0.64,"[874, 317, 29, 38]",0.2,0.0,0.06,0.03,0.2,0.01,0.5,,,,,,,,,,,,,,,,
23,"[873, 174, 21, 28]",0.68,0.0,0.03,0.0,0.14,0.0,0.15,"[383, 155, 206, 258]",0.04,0.0,0.12,0.03,0.06,0.02,0.73,"[916, 313, 15, 25]",0.43,0.03,0.15,0.04,0.21,0.0,0.15,,,,,,,,,,,,,,,,
24,"[483, 117, 176, 232]",0.68,0.02,0.13,0.0,0.14,0.0,0.02,"[873, 174, 24, 30]",0.52,0.0,0.02,0.0,0.14,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,
25,"[476, 134, 182, 234]",0.9,0.0,0.03,0.0,0.05,0.0,0.02,"[872, 174, 22, 28]",0.5,0.0,0.05,0.0,0.13,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,
26,"[458, 129, 180, 233]",0.64,0.0,0.18,0.0,0.1,0.0,0.08,"[873, 174, 22, 29]",0.77,0.0,0.01,0.0,0.11,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
27,"[428, 110, 180, 235]",0.72,0.0,0.09,0.01,0.05,0.0,0.14,"[873, 174, 24, 29]",0.55,0.0,0.02,0.0,0.11,0.0,0.32,"[875, 318, 28, 37]",0.18,0.0,0.03,0.03,0.2,0.02,0.54,,,,,,,,,,,,,,,,
28,"[874, 174, 22, 29]",0.58,0.0,0.02,0.0,0.09,0.0,0.31,"[411, 126, 190, 245]",0.06,0.0,0.05,0.01,0.07,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,
29,"[384, 149, 204, 253]",0.1,0.0,0.01,0.08,0.06,0.0,0.74,"[873, 174, 23, 29]",0.62,0.0,0.02,0.0,0.16,0.0,0.19,"[874, 316, 29, 38]",0.37,0.0,0.02,0.02,0.23,0.01,0.35,,,,,,,,,,,,,,,,
30,"[873, 174, 23, 29]",0.57,0.0,0.04,0.0,0.13,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[873, 174, 22, 29]",0.53,0.0,0.03,0.0,0.17,0.0,0.27,"[412, 160, 196, 259]",0.07,0.0,0.1,0.01,0.04,0.01,0.76,,,,,,,,,,,,,,,,,,,,,,,,
32,"[873, 175, 22, 28]",0.65,0.0,0.01,0.0,0.06,0.0,0.28,"[459, 125, 180, 234]",0.04,0.0,0.02,0.0,0.08,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,
33,"[873, 174, 23, 29]",0.81,0.0,0.01,0.0,0.04,0.0,0.15,"[455, 123, 182, 241]",0.34,0.0,0.06,0.01,0.13,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,
34,"[874, 174, 23, 30]",0.78,0.0,0.01,0.0,0.04,0.0,0.18,"[430, 119, 182, 234]",0.26,0.0,0.21,0.0,0.12,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,
35,"[450, 127, 178, 231]",0.21,0.0,0.08,0.0,0.09,0.04,0.58,"[873, 174, 23, 29]",0.71,0.0,0.01,0.0,0.09,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,
36,"[873, 174, 23, 28]",0.7,0.0,0.02,0.0,0.14,0.0,0.15,"[437, 130, 180, 233]",0.51,0.0,0.02,0.0,0.12,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
37,"[874, 174, 22, 29]",0.65,0.0,0.01,0.0,0.1,0.0,0.23,"[448, 97, 177, 234]",0.01,0.0,0.03,0.01,0.05,0.01,0.89,,,,,,,,,,,,,,,,,,,,,,,,
38,"[873, 174, 23, 29]",0.58,0.0,0.04,0.0,0.18,0.0,0.19,"[436, 136, 187, 246]",0.2,0.0,0.2,0.01,0.19,0.03,0.37,"[875, 317, 28, 37]",0.35,0.0,0.04,0.01,0.2,0.03,0.37,,,,,,,,,,,,,,,,
39,"[873, 174, 23, 28]",0.58,0.0,0.02,0.0,0.19,0.0,0.2,"[483, 136, 189, 248]",0.15,0.0,0.1,0.0,0.1,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,
40,"[874, 175, 22, 28]",0.75,0.0,0.01,0.0,0.04,0.0,0.19,"[380, 135, 187, 234]",0.29,0.0,0.17,0.0,0.16,0.0,0.37,"[874, 318, 30, 38]",0.33,0.0,0.09,0.01,0.37,0.02,0.18,,,,,,,,,,,,,,,,
41,"[873, 174, 24, 30]",0.63,0.0,0.01,0.0,0.17,0.0,0.18,"[413, 116, 184, 245]",0.23,0.0,0.08,0.0,0.06,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,
42,"[874, 174, 22, 29]",0.6,0.0,0.01,0.01,0.11,0.0,0.28,"[456, 128, 185, 248]",0.57,0.0,0.31,0.0,0.07,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
43,"[448, 118, 182, 234]",0.61,0.0,0.12,0.01,0.08,0.0,0.18,"[873, 174, 23, 30]",0.6,0.0,0.02,0.0,0.13,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
44,"[873, 175, 21, 28]",0.77,0.0,0.01,0.0,0.04,0.0,0.18,"[438, 129, 179, 232]",0.34,0.0,0.1,0.0,0.24,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,
45,"[874, 172, 22, 29]",0.73,0.0,0.0,0.0,0.2,0.0,0.07,"[414, 124, 181, 235]",0.07,0.0,0.06,0.0,0.19,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,
46,"[874, 174, 23, 29]",0.63,0.0,0.02,0.0,0.15,0.0,0.2,"[383, 149, 195, 241]",0.2,0.0,0.02,0.0,0.11,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,
47,"[873, 174, 23, 29]",0.62,0.0,0.01,0.0,0.12,0.0,0.24,"[488, 127, 184, 248]",0.7,0.0,0.07,0.02,0.04,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,
48,"[439, 109, 191, 236]",0.37,0.0,0.25,0.02,0.23,0.0,0.12,"[874, 173, 23, 32]",0.34,0.0,0.02,0.0,0.35,0.0,0.28,"[874, 317, 29, 38]",0.12,0.0,0.03,0.01,0.43,0.0,0.41,,,,,,,,,,,,,,,,
49,"[873, 174, 23, 30]",0.78,0.0,0.01,0.0,0.07,0.0,0.14,"[449, 145, 178, 236]",0.25,0.02,0.12,0.01,0.59,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
50,"[873, 174, 23, 29]",0.68,0.0,0.02,0.0,0.09,0.0,0.21,"[457, 160, 178, 233]",0.39,0.01,0.05,0.0,0.44,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
51,"[873, 174, 23, 29]",0.64,0.0,0.02,0.0,0.09,0.0,0.25,"[393, 145, 190, 239]",0.33,0.0,0.1,0.01,0.27,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
52,"[873, 173, 23, 30]",0.54,0.0,0.01,0.0,0.17,0.0,0.28,"[384, 142, 195, 243]",0.52,0.0,0.13,0.0,0.15,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
53,"[873, 175, 22, 28]",0.72,0.0,0.01,0.0,0.07,0.0,0.21,"[417, 161, 181, 242]",0.89,0.02,0.01,0.0,0.05,0.0,0.03,"[874, 317, 29, 37]",0.29,0.0,0.03,0.04,0.31,0.01,0.32,,,,,,,,,,,,,,,,
54,"[459, 121, 189, 237]",0.31,0.0,0.15,0.02,0.46,0.0,0.06,"[874, 174, 23, 29]",0.41,0.0,0.01,0.0,0.07,0.0,0.51,"[874, 317, 28, 37]",0.26,0.0,0.03,0.04,0.26,0.01,0.41,,,,,,,,,,,,,,,,
55,"[874, 173, 22, 29]",0.46,0.0,0.01,0.0,0.23,0.0,0.29,"[356, 168, 174, 217]",0.64,0.0,0.02,0.0,0.08,0.0,0.25,"[875, 318, 31, 38]",0.48,0.0,0.11,0.01,0.2,0.0,0.2,,,,,,,,,,,,,,,,
56,"[873, 173, 24, 29]",0.51,0.0,0.01,0.0,0.18,0.0,0.3,"[449, 137, 177, 228]",0.59,0.06,0.09,0.0,0.2,0.0,0.06,"[875, 317, 27, 37]",0.25,0.0,0.06,0.06,0.23,0.01,0.39,,,,,,,,,,,,,,,,
57,"[873, 174, 24, 29]",0.35,0.0,0.03,0.0,0.12,0.0,0.49,"[427, 123, 179, 229]",0.62,0.01,0.17,0.0,0.16,0.0,0.03,"[154, 547, 149, 181]",0.05,0.0,0.32,0.04,0.48,0.0,0.11,,,,,,,,,,,,,,,,
58,"[874, 173, 23, 29]",0.71,0.0,0.01,0.0,0.11,0.0,0.16,"[455, 115, 181, 228]",0.42,0.0,0.3,0.01,0.15,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,
59,"[398, 160, 189, 235]",0.59,0.01,0.18,0.0,0.21,0.0,0.01,"[873, 173, 24, 30]",0.38,0.0,0.01,0.0,0.13,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,
60,"[443, 114, 173, 220]",0.36,0.0,0.21,0.02,0.37,0.0,0.04,"[873, 174, 24, 30]",0.58,0.0,0.02,0.0,0.09,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,
61,"[446, 95, 184, 233]",0.14,0.0,0.09,0.24,0.38,0.0,0.14,"[873, 174, 23, 29]",0.71,0.0,0.01,0.0,0.11,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,
62,"[875, 173, 22, 29]",0.66,0.0,0.01,0.0,0.11,0.0,0.21,"[438, 151, 178, 240]",0.44,0.05,0.2,0.0,0.25,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,
63,"[430, 136, 186, 231]",0.68,0.01,0.04,0.0,0.23,0.0,0.05,"[874, 174, 23, 30]",0.44,0.0,0.01,0.0,0.08,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,
64,"[874, 175, 21, 27]",0.61,0.0,0.03,0.0,0.1,0.0,0.26,"[472, 118, 183, 248]",0.77,0.0,0.05,0.0,0.16,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
65,"[873, 175, 21, 27]",0.5,0.0,0.04,0.0,0.1,0.0,0.36,"[424, 145, 181, 232]",0.2,0.04,0.37,0.0,0.28,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
66,"[873, 173, 24, 30]",0.42,0.0,0.02,0.0,0.21,0.0,0.35,"[440, 128, 173, 228]",0.1,0.0,0.23,0.0,0.4,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,
67,"[398, 124, 183, 235]",0.11,0.0,0.08,0.01,0.13,0.0,0.68,"[874, 174, 22, 29]",0.37,0.0,0.02,0.0,0.23,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,
68,"[874, 174, 23, 29]",0.69,0.0,0.01,0.0,0.11,0.0,0.19,"[428, 166, 180, 229]",0.16,0.06,0.35,0.0,0.41,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
69,"[466, 146, 193, 251]",0.56,0.03,0.1,0.0,0.19,0.0,0.12,"[873, 174, 24, 29]",0.65,0.0,0.01,0.0,0.11,0.0,0.23,"[874, 317, 29, 38]",0.28,0.0,0.03,0.03,0.23,0.02,0.41,,,,,,,,,,,,,,,,
70,"[873, 175, 22, 28]",0.66,0.0,0.02,0.0,0.1,0.0,0.22,"[391, 118, 181, 226]",0.02,0.0,0.05,0.0,0.1,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,
71,"[469, 115, 178, 227]",0.3,0.1,0.18,0.0,0.33,0.0,0.09,"[872, 176, 21, 26]",0.9,0.0,0.0,0.0,0.01,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,
72,"[873, 173, 23, 29]",0.75,0.0,0.01,0.0,0.11,0.0,0.13,"[381, 131, 177, 208]",0.35,0.0,0.08,0.0,0.27,0.0,0.29,"[154, 555, 116, 148]",0.27,0.0,0.33,0.06,0.13,0.04,0.17,"[738, 328, 26, 35]",0.06,0.0,0.08,0.58,0.12,0.02,0.14,,,,,,,,
73,"[872, 174, 24, 29]",0.55,0.0,0.04,0.0,0.18,0.0,0.24,"[430, 98, 177, 223]",0.03,0.0,0.16,0.14,0.07,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,
74,"[445, 126, 179, 229]",0.62,0.0,0.18,0.04,0.08,0.01,0.08,"[873, 174, 24, 30]",0.46,0.0,0.03,0.0,0.14,0.0,0.38,"[874, 318, 29, 37]",0.31,0.0,0.04,0.04,0.26,0.07,0.28,,,,,,,,,,,,,,,,
75,"[874, 172, 22, 29]",0.81,0.0,0.01,0.0,0.1,0.0,0.08,"[467, 123, 176, 233]",0.66,0.0,0.15,0.01,0.06,0.0,0.11,"[875, 318, 28, 36]",0.22,0.0,0.02,0.03,0.25,0.04,0.43,,,,,,,,,,,,,,,,
76,"[465, 123, 177, 222]",0.48,0.0,0.17,0.07,0.12,0.0,0.15,"[873, 174, 23, 29]",0.69,0.0,0.03,0.0,0.12,0.0,0.16,"[874, 316, 28, 37]",0.32,0.0,0.02,0.03,0.23,0.01,0.39,,,,,,,,,,,,,,,,
77,"[873, 174, 21, 28]",0.44,0.0,0.02,0.0,0.21,0.0,0.33,"[381, 125, 189, 236]",0.19,0.0,0.04,0.01,0.15,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,
78,"[446, 114, 179, 229]",0.27,0.0,0.43,0.06,0.1,0.01,0.13,"[873, 174, 22, 28]",0.39,0.0,0.03,0.0,0.16,0.0,0.42,"[875, 318, 28, 37]",0.36,0.0,0.04,0.01,0.19,0.02,0.38,,,,,,,,,,,,,,,,
79,"[873, 173, 24, 31]",0.45,0.0,0.02,0.0,0.17,0.0,0.35,"[500, 120, 174, 224]",0.46,0.01,0.15,0.03,0.15,0.0,0.2,"[875, 318, 28, 37]",0.24,0.0,0.06,0.03,0.18,0.03,0.46,,,,,,,,,,,,,,,,
80,"[873, 173, 24, 30]",0.41,0.0,0.01,0.0,0.17,0.0,0.41,"[422, 114, 180, 226]",0.67,0.0,0.07,0.0,0.2,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,
81,"[444, 159, 177, 232]",0.37,0.01,0.23,0.0,0.36,0.0,0.03,"[874, 174, 22, 29]",0.51,0.0,0.02,0.0,0.1,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,
82,"[873, 174, 24, 30]",0.41,0.0,0.02,0.0,0.1,0.0,0.46,"[424, 148, 183, 244]",0.07,0.0,0.19,0.0,0.36,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,
83,"[474, 119, 175, 224]",0.54,0.0,0.12,0.0,0.27,0.0,0.07,"[873, 174, 23, 29]",0.48,0.0,0.03,0.0,0.13,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
84,"[873, 174, 23, 29]",0.73,0.0,0.01,0.0,0.1,0.0,0.16,"[408, 153, 177, 224]",0.53,0.01,0.08,0.0,0.24,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,
85,"[427, 113, 186, 231]",0.32,0.01,0.3,0.01,0.25,0.0,0.1,"[874, 174, 23, 30]",0.5,0.0,0.01,0.0,0.07,0.0,0.41,"[696, 330, 15, 21]",0.11,0.0,0.62,0.0,0.13,0.02,0.11,,,,,,,,,,,,,,,,
86,"[445, 122, 172, 208]",0.37,0.0,0.13,0.01,0.13,0.0,0.37,"[873, 174, 24, 29]",0.52,0.0,0.01,0.0,0.07,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,
87,"[874, 173, 23, 29]",0.45,0.0,0.01,0.0,0.16,0.0,0.38,"[403, 130, 179, 233]",0.46,0.0,0.19,0.01,0.08,0.01,0.25,"[169, 514, 178, 233]",0.08,0.0,0.01,0.27,0.45,0.0,0.19,,,,,,,,,,,,,,,,
88,"[447, 149, 173, 226]",0.68,0.0,0.11,0.02,0.16,0.0,0.03,"[873, 174, 23, 29]",0.49,0.0,0.02,0.0,0.24,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,
89,"[873, 172, 23, 30]",0.55,0.0,0.01,0.0,0.29,0.0,0.15,"[471, 112, 182, 244]",0.63,0.0,0.13,0.09,0.1,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,
90,"[457, 105, 191, 245]",0.27,0.0,0.22,0.08,0.25,0.0,0.18,"[873, 174, 22, 29]",0.51,0.0,0.02,0.0,0.09,0.0,0.38,"[875, 317, 28, 37]",0.25,0.0,0.02,0.03,0.24,0.01,0.45,,,,,,,,,,,,,,,,
91,"[873, 172, 23, 30]",0.56,0.0,0.02,0.0,0.18,0.0,0.25,"[446, 94, 176, 219]",0.05,0.0,0.06,0.0,0.12,0.0,0.77,"[171, 522, 144, 178]",0.09,0.0,0.53,0.03,0.18,0.07,0.1,"[874, 316, 29, 40]",0.26,0.0,0.04,0.02,0.21,0.0,0.46,,,,,,,,
92,"[432, 113, 173, 213]",0.12,0.0,0.18,0.05,0.32,0.01,0.32,"[873, 173, 24, 29]",0.36,0.0,0.02,0.0,0.17,0.0,0.45,"[874, 316, 29, 39]",0.19,0.0,0.03,0.03,0.37,0.01,0.36,"[553, 366, 99, 111]",0.12,0.0,0.04,0.73,0.08,0.0,0.03,,,,,,,,
93,"[433, 97, 179, 230]",0.02,0.0,0.15,0.1,0.21,0.02,0.5,"[874, 174, 23, 30]",0.6,0.0,0.01,0.0,0.04,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,
94,"[873, 174, 23, 29]",0.44,0.0,0.01,0.0,0.12,0.0,0.42,"[407, 124, 187, 241]",0.01,0.0,0.03,0.0,0.12,0.0,0.84,"[875, 317, 28, 36]",0.27,0.0,0.03,0.03,0.28,0.0,0.39,,,,,,,,,,,,,,,,
95,"[458, 125, 177, 226]",0.18,0.0,0.12,0.03,0.06,0.01,0.6,"[873, 174, 23, 29]",0.47,0.0,0.01,0.0,0.11,0.0,0.4,"[875, 317, 28, 37]",0.33,0.0,0.07,0.01,0.26,0.01,0.31,,,,,,,,,,,,,,,,
96,"[874, 174, 23, 29]",0.57,0.0,0.03,0.0,0.17,0.0,0.24,"[439, 131, 186, 247]",0.25,0.0,0.21,0.08,0.18,0.01,0.26,"[874, 316, 29, 38]",0.32,0.0,0.02,0.07,0.16,0.01,0.43,,,,,,,,,,,,,,,,
97,"[873, 174, 23, 29]",0.79,0.0,0.01,0.0,0.12,0.0,0.08,"[396, 139, 189, 237]",0.22,0.0,0.07,0.0,0.09,0.01,0.61,"[874, 316, 29, 38]",0.4,0.0,0.03,0.04,0.2,0.01,0.33,,,,,,,,,,,,,,,,
98,"[873, 174, 24, 30]",0.6,0.0,0.01,0.0,0.14,0.0,0.25,"[428, 134, 186, 233]",0.34,0.0,0.25,0.03,0.13,0.01,0.24,"[874, 317, 30, 38]",0.2,0.0,0.05,0.02,0.36,0.01,0.38,,,,,,,,,,,,,,,,
99,"[873, 173, 23, 30]",0.61,0.0,0.02,0.0,0.18,0.0,0.19,"[437, 116, 178, 233]",0.2,0.0,0.29,0.01,0.17,0.0,0.32,"[874, 317, 29, 37]",0.27,0.0,0.02,0.05,0.24,0.01,0.41,,,,,,,,,,,,,,,,
100,"[873, 174, 23, 29]",0.61,0.0,0.03,0.0,0.19,0.0,0.17,"[418, 120, 179, 233]",0.08,0.0,0.08,0.01,0.08,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
101,"[873, 174, 24, 29]",0.38,0.0,0.02,0.0,0.13,0.0,0.47,"[442, 110, 181, 233]",0.22,0.0,0.35,0.01,0.04,0.03,0.34,"[874, 318, 30, 38]",0.27,0.0,0.05,0.01,0.27,0.02,0.38,,,,,,,,,,,,,,,,
102,"[528, 108, 213, 269]",0.52,0.0,0.17,0.0,0.26,0.0,0.04,"[1028, 175, 27, 34]",0.59,0.0,0.02,0.0,0.08,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,
103,"[502, 99, 227, 284]",0.23,0.0,0.35,0.04,0.09,0.0,0.29,"[1028, 174, 27, 35]",0.49,0.0,0.03,0.0,0.13,0.0,0.35,"[1029, 342, 33, 43]",0.24,0.0,0.03,0.01,0.19,0.01,0.52,,,,,,,,,,,,,,,,
104,"[1028, 175, 27, 34]",0.57,0.0,0.01,0.0,0.05,0.0,0.37,"[535, 80, 220, 278]",0.15,0.0,0.1,0.03,0.1,0.0,0.62,"[1028, 343, 34, 43]",0.45,0.0,0.04,0.02,0.21,0.02,0.25,,,,,,,,,,,,,,,,
105,"[1028, 176, 25, 32]",0.84,0.0,0.01,0.0,0.04,0.0,0.11,"[497, 85, 223, 277]",0.58,0.0,0.11,0.08,0.06,0.0,0.16,"[1030, 344, 34, 43]",0.3,0.0,0.03,0.02,0.28,0.07,0.3,,,,,,,,,,,,,,,,
106,"[1027, 174, 28, 35]",0.61,0.0,0.02,0.0,0.08,0.0,0.29,"[506, 102, 222, 282]",0.58,0.0,0.12,0.0,0.11,0.0,0.19,"[1030, 345, 34, 43]",0.35,0.0,0.03,0.01,0.29,0.09,0.24,,,,,,,,,,,,,,,,
107,"[1028, 175, 27, 34]",0.56,0.0,0.01,0.0,0.08,0.0,0.35,"[1028, 342, 34, 45]",0.47,0.0,0.04,0.02,0.24,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,
108,"[566, 85, 199, 247]",0.37,0.0,0.09,0.08,0.19,0.0,0.27,"[1028, 174, 27, 35]",0.6,0.0,0.04,0.0,0.13,0.0,0.23,"[1030, 345, 34, 43]",0.35,0.0,0.03,0.01,0.23,0.06,0.31,,,,,,,,,,,,,,,,
