,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[294, 80, 83, 109]",0.38,0.18,0.03,0.02,0.11,0.01,0.27
1,"[304, 73, 85, 114]",0.27,0.0,0.13,0.1,0.19,0.02,0.3
2,"[304, 63, 85, 115]",0.1,0.0,0.05,0.38,0.09,0.03,0.34
3,"[308, 69, 86, 116]",0.18,0.0,0.06,0.23,0.16,0.02,0.36
4,"[311, 74, 82, 109]",0.05,0.0,0.03,0.6,0.09,0.01,0.22
5,"[315, 75, 81, 108]",0.07,0.0,0.01,0.32,0.03,0.0,0.57
6,"[318, 66, 83, 112]",0.07,0.0,0.05,0.22,0.13,0.0,0.52
7,"[331, 68, 85, 112]",0.09,0.0,0.03,0.49,0.02,0.04,0.34
8,"[322, 74, 83, 108]",0.05,0.0,0.02,0.83,0.02,0.03,0.05
9,"[316, 72, 79, 107]",0.12,0.0,0.08,0.36,0.07,0.03,0.34
10,"[313, 67, 85, 117]",0.16,0.0,0.06,0.21,0.06,0.02,0.49
11,"[307, 74, 79, 106]",0.05,0.0,0.06,0.44,0.09,0.05,0.3
12,"[327, 78, 86, 111]",0.24,0.0,0.14,0.09,0.16,0.03,0.34
13,"[358, 134, 83, 104]",0.17,0.0,0.16,0.01,0.42,0.0,0.23
14,"[315, 55, 89, 115]",0.13,0.0,0.28,0.01,0.14,0.4,0.04
15,"[285, 63, 85, 116]",0.13,0.0,0.01,0.4,0.03,0.03,0.4
16,"[325, 59, 89, 117]",0.28,0.0,0.31,0.0,0.18,0.07,0.15
17,"[298, 51, 93, 122]",0.33,0.01,0.1,0.0,0.32,0.21,0.03
18,"[303, 59, 89, 118]",0.14,0.0,0.28,0.32,0.07,0.05,0.13
19,"[320, 74, 89, 116]",0.36,0.0,0.09,0.05,0.26,0.05,0.2
20,"[318, 72, 93, 119]",0.37,0.0,0.03,0.17,0.15,0.01,0.27
21,"[337, 70, 89, 116]",0.43,0.0,0.11,0.13,0.04,0.06,0.22
22,"[318, 70, 93, 119]",0.2,0.0,0.11,0.14,0.09,0.19,0.27
23,"[324, 76, 91, 116]",0.28,0.0,0.08,0.12,0.11,0.02,0.39
24,"[321, 52, 88, 118]",0.05,0.0,0.35,0.0,0.04,0.5,0.05
25,"[322, 70, 88, 115]",0.34,0.0,0.26,0.01,0.19,0.07,0.13
26,"[319, 69, 89, 117]",0.51,0.0,0.16,0.03,0.08,0.06,0.17
27,"[291, 71, 89, 116]",0.5,0.0,0.14,0.08,0.08,0.02,0.18
28,"[278, 70, 90, 115]",0.11,0.0,0.08,0.34,0.09,0.0,0.38
