,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8
280,"[372, 357, 36, 45]",0.04,0.0,0.05,0.09,0.75,0.0,0.07,"[520, 348, 27, 36]",0.5,0.0,0.1,0.02,0.25,0.01,0.11,"[807, 342, 28, 34]",0.37,0.0,0.03,0.07,0.02,0.24,0.26,"[673, 345, 26, 34]",0.39,0.0,0.2,0.11,0.16,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"[1098, 341, 31, 39]",0.57,0.0,0.11,0.11,0.16,0.0,0.05,"[79, 350, 29, 36]",0.24,0.0,0.27,0.17,0.3,0.01,0.01,"[521, 348, 26, 36]",0.6,0.0,0.12,0.02,0.18,0.01,0.06,"[671, 345, 26, 34]",0.42,0.0,0.3,0.04,0.13,0.1,0.02,"[808, 341, 27, 34]",0.45,0.0,0.04,0.03,0.04,0.2,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"[373, 357, 36, 44]",0.04,0.0,0.08,0.15,0.65,0.0,0.08,"[1097, 342, 32, 38]",0.48,0.0,0.12,0.2,0.14,0.0,0.05,"[520, 348, 28, 36]",0.56,0.0,0.13,0.03,0.22,0.01,0.06,"[808, 342, 26, 32]",0.42,0.0,0.03,0.02,0.03,0.13,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"[374, 356, 36, 44]",0.03,0.0,0.08,0.16,0.64,0.0,0.08,"[1099, 342, 31, 37]",0.7,0.0,0.11,0.08,0.08,0.0,0.03,"[216, 346, 31, 38]",0.13,0.0,0.19,0.22,0.4,0.01,0.05,"[521, 348, 26, 35]",0.47,0.0,0.13,0.03,0.27,0.04,0.05,"[808, 341, 26, 33]",0.18,0.0,0.02,0.03,0.03,0.56,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"[372, 356, 38, 46]",0.05,0.0,0.09,0.09,0.7,0.0,0.07,"[212, 346, 33, 40]",0.21,0.01,0.06,0.13,0.53,0.0,0.05,"[1098, 342, 31, 38]",0.57,0.0,0.21,0.07,0.11,0.0,0.04,"[808, 341, 27, 34]",0.24,0.0,0.03,0.01,0.04,0.5,0.17,"[521, 348, 25, 35]",0.58,0.0,0.13,0.03,0.2,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"[376, 356, 35, 42]",0.05,0.0,0.05,0.11,0.62,0.0,0.16,"[209, 345, 31, 39]",0.24,0.01,0.05,0.04,0.51,0.01,0.14,"[946, 334, 31, 38]",0.12,0.0,0.05,0.55,0.17,0.02,0.08,"[1100, 343, 30, 37]",0.41,0.0,0.11,0.07,0.26,0.0,0.15,"[669, 338, 26, 37]",0.54,0.0,0.13,0.2,0.05,0.01,0.07,"[807, 342, 25, 32]",0.14,0.0,0.03,0.09,0.06,0.26,0.41,,,,,,,,,,,,,,,,,,,,,,,,
286,"[376, 354, 35, 43]",0.05,0.0,0.04,0.21,0.57,0.0,0.14,"[953, 345, 29, 38]",0.09,0.0,0.05,0.26,0.28,0.01,0.31,"[807, 341, 25, 33]",0.13,0.0,0.02,0.12,0.05,0.2,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"[202, 351, 36, 42]",0.27,0.0,0.18,0.04,0.41,0.01,0.08,"[1101, 344, 31, 37]",0.41,0.0,0.25,0.05,0.18,0.01,0.1,"[72, 355, 28, 36]",0.69,0.0,0.13,0.03,0.13,0.01,0.01,"[954, 352, 29, 36]",0.13,0.0,0.13,0.11,0.49,0.01,0.14,"[807, 342, 25, 32]",0.21,0.0,0.04,0.07,0.06,0.35,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"[211, 344, 31, 37]",0.09,0.0,0.09,0.16,0.34,0.01,0.32,"[1101, 344, 30, 36]",0.42,0.0,0.25,0.06,0.16,0.0,0.1,"[70, 357, 28, 33]",0.79,0.0,0.03,0.03,0.13,0.01,0.01,"[676, 338, 27, 35]",0.63,0.0,0.1,0.03,0.09,0.02,0.13,"[808, 343, 26, 32]",0.2,0.0,0.02,0.05,0.04,0.51,0.19,"[634, 428, 15, 19]",0.02,0.0,0.15,0.07,0.68,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,
289,"[603, 169, 150, 190]",0.84,0.0,0.09,0.03,0.02,0.01,0.02,"[248, 573, 27, 35]",0.08,0.0,0.02,0.03,0.75,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"[611, 141, 147, 187]",0.13,0.0,0.08,0.01,0.41,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"[658, 116, 164, 217]",0.13,0.0,0.08,0.02,0.07,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"[678, 110, 156, 218]",0.06,0.0,0.66,0.02,0.05,0.05,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"[645, 127, 150, 199]",0.2,0.0,0.48,0.02,0.1,0.04,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"[625, 136, 152, 195]",0.07,0.0,0.12,0.01,0.33,0.08,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"[602, 131, 157, 203]",0.05,0.0,0.62,0.0,0.27,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"[656, 133, 150, 213]",0.08,0.0,0.16,0.19,0.06,0.15,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"[640, 158, 156, 217]",0.26,0.0,0.09,0.06,0.11,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"[645, 166, 157, 212]",0.3,0.0,0.14,0.07,0.07,0.02,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
