,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[593, 222, 145, 194]",0.19,0.0,0.1,0.14,0.54,0.0,0.03,,,,,,,,,,,,,,,,
1,"[589, 209, 138, 186]",0.25,0.0,0.07,0.2,0.36,0.01,0.11,,,,,,,,,,,,,,,,
2,"[0, 191, 160, 194]",0.8,0.01,0.03,0.0,0.05,0.0,0.11,"[789, 188, 156, 201]",0.03,0.0,0.09,0.08,0.67,0.0,0.12,"[862, 195, 292, 425]",0.06,0.0,0.17,0.13,0.46,0.01,0.17
3,"[578, 156, 165, 199]",0.1,0.0,0.0,0.0,0.15,0.0,0.74,,,,,,,,,,,,,,,,
4,"[587, 145, 173, 220]",0.04,0.0,0.01,0.01,0.03,0.0,0.9,"[1150, 305, 37, 39]",0.18,0.0,0.07,0.26,0.34,0.07,0.08,,,,,,,,
5,"[626, 154, 175, 206]",0.65,0.0,0.0,0.0,0.06,0.0,0.29,"[1150, 305, 34, 37]",0.16,0.0,0.12,0.24,0.31,0.06,0.12,,,,,,,,
6,"[581, 156, 175, 213]",0.34,0.0,0.0,0.01,0.09,0.0,0.56,"[1150, 306, 34, 36]",0.09,0.0,0.1,0.25,0.36,0.04,0.15,,,,,,,,
7,"[507, 111, 173, 218]",0.08,0.0,0.01,0.0,0.25,0.0,0.66,"[1152, 306, 32, 36]",0.18,0.0,0.1,0.16,0.34,0.07,0.15,,,,,,,,
8,"[504, 85, 172, 209]",0.06,0.0,0.03,0.0,0.46,0.0,0.45,"[1152, 307, 33, 34]",0.13,0.0,0.08,0.1,0.37,0.07,0.25,,,,,,,,
9,"[489, 95, 174, 210]",0.31,0.0,0.03,0.0,0.28,0.0,0.37,"[1151, 306, 33, 37]",0.15,0.0,0.07,0.18,0.39,0.04,0.17,,,,,,,,
10,"[604, 85, 172, 224]",0.31,0.0,0.01,0.0,0.27,0.0,0.41,"[1154, 304, 32, 34]",0.19,0.0,0.09,0.11,0.38,0.07,0.15,,,,,,,,
11,"[599, 94, 170, 206]",0.14,0.02,0.01,0.0,0.27,0.0,0.57,,,,,,,,,,,,,,,,
12,"[603, 86, 172, 210]",0.07,0.0,0.03,0.0,0.52,0.0,0.37,,,,,,,,,,,,,,,,
13,"[602, 84, 174, 219]",0.13,0.0,0.01,0.0,0.34,0.0,0.52,"[1164, 270, 54, 61]",0.04,0.0,0.06,0.01,0.8,0.01,0.07,,,,,,,,
14,"[513, 63, 175, 219]",0.03,0.0,0.01,0.01,0.72,0.0,0.23,,,,,,,,,,,,,,,,
15,"[518, 104, 168, 216]",0.06,0.0,0.02,0.02,0.32,0.0,0.59,"[1153, 306, 28, 32]",0.17,0.0,0.15,0.11,0.37,0.02,0.18,,,,,,,,
16,"[481, 105, 171, 213]",0.07,0.0,0.03,0.01,0.68,0.0,0.22,"[1153, 307, 30, 32]",0.16,0.0,0.1,0.11,0.43,0.02,0.17,,,,,,,,
17,"[510, 125, 165, 212]",0.05,0.0,0.04,0.01,0.21,0.0,0.69,"[1151, 305, 34, 36]",0.13,0.0,0.09,0.08,0.43,0.03,0.24,,,,,,,,
18,"[536, 124, 171, 208]",0.17,0.0,0.02,0.02,0.26,0.0,0.53,"[1155, 306, 28, 31]",0.22,0.0,0.08,0.1,0.39,0.05,0.16,,,,,,,,
19,"[493, 135, 171, 206]",0.06,0.0,0.01,0.0,0.26,0.0,0.66,"[1152, 306, 33, 33]",0.21,0.0,0.12,0.08,0.31,0.03,0.25,,,,,,,,
