,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[442, 176, 189, 224]",0.13,0.02,0.15,0.41,0.05,0.07,0.18,,,,,,,,
1,"[415, 132, 215, 262]",0.15,0.0,0.14,0.02,0.08,0.23,0.37,,,,,,,,
2,"[412, 142, 221, 264]",0.08,0.0,0.16,0.01,0.12,0.03,0.61,,,,,,,,
3,"[405, 133, 218, 263]",0.1,0.0,0.12,0.02,0.04,0.37,0.35,,,,,,,,
4,"[390, 148, 217, 264]",0.27,0.0,0.13,0.02,0.08,0.07,0.43,,,,,,,,
5,"[500, 115, 223, 278]",0.4,0.0,0.07,0.03,0.12,0.01,0.37,,,,,,,,
6,"[564, 130, 212, 259]",0.3,0.0,0.05,0.01,0.13,0.04,0.47,,,,,,,,
7,"[506, 117, 215, 261]",0.43,0.0,0.16,0.01,0.11,0.05,0.24,,,,,,,,
8,"[452, 110, 224, 272]",0.31,0.0,0.18,0.06,0.03,0.3,0.13,,,,,,,,
9,"[537, 115, 205, 253]",0.22,0.0,0.05,0.02,0.16,0.03,0.52,,,,,,,,
10,"[730, 137, 29, 39]",0.15,0.0,0.08,0.1,0.43,0.0,0.24,,,,,,,,
11,"[455, 115, 217, 265]",0.36,0.0,0.31,0.03,0.04,0.17,0.08,,,,,,,,
12,"[549, 118, 213, 261]",0.25,0.0,0.04,0.0,0.19,0.01,0.51,,,,,,,,
13,"[466, 108, 221, 274]",0.42,0.0,0.17,0.12,0.08,0.1,0.11,,,,,,,,
14,"[480, 101, 220, 269]",0.45,0.0,0.17,0.01,0.08,0.07,0.21,,,,,,,,
15,"[431, 119, 215, 265]",0.63,0.0,0.12,0.03,0.1,0.02,0.1,,,,,,,,
16,"[496, 101, 211, 259]",0.07,0.0,0.06,0.03,0.09,0.05,0.69,,,,,,,,
17,"[455, 117, 216, 269]",0.51,0.0,0.12,0.05,0.08,0.02,0.23,,,,,,,,
18,"[450, 120, 219, 267]",0.59,0.0,0.13,0.03,0.12,0.07,0.05,,,,,,,,
19,"[465, 109, 222, 273]",0.4,0.0,0.22,0.04,0.03,0.13,0.18,,,,,,,,
20,"[458, 139, 212, 254]",0.47,0.0,0.12,0.03,0.08,0.01,0.29,,,,,,,,
21,"[460, 121, 225, 271]",0.58,0.0,0.14,0.11,0.05,0.03,0.09,,,,,,,,
22,"[534, 124, 209, 256]",0.14,0.0,0.25,0.02,0.16,0.04,0.38,,,,,,,,
23,"[452, 129, 223, 267]",0.14,0.0,0.2,0.08,0.4,0.01,0.16,,,,,,,,
24,"[436, 120, 217, 267]",0.27,0.0,0.35,0.01,0.09,0.2,0.09,,,,,,,,
25,"[350, 108, 215, 269]",0.44,0.01,0.26,0.02,0.04,0.13,0.11,,,,,,,,
