,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[438, 129, 283, 355]",0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,"[381, 123, 290, 359]",0.09,0.0,0.09,0.54,0.09,0.04,0.16
2,"[477, 184, 274, 331]",0.22,0.0,0.08,0.1,0.52,0.01,0.07
3,"[498, 116, 306, 389]",0.12,0.0,0.15,0.02,0.12,0.05,0.54
4,"[487, 113, 305, 384]",0.18,0.0,0.39,0.06,0.23,0.01,0.13
5,"[451, 106, 312, 395]",0.13,0.0,0.13,0.36,0.11,0.01,0.26
6,"[510, 186, 288, 370]",0.18,0.0,0.05,0.25,0.36,0.02,0.14
7,"[406, 252, 293, 355]",0.03,0.0,0.0,0.03,0.37,0.0,0.57
8,"[413, 116, 302, 373]",0.13,0.0,0.33,0.01,0.18,0.02,0.33
9,"[440, 129, 294, 376]",0.08,0.0,0.08,0.07,0.54,0.01,0.22
10,"[451, 120, 302, 385]",0.13,0.0,0.06,0.27,0.33,0.0,0.21
11,"[311, 116, 316, 419]",0.2,0.0,0.36,0.07,0.16,0.05,0.16
12,"[337, 216, 326, 398]",0.0,0.0,0.0,0.72,0.1,0.0,0.18
13,"[375, 112, 332, 414]",0.12,0.0,0.02,0.16,0.13,0.0,0.56
14,"[374, 120, 295, 389]",0.04,0.0,0.14,0.31,0.14,0.02,0.36
15,"[400, 164, 300, 371]",0.14,0.0,0.01,0.11,0.3,0.0,0.44
16,"[292, 237, 312, 376]",0.05,0.0,0.0,0.47,0.36,0.0,0.12
17,"[299, 115, 311, 385]",0.37,0.0,0.19,0.07,0.33,0.01,0.04
18,"[344, 163, 301, 396]",0.21,0.0,0.43,0.06,0.14,0.05,0.11
19,"[386, 161, 310, 391]",0.18,0.0,0.02,0.03,0.66,0.0,0.1
20,"[459, 212, 297, 369]",0.09,0.0,0.0,0.65,0.17,0.0,0.09
21,"[289, 234, 326, 400]",0.06,0.0,0.01,0.43,0.21,0.01,0.27
22,"[448, 210, 299, 373]",0.08,0.0,0.0,0.23,0.43,0.0,0.26
23,"[496, 126, 312, 378]",0.38,0.0,0.12,0.06,0.37,0.01,0.07
24,"[365, 215, 303, 359]",0.03,0.0,0.01,0.03,0.74,0.0,0.2
25,"[415, 163, 305, 382]",0.01,0.0,0.0,0.9,0.04,0.0,0.06
26,"[391, 57, 416, 537]",0.09,0.0,0.02,0.08,0.11,0.01,0.7
27,"[372, 60, 406, 531]",0.26,0.0,0.13,0.04,0.44,0.01,0.13
28,"[165, 93, 420, 525]",0.14,0.0,0.07,0.01,0.7,0.0,0.08
29,"[237, 73, 412, 528]",0.11,0.0,0.08,0.06,0.46,0.0,0.28
30,"[267, 169, 412, 507]",0.03,0.0,0.0,0.13,0.45,0.0,0.38
31,"[464, 108, 307, 396]",0.4,0.0,0.03,0.06,0.26,0.0,0.24
32,"[436, 66, 316, 408]",0.72,0.0,0.14,0.04,0.09,0.0,0.0
33,"[272, 185, 294, 362]",0.08,0.0,0.0,0.38,0.39,0.0,0.15
34,"[307, 61, 307, 404]",0.2,0.0,0.28,0.01,0.35,0.01,0.16
35,"[318, 193, 292, 362]",0.03,0.0,0.0,0.24,0.36,0.0,0.37
36,"[335, 165, 297, 375]",0.38,0.0,0.02,0.11,0.44,0.01,0.04
37,"[422, 165, 293, 367]",0.06,0.0,0.01,0.08,0.65,0.0,0.2
38,"[432, 170, 291, 362]",0.05,0.0,0.0,0.17,0.41,0.0,0.36
39,"[414, 173, 292, 364]",0.1,0.0,0.0,0.16,0.37,0.0,0.36
40,"[423, 198, 65, 73]",0.03,0.0,0.04,0.76,0.06,0.05,0.06
41,"[379, 110, 296, 382]",0.15,0.0,0.05,0.15,0.29,0.0,0.36
42,"[400, 57, 316, 394]",0.2,0.0,0.04,0.01,0.5,0.0,0.25
43,"[404, 160, 288, 363]",0.16,0.0,0.01,0.04,0.64,0.0,0.15
44,"[401, 139, 298, 377]",0.1,0.0,0.01,0.06,0.28,0.0,0.55
45,"[402, 67, 310, 387]",0.26,0.0,0.08,0.02,0.3,0.02,0.32
46,"[375, 119, 300, 372]",0.18,0.0,0.04,0.02,0.41,0.0,0.36
47,"[415, 167, 293, 374]",0.07,0.0,0.01,0.09,0.61,0.0,0.22
48,"[350, 158, 307, 386]",0.09,0.0,0.0,0.22,0.33,0.0,0.36
49,"[282, 158, 314, 393]",0.46,0.0,0.04,0.05,0.24,0.0,0.21
50,"[288, 117, 300, 389]",0.13,0.0,0.01,0.05,0.27,0.0,0.53
51,"[274, 220, 304, 363]",0.02,0.0,0.0,0.07,0.53,0.0,0.37
52,"[395, 164, 301, 378]",0.03,0.0,0.0,0.28,0.24,0.0,0.45
53,"[321, 98, 311, 379]",0.19,0.0,0.03,0.05,0.39,0.0,0.34
54,"[318, 117, 301, 393]",0.13,0.0,0.51,0.09,0.03,0.17,0.07
55,"[393, 181, 309, 374]",0.01,0.0,0.0,0.82,0.07,0.0,0.1
56,"[418, 184, 298, 366]",0.01,0.0,0.0,0.67,0.11,0.0,0.21
57,"[470, 185, 299, 371]",0.02,0.0,0.0,0.47,0.26,0.0,0.25
58,"[480, 73, 298, 365]",0.22,0.0,0.12,0.04,0.46,0.02,0.14
59,"[438, 89, 291, 366]",0.11,0.0,0.04,0.02,0.58,0.01,0.24
60,"[463, 187, 302, 365]",0.01,0.0,0.0,0.7,0.06,0.0,0.22
61,"[449, 171, 306, 373]",0.08,0.0,0.0,0.32,0.32,0.0,0.28
62,"[435, 178, 299, 357]",0.05,0.0,0.0,0.17,0.57,0.0,0.2
63,"[505, 150, 303, 377]",0.04,0.0,0.0,0.15,0.6,0.0,0.2
64,"[488, 214, 305, 373]",0.02,0.0,0.0,0.29,0.23,0.0,0.45
65,"[511, 183, 71, 84]",0.03,0.0,0.05,0.68,0.12,0.03,0.09
66,"[469, 227, 306, 370]",0.01,0.0,0.0,0.35,0.2,0.0,0.44
67,"[407, 211, 303, 371]",0.02,0.0,0.0,0.51,0.13,0.0,0.34
68,"[407, 209, 314, 391]",0.03,0.0,0.0,0.14,0.44,0.0,0.4
69,"[453, 215, 298, 371]",0.05,0.0,0.01,0.21,0.37,0.0,0.36
70,"[466, 89, 305, 407]",0.3,0.0,0.07,0.01,0.41,0.0,0.21
71,"[477, 261, 69, 75]",0.02,0.0,0.02,0.86,0.04,0.02,0.04
72,"[438, 230, 298, 363]",0.03,0.0,0.0,0.28,0.3,0.0,0.39
73,"[423, 198, 299, 371]",0.06,0.0,0.01,0.03,0.59,0.0,0.3
74,"[509, 110, 301, 374]",0.18,0.0,0.02,0.16,0.49,0.0,0.14
75,"[496, 189, 294, 366]",0.1,0.01,0.01,0.26,0.37,0.0,0.26
76,"[402, 197, 315, 400]",0.11,0.0,0.01,0.08,0.45,0.0,0.33
77,"[501, 199, 298, 364]",0.11,0.0,0.01,0.11,0.39,0.0,0.39
78,"[395, 197, 292, 359]",0.08,0.0,0.01,0.06,0.55,0.0,0.3
79,"[481, 106, 304, 376]",0.28,0.0,0.09,0.0,0.52,0.0,0.1
80,"[428, 192, 303, 373]",0.14,0.0,0.01,0.03,0.6,0.0,0.21
81,"[460, 214, 293, 362]",0.07,0.0,0.0,0.03,0.75,0.0,0.15
82,"[430, 217, 303, 366]",0.06,0.0,0.0,0.07,0.48,0.0,0.39
83,"[395, 187, 313, 402]",0.09,0.0,0.02,0.29,0.23,0.0,0.38
84,"[505, 159, 296, 373]",0.32,0.0,0.01,0.1,0.28,0.0,0.28
85,"[427, 220, 293, 366]",0.04,0.0,0.0,0.06,0.61,0.0,0.28
86,"[430, 135, 289, 378]",0.31,0.0,0.18,0.03,0.3,0.02,0.17
87,"[461, 102, 297, 374]",0.6,0.0,0.08,0.0,0.25,0.0,0.07
88,"[423, 213, 301, 376]",0.04,0.0,0.0,0.11,0.58,0.0,0.26
89,"[417, 120, 296, 399]",0.68,0.0,0.17,0.01,0.11,0.03,0.01
90,"[280, 121, 296, 368]",0.27,0.0,0.15,0.01,0.33,0.02,0.22
91,"[444, 165, 295, 368]",0.25,0.0,0.01,0.11,0.4,0.0,0.23
92,"[393, 210, 293, 361]",0.05,0.0,0.01,0.02,0.73,0.0,0.19
93,"[376, 107, 294, 394]",0.18,0.0,0.51,0.01,0.16,0.07,0.07
94,"[404, 213, 301, 394]",0.08,0.0,0.03,0.01,0.43,0.0,0.45
95,"[428, 197, 299, 371]",0.05,0.0,0.0,0.01,0.3,0.0,0.64
96,"[423, 128, 294, 394]",0.58,0.0,0.18,0.01,0.14,0.03,0.06
97,"[445, 132, 297, 388]",0.52,0.0,0.09,0.0,0.35,0.0,0.03
98,"[488, 117, 296, 364]",0.19,0.0,0.01,0.01,0.53,0.0,0.26
99,"[410, 113, 289, 363]",0.2,0.0,0.31,0.07,0.22,0.04,0.17
100,"[436, 216, 295, 367]",0.1,0.0,0.01,0.08,0.66,0.0,0.15
101,"[441, 221, 291, 370]",0.05,0.0,0.01,0.03,0.66,0.0,0.25
102,"[406, 208, 311, 385]",0.02,0.0,0.0,0.03,0.2,0.0,0.75
103,"[370, 204, 304, 373]",0.02,0.0,0.0,0.02,0.15,0.0,0.8
104,"[320, 250, 303, 362]",0.12,0.0,0.01,0.01,0.4,0.0,0.46
105,"[460, 107, 301, 378]",0.56,0.0,0.1,0.01,0.23,0.0,0.1
106,"[444, 153, 298, 376]",0.26,0.0,0.03,0.01,0.37,0.0,0.33
107,"[444, 214, 295, 361]",0.08,0.0,0.0,0.02,0.78,0.0,0.12
108,"[387, 243, 297, 356]",0.04,0.0,0.0,0.15,0.53,0.0,0.28
109,"[361, 266, 296, 351]",0.05,0.0,0.01,0.2,0.33,0.0,0.42
110,"[374, 228, 302, 374]",0.11,0.0,0.02,0.06,0.75,0.01,0.04
111,"[395, 201, 312, 385]",0.09,0.0,0.01,0.04,0.18,0.0,0.68
112,"[377, 210, 295, 372]",0.03,0.0,0.0,0.42,0.18,0.0,0.36
113,"[433, 208, 297, 369]",0.03,0.0,0.0,0.23,0.19,0.0,0.54
114,"[432, 137, 292, 390]",0.39,0.0,0.16,0.01,0.22,0.02,0.2
115,"[420, 168, 286, 373]",0.68,0.0,0.07,0.04,0.08,0.04,0.08
116,"[448, 218, 289, 359]",0.05,0.0,0.0,0.35,0.22,0.0,0.38
117,"[433, 231, 284, 353]",0.06,0.0,0.0,0.02,0.58,0.0,0.33
118,"[369, 271, 291, 349]",0.05,0.0,0.01,0.08,0.6,0.0,0.26
119,"[424, 116, 302, 374]",0.22,0.0,0.02,0.01,0.2,0.0,0.55
120,"[448, 112, 307, 386]",0.67,0.0,0.09,0.01,0.16,0.0,0.07
121,"[385, 121, 291, 391]",0.07,0.0,0.19,0.07,0.34,0.01,0.32
122,"[406, 186, 303, 381]",0.06,0.0,0.01,0.0,0.51,0.0,0.43
123,"[433, 197, 302, 370]",0.03,0.0,0.01,0.03,0.5,0.0,0.43
124,"[439, 178, 294, 368]",0.08,0.0,0.01,0.02,0.7,0.0,0.18
125,"[476, 190, 288, 365]",0.12,0.0,0.01,0.03,0.49,0.0,0.35
126,"[471, 165, 299, 374]",0.3,0.0,0.01,0.03,0.38,0.0,0.28
127,"[495, 125, 293, 363]",0.25,0.0,0.02,0.01,0.33,0.0,0.39
128,"[438, 192, 296, 368]",0.11,0.0,0.01,0.02,0.67,0.0,0.2
129,"[407, 168, 289, 381]",0.56,0.0,0.12,0.02,0.2,0.02,0.07
130,"[395, 227, 297, 359]",0.04,0.0,0.01,0.04,0.65,0.0,0.27
131,"[427, 139, 303, 377]",0.31,0.0,0.01,0.13,0.23,0.0,0.32
132,"[537, 199, 308, 379]",0.09,0.0,0.01,0.07,0.63,0.0,0.21
133,"[412, 197, 303, 379]",0.08,0.0,0.0,0.01,0.4,0.0,0.5
134,"[403, 196, 291, 363]",0.15,0.0,0.01,0.13,0.4,0.0,0.31
135,"[380, 165, 307, 385]",0.1,0.0,0.01,0.06,0.15,0.0,0.68
136,"[437, 201, 299, 370]",0.09,0.0,0.01,0.03,0.41,0.0,0.46
137,"[372, 213, 300, 365]",0.1,0.0,0.0,0.03,0.25,0.0,0.61
138,"[415, 188, 309, 389]",0.09,0.0,0.01,0.02,0.2,0.0,0.68
139,"[396, 185, 297, 362]",0.06,0.01,0.0,0.03,0.26,0.0,0.64
140,"[388, 117, 288, 390]",0.38,0.0,0.15,0.02,0.17,0.05,0.23
141,"[385, 119, 280, 371]",0.21,0.0,0.12,0.02,0.13,0.02,0.5
142,"[405, 196, 305, 376]",0.04,0.0,0.0,0.45,0.13,0.0,0.38
143,"[431, 173, 302, 381]",0.21,0.0,0.01,0.61,0.14,0.0,0.03
144,"[439, 214, 299, 376]",0.07,0.0,0.0,0.03,0.65,0.0,0.25
145,"[333, 122, 309, 393]",0.48,0.0,0.22,0.0,0.13,0.1,0.06
146,"[354, 218, 296, 363]",0.08,0.0,0.0,0.03,0.57,0.0,0.31
147,"[430, 130, 293, 384]",0.15,0.0,0.08,0.0,0.47,0.0,0.29
148,"[433, 192, 297, 375]",0.05,0.0,0.0,0.25,0.24,0.0,0.44
149,"[408, 207, 293, 365]",0.07,0.0,0.0,0.12,0.63,0.0,0.18
150,"[411, 214, 294, 360]",0.05,0.0,0.0,0.24,0.4,0.0,0.31
151,"[457, 142, 295, 376]",0.39,0.0,0.02,0.04,0.2,0.0,0.36
152,"[485, 125, 298, 373]",0.43,0.0,0.1,0.03,0.17,0.0,0.27
153,"[464, 152, 280, 356]",0.14,0.0,0.03,0.03,0.11,0.0,0.68
154,"[456, 126, 278, 356]",0.21,0.0,0.15,0.08,0.25,0.02,0.29
155,"[384, 226, 295, 351]",0.01,0.0,0.0,0.23,0.13,0.0,0.63
156,"[389, 98, 306, 399]",0.73,0.0,0.13,0.0,0.08,0.01,0.03
157,"[429, 201, 295, 377]",0.11,0.0,0.01,0.11,0.36,0.0,0.41
158,"[449, 159, 291, 366]",0.52,0.0,0.03,0.01,0.29,0.0,0.15
159,"[608, 31, 432, 565]",0.35,0.0,0.3,0.01,0.25,0.01,0.08
160,"[628, 154, 440, 549]",0.05,0.0,0.01,0.05,0.41,0.0,0.49
161,"[610, 175, 429, 532]",0.07,0.0,0.02,0.09,0.66,0.0,0.16
162,"[734, 200, 98, 115]",0.09,0.0,0.09,0.58,0.16,0.01,0.07
163,"[481, 199, 302, 374]",0.18,0.0,0.0,0.42,0.29,0.0,0.1
164,"[386, 202, 324, 405]",0.02,0.0,0.01,0.53,0.12,0.0,0.32
165,"[416, 219, 304, 373]",0.08,0.0,0.01,0.13,0.53,0.0,0.25
166,"[450, 158, 287, 373]",0.3,0.0,0.03,0.02,0.53,0.0,0.11
167,"[428, 203, 300, 382]",0.13,0.0,0.01,0.02,0.29,0.0,0.54
168,"[388, 243, 299, 359]",0.03,0.0,0.0,0.03,0.49,0.0,0.45
169,"[317, 249, 305, 366]",0.06,0.0,0.01,0.35,0.34,0.0,0.24
170,"[282, 165, 299, 374]",0.2,0.0,0.2,0.05,0.43,0.02,0.1
171,"[481, 116, 299, 374]",0.25,0.0,0.03,0.02,0.23,0.0,0.46
172,"[438, 123, 303, 392]",0.51,0.0,0.12,0.0,0.28,0.01,0.09
173,"[482, 152, 301, 376]",0.61,0.0,0.02,0.01,0.26,0.0,0.09
174,"[463, 169, 290, 367]",0.12,0.0,0.0,0.07,0.52,0.0,0.29
175,"[440, 125, 296, 370]",0.52,0.0,0.02,0.0,0.34,0.0,0.11
176,"[454, 141, 298, 375]",0.52,0.0,0.11,0.0,0.27,0.0,0.1
177,"[405, 108, 302, 387]",0.17,0.0,0.51,0.0,0.12,0.11,0.08
178,"[444, 140, 300, 379]",0.41,0.0,0.05,0.0,0.44,0.0,0.09
