,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5
100,"[424, 177, 91, 117]",0.29,0.0,0.1,0.0,0.6,0.0,0.01,"[927, 177, 89, 103]",0.38,0.0,0.04,0.0,0.04,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[450, 175, 90, 115]",0.68,0.0,0.11,0.02,0.17,0.01,0.01,"[931, 156, 101, 121]",0.16,0.0,0.11,0.0,0.22,0.01,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[929, 179, 86, 99]",0.65,0.0,0.06,0.0,0.06,0.01,0.23,"[469, 191, 88, 118]",0.67,0.0,0.14,0.02,0.11,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[926, 178, 85, 100]",0.66,0.0,0.04,0.0,0.05,0.0,0.25,"[434, 180, 93, 115]",0.55,0.0,0.24,0.0,0.18,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[922, 156, 105, 126]",0.04,0.0,0.07,0.0,0.19,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[928, 179, 87, 100]",0.66,0.0,0.03,0.0,0.04,0.0,0.26,"[432, 170, 98, 125]",0.62,0.0,0.16,0.05,0.08,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[939, 176, 89, 101]",0.34,0.0,0.07,0.0,0.04,0.01,0.53,"[436, 189, 88, 113]",0.44,0.0,0.16,0.02,0.25,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[440, 192, 92, 117]",0.98,0.0,0.01,0.0,0.01,0.0,0.0,"[927, 159, 101, 120]",0.09,0.0,0.1,0.01,0.17,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[934, 177, 84, 100]",0.35,0.0,0.11,0.0,0.04,0.01,0.48,"[455, 177, 87, 118]",0.44,0.0,0.27,0.03,0.12,0.02,0.12,"[691, 314, 42, 49]",0.33,0.0,0.18,0.13,0.28,0.0,0.08,"[38, 266, 44, 57]",0.16,0.03,0.11,0.06,0.62,0.01,0.02,,,,,,,,,,,,,,,,
109,"[425, 177, 90, 112]",0.7,0.0,0.07,0.0,0.2,0.02,0.01,"[64, 264, 51, 65]",0.55,0.0,0.05,0.12,0.25,0.0,0.02,"[922, 172, 90, 104]",0.32,0.0,0.09,0.0,0.03,0.04,0.52,,,,,,,,,,,,,,,,,,,,,,,,
110,"[927, 180, 82, 97]",0.42,0.0,0.09,0.0,0.08,0.01,0.41,"[452, 165, 91, 124]",0.32,0.0,0.04,0.15,0.04,0.03,0.43,"[80, 260, 54, 68]",0.63,0.0,0.03,0.06,0.24,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,
111,"[927, 180, 82, 97]",0.49,0.0,0.07,0.0,0.11,0.0,0.33,"[436, 167, 91, 121]",0.49,0.0,0.24,0.01,0.21,0.02,0.03,"[40, 267, 45, 61]",0.37,0.07,0.15,0.05,0.33,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
112,"[431, 192, 98, 122]",0.5,0.0,0.2,0.0,0.29,0.01,0.0,"[29, 261, 51, 67]",0.59,0.03,0.09,0.02,0.23,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[465, 182, 87, 113]",0.47,0.0,0.3,0.0,0.16,0.0,0.07,"[929, 180, 80, 96]",0.61,0.0,0.05,0.0,0.06,0.0,0.29,"[1130, 243, 58, 70]",0.12,0.0,0.03,0.24,0.46,0.0,0.15,"[40, 265, 44, 63]",0.4,0.01,0.11,0.1,0.36,0.0,0.03,,,,,,,,,,,,,,,,
114,"[466, 181, 89, 117]",0.2,0.0,0.11,0.62,0.03,0.01,0.02,"[929, 156, 105, 130]",0.23,0.0,0.21,0.02,0.22,0.01,0.32,"[35, 264, 50, 64]",0.64,0.01,0.04,0.02,0.27,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,
115,"[938, 180, 82, 98]",0.46,0.0,0.04,0.0,0.07,0.0,0.42,"[428, 187, 84, 106]",0.25,0.01,0.31,0.04,0.19,0.05,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[942, 177, 87, 102]",0.47,0.0,0.06,0.0,0.1,0.01,0.37,"[460, 189, 91, 121]",0.68,0.0,0.23,0.01,0.05,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[945, 175, 90, 105]",0.32,0.0,0.06,0.0,0.05,0.01,0.56,"[449, 188, 92, 118]",0.66,0.0,0.15,0.0,0.15,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[434, 170, 93, 117]",0.41,0.0,0.2,0.03,0.27,0.01,0.09,"[939, 178, 86, 101]",0.21,0.0,0.05,0.0,0.03,0.01,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[943, 185, 84, 98]",0.61,0.0,0.13,0.0,0.05,0.0,0.21,"[667, 305, 44, 54]",0.34,0.0,0.09,0.11,0.35,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
