,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9
150,"[652, 135, 142, 205]",0.26,0.0,0.22,0.16,0.03,0.05,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[642, 143, 141, 196]",0.38,0.0,0.19,0.18,0.07,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[651, 134, 142, 206]",0.14,0.0,0.09,0.14,0.04,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[663, 125, 151, 198]",0.14,0.0,0.45,0.0,0.23,0.03,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[718, 105, 143, 210]",0.12,0.0,0.2,0.02,0.16,0.03,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[639, 154, 148, 193]",0.15,0.0,0.3,0.0,0.27,0.03,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[608, 194, 149, 197]",0.77,0.0,0.02,0.05,0.07,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[653, 136, 151, 201]",0.42,0.03,0.27,0.01,0.17,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[624, 142, 155, 193]",0.11,0.02,0.32,0.0,0.42,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[691, 122, 142, 197]",0.11,0.0,0.13,0.01,0.14,0.01,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[651, 127, 156, 204]",0.15,0.07,0.14,0.01,0.2,0.01,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[645, 147, 149, 192]",0.16,0.01,0.64,0.0,0.14,0.04,0.01,"[246, 575, 25, 30]",0.08,0.0,0.01,0.08,0.73,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[643, 142, 151, 200]",0.25,0.0,0.16,0.03,0.12,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[608, 171, 149, 200]",0.28,0.01,0.28,0.11,0.11,0.03,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[945, 349, 31, 38]",0.16,0.0,0.18,0.06,0.29,0.03,0.28,"[671, 341, 27, 35]",0.71,0.0,0.08,0.02,0.07,0.01,0.11,"[807, 342, 26, 33]",0.28,0.0,0.01,0.08,0.03,0.29,0.3,"[519, 347, 26, 35]",0.63,0.0,0.13,0.02,0.13,0.03,0.06,"[375, 357, 35, 43]",0.03,0.0,0.13,0.05,0.75,0.0,0.04,"[1102, 342, 30, 37]",0.58,0.0,0.15,0.09,0.1,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[808, 341, 26, 33]",0.51,0.0,0.02,0.03,0.03,0.18,0.23,"[671, 342, 29, 37]",0.47,0.0,0.28,0.03,0.2,0.01,0.02,"[946, 348, 30, 39]",0.3,0.0,0.23,0.03,0.25,0.03,0.16,"[521, 348, 26, 36]",0.52,0.0,0.1,0.04,0.24,0.02,0.08,"[1098, 340, 31, 38]",0.36,0.0,0.07,0.17,0.21,0.0,0.18,"[221, 358, 33, 39]",0.15,0.0,0.48,0.03,0.29,0.01,0.03,"[373, 357, 34, 41]",0.09,0.01,0.08,0.11,0.59,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,
166,"[954, 352, 27, 34]",0.22,0.0,0.25,0.02,0.42,0.0,0.08,"[807, 341, 27, 33]",0.28,0.0,0.01,0.03,0.03,0.42,0.22,"[521, 348, 25, 34]",0.44,0.0,0.1,0.05,0.3,0.02,0.09,"[63, 355, 33, 36]",0.42,0.03,0.27,0.01,0.25,0.01,0.02,"[665, 341, 26, 36]",0.29,0.0,0.11,0.37,0.1,0.03,0.11,"[216, 347, 31, 38]",0.11,0.0,0.18,0.31,0.34,0.01,0.05,"[1098, 341, 31, 37]",0.58,0.0,0.05,0.17,0.11,0.0,0.09,"[373, 356, 34, 43]",0.08,0.0,0.07,0.11,0.68,0.0,0.07,,,,,,,,,,,,,,,,
167,"[954, 333, 30, 38]",0.06,0.0,0.02,0.65,0.06,0.01,0.21,"[209, 345, 32, 40]",0.19,0.0,0.07,0.02,0.61,0.01,0.11,"[806, 341, 27, 33]",0.19,0.0,0.02,0.05,0.04,0.21,0.49,"[1099, 343, 28, 34]",0.42,0.0,0.07,0.06,0.18,0.0,0.26,"[375, 355, 34, 43]",0.06,0.0,0.05,0.11,0.62,0.0,0.16,"[525, 348, 26, 35]",0.66,0.0,0.1,0.08,0.12,0.02,0.03,"[665, 341, 27, 37]",0.53,0.0,0.08,0.11,0.11,0.06,0.11,,,,,,,,,,,,,,,,,,,,,,,,
168,"[953, 345, 29, 39]",0.16,0.01,0.1,0.09,0.33,0.02,0.3,"[806, 341, 26, 33]",0.23,0.0,0.02,0.11,0.08,0.14,0.42,"[524, 340, 26, 35]",0.38,0.0,0.12,0.13,0.07,0.02,0.28,"[377, 353, 35, 44]",0.06,0.0,0.03,0.06,0.63,0.0,0.21,"[1102, 344, 29, 36]",0.31,0.0,0.2,0.1,0.26,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[209, 345, 30, 36]",0.05,0.0,0.07,0.11,0.43,0.01,0.33,"[808, 341, 25, 32]",0.38,0.0,0.02,0.04,0.04,0.15,0.38,"[522, 346, 26, 35]",0.89,0.0,0.03,0.01,0.04,0.0,0.03,"[677, 339, 27, 37]",0.67,0.0,0.04,0.06,0.07,0.01,0.15,"[955, 362, 26, 31]",0.17,0.0,0.24,0.14,0.37,0.01,0.06,"[71, 361, 27, 31]",0.72,0.0,0.16,0.02,0.08,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[613, 142, 147, 187]",0.12,0.0,0.32,0.01,0.24,0.07,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[681, 97, 149, 214]",0.11,0.0,0.15,0.39,0.05,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[676, 111, 157, 215]",0.21,0.0,0.45,0.01,0.11,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[619, 134, 153, 193]",0.22,0.0,0.12,0.0,0.18,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"[651, 135, 161, 231]",0.2,0.0,0.15,0.31,0.02,0.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"[641, 158, 148, 203]",0.1,0.0,0.16,0.07,0.04,0.02,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
