,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[549, 130, 137, 180]",0.03,0.0,0.02,0.0,0.11,0.0,0.83,,,,,,,,
1,"[576, 131, 141, 180]",0.07,0.0,0.07,0.01,0.14,0.01,0.7,,,,,,,,
2,"[572, 113, 140, 175]",0.08,0.0,0.04,0.03,0.04,0.0,0.8,,,,,,,,
3,"[576, 113, 138, 172]",0.11,0.0,0.09,0.0,0.18,0.0,0.61,,,,,,,,
4,"[573, 123, 136, 167]",0.05,0.0,0.14,0.0,0.27,0.0,0.54,,,,,,,,
5,"[590, 110, 136, 171]",0.11,0.0,0.05,0.0,0.08,0.0,0.75,,,,,,,,
6,"[606, 105, 133, 172]",0.16,0.0,0.14,0.0,0.25,0.0,0.44,,,,,,,,
7,"[579, 113, 139, 175]",0.05,0.0,0.04,0.01,0.04,0.0,0.86,,,,,,,,
8,"[576, 114, 141, 178]",0.08,0.0,0.08,0.0,0.08,0.01,0.74,,,,,,,,
9,"[570, 107, 141, 176]",0.09,0.0,0.05,0.0,0.09,0.0,0.77,,,,,,,,
10,"[571, 107, 137, 179]",0.11,0.0,0.05,0.0,0.1,0.0,0.73,,,,,,,,
11,"[581, 201, 119, 141]",0.07,0.0,0.53,0.0,0.39,0.0,0.0,,,,,,,,
12,"[579, 108, 138, 180]",0.07,0.0,0.06,0.02,0.08,0.01,0.76,,,,,,,,
13,"[573, 175, 131, 153]",0.14,0.0,0.31,0.0,0.53,0.0,0.02,,,,,,,,
14,"[576, 168, 127, 155]",0.15,0.0,0.17,0.0,0.64,0.0,0.04,,,,,,,,
15,"[569, 186, 129, 151]",0.11,0.0,0.28,0.0,0.58,0.0,0.02,,,,,,,,
16,"[587, 115, 131, 168]",0.21,0.0,0.1,0.0,0.2,0.0,0.49,,,,,,,,
17,"[578, 187, 127, 153]",0.23,0.0,0.33,0.0,0.41,0.0,0.02,,,,,,,,
18,"[583, 101, 133, 178]",0.15,0.0,0.08,0.0,0.17,0.0,0.59,,,,,,,,
19,"[568, 110, 138, 173]",0.13,0.0,0.08,0.01,0.14,0.0,0.64,,,,,,,,
20,"[579, 103, 139, 178]",0.04,0.0,0.02,0.0,0.1,0.0,0.83,,,,,,,,
21,"[577, 195, 118, 144]",0.15,0.0,0.51,0.0,0.32,0.0,0.01,,,,,,,,
22,"[594, 99, 131, 173]",0.25,0.0,0.16,0.04,0.21,0.0,0.34,,,,,,,,
23,"[579, 106, 134, 175]",0.33,0.0,0.04,0.01,0.27,0.0,0.36,,,,,,,,
24,"[569, 106, 138, 183]",0.08,0.0,0.09,0.01,0.11,0.0,0.7,,,,,,,,
25,"[591, 102, 135, 178]",0.2,0.0,0.12,0.01,0.23,0.0,0.44,,,,,,,,
26,"[590, 97, 133, 172]",0.19,0.0,0.14,0.01,0.2,0.0,0.47,,,,,,,,
27,"[579, 103, 136, 177]",0.1,0.0,0.13,0.0,0.19,0.01,0.56,,,,,,,,
28,"[594, 99, 134, 175]",0.18,0.0,0.19,0.01,0.24,0.0,0.38,,,,,,,,
29,"[587, 130, 134, 164]",0.06,0.0,0.06,0.0,0.17,0.0,0.71,,,,,,,,
30,"[593, 199, 127, 145]",0.08,0.0,0.39,0.0,0.5,0.0,0.02,,,,,,,,
31,"[589, 100, 135, 173]",0.19,0.0,0.11,0.0,0.25,0.0,0.45,,,,,,,,
32,"[576, 110, 136, 170]",0.21,0.0,0.07,0.0,0.11,0.0,0.61,,,,,,,,
33,"[586, 201, 119, 140]",0.11,0.0,0.49,0.0,0.39,0.0,0.0,,,,,,,,
34,"[575, 155, 134, 165]",0.21,0.0,0.06,0.0,0.35,0.0,0.37,,,,,,,,
35,"[573, 113, 137, 178]",0.09,0.0,0.06,0.02,0.11,0.0,0.72,,,,,,,,
36,"[566, 175, 136, 157]",0.13,0.0,0.14,0.0,0.63,0.0,0.1,,,,,,,,
37,"[571, 154, 131, 161]",0.21,0.0,0.21,0.0,0.48,0.0,0.1,,,,,,,,
38,"[581, 171, 131, 155]",0.13,0.0,0.15,0.0,0.58,0.0,0.13,,,,,,,,
39,"[594, 181, 123, 149]",0.2,0.0,0.41,0.0,0.36,0.0,0.03,,,,,,,,
40,"[585, 112, 137, 173]",0.14,0.0,0.06,0.0,0.16,0.0,0.64,,,,,,,,
41,"[573, 177, 134, 158]",0.23,0.0,0.23,0.0,0.51,0.01,0.02,,,,,,,,
42,"[589, 104, 140, 180]",0.08,0.0,0.08,0.0,0.14,0.0,0.7,,,,,,,,
43,"[570, 109, 137, 179]",0.06,0.0,0.03,0.0,0.06,0.01,0.84,,,,,,,,
44,"[584, 103, 137, 172]",0.11,0.0,0.07,0.0,0.1,0.0,0.72,,,,,,,,
45,"[572, 107, 136, 177]",0.04,0.0,0.02,0.0,0.05,0.0,0.89,,,,,,,,
46,"[576, 105, 135, 173]",0.1,0.0,0.08,0.0,0.16,0.0,0.65,,,,,,,,
47,"[578, 112, 138, 171]",0.09,0.0,0.06,0.0,0.09,0.0,0.76,,,,,,,,
48,"[562, 114, 139, 176]",0.06,0.0,0.02,0.01,0.08,0.0,0.83,,,,,,,,
49,"[570, 101, 141, 181]",0.05,0.0,0.02,0.01,0.06,0.0,0.86,,,,,,,,
50,"[581, 105, 138, 174]",0.14,0.0,0.13,0.01,0.16,0.0,0.56,,,,,,,,
51,"[590, 128, 135, 169]",0.1,0.0,0.15,0.0,0.25,0.0,0.5,,,,,,,,
52,"[596, 92, 136, 175]",0.15,0.0,0.14,0.0,0.16,0.0,0.55,,,,,,,,
53,"[590, 108, 138, 179]",0.11,0.0,0.12,0.01,0.1,0.0,0.65,,,,,,,,
54,"[600, 92, 134, 173]",0.13,0.0,0.15,0.0,0.35,0.0,0.37,,,,,,,,
55,"[589, 123, 136, 178]",0.11,0.0,0.03,0.0,0.09,0.0,0.77,,,,,,,,
56,"[592, 180, 126, 147]",0.12,0.0,0.29,0.0,0.57,0.0,0.01,,,,,,,,
57,"[583, 134, 132, 167]",0.11,0.0,0.07,0.0,0.21,0.0,0.61,,,,,,,,
58,"[595, 111, 138, 177]",0.1,0.0,0.03,0.0,0.11,0.0,0.76,,,,,,,,
59,"[591, 103, 139, 178]",0.07,0.0,0.02,0.0,0.07,0.0,0.83,,,,,,,,
60,"[590, 196, 129, 150]",0.08,0.0,0.3,0.0,0.61,0.0,0.01,,,,,,,,
61,"[596, 107, 136, 175]",0.14,0.0,0.03,0.0,0.09,0.0,0.73,"[801, 616, 15, 16]",0.15,0.0,0.07,0.38,0.16,0.0,0.24
62,"[589, 195, 131, 149]",0.02,0.0,0.18,0.0,0.79,0.0,0.0,,,,,,,,
63,"[599, 107, 134, 175]",0.07,0.0,0.04,0.0,0.07,0.0,0.82,,,,,,,,
64,"[596, 196, 121, 140]",0.04,0.0,0.4,0.0,0.56,0.0,0.01,,,,,,,,
65,"[591, 110, 139, 176]",0.09,0.0,0.06,0.01,0.16,0.0,0.68,,,,,,,,
66,"[578, 122, 134, 169]",0.09,0.0,0.03,0.0,0.08,0.0,0.79,,,,,,,,
67,"[582, 196, 125, 148]",0.14,0.0,0.4,0.0,0.44,0.0,0.01,,,,,,,,
68,"[597, 196, 117, 141]",0.07,0.0,0.47,0.0,0.44,0.0,0.02,,,,,,,,
69,"[589, 96, 135, 171]",0.14,0.0,0.13,0.0,0.1,0.01,0.62,,,,,,,,
70,"[587, 104, 136, 171]",0.22,0.0,0.09,0.0,0.23,0.0,0.46,,,,,,,,
71,"[570, 111, 141, 178]",0.11,0.0,0.07,0.01,0.13,0.01,0.68,,,,,,,,
72,"[570, 104, 138, 181]",0.08,0.0,0.08,0.01,0.27,0.0,0.56,,,,,,,,
73,"[564, 112, 140, 175]",0.15,0.0,0.04,0.0,0.14,0.0,0.66,,,,,,,,
74,"[573, 117, 137, 174]",0.12,0.0,0.05,0.0,0.1,0.01,0.72,,,,,,,,
75,"[557, 115, 136, 175]",0.19,0.0,0.03,0.0,0.06,0.0,0.71,,,,,,,,
76,"[566, 188, 130, 151]",0.1,0.0,0.21,0.0,0.66,0.0,0.03,,,,,,,,
77,"[558, 114, 140, 176]",0.08,0.0,0.03,0.0,0.12,0.0,0.76,,,,,,,,
78,"[575, 180, 128, 151]",0.2,0.0,0.41,0.0,0.38,0.0,0.01,,,,,,,,
79,"[583, 186, 127, 152]",0.11,0.0,0.38,0.0,0.5,0.0,0.01,,,,,,,,
80,"[583, 106, 137, 172]",0.25,0.0,0.05,0.0,0.15,0.0,0.55,,,,,,,,
81,"[572, 91, 138, 181]",0.11,0.0,0.09,0.0,0.13,0.0,0.67,,,,,,,,
82,"[580, 123, 135, 171]",0.13,0.0,0.08,0.0,0.19,0.0,0.6,,,,,,,,
83,"[587, 105, 136, 173]",0.29,0.0,0.13,0.0,0.19,0.0,0.38,,,,,,,,
84,"[583, 109, 135, 169]",0.16,0.0,0.07,0.0,0.15,0.0,0.62,,,,,,,,
85,"[581, 110, 138, 174]",0.07,0.0,0.03,0.01,0.07,0.0,0.83,,,,,,,,
86,"[582, 110, 136, 177]",0.06,0.0,0.03,0.01,0.12,0.0,0.77,,,,,,,,
87,"[584, 97, 137, 174]",0.07,0.0,0.06,0.0,0.1,0.0,0.77,,,,,,,,
88,"[579, 125, 136, 173]",0.11,0.0,0.06,0.01,0.11,0.0,0.7,,,,,,,,
89,"[579, 108, 138, 177]",0.11,0.0,0.02,0.0,0.15,0.0,0.71,,,,,,,,
90,"[581, 111, 141, 179]",0.11,0.0,0.08,0.01,0.21,0.0,0.59,,,,,,,,
91,"[584, 104, 139, 175]",0.12,0.0,0.09,0.0,0.11,0.0,0.68,,,,,,,,
92,"[584, 158, 140, 171]",0.47,0.0,0.1,0.0,0.19,0.01,0.23,,,,,,,,
93,"[589, 106, 138, 184]",0.14,0.0,0.03,0.0,0.08,0.0,0.74,,,,,,,,
94,"[582, 106, 137, 173]",0.07,0.0,0.04,0.0,0.11,0.0,0.77,,,,,,,,
95,"[586, 100, 138, 175]",0.15,0.0,0.15,0.0,0.16,0.0,0.54,,,,,,,,
96,"[584, 95, 135, 174]",0.16,0.0,0.26,0.0,0.17,0.0,0.41,,,,,,,,
97,"[600, 109, 135, 175]",0.11,0.0,0.1,0.01,0.17,0.0,0.62,,,,,,,,
98,"[591, 110, 140, 181]",0.07,0.0,0.02,0.01,0.06,0.0,0.85,,,,,,,,
99,"[590, 108, 135, 179]",0.12,0.0,0.07,0.01,0.1,0.0,0.7,,,,,,,,
100,"[596, 107, 137, 177]",0.1,0.0,0.09,0.0,0.16,0.0,0.65,,,,,,,,
101,"[593, 114, 139, 178]",0.18,0.0,0.05,0.0,0.13,0.0,0.64,,,,,,,,
102,"[595, 100, 136, 178]",0.08,0.0,0.05,0.0,0.14,0.0,0.72,,,,,,,,
103,"[584, 113, 137, 172]",0.13,0.0,0.05,0.0,0.1,0.0,0.72,,,,,,,,
104,"[603, 224, 119, 133]",0.15,0.0,0.52,0.0,0.33,0.0,0.0,,,,,,,,
105,"[593, 164, 130, 158]",0.4,0.0,0.18,0.0,0.41,0.0,0.01,,,,,,,,
106,"[586, 80, 135, 175]",0.15,0.0,0.02,0.0,0.1,0.0,0.73,,,,,,,,
