,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[259, 79, 98, 119]",0.04,0.0,0.01,0.01,0.02,0.0,0.92,,,,,,,,
1,"[273, 69, 92, 113]",0.07,0.0,0.02,0.0,0.11,0.0,0.8,,,,,,,,
2,"[266, 65, 95, 121]",0.09,0.0,0.04,0.0,0.12,0.02,0.73,,,,,,,,
3,"[261, 67, 97, 121]",0.39,0.0,0.04,0.0,0.18,0.0,0.38,,,,,,,,
4,"[259, 67, 100, 118]",0.09,0.0,0.08,0.06,0.14,0.0,0.62,,,,,,,,
5,"[270, 69, 97, 114]",0.06,0.0,0.02,0.07,0.17,0.0,0.68,,,,,,,,
6,"[276, 75, 94, 120]",0.11,0.0,0.1,0.06,0.05,0.25,0.42,"[292, 261, 18, 21]",0.14,0.0,0.1,0.12,0.44,0.04,0.16
7,"[268, 70, 92, 117]",0.14,0.0,0.08,0.0,0.16,0.08,0.53,,,,,,,,
8,"[261, 70, 99, 120]",0.22,0.0,0.08,0.17,0.3,0.0,0.23,,,,,,,,
9,"[257, 64, 95, 115]",0.31,0.0,0.02,0.08,0.21,0.0,0.37,,,,,,,,
10,"[268, 66, 95, 117]",0.16,0.0,0.06,0.04,0.11,0.01,0.62,,,,,,,,
11,"[257, 65, 99, 119]",0.04,0.0,0.07,0.05,0.1,0.1,0.65,,,,,,,,
12,"[256, 69, 102, 122]",0.19,0.0,0.04,0.0,0.08,0.01,0.67,,,,,,,,
13,"[264, 67, 96, 118]",0.14,0.0,0.01,0.01,0.13,0.0,0.71,,,,,,,,
14,"[265, 66, 97, 118]",0.16,0.0,0.29,0.11,0.08,0.02,0.33,,,,,,,,
15,"[265, 65, 92, 114]",0.02,0.0,0.03,0.48,0.04,0.01,0.43,,,,,,,,
16,"[255, 70, 101, 122]",0.01,0.0,0.01,0.82,0.01,0.0,0.15,,,,,,,,
17,"[260, 67, 100, 123]",0.15,0.0,0.04,0.08,0.16,0.01,0.56,,,,,,,,
18,"[269, 71, 93, 116]",0.22,0.0,0.02,0.0,0.1,0.0,0.64,,,,,,,,
19,"[264, 72, 96, 116]",0.19,0.0,0.04,0.02,0.11,0.01,0.64,,,,,,,,
20,"[272, 70, 96, 118]",0.09,0.0,0.13,0.41,0.21,0.02,0.14,,,,,,,,
21,"[265, 70, 95, 119]",0.21,0.0,0.02,0.02,0.08,0.01,0.67,,,,,,,,
22,"[251, 65, 102, 120]",0.1,0.0,0.05,0.11,0.1,0.05,0.58,,,,,,,,
23,"[264, 68, 101, 124]",0.05,0.0,0.2,0.44,0.11,0.12,0.09,,,,,,,,
24,"[274, 71, 95, 116]",0.22,0.0,0.02,0.0,0.09,0.0,0.67,,,,,,,,
25,"[269, 71, 99, 118]",0.21,0.0,0.01,0.02,0.16,0.0,0.6,,,,,,,,
26,"[264, 73, 97, 119]",0.15,0.0,0.02,0.0,0.31,0.0,0.52,,,,,,,,
27,"[277, 71, 94, 118]",0.65,0.01,0.09,0.0,0.18,0.0,0.07,,,,,,,,
28,"[282, 80, 93, 121]",0.29,0.0,0.02,0.01,0.05,0.0,0.63,,,,,,,,
29,"[275, 79, 100, 120]",0.2,0.0,0.01,0.0,0.08,0.0,0.71,,,,,,,,
30,"[277, 73, 94, 116]",0.43,0.0,0.01,0.0,0.15,0.0,0.42,,,,,,,,
31,"[260, 71, 100, 121]",0.2,0.0,0.01,0.02,0.1,0.0,0.66,,,,,,,,
32,"[271, 72, 96, 121]",0.14,0.0,0.0,0.0,0.09,0.0,0.76,,,,,,,,
33,"[264, 66, 94, 120]",0.51,0.0,0.0,0.02,0.2,0.0,0.27,,,,,,,,
34,"[270, 70, 95, 117]",0.51,0.0,0.01,0.0,0.24,0.0,0.24,,,,,,,,
35,"[263, 66, 102, 121]",0.26,0.0,0.01,0.01,0.06,0.0,0.66,,,,,,,,
36,"[268, 69, 99, 118]",0.14,0.0,0.01,0.0,0.18,0.0,0.68,,,,,,,,
37,"[280, 74, 92, 114]",0.07,0.0,0.01,0.0,0.05,0.0,0.87,,,,,,,,
38,"[273, 65, 99, 117]",0.11,0.0,0.05,0.01,0.14,0.0,0.69,,,,,,,,
39,"[275, 65, 97, 124]",0.26,0.0,0.07,0.0,0.24,0.03,0.39,,,,,,,,
40,"[273, 62, 99, 120]",0.07,0.0,0.01,0.0,0.06,0.01,0.84,,,,,,,,
41,"[279, 67, 92, 117]",0.06,0.0,0.03,0.01,0.04,0.06,0.81,,,,,,,,
42,"[259, 70, 103, 120]",0.06,0.0,0.01,0.0,0.02,0.02,0.88,,,,,,,,
43,"[278, 64, 94, 121]",0.09,0.0,0.04,0.01,0.14,0.04,0.69,,,,,,,,
44,"[271, 67, 97, 114]",0.05,0.0,0.1,0.05,0.1,0.05,0.64,,,,,,,,
45,"[264, 70, 102, 123]",0.04,0.0,0.01,0.0,0.1,0.0,0.84,,,,,,,,
46,"[270, 65, 98, 114]",0.04,0.0,0.04,0.0,0.04,0.04,0.84,,,,,,,,
47,"[263, 65, 102, 119]",0.07,0.0,0.03,0.01,0.07,0.01,0.8,,,,,,,,
48,"[274, 65, 96, 113]",0.04,0.0,0.03,0.01,0.08,0.01,0.83,,,,,,,,
49,"[281, 70, 96, 118]",0.07,0.0,0.03,0.0,0.08,0.01,0.81,,,,,,,,
50,"[272, 73, 98, 126]",0.35,0.0,0.07,0.0,0.15,0.01,0.42,,,,,,,,
51,"[270, 68, 97, 119]",0.13,0.0,0.08,0.12,0.26,0.01,0.39,,,,,,,,
52,"[266, 70, 100, 120]",0.1,0.0,0.08,0.39,0.09,0.01,0.34,,,,,,,,
