,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16,box17,angry17,disgust17,fear17,happy17,sad17,surprise17,neutral17,box18,angry18,disgust18,fear18,happy18,sad18,surprise18,neutral18,box19,angry19,disgust19,fear19,happy19,sad19,surprise19,neutral19,box20,angry20,disgust20,fear20,happy20,sad20,surprise20,neutral20,box21,angry21,disgust21,fear21,happy21,sad21,surprise21,neutral21,box22,angry22,disgust22,fear22,happy22,sad22,surprise22,neutral22,box23,angry23,disgust23,fear23,happy23,sad23,surprise23,neutral23,box24,angry24,disgust24,fear24,happy24,sad24,surprise24,neutral24,box25,angry25,disgust25,fear25,happy25,sad25,surprise25,neutral25,box26,angry26,disgust26,fear26,happy26,sad26,surprise26,neutral26,box27,angry27,disgust27,fear27,happy27,sad27,surprise27,neutral27,box28,angry28,disgust28,fear28,happy28,sad28,surprise28,neutral28,box29,angry29,disgust29,fear29,happy29,sad29,surprise29,neutral29
0,"[771, -36, 47, 66]",0.57,0.0,0.0,0.11,0.09,0.0,0.23,"[653, 125, 49, 57]",0.05,0.0,0.04,0.4,0.36,0.02,0.13,"[773, 159, 46, 55]",0.51,0.0,0.05,0.11,0.03,0.12,0.18,"[1065, 23, 44, 54]",0.1,0.0,0.06,0.4,0.36,0.02,0.05,"[138, 147, 40, 46]",0.64,0.0,0.08,0.04,0.17,0.02,0.05,"[1062, 78, 40, 45]",0.03,0.0,0.05,0.04,0.1,0.06,0.72,"[787, 58, 38, 45]",0.46,0.0,0.02,0.0,0.2,0.0,0.31,"[320, 165, 37, 45]",0.22,0.0,0.26,0.01,0.34,0.01,0.16,"[301, 71, 37, 43]",0.08,0.0,0.05,0.42,0.25,0.02,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[24, 553, 73, 100]",0.16,0.0,0.41,0.08,0.28,0.0,0.07,"[650, 96, 54, 63]",0.28,0.0,0.01,0.11,0.54,0.0,0.05,"[831, 130, 52, 60]",0.29,0.0,0.13,0.05,0.14,0.07,0.3,"[1160, 34, 48, 55]",0.06,0.0,0.03,0.04,0.09,0.02,0.75,"[1000, 42, 48, 55]",0.02,0.0,0.0,0.07,0.02,0.0,0.89,"[51, 124, 48, 54]",0.18,0.0,0.08,0.11,0.61,0.01,0.01,"[833, 5, 47, 53]",0.43,0.0,0.03,0.08,0.11,0.01,0.34,"[257, 24, 45, 53]",0.05,0.0,0.02,0.18,0.49,0.05,0.21,"[280, 137, 44, 53]",0.56,0.0,0.03,0.02,0.09,0.01,0.29,"[979, 166, 45, 50]",0.01,0.0,0.06,0.09,0.26,0.04,0.53,"[66, 31, 45, 49]",0.13,0.0,0.08,0.04,0.53,0.07,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"[773, 134, 53, 61]",0.23,0.0,0.04,0.02,0.12,0.08,0.51,"[1102, 39, 50, 58]",0.02,0.0,0.01,0.03,0.04,0.04,0.86,"[943, 49, 50, 57]",0.01,0.0,0.0,0.15,0.0,0.01,0.82,"[777, 12, 47, 55]",0.4,0.0,0.02,0.07,0.19,0.0,0.31,"[222, 144, 44, 55]",0.43,0.0,0.14,0.05,0.21,0.01,0.16,"[181, 33, 47, 53]",0.04,0.0,0.16,0.29,0.31,0.08,0.11,"[926, 172, 46, 50]",0.02,0.0,0.09,0.07,0.27,0.02,0.52,"[7, 34, 41, 51]",0.14,0.0,0.25,0.07,0.25,0.1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"[43, 34, 60, 73]",0.39,0.0,0.04,0.35,0.11,0.01,0.1,"[629, 70, 58, 68]",0.72,0.0,0.02,0.01,0.08,0.0,0.16,"[789, 134, 51, 58]",0.05,0.0,0.04,0.66,0.02,0.03,0.2,"[1113, 38, 50, 56]",0.01,0.0,0.04,0.01,0.06,0.05,0.82,"[953, 45, 50, 55]",0.03,0.0,0.0,0.18,0.01,0.01,0.77,"[148, 19, 46, 55]",0.01,0.0,0.13,0.37,0.15,0.16,0.19,"[785, 10, 46, 55]",0.37,0.0,0.05,0.02,0.14,0.01,0.41,"[936, 168, 47, 51]",0.0,0.0,0.02,0.28,0.03,0.0,0.67,"[3, 130, 42, 56]",0.02,0.0,0.05,0.63,0.14,0.08,0.07,"[240, 150, 43, 53]",0.12,0.0,0.16,0.01,0.34,0.21,0.16,"[212, 31, 44, 51]",0.1,0.0,0.07,0.25,0.09,0.02,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"[788, 134, 52, 60]",0.3,0.0,0.07,0.13,0.07,0.03,0.4,"[782, 10, 48, 57]",0.45,0.0,0.03,0.02,0.2,0.01,0.3,"[230, 143, 47, 57]",0.48,0.0,0.2,0.06,0.14,0.02,0.1,"[9, 131, 48, 53]",0.4,0.0,0.07,0.21,0.26,0.03,0.03,"[213, 24, 46, 52]",0.05,0.0,0.02,0.49,0.32,0.01,0.12,"[16, 34, 45, 53]",0.15,0.0,0.11,0.06,0.56,0.02,0.1,"[938, 167, 37, 46]",0.38,0.0,0.02,0.22,0.16,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"[773, 132, 52, 63]",0.19,0.0,0.32,0.03,0.19,0.14,0.14,"[931, 170, 50, 55]",0.01,0.0,0.06,0.14,0.17,0.02,0.6,"[781, 13, 47, 54]",0.25,0.0,0.04,0.03,0.15,0.0,0.53,"[948, 46, 48, 54]",0.01,0.0,0.0,0.04,0.01,0.0,0.93,"[3, 129, 48, 54]",0.28,0.0,0.09,0.03,0.48,0.02,0.09,"[1106, 40, 47, 54]",0.04,0.0,0.04,0.01,0.11,0.04,0.75,"[227, 144, 46, 55]",0.29,0.0,0.38,0.02,0.13,0.02,0.16,"[193, 31, 46, 53]",0.38,0.0,0.1,0.14,0.19,0.05,0.14,"[148, 25, 42, 53]",0.0,0.0,0.01,0.42,0.18,0.01,0.38,"[12, 35, 43, 47]",0.46,0.0,0.07,0.05,0.28,0.01,0.14,"[557, 89, 42, 45]",0.1,0.0,0.16,0.43,0.18,0.05,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"[-13, 129, 61, 68]",0.03,0.0,0.14,0.5,0.27,0.02,0.04,"[785, 136, 51, 60]",0.18,0.01,0.19,0.08,0.41,0.05,0.08,"[136, 31, 49, 58]",0.09,0.0,0.11,0.12,0.49,0.01,0.18,"[779, 14, 48, 56]",0.22,0.0,0.05,0.23,0.13,0.01,0.36,"[1108, 43, 48, 54]",0.08,0.0,0.06,0.05,0.12,0.02,0.67,"[226, 144, 46, 56]",0.66,0.0,0.04,0.01,0.12,0.01,0.16,"[931, 170, 47, 53]",0.01,0.0,0.02,0.38,0.04,0.02,0.52,"[950, 50, 47, 53]",0.01,0.0,0.0,0.01,0.01,0.0,0.97,"[201, 27, 46, 54]",0.02,0.0,0.01,0.54,0.17,0.22,0.03,"[0, 39, 44, 51]",0.07,0.01,0.05,0.01,0.42,0.01,0.43,"[906, 125, 43, 51]",0.26,0.0,0.06,0.3,0.3,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"[924, 630, 58, 75]",0.5,0.0,0.05,0.13,0.22,0.02,0.07,"[969, 612, 56, 75]",0.22,0.0,0.1,0.1,0.5,0.02,0.07,"[1105, 104, 55, 70]",0.42,0.0,0.03,0.09,0.3,0.03,0.12,"[740, 594, 54, 71]",0.2,0.0,0.04,0.01,0.65,0.01,0.09,"[110, 567, 43, 54]",0.44,0.0,0.06,0.08,0.38,0.01,0.02,"[844, 421, 37, 45]",0.25,0.0,0.07,0.42,0.15,0.01,0.1,"[451, 339, 36, 46]",0.16,0.0,0.04,0.03,0.72,0.0,0.05,"[96, 300, 35, 45]",0.13,0.0,0.06,0.01,0.75,0.01,0.05,"[792, 442, 34, 43]",0.14,0.0,0.17,0.05,0.54,0.03,0.06,"[761, 237, 25, 33]",0.07,0.0,0.02,0.17,0.68,0.0,0.06,"[109, 497, 22, 27]",0.15,0.0,0.05,0.03,0.52,0.16,0.09,"[341, 580, 17, 23]",0.71,0.0,0.01,0.08,0.11,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"[879, 591, 58, 75]",0.09,0.0,0.14,0.0,0.57,0.02,0.16,"[1146, 94, 52, 65]",0.07,0.0,0.12,0.14,0.16,0.04,0.47,"[1090, 371, 41, 58]",0.15,0.01,0.01,0.29,0.3,0.05,0.18,"[548, 571, 33, 44]",0.2,0.0,0.08,0.08,0.2,0.0,0.45,"[253, 567, 32, 39]",0.23,0.0,0.04,0.52,0.19,0.01,0.02,"[931, 441, 32, 41]",0.14,0.0,0.06,0.47,0.26,0.02,0.05,"[991, 421, 32, 40]",0.23,0.0,0.07,0.08,0.58,0.0,0.04,"[633, 597, 31, 40]",0.33,0.01,0.07,0.03,0.51,0.02,0.03,"[788, 433, 29, 37]",0.2,0.01,0.06,0.53,0.11,0.03,0.07,"[963, 374, 29, 38]",0.14,0.0,0.12,0.36,0.25,0.03,0.1,"[855, 426, 28, 36]",0.08,0.0,0.06,0.19,0.43,0.01,0.22,"[594, 339, 28, 37]",0.27,0.0,0.16,0.02,0.44,0.03,0.09,"[644, 325, 26, 36]",0.28,0.0,0.07,0.09,0.53,0.01,0.02,"[439, 512, 27, 34]",0.13,0.0,0.17,0.27,0.26,0.03,0.14,"[854, 256, 26, 34]",0.41,0.02,0.05,0.02,0.45,0.01,0.03,"[967, 210, 25, 32]",0.27,0.0,0.05,0.26,0.32,0.03,0.06,"[299, 566, 22, 31]",0.5,0.0,0.09,0.02,0.31,0.01,0.06,"[251, 499, 22, 25]",0.09,0.0,0.04,0.07,0.69,0.01,0.09,"[975, 160, 20, 26]",0.31,0.0,0.15,0.13,0.39,0.01,0.01,"[1007, 82, 20, 22]",0.25,0.0,0.15,0.07,0.44,0.01,0.07,"[762, 281, 18, 23]",0.05,0.0,0.04,0.04,0.82,0.0,0.04,"[214, 545, 18, 23]",0.13,0.0,0.16,0.08,0.59,0.01,0.04,"[696, 65, 17, 22]",0.21,0.0,0.09,0.03,0.63,0.0,0.04,"[573, 321, 16, 21]",0.38,0.0,0.03,0.02,0.48,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"[996, 591, 61, 74]",0.01,0.0,0.05,0.0,0.76,0.0,0.17,"[1094, 583, 54, 66]",0.07,0.0,0.2,0.03,0.39,0.0,0.3,"[349, 301, 36, 44]",0.07,0.0,0.05,0.02,0.39,0.06,0.42,"[702, 334, 36, 44]",0.2,0.0,0.05,0.34,0.18,0.06,0.17,"[1110, 419, 34, 40]",0.07,0.0,0.03,0.51,0.32,0.0,0.06,"[1188, 316, 34, 40]",0.08,0.0,0.04,0.01,0.71,0.0,0.15,"[372, 565, 32, 40]",0.3,0.0,0.22,0.05,0.35,0.01,0.06,"[1073, 276, 34, 37]",0.09,0.0,0.12,0.01,0.42,0.1,0.28,"[522, 599, 32, 37]",0.07,0.0,0.17,0.09,0.13,0.09,0.45,"[185, 609, 30, 38]",0.09,0.0,0.11,0.3,0.29,0.03,0.19,"[758, 324, 28, 38]",0.34,0.01,0.09,0.13,0.34,0.01,0.08,"[1224, 278, 27, 38]",0.08,0.0,0.16,0.04,0.53,0.01,0.18,"[973, 254, 28, 35]",0.31,0.0,0.05,0.11,0.5,0.01,0.02,"[346, 682, 29, 35]",0.13,0.0,0.18,0.09,0.33,0.04,0.23,"[1170, 249, 28, 36]",0.07,0.0,0.17,0.0,0.7,0.01,0.05,"[1085, 207, 28, 35]",0.1,0.0,0.42,0.16,0.27,0.02,0.04,"[1083, 375, 27, 35]",0.02,0.0,0.3,0.02,0.61,0.01,0.04,"[556, 511, 28, 34]",0.03,0.0,0.09,0.37,0.45,0.0,0.07,"[731, 562, 24, 30]",0.35,0.0,0.11,0.19,0.2,0.0,0.15,"[1120, 300, 24, 31]",0.1,0.0,0.04,0.29,0.08,0.0,0.48,"[353, 640, 21, 30]",0.51,0.0,0.1,0.07,0.16,0.0,0.16,"[1139, 165, 21, 28]",0.33,0.0,0.08,0.02,0.53,0.0,0.03,"[895, 266, 24, 26]",0.45,0.0,0.06,0.03,0.25,0.0,0.2,"[1175, 123, 20, 26]",0.04,0.0,0.08,0.02,0.82,0.0,0.04,"[826, 492, 19, 26]",0.08,0.01,0.14,0.19,0.49,0.01,0.08,"[302, 661, 19, 25]",0.55,0.0,0.03,0.01,0.34,0.0,0.06,"[125, 644, 18, 22]",0.08,0.01,0.07,0.01,0.82,0.0,0.02,"[1044, 89, 18, 21]",0.08,0.01,0.12,0.03,0.74,0.0,0.03,"[648, 278, 17, 22]",0.02,0.0,0.07,0.03,0.86,0.0,0.03,"[1029, 114, 16, 19]",0.16,0.0,0.07,0.12,0.55,0.0,0.1
