,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[213, 107, 87, 111]",0.26,0.0,0.21,0.0,0.16,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,
1,"[213, 81, 93, 121]",0.56,0.0,0.11,0.01,0.04,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,
2,"[215, 85, 90, 119]",0.47,0.0,0.1,0.02,0.05,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,
3,"[209, 92, 92, 116]",0.08,0.0,0.02,0.0,0.04,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,
4,"[209, 112, 90, 111]",0.46,0.0,0.07,0.0,0.17,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
5,"[206, 108, 95, 117]",0.31,0.0,0.05,0.0,0.18,0.01,0.44,,,,,,,,,,,,,,,,,,,,,,,,
6,"[212, 110, 90, 114]",0.21,0.0,0.15,0.0,0.2,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
7,"[214, 83, 87, 122]",0.55,0.0,0.32,0.0,0.01,0.03,0.07,,,,,,,,,,,,,,,,,,,,,,,,
8,"[213, 87, 86, 115]",0.54,0.0,0.18,0.0,0.06,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,
9,"[209, 89, 91, 118]",0.57,0.0,0.11,0.0,0.04,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,
10,"[208, 90, 92, 117]",0.26,0.0,0.24,0.0,0.04,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,
11,"[207, 88, 96, 124]",0.26,0.0,0.13,0.01,0.03,0.12,0.45,,,,,,,,,,,,,,,,,,,,,,,,
12,"[206, 106, 89, 110]",0.18,0.0,0.02,0.0,0.05,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,
13,"[186, 111, 93, 112]",0.33,0.0,0.05,0.0,0.19,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,
14,"[164, 120, 91, 114]",0.42,0.0,0.05,0.0,0.19,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,
15,"[163, 109, 89, 112]",0.48,0.0,0.11,0.0,0.17,0.03,0.21,,,,,,,,,,,,,,,,,,,,,,,,
16,"[187, 94, 89, 114]",0.43,0.0,0.22,0.0,0.16,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,
