,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[597, 142, 107, 135]",0.6,0.0,0.04,0.01,0.16,0.01,0.19,,,,,,,,
1,"[553, 131, 105, 143]",0.54,0.0,0.19,0.05,0.09,0.06,0.07,,,,,,,,
2,"[591, 102, 107, 146]",0.03,0.0,0.01,0.02,0.02,0.0,0.91,,,,,,,,
3,"[639, 124, 102, 139]",0.21,0.0,0.05,0.01,0.19,0.01,0.53,,,,,,,,
4,"[623, 113, 108, 152]",0.24,0.0,0.08,0.02,0.11,0.05,0.5,,,,,,,,
5,"[581, 120, 114, 149]",0.25,0.0,0.14,0.05,0.34,0.07,0.14,,,,,,,,
6,"[608, 190, 97, 116]",0.04,0.0,0.08,0.0,0.85,0.0,0.03,,,,,,,,
7,"[611, 185, 101, 122]",0.14,0.0,0.11,0.0,0.71,0.0,0.03,,,,,,,,
8,"[602, 111, 107, 139]",0.3,0.0,0.05,0.16,0.22,0.0,0.27,,,,,,,,
9,"[622, 180, 101, 127]",0.06,0.0,0.09,0.0,0.84,0.0,0.01,,,,,,,,
10,"[593, 135, 105, 138]",0.13,0.0,0.02,0.01,0.39,0.01,0.44,,,,,,,,
11,"[548, 113, 110, 155]",0.09,0.0,0.11,0.07,0.34,0.1,0.29,,,,,,,,
12,"[593, 116, 105, 143]",0.07,0.0,0.01,0.0,0.07,0.0,0.85,,,,,,,,
13,"[578, 119, 107, 146]",0.15,0.0,0.04,0.02,0.17,0.02,0.59,,,,,,,,
14,"[628, 122, 104, 147]",0.23,0.0,0.62,0.0,0.1,0.01,0.03,,,,,,,,
15,"[659, 119, 101, 144]",0.07,0.0,0.07,0.0,0.33,0.0,0.53,,,,,,,,
16,"[689, 145, 106, 141]",0.02,0.0,0.0,0.03,0.04,0.0,0.9,,,,,,,,
17,"[696, 120, 106, 142]",0.32,0.0,0.01,0.01,0.15,0.0,0.5,,,,,,,,
18,"[674, 151, 99, 127]",0.67,0.0,0.08,0.0,0.21,0.0,0.03,,,,,,,,
19,"[568, 136, 108, 142]",0.22,0.0,0.03,0.02,0.26,0.0,0.46,,,,,,,,
20,"[623, 125, 110, 149]",0.07,0.0,0.01,0.03,0.05,0.01,0.83,,,,,,,,
21,"[611, 141, 103, 135]",0.35,0.0,0.04,0.01,0.37,0.0,0.23,,,,,,,,
22,"[624, 110, 113, 151]",0.04,0.0,0.02,0.0,0.06,0.01,0.88,,,,,,,,
23,"[625, 113, 109, 150]",0.14,0.0,0.0,0.01,0.03,0.0,0.81,,,,,,,,
24,"[606, 130, 106, 137]",0.34,0.0,0.05,0.12,0.25,0.01,0.24,,,,,,,,
25,"[599, 119, 107, 144]",0.08,0.0,0.02,0.01,0.14,0.0,0.74,,,,,,,,
26,"[584, 134, 113, 144]",0.05,0.0,0.01,0.01,0.06,0.01,0.86,,,,,,,,
27,"[619, 128, 107, 142]",0.19,0.0,0.06,0.03,0.05,0.02,0.66,,,,,,,,
28,"[658, 129, 112, 148]",0.36,0.0,0.04,0.02,0.1,0.02,0.46,,,,,,,,
29,"[633, 174, 98, 122]",0.09,0.0,0.05,0.0,0.78,0.01,0.07,,,,,,,,
30,"[623, 146, 103, 132]",0.05,0.0,0.02,0.07,0.19,0.0,0.67,,,,,,,,
31,"[590, 122, 106, 148]",0.09,0.0,0.02,0.01,0.24,0.01,0.63,,,,,,,,
32,"[623, 158, 99, 127]",0.16,0.0,0.04,0.14,0.19,0.01,0.46,,,,,,,,
33,"[626, 162, 100, 128]",0.12,0.0,0.02,0.0,0.72,0.0,0.14,,,,,,,,
34,"[623, 163, 99, 128]",0.08,0.0,0.03,0.0,0.7,0.0,0.18,,,,,,,,
35,"[703, 197, 102, 122]",0.13,0.0,0.41,0.0,0.44,0.01,0.01,,,,,,,,
36,"[673, 186, 95, 120]",0.07,0.0,0.21,0.0,0.66,0.03,0.02,,,,,,,,
37,"[604, 119, 111, 148]",0.1,0.01,0.05,0.04,0.12,0.0,0.68,"[443, 471, 34, 41]",0.28,0.02,0.07,0.09,0.4,0.1,0.03
38,"[585, 111, 107, 146]",0.23,0.0,0.01,0.01,0.09,0.0,0.65,,,,,,,,
39,"[601, 125, 110, 150]",0.56,0.0,0.02,0.01,0.18,0.0,0.24,,,,,,,,
40,"[594, 122, 108, 151]",0.22,0.0,0.19,0.01,0.41,0.06,0.11,,,,,,,,
41,"[573, 118, 108, 149]",0.09,0.0,0.13,0.11,0.12,0.01,0.54,,,,,,,,
42,"[624, 121, 107, 142]",0.14,0.0,0.05,0.06,0.05,0.01,0.69,,,,,,,,
43,"[615, 122, 110, 145]",0.02,0.0,0.01,0.04,0.03,0.0,0.9,,,,,,,,
44,"[612, 135, 104, 136]",0.06,0.0,0.04,0.07,0.1,0.03,0.69,,,,,,,,
45,"[589, 125, 110, 144]",0.02,0.0,0.02,0.02,0.19,0.0,0.75,,,,,,,,
46,"[554, 121, 117, 161]",0.07,0.0,0.02,0.69,0.08,0.1,0.04,,,,,,,,
47,"[552, 134, 104, 147]",0.08,0.0,0.05,0.63,0.16,0.06,0.03,,,,,,,,
48,"[640, 122, 104, 141]",0.16,0.0,0.14,0.04,0.38,0.0,0.28,,,,,,,,
49,"[572, 108, 108, 140]",0.11,0.0,0.02,0.03,0.07,0.0,0.77,,,,,,,,
50,"[561, 120, 114, 149]",0.23,0.01,0.04,0.25,0.17,0.0,0.3,,,,,,,,
51,"[610, 131, 101, 138]",0.19,0.0,0.01,0.0,0.12,0.0,0.67,,,,,,,,
52,"[647, 126, 104, 139]",0.04,0.0,0.02,0.07,0.1,0.0,0.77,,,,,,,,
53,"[635, 132, 102, 137]",0.11,0.0,0.03,0.54,0.03,0.02,0.26,,,,,,,,
54,"[623, 116, 106, 147]",0.2,0.0,0.04,0.37,0.07,0.09,0.23,,,,,,,,
55,"[621, 118, 108, 146]",0.11,0.0,0.06,0.16,0.07,0.01,0.59,,,,,,,,
56,"[643, 187, 96, 113]",0.37,0.0,0.32,0.0,0.29,0.02,0.0,,,,,,,,
57,"[584, 112, 112, 147]",0.08,0.0,0.01,0.07,0.02,0.01,0.8,,,,,,,,
58,"[641, 160, 97, 124]",0.47,0.0,0.15,0.01,0.23,0.13,0.02,,,,,,,,
59,"[570, 104, 111, 149]",0.05,0.0,0.01,0.02,0.14,0.0,0.78,,,,,,,,
60,"[584, 130, 107, 142]",0.03,0.0,0.02,0.01,0.04,0.0,0.9,,,,,,,,
61,"[601, 120, 105, 142]",0.05,0.0,0.01,0.01,0.02,0.0,0.91,,,,,,,,
62,"[636, 117, 107, 142]",0.3,0.0,0.07,0.12,0.06,0.07,0.39,,,,,,,,
63,"[638, 119, 111, 151]",0.12,0.0,0.08,0.07,0.08,0.02,0.61,,,,,,,,
64,"[598, 123, 111, 145]",0.05,0.0,0.0,0.15,0.09,0.01,0.7,,,,,,,,
65,"[614, 113, 111, 149]",0.12,0.0,0.01,0.06,0.05,0.01,0.75,,,,,,,,
