,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2
0,"[550, 97, 141, 183]",0.33,0.0,0.24,0.0,0.28,0.02,0.13,,,,,,,,,,,,,,,,
1,"[537, 79, 132, 172]",0.26,0.01,0.17,0.0,0.48,0.01,0.08,,,,,,,,,,,,,,,,
2,"[528, 85, 135, 180]",0.13,0.0,0.09,0.0,0.67,0.0,0.11,,,,,,,,,,,,,,,,
3,"[528, 92, 138, 182]",0.3,0.0,0.18,0.0,0.38,0.02,0.11,,,,,,,,,,,,,,,,
4,"[537, 72, 131, 174]",0.57,0.0,0.11,0.0,0.24,0.01,0.07,,,,,,,,,,,,,,,,
5,"[530, 62, 138, 175]",0.44,0.0,0.34,0.0,0.18,0.0,0.03,,,,,,,,,,,,,,,,
6,"[573, 98, 139, 173]",0.16,0.0,0.37,0.0,0.42,0.0,0.04,"[579, 660, 23, 28]",0.36,0.0,0.23,0.15,0.21,0.03,0.02,,,,,,,,
7,"[573, 80, 138, 178]",0.4,0.0,0.14,0.0,0.22,0.0,0.22,,,,,,,,,,,,,,,,
8,"[552, 102, 136, 180]",0.21,0.0,0.49,0.01,0.13,0.08,0.08,,,,,,,,,,,,,,,,
9,"[554, 98, 139, 181]",0.17,0.0,0.12,0.0,0.36,0.0,0.34,,,,,,,,,,,,,,,,
10,"[523, 93, 137, 177]",0.28,0.0,0.13,0.0,0.35,0.01,0.23,,,,,,,,,,,,,,,,
11,"[500, 96, 136, 177]",0.25,0.0,0.1,0.0,0.38,0.02,0.24,,,,,,,,,,,,,,,,
12,"[493, 88, 135, 182]",0.43,0.0,0.1,0.01,0.26,0.02,0.18,,,,,,,,,,,,,,,,
13,"[504, 83, 141, 179]",0.35,0.0,0.23,0.02,0.37,0.0,0.02,,,,,,,,,,,,,,,,
14,"[494, 78, 135, 180]",0.15,0.0,0.08,0.0,0.58,0.0,0.18,,,,,,,,,,,,,,,,
15,"[475, 79, 133, 169]",0.57,0.0,0.21,0.0,0.21,0.0,0.02,,,,,,,,,,,,,,,,
16,"[503, 83, 134, 186]",0.22,0.0,0.38,0.0,0.37,0.01,0.02,,,,,,,,,,,,,,,,
17,"[481, 72, 139, 173]",0.26,0.01,0.08,0.0,0.54,0.02,0.09,,,,,,,,,,,,,,,,
18,"[489, 77, 140, 187]",0.28,0.01,0.14,0.01,0.47,0.01,0.09,,,,,,,,,,,,,,,,
19,"[482, 75, 145, 182]",0.1,0.0,0.22,0.0,0.63,0.02,0.03,,,,,,,,,,,,,,,,
20,"[490, 90, 137, 183]",0.42,0.0,0.14,0.0,0.33,0.02,0.08,,,,,,,,,,,,,,,,
21,"[481, 80, 129, 163]",0.27,0.01,0.04,0.0,0.62,0.0,0.06,,,,,,,,,,,,,,,,
22,"[557, 91, 144, 188]",0.43,0.0,0.1,0.01,0.17,0.0,0.29,"[634, 305, 24, 28]",0.67,0.01,0.07,0.17,0.05,0.01,0.03,"[626, 355, 20, 31]",0.16,0.0,0.23,0.31,0.14,0.06,0.09
23,"[573, 81, 135, 180]",0.36,0.0,0.12,0.0,0.3,0.0,0.22,,,,,,,,,,,,,,,,
24,"[563, 96, 134, 175]",0.47,0.0,0.1,0.0,0.31,0.0,0.12,,,,,,,,,,,,,,,,
25,"[555, 107, 139, 183]",0.36,0.0,0.39,0.0,0.18,0.02,0.06,,,,,,,,,,,,,,,,
26,"[554, 99, 140, 189]",0.38,0.0,0.22,0.03,0.14,0.05,0.18,,,,,,,,,,,,,,,,
27,"[525, 109, 128, 160]",0.51,0.0,0.13,0.0,0.3,0.01,0.04,,,,,,,,,,,,,,,,
