,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3
0,"[116, 190, 37, 44]",0.58,0.0,0.04,0.21,0.09,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,
1,"[731, 130, 66, 90]",0.68,0.01,0.03,0.09,0.08,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,
2,"[171, 191, 38, 45]",0.11,0.0,0.39,0.04,0.42,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
3,"[204, 190, 35, 42]",0.42,0.0,0.08,0.23,0.21,0.0,0.06,"[739, 118, 76, 103]",0.4,0.0,0.11,0.05,0.16,0.0,0.27,,,,,,,,,,,,,,,,
4,"[542, 233, 152, 188]",0.21,0.01,0.14,0.0,0.64,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,"[624, 167, 157, 197]",0.25,0.02,0.47,0.06,0.11,0.09,0.01,,,,,,,,,,,,,,,,,,,,,,,,
6,"[464, 151, 164, 198]",0.66,0.01,0.17,0.0,0.12,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,
7,"[608, 156, 170, 206]",0.31,0.01,0.47,0.0,0.19,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,
8,"[562, 144, 156, 198]",0.78,0.04,0.07,0.0,0.09,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
9,"[575, 189, 150, 187]",0.43,0.01,0.13,0.0,0.41,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
10,"[525, 167, 158, 199]",0.64,0.02,0.05,0.01,0.21,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,
11,"[683, 140, 147, 179]",0.42,0.0,0.24,0.01,0.3,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
12,"[571, 121, 166, 217]",0.55,0.02,0.13,0.02,0.02,0.24,0.02,,,,,,,,,,,,,,,,,,,,,,,,
13,"[440, 156, 161, 191]",0.65,0.02,0.09,0.01,0.2,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
14,"[620, 116, 160, 198]",0.8,0.0,0.15,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
15,"[646, 190, 153, 188]",0.33,0.02,0.23,0.01,0.3,0.06,0.04,,,,,,,,,,,,,,,,,,,,,,,,
16,"[511, 113, 165, 212]",0.88,0.02,0.06,0.0,0.02,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,
17,"[507, 120, 164, 204]",0.71,0.11,0.12,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
18,"[606, 128, 165, 208]",0.39,0.01,0.21,0.01,0.35,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
19,"[645, 183, 152, 194]",0.83,0.01,0.06,0.0,0.09,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
20,"[565, 116, 157, 198]",0.81,0.03,0.05,0.0,0.06,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
21,"[602, 127, 159, 195]",0.52,0.01,0.25,0.0,0.21,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,
22,"[527, 128, 163, 194]",0.96,0.0,0.03,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
23,"[539, 116, 161, 198]",0.96,0.0,0.01,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
24,"[625, 138, 159, 197]",0.55,0.02,0.15,0.07,0.12,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,
25,"[465, 106, 158, 197]",0.67,0.02,0.12,0.0,0.12,0.04,0.03,,,,,,,,,,,,,,,,,,,,,,,,
26,"[589, 129, 161, 194]",0.13,0.0,0.64,0.0,0.21,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
27,"[644, 170, 161, 205]",0.36,0.05,0.14,0.01,0.31,0.07,0.06,,,,,,,,,,,,,,,,,,,,,,,,
28,"[498, 103, 161, 199]",0.55,0.33,0.07,0.0,0.03,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,
29,"[552, 206, 150, 181]",0.35,0.0,0.24,0.0,0.35,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,
30,"[507, 115, 164, 207]",0.45,0.02,0.18,0.0,0.29,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,
31,"[596, 120, 166, 205]",0.33,0.01,0.21,0.0,0.3,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,
32,"[543, 137, 157, 191]",0.86,0.0,0.06,0.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
33,"[578, 197, 154, 189]",0.42,0.03,0.14,0.0,0.36,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,
34,"[553, 135, 155, 192]",0.82,0.01,0.1,0.0,0.06,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,
35,"[565, 126, 163, 199]",0.5,0.0,0.21,0.0,0.26,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
36,"[587, 125, 165, 200]",0.42,0.02,0.28,0.0,0.22,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,
37,"[595, 185, 150, 178]",0.22,0.01,0.03,0.0,0.72,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
38,"[455, 111, 152, 192]",0.16,0.01,0.48,0.0,0.17,0.08,0.09,,,,,,,,,,,,,,,,,,,,,,,,
39,"[518, 125, 162, 191]",0.69,0.02,0.05,0.0,0.21,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
40,"[601, 140, 155, 197]",0.74,0.0,0.11,0.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
41,"[535, 105, 160, 196]",0.76,0.15,0.06,0.0,0.02,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,
42,"[492, 116, 166, 203]",0.36,0.07,0.26,0.0,0.25,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,
43,"[507, 124, 160, 202]",0.54,0.07,0.29,0.0,0.09,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,
44,"[520, 117, 159, 194]",0.82,0.05,0.08,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
45,"[601, 201, 151, 186]",0.48,0.02,0.12,0.0,0.34,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,
46,"[615, 117, 157, 194]",0.72,0.0,0.05,0.01,0.13,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,
47,"[544, 104, 159, 202]",0.59,0.04,0.21,0.0,0.12,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
48,"[475, 111, 159, 188]",0.42,0.07,0.42,0.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
49,"[486, 118, 162, 204]",0.94,0.0,0.03,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
50,"[514, 115, 162, 199]",0.88,0.01,0.08,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
51,"[508, 121, 149, 188]",0.62,0.04,0.26,0.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
52,"[566, 150, 148, 176]",0.32,0.0,0.11,0.0,0.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
53,"[677, 199, 152, 191]",0.5,0.02,0.08,0.02,0.29,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,
54,"[518, 160, 151, 188]",0.53,0.0,0.16,0.0,0.27,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
