,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[235, 113, 116, 140]",0.02,0.0,0.03,0.01,0.3,0.0,0.64
1,"[193, 118, 118, 141]",0.02,0.0,0.02,0.0,0.27,0.0,0.68
2,"[208, 85, 127, 155]",0.13,0.0,0.11,0.0,0.53,0.0,0.22
3,"[205, 82, 119, 150]",0.1,0.0,0.1,0.14,0.27,0.0,0.4
4,"[196, 89, 129, 160]",0.11,0.0,0.15,0.11,0.23,0.02,0.38
5,"[194, 116, 116, 145]",0.05,0.0,0.06,0.18,0.2,0.0,0.51
6,"[192, 120, 115, 140]",0.05,0.0,0.05,0.0,0.37,0.0,0.52
7,"[193, 111, 120, 144]",0.14,0.0,0.04,0.15,0.28,0.0,0.39
8,"[195, 85, 131, 161]",0.11,0.0,0.11,0.0,0.28,0.01,0.48
9,"[198, 92, 124, 159]",0.06,0.0,0.08,0.01,0.42,0.0,0.42
10,"[189, 110, 125, 150]",0.05,0.0,0.05,0.05,0.19,0.01,0.65
11,"[198, 111, 118, 144]",0.11,0.0,0.03,0.05,0.24,0.0,0.57
12,"[218, 67, 114, 147]",0.16,0.0,0.43,0.01,0.11,0.06,0.23
13,"[251, 51, 116, 149]",0.08,0.0,0.17,0.0,0.23,0.01,0.51
14,"[283, 54, 132, 174]",0.17,0.0,0.06,0.38,0.11,0.05,0.21
15,"[290, 74, 140, 176]",0.07,0.0,0.41,0.01,0.35,0.0,0.17
16,"[291, 111, 122, 146]",0.09,0.0,0.06,0.04,0.11,0.0,0.69
17,"[282, 114, 115, 140]",0.07,0.0,0.11,0.03,0.2,0.02,0.57
18,"[252, 79, 123, 154]",0.15,0.01,0.05,0.01,0.36,0.03,0.4
19,"[202, 80, 125, 151]",0.18,0.0,0.11,0.02,0.3,0.01,0.38
20,"[180, 98, 130, 162]",0.11,0.0,0.05,0.01,0.16,0.02,0.65
21,"[190, 96, 123, 153]",0.03,0.0,0.04,0.12,0.2,0.0,0.6
22,"[219, 109, 116, 145]",0.09,0.0,0.09,0.02,0.42,0.01,0.37
23,"[289, 58, 120, 147]",0.14,0.0,0.2,0.0,0.33,0.01,0.32
24,"[303, 64, 128, 161]",0.26,0.0,0.12,0.01,0.21,0.01,0.38
25,"[299, 72, 124, 151]",0.11,0.0,0.11,0.01,0.29,0.0,0.48
26,"[303, 66, 124, 154]",0.13,0.0,0.07,0.01,0.22,0.0,0.56
27,"[274, 61, 119, 150]",0.14,0.0,0.2,0.0,0.44,0.01,0.21
28,"[225, 68, 128, 157]",0.21,0.0,0.18,0.03,0.26,0.02,0.31
29,"[186, 75, 129, 160]",0.16,0.01,0.1,0.04,0.3,0.01,0.38
30,"[176, 79, 124, 164]",0.08,0.0,0.02,0.02,0.05,0.01,0.82
31,"[189, 115, 117, 139]",0.06,0.0,0.03,0.05,0.19,0.0,0.67
32,"[194, 120, 117, 138]",0.03,0.0,0.02,0.03,0.18,0.0,0.73
33,"[198, 120, 113, 137]",0.03,0.0,0.02,0.02,0.54,0.0,0.38
34,"[196, 116, 117, 139]",0.03,0.0,0.02,0.01,0.46,0.0,0.47
35,"[204, 112, 116, 140]",0.08,0.0,0.03,0.11,0.2,0.0,0.57
36,"[290, 70, 123, 152]",0.1,0.03,0.13,0.07,0.33,0.01,0.32
37,"[326, 61, 130, 164]",0.1,0.0,0.09,0.01,0.12,0.01,0.67
38,"[332, 76, 126, 155]",0.2,0.0,0.06,0.08,0.3,0.01,0.36
39,"[319, 73, 134, 164]",0.09,0.0,0.04,0.01,0.12,0.01,0.73
40,"[252, 72, 138, 172]",0.04,0.0,0.47,0.01,0.2,0.02,0.27
41,"[262, 101, 120, 146]",0.04,0.0,0.26,0.1,0.25,0.01,0.33
42,"[278, 101, 113, 139]",0.06,0.0,0.09,0.01,0.18,0.01,0.64
43,"[304, 72, 127, 157]",0.1,0.0,0.12,0.01,0.25,0.01,0.51
44,"[311, 66, 121, 152]",0.16,0.0,0.07,0.0,0.35,0.0,0.4
45,"[269, 70, 124, 155]",0.15,0.01,0.04,0.03,0.39,0.01,0.37
46,"[223, 78, 120, 149]",0.08,0.0,0.08,0.0,0.77,0.0,0.07
47,"[199, 92, 126, 154]",0.29,0.01,0.1,0.01,0.22,0.01,0.36
48,"[213, 75, 124, 155]",0.13,0.0,0.08,0.0,0.26,0.0,0.52
